@English@|@Italian (Theology)@
@to excel@|@risaltare@
@to exchange@|@scambiare@
@to excite@|@suscitare@
@to execute@|@eseguire, giustiziare@
@to exercise@|@esercitare@
@to exercise the office of@|@fungere@
@to exert@|@esercitare@
@to exert oneself@|@adoperarsi@
@to exhale@|@spirare@
@to exhibit@|@esporre@
@to exonerate@|@assolvere@
@to exort@|@esortare, strappare@
@to expand@|@espandere, sviluppare@
@to expect@|@esigere, pretendere, prevedere, scontare@
@to expel@|@cacciare, scacciare@
@to experience@|@provare, sperimentare@
@to experiment@|@sperimentare@
@to expiate@|@espiare@
@to expire@|@scadere, spirare@
@to explain@|@enucleare@
@to explain oneself@|@esplicarsi@
@to explode@|@saltare, scoppiare@
@to exploit@|@sfruttare@
@to expose@|@esporre@
@to expose (ritrovare)@|@scoprire@
@to express@|@concepire, esprimere, ridire, tradurre@
@to express oneself@|@esplicarsi@
@to extend@|@allargare, espandere, prolungare, stendere@
@to extinguish@|@spegnere@
@to extract@|@cavare, ricavare, strappare, tirare@
@to exude@|@emanare, spirare@
@to face@|@fronteggiare, sfidare@
@to fade@|@tramontare@
@to fail@|@bocciare, tradire@
@to fall@|@cadere, cascare, discendere, scendere@
@to fall (crollare)@|@rovinare@
@to fall (on a particular date- etc.)@|@ricorrere@
@to fall asleep@|@addormentarsi@
@to fall down@|@crollare@
@to fall due@|@scadere, spirare@
@to fall in love with@|@innamorarsi di@
@to fall on one's knees@|@inginocchiarsi@
@to falsify@|@mentire@
@to fascinate@|@affascinare, intrigare@
@to fast@|@digiunare@
@to fasten@|@attaccare, figgere, fissare@
@to fasten (collegare- congiungere- legare- mettere in collegamento- unire)@|@agganciare@
@to fasten or tie around@|@cingere@
@to favor@|@privilegiare, proteggere, sorridere@
@to feed@|@pascere@
@to feed on@|@pascere@
@to feel@|@cogliere@
@to feel hot@|@bollire@
@to feel sorry for@|@compatire@
@to fester@|@marcire@
@to fight@|@lottare@
@to fight back@|@reagire@
@to fill@|@caricare, colmare, ricoprire, riempire@
@to fill out@|@compilare@
@to fill up@|@colmare, riempire@
@to finance@|@mantenere@
@to find@|@rilevare, rintracciare@
@to find again@|@ritrovare@
@to find an outlet@|@sfogare@
@to find expression@|@esplicarsi@
@to find fault with@|@ridire@
@to find out@|@assodare@
@to finish@|@compiere, compire@
@to fish@|@pescare@
@to fish for@|@pescare@
@to fit@|@adeguare@
@to fit in well (agganciare- collegare- congiungere- mettere in collegamento- unire)@|@legare@
@to fit into@|@inquadrarsi@
@to fit together@|@commettere@
@to fix@|@arrangiare, figgere, fissare, truccare@
@to flee@|@fuggire, rifuggire, scampare, scappare@
@to flood@|@allagare, invadere@
@to flounder about@|@dibattersi@
@to flow@|@scorrere@
@to flow into@|@sboccare, sfogare@
@to fly (rifuggire- scappare) (ex:  Come fugge il tempo! = How time flies!)@|@fuggire@
@to fly away@|@involarsi@
@to fold@|@piegare@
@to follow@|@attenersi, conseguire, ripercorrere, succedere@
@to follow from@|@discendere@
@to fool@|@illudere, ingannare@
@to force@|@costringere, imporre, sforzare@
@to forebode@|@predire@
@to foretell@|@predire@
@to forewarn@|@prevenire@
@to forget@|@seppellire@
@to forgive@|@compatire@
@to form part of@|@inquadrarsi@
@to formulate@|@impostare@
@to forsee@|@intravedere, prevedere, scontare@
@to fortify@|@rafforzare@
@to foster@|@favorire, incoraggiare@
@to found@|@fondare, instaurare@
@to frame@|@inquadrare@
@to free@|@scaricare, sciogliere, togliere@
@to free oneself from@|@svolgersi@
@to freeze@|@ghiacciare@
@to frighten (sgomentare)@|@spaventare@
@to frighten (spaventare)@|@sgomentare@
@to fulfill@|@compiere, compire, concretare, concretizzare, esaudire, sciogliere, soddisfare@
@to fulfill (sorregere- sostenere)@|@mantenere@
@to function as@|@fungere@
@to fund@|@mantenere@
@to furnish@|@alimentare, fornire, provvedere@
@to fuse@|@fondere@
@to gain@|@approfittare, conciliare, guadagnare@
@to gain access to@|@accedere@
@to gather@|@adunare, cogliere, raccogliere, radunare, rilevare@
@to gather (assembrarsi- convenire)@|@radunarsi@
@to gather (assembrarsi- radunarsi)@|@convenire@
@to gather (convenire- radunarsi)@|@assembrarsi@
@to gather together (adunare)@|@radunare@
@to gaze@|@fissare@
@to generate@|@sviluppare@
@to get@|@acquistare, attingere, cavare, pigliare, ricavare, riuscire, trarre@
@to get (attingere- trarre- ricavare)@|@ottenere@
@to get along well@|@legare@
@to get angry@|@sdegnare@
@to get around@|@spuntare@
@to get away from@|@sfuggire@
@to get back@|@ricuperare@
@to get close or near to@|@avvicinarsi@
@to get complicated@|@intricarsi@
@to get discouraged@|@sconfortarsi@
@to get discouraged (sconfortarsi)@|@scoraggiarsi@
@to get disheartened@|@sconfortarsi@
@to get down to business@|@venire al dunque@
@to get entangled@|@impegnarsi@
@to get excited@|@riscaldarsi@
@to get hold of@|@pescare@
@to get in@|@salire@
@to get involved@|@farsi coinvolgere, impegnarsi@
@to get mixed up@|@farsi coinvolgere@
@to get off@|@discendere, scendere@
@to get on@|@salire@
@to get on someone's good side@|@ingraziare@
@to get on the right side of@|@ingraziare@
@to get oneself@|@mettersi@
@to get out of@|@sottrarsi@
@to get ready@|@mettere a punto, provvedere@
@to get something going@|@mettere in cantiere@
@to get something off one's chest@|@sfogarsi@
@to get to the point@|@venire al dunque@
@to gird@|@cingere@
@to give@|@affidare, consegnare, consentire, favorire, impartire, imprimere, porgere, prestare, rilasciare@
@to give a hint of@|@adombrare@
@to give again@|@ridare@
@to give an expression to@|@improntare@
@to give as a present@|@donare@
@to give back@|@rendere, ridare@
@to give concrete form to@|@concretare, concretizzare@
@to give first place to@|@sovrapporre@
@to give in@|@cedere@
@to give off@|@emanare, irradiare, mandare, spirare, sprigionare@
@to give prominence to (mettere in rilievo)@|@mettere in risalto@
@to give prominence to (mettere in risalto)@|@mettere in rilievo@
@to give rise to@|@suscitare@
@to give thanks@|@rendere@
@to give up@|@smettere@
@to give way@|@cedere@
@to gladden@|@rallegrare@
@to glance over@|@scorrere@
@to glance through@|@trascorrere@
@to glorify@|@lodare@
@to glue@|@incollare@
@to gnaw at@|@rodere@
@to go@|@recarsi, ricarsi@
@to go around@|@aggirare, girare@
@to go away@|@allontanarsi, assentarsi, sparire@
@to go back@|@ricorrere@
@to go back to@|@risalire@
@to go bad@|@marcire@
@to go bankrupt@|@fallire@
@to go before@|@precedere@
@to go by@|@scorrere, trascorrere@
@to go down@|@affondare, discendere, scendere@
@to go down (i.e. the sun)@|@tramontare@
@to go off@|@scattare@
@to go on@|@perdurare, tirare@
@to go out again@|@riuscire@
@to go out of date@|@invecchiare@
@to go out to@|@avviarsi@
@to go over again@|@ripassare@
@to go through@|@subire@
@to go to (ex:  Gli spetta per dovere. = It is his duty.)@|@spettare@
@to go to bed@|@corricarsi@
@to go up@|@salire@
@to go without eating@|@digiunare@
@to gossip@|@chiacchierare@
@to govern@|@guidare, presiedere@
@to graft@|@innestare@
@to grant@|@ammettere, concedere, decretare, rilasciare@
@to grant (accettare- acconsentire- aderire- ammettere- assentire- concedere- consentire)@|@accedere@
@to grant a privilege to@|@privilegiare@
@to grant a request@|@accogliere@
@to grasp@|@afferrare, aggrapparsi, apprendere, arraffare, cogliere, intendere, stringere@
@to gratify@|@appagare, compiacere, soddisfare@
@to grease@|@ungere@
@to greet@|@salutare@
@to grieve@|@contristare, contristarsi, rattristare, sospirare@
@to grow@|@crescere, sviluppare@
@to grow into@|@divenire, diventare@
@to grow old@|@invecchiare@
@to guard@|@proteggere@
@to guess@|@intuire@
@to guide@|@avviare, condurre, guidare, scorgere@
@to gush@|@scaturire@
@to half-open@|@schiudere, schiudersi@
@to hamper@|@imbarazzare, ostacolare@
@to hand@|@porgere@
@to hand back@|@ripassare@
@to hand down@|@tramandare@
@to hand on@|@tramandare@
@to hand over@|@cedere, consegnare@
@to handle@|@adoperare, gestire, trattare@
@to hang@|@pendere@
@to happen@|@accadere, capitare, intervenire, succedere, svolgersi, verificarsi@
@to happen (accadere- avvenire- capitare- occorrere- succedere- svolgersi- verificarsi)@|@ricorrere@
@to happen (accadere- avvenire- capitare- ricorrere- succedere- verificarsi)@|@occorrere@
@to harm@|@nuocere@
@to harp on@|@ribattere@
@to harvest@|@raccogliere@
@to hasten@|@affrettarsi, sollecitare@
@to hate@|@ripudiare@
@to have@|@contare@
@to have a vague idea of@|@intravedere@
@to have at one's disposal@|@disporre@
@to have difficulty in doing something@|@faticare@
@to have in store@|@destinare@
@to have influence or pull@|@potere@
@to have prescidence over@|@precedere@
@to have recourse to@|@adire, ricorrere@
@to have second thoughts@|@ripensare@
@to have something going@|@avere in cantiere@
@to have success@|@sfondare@
@to have to@|@dovere@
@to have to do with (ex #1:  Si tratta di vita o di morte. = It's a matter of life or death.)  (ex #2:  Questo articolo tratta dell'origine della Chiesa. = This article is about the origin of the Church.)@|@trattare@
@to heal@|@curare, guarire, sanare@
@to hear@|@intendere, udire@
@to heat up@|@riscaldarsi@
@to help@|@avviare, coadiuvare, conciliare, favorire, sorreggere@
@to hesitate@|@indugiare, pendere@
@to hide@|@adombrare, appostare, nascondere, ricoprire@
@to hide (ascondere- nascondere- ricoprire)@|@celare@
@to hide (celare- nascondere- ricoprire)@|@ascondere@
@to highlight@|@enucleare, risaltare@
@to hinder@|@impedire, ostacolare@
@to hint (riferirsi)@|@alludere@
@to hint at (abbozzare)@|@accennare@
@to hint at (accennare)@|@abbozzare@
@to hit@|@battere, bocciare, cogliere, percuotere, picchiare, raggiungere@
@to hit again@|@ribattere@
@to hold@|@attenersi, conservare, mantenere, racchiudere, ricoprire, ritenere, tenere@
@to hold back@|@ritenere, tenere, trattenere@
@to hold off@|@tenere a bada@
@to hold onto@|@tenere@
@to hold out@|@reggere@
@to hold up@|@reggere, sorregere, sorreggere, sostenere@
@to honor@|@onorare@
@to hook@|@agganciare@
@to hope@|@augurare@
@to house@|@alloggiare@
@to hug@|@abbracciare@
@to humour@|@compiacere@
@to hurry@|@affrettarsi, sollecitare@
@to hurry up@|@affrettarsi@
@to hurt@|@nuocere@
@to identify@|@individuare, riconoscere@
@to ignore@|@disprezzare, trascurare@
@to illuminate@|@rischiarare@
@to illumine@|@irradiare@
@to imagine@|@concepire, raffigurare, supporre@
@to imitate@|@rifare@
@to immerse@|@immergere@
@to impair@|@intaccare@
@to impart@|@imprimere@
@to implement@|@attuare@
@to implicate (coinvolgere- implicare)@|@involgere@
@to implicate (coinvolgere- involgere)@|@implicare@
@to implicate (implicare- involgere)@|@coinvolgere@
@to implore@|@supplicare@
@to imply@|@implicare, involgere, presupporre, racchiudere@
@to imply (coinvolgere- implicare- involgere)@|@comportare@
@to impose@|@imporre, infliggere@
@to impose onself upon or dominate@|@imporsi@
@to impose upon@|@approfittare@
@to impoverish@|@impoverire@
@to impregnate@|@impregnare@
@to impress@|@scolpire@
@to imprint@|@imprimere@
@to inaugurate@|@inaugurare@
@to incite@|@incoraggiare@
@to include@|@racchiudere@
@to incorporate@|@inglobare@
@to incorporate (agganciare- congiungere- legare- mettere in collegamento- unire)@|@collegare@
@to increase@|@alimentare, crescere, rialzare, scattare, sviluppare@
@to increase (diffondere- espandere- spandere- spargere)@|@allargare@
@to inculcate (infondere)@|@inculcare@
@to indicate@|@accennare, additare, prospettare, segnare@
@to individualize@|@individuare@
@to induce@|@invogliare, muovere, promuovere@
@to inflame@|@accendere@
@to inflict@|@infliggere@
@to inform@|@avvertire, riferire@
@to inform in advance@|@prevenire@
@to infuse@|@infondere@
@to inherit@|@ereditare@
@to initiate@|@inaugurare@
@to injure@|@intaccare, nuocere@
@to insert@|@innestare, introdurre@
@to insist@|@premere@
@to insist (colpire- ferire- percuotere)@|@picchiare@
@to insist on@|@pretendere, ribattere@
@to instill@|@inculcare@
@to instill (inculcare)@|@infondere@
@to insult@|@insultare@
@to intend@|@contare, destinare, intendere@
@to interfere@|@intervenire, intrigarsi@
@to interrupt@|@interrompere, spezzare, tralasciare@
@to intertwine@|@intrecciare@
@to intervene@|@intervenire@
@to intrigue@|@intrigare@
@to introduce@|@immettere, introdurre@
@to inundate@|@allagare@
@to invade@|@invadere@
@to invert@|@capovolgere@
@to investigate@|@ricercare@
@to invite@|@tirare@
@to involve@|@coinvolgere, comportare, implicare, implicare, interessare, involgere@
@to irritate@|@urtare@
@to issue@|@emanare, rilasciare@
@to jeer at@|@irridere@
@to join@|@associare, collegare, confluire, congiungere, giungere, innestarsi, mettersi, raggiungere, unire@
@to judge@|@giudicare, stimare@
@to jump@|@saltare, scattare@
@to jump again@|@risaltare@
@to juxtapose@|@giustapporre@
@to keep@|@attenere, attenersi, conservare, custodire, mantenere, tenere, trattenere@
@to keep at a distance@|@allontanare@
@to keep at bay@|@tenere a bada@
@to keep in mind@|@tenere conto@
@to keep up@|@mantenere, proseguire@
@to keep up one's strength@|@sostenersi@
@to keep vigil@|@vegliare@
@to kill@|@uccidere@
@to kindle@|@suscitare@
@to kneel@|@inginocchiarsi@
@to knock@|@picchiare, urtare@
@to knock down@|@abbattere, stendere@
@to lack@|@peccare@
@to lament@|@recriminare@
@to land@|@approdare@
@to last@|@perdurare@
@to laud@|@lodare@
@to launch@|@lanciare@
@to lavish@|@profondere@
@to lavish attention on@|@ricoprire@
@to lay down@|@deporre@
@to lay hands on@|@imporre@
@to lay out@|@stendere@
@to lay siege to@|@assediare@
@to lay the foundation of@|@impostare@
@to lead@|@condurre, guidare, trarre@
@to lead to@|@approdare, immettere, riuscire, sboccare@
@to leak@|@perdere@
@to lean@|@appoggiare, pendere, poggiare@
@to lean on or against@|@appoggiarsi@
@to leap@|@saltare@
@to learn@|@apprendere, rilevare@
@to learn (apprendere)@|@imparare@
@to leave@|@affidare, allontanarsi, assentarsi, consegnare@
@to leave again@|@ripartire@
@to leave behind@|@distaccare, seminare@
@to leave out@|@tacere, tralasciare@
@to lend@|@dare in prestito, prestare@
@to lengthen@|@prolungare@
@to lessen@|@attenuare, attutire, attutirsi@
@to let@|@concedere@
@to let in@|@immettere@
@to let off steam@|@sfogarsi@
@to let out@|@sfogare@
@to let someone have@|@cedere@
@to lie@|@mentire@
@to lie down@|@corricarsi@
@to lie in wait for@|@appostare@
@to lift@|@levare, sollevare, togliere@
@to light@|@accendere@
@to like@|@aggradare, gradire, gustare, volere@
@to like better@|@prediligere@
@to liken@|@accostare@
@to liken (assomigliare- rassomigliare)@|@somigliare@
@to liken (rassomigliare- somigliare)@|@assomigliare@
@to limp@|@zoppicare@
@to linger@|@indugiare, soffermarsi@
@to link@|@agganciare, intrecciare, legare, unire@
@to link (agganciare- collegare- legare- mettere in collegamento- unire)@|@congiungere@
@to listen to@|@dare retta a, intendere, udire@
@to live@|@versare@
@to live through@|@sperimentare@
@to load@|@caricare, ricoprire@
@to loan@|@dare in prestito, prestare@
@to locate@|@individuare, rintracciare@
@to lock up@|@rinchiudere@
@to lodge@|@alloggiare@
@to long for@|@bramare, sospirare@
@to look@|@sembrare@
@to look (parere)@|@apparire@
@to look after@|@attendere, custodire, riguardare, tenere da conto@
@to look at@|@mirare, riguardare@
@to look for@|@cercare@
@to look hard@|@fissare@
@to look insignificant@|@scomparire@
@to look like@|@assomigliare, rassomigliare, somigliare@
@to look over again@|@rivedere@
@to look through@|@scorrere@
@to loom@|@profilarsi@
@to loosen@|@allentare, rilasciare, sciogliere@
@to loosen (svolgere)@|@sviluppare@
@to lose@|@perdere, spogliarsi@
@to lose heart@|@scoraggiarsi@
@to lose heart (scoraggiarsi)@|@sconfortarsi@
@to lose one's temper@|@scattare@
@to lurk (ascondere- celare- ricoprire)@|@nascondere@
@to mail@|@impostare@
@to maintain@|@attenere, mantenere, mantenere@
@to maintain (mantenere- sorregere)@|@sostenere@
@to make@|@costringere, intrecciare, stringere@
@to make a dent in@|@intaccare@
@to make a fine show@|@fare comparsa@
@to make a name for oneself@|@sfondare@
@to make amends for@|@espiare, riparare@
@to make clear@|@puntualizzare@
@to make concrete@|@concretare, concretizzare@
@to make due@|@arrangiarsi@
@to make fun of@|@sfottere@
@to make good use of@|@sfruttare@
@to make happy@|@sorridere@
@to make known@|@rendere@
@to make oneself comfortable@|@arrangiarsi@
@to make progress@|@progredire@
@to make ready (apparecchiare)@|@approntare@
@to make ready (approntare)@|@apparecchiare@
@to make reference (alludere)@|@riferirsi@
@to make someone want to do something@|@invogliare@
@to make tender@|@intenerirsi@
@to make the sign of the cross@|@segnarsi@
@to make up@|@truccare@
@to make up for@|@ricuperare@
@to make use of@|@adoperare, strumentalizzare, valersi@
@to manage@|@arrangiarsi, giungere, guidare, reggere@
@to manage or succed (in doing something)@|@potere@
@to mangage@|@riuscire@
@to manipulate@|@strumentalizzare@
@to mark@|@contrassegnare, imprimere, improntare, segnare@
@to mark the boundary of@|@delimitare@
@to match@|@appaiare@
@to matter@|@montare, premere, rilevare@
@to mean@|@contare, implicare, intendere, valere@
@to meddle@|@intervenire, intrigarsi@
@to meet@|@accontentare, affrontare, assembrarsi, confluire, convenire, radunarsi, soddisfare@
@to melt@|@fondere, sciogliere@
@to mention@|@citare@
@to merge@|@fondere@
@to mind@|@rincrescere@
@to mirror@|@rispecchiare@
@to misappropriate@|@appropriarsi@
@to misrepresent@|@mentire, travisare@
@to miss@|@perdere@
@to mistake@|@confondere, scambiare@
@to mistrust@|@diffidare@
@to mitigate (alleviare- attutire)@|@attenuare@
@to mitigate (attenuare- attutire)@|@alleviare@
@to mix@|@mescere, rivoltare@
@to mix up@|@coinvolgere, intricare, intrigare@
@to mock@|@irridere, schernire@
@to model@|@plasmare@
@to mold@|@fondere, plasmare@
@to mount@|@montare@
@to mourn over@|@recriminare@
@to move@|@commuovere, intenerire, muovere, poggiare, spostare, tirare, toccare, trascorrere@
@to move back@|@allontanarsi@
@to move or push away@|@allontanare@
@to move to pity (commuovere- muovere- toccare)@|@intenerire@
@to muddle up@|@arruffare@
@to murder@|@uccidere@
@to need@|@occorrere@
@to need (comportare- esigere- imporre- occorrere)@|@richiedere@
@to neglect@|@trascurare@
@to negotiate@|@contrattare, trattare@
@to no purpose@|@invano@
@to not live up to@|@smentire@
@to notice@|@accorgersi, avvertire, percepire, rilevare, scorgere@
@to notify@|@contestare@
@to nourish@|@alimentare, allattare, pascere@
@to number@|@contare@
@to nurse@|@allattare@
@to object@|@opporre@
@to object to@|@ricusare, ridire@
@to obligate or commit oneself@|@impegnarsi@
@to oblige@|@costringere@
@to observe@|@avvertire@
@to obstruct@|@imbarazzare, impedire, ostacolare@
@to obtain@|@ottenere, spuntare@
@to obtain (attingere- ottenere- ricavare)@|@trarre@
@to obtain (attingere- ottenere- trarre)@|@ricavare@
@to obtain (ottenere- trarre- ricavare)@|@attingere@
@to occupy@|@ricoprire@
@to occupy a position@|@coprire@
@to occur@|@accadere, avvenire, intervenire, occorrere, ricorrere, succedere, svolgersi@
@to occur (accadere- avvenire- occorrere- ricorrere- succedere- svolgersi- verificarsi)@|@capitare@
@to offer@|@allegare, esibire, porgere, proporre@
@to oil@|@ungere@
@to omit@|@tralasciare@
@to one side@|@in disparte@
@to ooze@|@stillare@
@to open@|@inaugurare, schiudere, schiudersi@
@to open up@|@schiudersi@
@to operate@|@gestire@
@to oppose@|@contrapporre, opporre@
@to oppress@|@opprimere@
@to order@|@commettere, imporre@
@to organize@|@gestire, inquadrare, sistemare@
@to originate from@|@provenire@
@to oust@|@spossessare@
@to outline@|@delineare, impostare, profilare, tracciare@
@to outline (delineare)@|@abbozzare@
@to outumber@|@prevalere@
@to overburden onself with@|@caricarsi@
@to overcome@|@battere, sormontare, spuntare, superare, vincere@
@to overflow@|@traboccare@
@to overlap@|@sovrapporre@
@to overlook@|@trascurare@
@to overshadow@|@adombrare@
@to overstrain oneself@|@sprecarsi@
@to overthrow@|@rovesciare, sconfiggere@
@to overturn@|@capovolgere, ribaltare, rivolgere, rovesciare@
@to overturn (capovolgere- ribaltare- rovesciare)@|@capottare@
@to overwhelm@|@confondere, ricoprire, travolgere@
@to overwhelm (riempire)@|@colmare@
@to overwork@|@sfruttare@
@to owe@|@dovere@
@to own@|@possedere@
@to pacify@|@pacare@
@to paint@|@dipingere@
@to pair@|@appaiare@
@to pardon@|@assolvere@
@to part@|@schiudere, schiudersi@
@to participate@|@intervenire@
@to participate in@|@concorrere@
@to pass@|@favorire, promuovere, scorrere, superare, trascorrere@
@to pass again@|@ripassare@
@to pass away@|@scomparire, tramontare@
@to pass through@|@attraversare@
@to paste@|@incollare@
@to pasture@|@pascere@
@to pause@|@soffermarsi@
@to pay@|@versare@
@to pay attention to@|@dare retta a@
@to pay back@|@rifondere@
@to pay off@|@redimere, scontare@
@to perceive@|@accorgersi, discernere, scorgere@
@to perform@|@assolvere, compiere, compire, eseguire, esibirsi, svolgere@
@to perform (compiere- compire- eseguire)@|@adempire@
@to perform a calculation@|@fare un conto@
@to pertain@|@appartenere@
@to pester@|@assediare@
@to pick@|@raccogliere@
@to pick out@|@pescare, scegliere@
@to pinpoint@|@enucleare, individuare@
@to place@|@collocare, impostare, inquadrare, inserire, poggiare, porre@
@to place in order@|@disporre@
@to place one's trust in@|@affidarsi a@
@to place oneself@|@mettersi@
@to place or lay on/over/on top of@|@sovrapporre@
@to plan@|@destinare, progettare@
@to plant@|@sotterrare@
@to play@|@esibirsi@
@to plead@|@allegare@
@to plead with@|@supplicare@
@to please@|@accontentare, compiacere, soddisfare@
@to please (ex:  se t'aggrada = if you like@|@aggradare@
@to plot@|@intrigare@
@to plug@|@tappare@
@to plug in@|@innestare, inserire@
@to plunge@|@affondare, immergere@
@to plunge deeply into@|@profondarsi@
@to point out@|@additare, prospettare, rilevare@
@to pollute@|@corrompere@
@to ponder@|@ripensare@
@to portray@|@dipingere, raffigurare@
@to pose@|@porre@
@to position@|@appostare@
@to possess@|@possedere@
@to post@|@appostare, impostare@
@to postmark@|@timbrare@
@to postpone@|@differire, posticipare, prolungare, rimandare, rinviare, spostare@
@to pour@|@rovesciare, scorrere, versare@
@to pour into@|@sboccare@
@to pour out@|@mescere, versare@
@to practice@|@esercitare@
@to praise@|@lodare@
@to preach@|@predicare@
@to precede@|@precedere, prevenire@
@to predict@|@predire@
@to preface@|@precedere@
@to prefer@|@prediligere, privilegiare, scegliere, volere@
@to prepare@|@apparecchiare, approntare, disporre, provvedere, tendere@
@to present@|@allegare, porgere, prospettare@
@to preserve@|@conservare, custodire, mantenere@
@to preside over@|@presiedere@
@to press@|@premere, spingere, stringere@
@to press against@|@spingere@
@to press for@|@sollecitare@
@to presume@|@presumere@
@to presuppose@|@presupporre@
@to pretend@|@pretendere@
@to prevail@|@invalere@
@to prevail against@|@prevalere@
@to prevent@|@evitare, impedire, prevenire@
@to prick@|@pungere@
@to print@|@imprimere@
@to procede from@|@emanare@
@to proceed from (scendere)@|@discendere@
@to process@|@trattare@
@to produce@|@allegare, esibire, valere@
@to profess@|@pretendere@
@to profile@|@profilare@
@to profit@|@approfittare@
@to project@|@proiettare, risaltare@
@to prolong@|@prolungare@
@to promote@|@favorire, incoraggiare, promuovere@
@to prompt@|@suggerire@
@to prompt (commuovere- intenerire- toccare)@|@muovere@
@to promulgate@|@emanare@
@to promulgate (a theory- law…)@|@promulgare@
@to pronounce@|@proferire, scandire@
@to prop@|@appoggiare@
@to prophesy@|@predire@
@to propose@|@contare, proporre, prospettare@
@to prostrate oneself@|@prosternarsi@
@to protect@|@cautelare, proteggere, riparare@
@to protest@|@reagire@
@to prove@|@omologare, provare@
@to provide@|@fornire, provvedere@
@to provide for@|@mantenere, prevedere@
@to provoke@|@promuovere, pungere, suscitare@
@to psych oneself up for@|@caricarsi@
@to publish@|@promulgare@
@to pull@|@tirare, trarre@
@to pull away@|@strappare@
@to pull up or out@|@strappare@
@to punish@|@castigare@
@to purchase@|@acquistare@
@to purge@|@svuotare@
@to purify@|@castigare@
@to pursue@|@esercitare, proseguire@
@to push@|@spingere@
@to put@|@collocare, introdurre, poggiare, porre@
@to put forth@|@gettare@
@to put forward@|@prospettare@
@to put in order@|@sistemare@
@to put into@|@tradurre@
@to put off@|@differire, rinviare@
@to put oneself out@|@sprecarsi@
@to put out@|@spegnere@
@to put right@|@sanare@
@to put through (asservire- assoggettare- sottomettere)@|@sottoporre@
@to put to death@|@giustiziare@
@to put together@|@compilare, costruire@
@to qualify@|@abilitare, precisare, qualificare@
@to question@|@contestare, interpellare@
@to quicken@|@sollecitare@
@to quote@|@citare@
@to radiate@|@emanare, spirare@
@to rage@|@ardere@
@to raid@|@scorrere@
@to raise@|@rialzare, rilanciare@
@to raise (ex:  shoulders or a question)@|@sollevare@
@to raise one's voice@|@riscaldarsi@
@to ransom@|@redimere, riscattare@
@to rate@|@stimare@
@to ratify@|@omologare, sancire@
@to reach@|@accedere, attingere, conseguire, giungere, guadagnare, pervenire, raggiungere, toccare@
@to reach out@|@tendere@
@to read or look over again@|@ripassare@
@to read with difficulty@|@compitare@
@to realize@|@accorgersi, concretare, concretizzare, rendersi conto, scorgere@
@to reappear@|@ricomparire, ridare@
@to reason@|@argomentare@
@to reassemble@|@ricomporre@
@to reassume@|@riassumere@
@to rebuke@|@richiamare, sgridare@
@to recall@|@richiamare, ricordare, rievocare, ripensare@
@to recant@|@smentire@
@to recapture@|@riprendere@
@to recast@|@rifondere@
@to receive@|@accogliere, percepire, riportare@
@to receive the sacraments@|@accostarsi ai sacramenti@
@to recognize@|@omologare, raffigurare, ravvisare, riconoscere@
@to recognize (scoprire)@|@ritrovare@
@to recompose@|@ricomporre@
@to reconnect@|@riallacciare@
@to reconnoiter@|@riconoscere@
@to reconstruct@|@ricomporre@
@to recover@|@guarire, ricuperare, ritrovare@
@to rectify@|@riparare, sanare@
@to recur@|@ricorrere@
@to redeem@|@redimere, riscattare@
@to redo@|@rifare@
@to redouble@|@raddoppiare@
@to reduce@|@attutire, ridurre, scontare@
@to re-establish@|@ricondurre@
@to refer@|@deferire, riferirsi, rinviare@
@to refer back to@|@riallacciarsi@
@to refer to@|@alludere, rimandare@
@to reflect@|@rispecchiare@
@to reform@|@correggere@
@to refrain from@|@evitare@
@to refresh@|@ristorare@
@to refund@|@rifondere@
@to refuse@|@contendere, respingere, ricusare, rigettare@
@to refute an argument@|@ribattere@
@to regard@|@attenere, riguardare, stimare@
@to regret@|@recriminare, rincrescere@
@to rehabilitate@|@ricuperare@
@to reign over@|@imperare@
@to reinforce@|@rafforzare, rinsaldare@
@to reintroduce@|@rilanciare@
@to reject@|@bocciare, respingere, ricusare, rigettare, ripudiare, scartare@
@to rejoice in (at- over- etc.)@|@rallegrarsi@
@to relate@|@collegare, riferire, riportare@
@to relate to@|@riguardare@
@to relaunch@|@rilanciare@
@to relax@|@allentare@
@to release@|@allentare, assolvere, dimettere, rilasciare, sciogliere, sprigionare@
@to relieve@|@alleviare, rilevare@
@to relieve (give vent to) one's feelings@|@sfogarsi@
@to rely on@|@affidarsi a, appoggiarsi, fidare@
@to remain@|@restare, rimanere@
@to remelt@|@rifondere@
@to remember@|@ricordare, ritenere, tenere conto@
@to remind@|@ricordare@
@to remind someone of something@|@rievocare@
@to reminisce@|@rievocare@
@to remove@|@allontanare, cavare, dimettere, levare, staccare, togliere@
@to renew@|@riallacciare@
@to re-occur@|@ridare@
@to repair@|@rifare, riparare@
@to repay@|@rifondere@
@to repeat@|@ribadire, ridire@
@to repel@|@allontanare, respingere@
@to repel (bocciare- disprezzare- respingere- ripudiare)@|@rigettare@
@to repent@|@pentire@
@to report@|@riportare@
@to represent@|@raffigurare@
@to repress@|@reprimere@
@to reprimand@|@richiamare, sgridare@
@to reproach@|@recriminare, rimproverare@
@to repudiate@|@ricusare@
@to request@|@richiedere@
@to request urgently@|@sollecitare@
@to require@|@esigere, occorrere, pretendere, richiedere@
@to require (comportare- esigere- imporre- occorrere- richiedere)@|@implicare@
