@Esperanto@|@English@
@Ptolemeo@|@Ptolemy@
@puba@|@pubic@
@pubereco@|@puberty@
@publici@|@publicise@
@publicisto@|@publicist, journalist@
@publika@|@public@
@publike@|@openly@
@publikeco@|@publicity@
@publikigi@|@publish, reveal@
@publikigo@|@proclamation(2), publication@
@publiko@|@public@
@publikulino@|@prostitute@
@publikutila@|@non-profit, charitable(2)@
@pubo@|@pubic region@
@puĉo@|@coup d'‚tat, putsch@
@pudingo@|@pudding@
@pudoro@|@chaste behaviour, modesty@
@pudri@|@powder@
@pudro@|@cosmetic powder, powder@
@pufigi@|@puff out@
@pufiĝi@|@puff up@
@pufo@|@swelling, puff@
@pugno@|@fist@
@pugnobatalo@|@fistfight@
@pugnobati@|@punch@
@pugo@|@bottom, buttocks, behind@
@pugtruo@|@asshole@
@Pulĉinelo@|@Punch@
@pulio@|@pulley@
@pulma@|@pulmonary@
@pulmo@|@lung@
@pulmonario@|@pulmonaria, lungwort@
@pulo@|@flea@
@pulovero@|@pullover sweater@
@pulsi@|@throb, pulsate@
@pulso@|@pulse@
@pulvo@|@gunpowder@
@pulvora@|@powdery@
@pulvorigi@|@pulverise@
@pulvorigita lakto@|@milk-powder, powdered milk@
@pulvoro@|@powder@
@pumiko@|@pumice@
@pumo@|@cougar, puma, mountain lion@
@pumpi@|@pump@
@pumpilo@|@pump@
@punado@|@punishment@
@punĉo@|@punch@
@pundo@|@pound@
@pundomo@|@penitentiary, prison@
@punebla@|@punishable@
@punenda@|@punishable, deserving of punishment@
@puni@|@correct, chastise, punish@
@punkti@|@punctuate@
@punkto@|@point, spot, dot, period@
@punktokomo@|@semicolon@
@punlaborejo@|@forced-labour camp@
@puno@|@punishment@
@punto@|@lace@
@pupitro@|@school desk, desk, lectern@
@pupo@|@puppet, doll@
@pura@|@clean, pure@
@pureco@|@cleanliness, purity@
@pureo@|@pur‚e@
@purgatorio@|@purgatory@
@purigi@|@cleanse, clean, make clean, purge@
@purigi la nazon@|@blow one's nose@
@purigo@|@cleaning up, cleaning, purification@
@Purimfesto@|@Purim@
@puritana@|@puritan@
@puritano@|@puritan@
@purpura@|@purple@
@purpuro@|@purple@
@purrasa@|@pure-bred, pedigree@
@pusi@|@discharge pus@
@puŝi@|@thrust, push@
@puŝiĝi kun@|@run into, collide with@
@puŝo@|@push@
@puso@|@pus@
@puŝveturilo@|@wheelbarrow@
@putino@|@whore, hooker@
@puto@|@well@
@putra@|@rotten, bad@
@putrema@|@perishable@
@putri@|@putrefy, rot@
@putriĝo@|@decay@
@puzlo@|@puzzle@
@rabaĵo@|@booty@
@rabarbo@|@rhubarb@
@rabati@|@discount, rebate@
@rabato@|@discount, rebate, abatement@
@rabbesto@|@beast of prey@
@rabdo@|@divining rod@
@rabeno@|@rabbi@
@rabi@|@rob, plunder@
@rabia@|@rabid, mad@
@rabio@|@rabies@
@rabisto@|@robber@
@rabo@|@robbery@
@rabobesto@|@beast of prey@
@raboti@|@abrade@
@rabotilo@|@plane@
@raboto@|@abrasion@
@racia@|@rational@
@raciigo@|@streamlining, rationalisation@
@raciismo@|@rationalism@
@racio@|@reason, logical reasoning@
@radaro@|@radar@
@radia@|@radio@
@radiado@|@radiation@
@radiatoro@|@radiator@
@radiestezo@|@dowsing, divination@
@radii@|@radiate@
@radikala@|@radical@
@radikale@|@thoroughly, radically@
@radikalo@|@radical@
@radikalulo@|@radical@
@radiko@|@root@
@radio@|@wireless, ray; radio, beam@
@radiofonio@|@radio@
@radiostacio@|@radio station@
@radioterapio@|@radiation@
@radiumo@|@radium@
@radiuso@|@radius@
@rado@|@wheel@
@radono@|@radon@
@radringa deprenilo@|@tyre lever@
@radringo@|@cover, outer cover@
@radrondo@|@felly, rim, felloe@
@rafaneto@|@radish@
@rafano@|@radish, black radish@
@rafinejo@|@refinery@
@rafini@|@refine@
@raĝabo@|@Rajab@
@raguo@|@stew, ragout@
@rajda@|@mounted@
@rajdanta@|@mounted@
@rajdi@|@ride@
@rajo@|@stingray, skate@
@rajpi@|@scraping, grinding@
@rajti@|@have the right to, may@
@rajtigi@|@authorise@
@rajtigilo@|@authorisation@
@rajtigo@|@authorisation@
@rajto@|@right(2)@
@rakedo@|@rocket, missile@
@raketo@|@missile, rocket@
@rako@|@rack@
@rakontanto@|@storyteller, narrator@
@rakonti@|@relate, narrate, tell@
@rakontisto@|@storyteller@
@rakonto@|@narrative, story, tale@
@ramadano@|@Ramadan@
@rambutano@|@rambutan@
@ramfasto@|@toucan@
@ramo@|@battering ram; RAM@
@rampi@|@creep, crawl@
@ramplo@|@ramp@
@ranca@|@rancid@
@ranĉo@|@ranch@
@rando@|@brim; rand, edge, rim@
@ranfemuroj@|@frog's legs@
@rango@|@grade, rank, rate@
@rangordo@|@order, ranking@
@ranido@|@tad-pole, tadpole@
@rankoro@|@rancour, grudge@
@rano@|@frog@
@ranunkolo@|@buttercup@
@Rao@|@Ra, Re@
@rapida@|@rapid, swift, fast, quick, speedy@
@rapide@|@fast, quickly, swiftly@
@rapideco@|@speed@
@rapidega@|@high-speed, racing@
@rapidemo@|@haste@
@rapidi@|@rush, hurry, go fast@
@rapidigi@|@accelerate, speed up@
@rapidlimo@|@speed-limit@
@rapido@|@speed@
@rapidtrajno@|@fast train@
@rapidumo@|@gear@
@rapidumskatolo@|@gear-box, gear-case@
@rapidumujo@|@gear-box, gear-case@
@rapidvagonaro@|@fast train@
@rapiro@|@foil, rapier@
@rapo@|@turnip@
@raporti@|@report@
@raportisto@|@reporter@
@raporto@|@account, record, report@
@rapsodio@|@rhapsody@
@rara@|@precious, rare@
@raraĵo@|@rarity@
@rasa@|@racial@
@rasismo@|@racism@
@rasli@|@rattle, rustle@
@raso@|@breed, race@
@raspi@|@grate, rasp@
@raspilo@|@grater@
@rasti@|@rake@
@rastilo@|@rake@
@rastrumo@|@bitmap, raster@
@ratifi@|@ratify@
@ratifiki@|@ratify@
@ratifo@|@ratification@
@rato@|@rat@
@raŭka@|@hoarse@
@raŭndo@|@round@
@raŭpo@|@caterpillar@
@rava@|@lovely, delightful@
@ravi@|@delight@
@raviĝinta@|@delighted@
@ravino@|@ravine@
@ravo@|@delight@
@razeno@|@lawn@
@razi@|@shave@
@razilo@|@razor@
@razio@|@police raid@
@razisto@|@barber@
@razklingo@|@razor-blade@
@razpeniko@|@shaving-brush@
@re-@|@re-@
@reaĉeti@|@buy back, redeem@
@readaptado@|@rehabilitation, readaptation@
@Readmono@|@Deuteronomy@
@reagi@|@react, respond@
@reakcia@|@reactionary@
@reakcio@|@reaction@
@reakciulo@|@reactionary@
@reakiri@|@recover@
@reala@|@practical, actual, real@
@realaĵo@|@reality@
@reale@|@really, genuinely, indeed, truly@
@realeco@|@reality@
@realiĝi@|@come true@
@realigi@|@produce@
@realisto@|@realist@
@reanimi@|@reanimate@
@rebapti@|@rename, rechristen@
@rebaptisto@|@Anabaptist@
@rebati@|@hit back; rebut@
@rebonigi@|@repair@
@rebrilo@|@reflection@
@recenzanto@|@reviewer@
@recenzi@|@review@
@recenzo@|@review@
@recepto@|@prescription, recipe@
@reciproka@|@reciprocal, mutual@
@reciproke@|@reciprocally, mutually@
@reciprokeco@|@reciprocity@
@reciproki@|@reciprocate@
@reciti@|@recite@
@redakcio@|@editorial office@
@redakti@|@edit@
@redaktilo@|@editor@
@redaktist@|@editor@
@redaktoro@|@editor@
@Redemptoro@|@Redeemer, Saviour@
@redingoto@|@frock coat@
@rediri@|@repeat@
@redoni@|@give back, return(2)@
@redukti@|@reduce@
@reduktiĝi@|@fall, recede, be reduced@
@ree@|@again, once more@
@reedukado@|@re-education@
@reeduki@|@re-educate@
@reeldono@|@new edition, reissue@
@reelekti@|@re-elect@
@reen@|@backwards, back(2)@
@reenkarniĝo@|@reincarnation@
@refali@|@lapse@
@refari@|@redo@
@referaĵo@|@scholarly report@
@referenco@|@reference@
@referi@|@give a report, lecture@
@reflekso@|@reflex@
@reflekti@|@reflect@
@reflektilo@|@reflector@
@reflektoro@|@headlight@
@reflori@|@bloom later@
@reflui@|@ebb@
@refluo@|@low tide@
@Reformacio@|@Reformation@
@reformi@|@reform@
@reformita@|@reformed@
@reformo@|@reform@
@refortiĝi@|@grow stronger, recuperate, get stronger@
@refreŝigi@|@refresh@
@refuti@|@refute@
@reĝa@|@royal, regal@
@regado@|@control, reign, rule@
@regali@|@treat, entertain@
@regali per@|@treat to@
@regalo@|@treat@
@reganto@|@ruler@
@regebla@|@manageable@
@regi@|@govern, rule, control, restrain@
@regilo@|@controller@
@regimento@|@regiment@
@reĝimo@|@r‚gime; mode, regime@
@reĝino@|@queen@
@Reĝino Æarlotinsuloj@|@Queen Charlotte Islands@
@regiona@|@regional@
@regiono@|@region@
@reĝisoro@|@director, stage-manager@
@registaro@|@government@
@registrado@|@registration, recording@
@registri@|@record(2), register(2)@
@registristo@|@registrar@
@registrita@|@registered@
@registrita letero@|@registered letter@
@registro@|@register(2), record@
@reglamento@|@regulations, rules@
@reĝlando@|@kingdom@
@regna@|@national, state(2), royal@
@Regna Delegitaro@|@States General@
@regnestro@|@head of state@
@regno@|@state, realm@
@reĝo@|@king@
@regpovo@|@state power, power@
@regreso@|@decline, going down@
@regula@|@regular, even(2)@
@regularo@|@rules, regulations@
@regule@|@regularly@
@reguligi@|@regulate@
@regulo@|@rule, regulation@
@reĝustigi@|@adjust@
@reiri@|@go back, return(2)@
@reĵeti@|@reject; throw back@
@rejnlanda@|@Rhineland@
@rejnlanda vino@|@Rhine-wine, hock@
@Rejnlando@|@Rhineland@
@Rejno@|@Rhine@
@rejnŝipo@|@Rhine-barge, barge@
@rekapabligi@|@rehabilitate@
@reklamacio@|@complaint@
@reklamado@|@advertising@
@reklami@|@advertise@
@reklamo@|@advertisement@
@rekomenci@|@resume@
@rekomenda letero@|@letter of recommendation, letter of introduction@
@rekomendi@|@register(2), recommend@
@rekomendinda@|@recommendable@
@rekomendita@|@recommended; registered@
@rekomendita letero@|@registered letter@
@rekomendo@|@recommendation@
@rekompenci@|@compensate, reward@
@rekompenco@|@reward, compensation@
@rekonebla@|@recognisable@
@rekoni@|@recognise@
@rekonkeri@|@recapture@
@rekono@|@recognition@
@rekonsciiĝi@|@regain consciousness@
@rekonstrui@|@reconstruct@
@rekordo@|@record(2)@
@rekrei@|@re-create@
@rekruti@|@recruit@
@rekrutigi@|@recruit@
@rekruto@|@recruit@
@rekta@|@direct, straight@
@rektangulo@|@right angle@
@rekte@|@straight ahead, directly@
@rekte antaŭen@|@straight along, straight ahead@
@rektiĝi@|@stand upright@
@rektoro@|@rector@
@rekuniĝi@|@get back together@
@rekunigi@|@put back together@
@rekuperi@|@reuse, reprocess@
@rekviemo@|@requiem@
@rekvizicii@|@seize, exact, requisition@
@relajso@|@relay@
@relativa@|@relative@
@relative@|@rather, relatively, fairly@
@relativigi@|@place in perspective, qualify@
@releviĝi@|@rise again, get back up@
@reliefiĝi@|@bevel@
@religia@|@religious@
@religieco@|@religiosity@
@religio@|@religion@
@religiulo@|@religious person@
@relikvo@|@relic@
@relo@|@rail@
@remaĉi@|@chew the cud@
@remaĉulo@|@ruminant@
@remboato@|@row-boat, rowing-boat@
@remburi@|@stuff, upholster, pad@
@remburso@|@COD, collect on delivery@
@rememori@|@recall, recollect, remember@
@rememorigi@|@recall@
@rememorigo@|@recollection@
@rememoro@|@recollection@
@remendi@|@order a fresh supply of, give a repeat order for@
@remeti@|@put back@
@remi@|@row@
@remilo@|@oar@
@remizo@|@shed, coach-house@
@remorki@|@tow@
@remorko@|@trailer@
@remparo@|@rampart@
@rena@|@renal@
@renaskiĝi@|@be born again@
@renaskiĝo@|@rebirth@
@rendevuejo@|@rendezvous, meeting-place@
@rendevui@|@meet@
@rendevuo@|@rendezvous, date, appointment@
@rendimento@|@output, return, yields@
@renegato@|@renegade, deserter@
@renesanco@|@renaissance@
@renio@|@rhenium@
@renkonti@|@come across, encounter, meet(2), see@
@renkontiĝi@|@meet(2)@
@renkonto@|@encounter@
@reno@|@kidney@
@renoma@|@famous@
@renomo@|@fame, renown@
@renonci@|@cancel@
@renovigi@|@renew@
@rentgena@|@x-ray@
@rento@|@income, return@
@rentumo@|@interest@
@renversi@|@upset, overthrow, turn, turn over@
@renversi veturile@|@run into@
@renversiĝi@|@turn over@
@reordigi@|@put back into order@
@repaciĝi@|@reconcile, make up@
@repagi@|@repay@
@repertuaro@|@repertoire@
@repliki@|@reply, answer back@
@repliko@|@reply, retort@
@repo@|@rap@
@reporti@|@bring back, take back@
@repostuli@|@demand back@
@repreni@|@take back; abjure@
@represaĵo@|@reprint@
@represi@|@reprint@
@represo@|@reprint@
@reprezalio@|@reprisal@
@reprezentanto@|@representative@
@reprezenti@|@represent@
@reprodukti@|@render, reproduce@
@reproduktiĝi@|@be reproduced@
@reprodukto@|@reproduction@
@reptilio@|@reptile@
@repuŝa@|@repulsive, repellent@
@repuŝi@|@repulse@
@reputacio@|@reputation@
@resalti@|@rebound@
@resanigi@|@remedy, heal, cure@
@resaniĝi@|@recover@
@resendi@|@return(2), send back@
@resoni@|@echo, resound@
@resono@|@resonance, echo@
@respeguli@|@mirror, reflect@
@respeguliĝo@|@reflection@
@respekti@|@respect@
@respektinda@|@respectable@
@respektiva@|@respective@
@respektive@|@respectively, as the case may be@
@respekto@|@respect@
@responda@|@responsible@
@respondado@|@replying, answering@
@respondaparato@|@answering machine@
@respondeca@|@responsible@
@respondecasekuro@|@liability insurance@
@respondeci@|@bear responsibility@
@respondecigi@|@hold responsible, blame@
@respondeco@|@responsibility@
@respondi@|@reply, answer, respond@
@respondi al@|@answer@
@respondkupono@|@reply coupon@
@respondo@|@answer, reply@
@respublika@|@republican@
@respublikano@|@republican@
@respubliko@|@republic@
@restadejo@|@abode@
@restado@|@stay@
@restaĵo@|@remainder, rest@
@restanta@|@left, left over, remaining, abiding@
@restaŭrado@|@restoration@
@restaŭri@|@restore@
@resti@|@remain, stay over, stay@
@restigi@|@keep(2), leave@
@resto@|@rest, remainder@
@restoracio@|@restaurant@
@restrikti@|@confine, restrict, limit@
@resumi@|@abstract, summarise@
@resumo@|@abridgement, abstract, summery, r‚sum‚@
@retadreso@|@e-mail address@
@reteni@|@hold back, retain, detain@
@retiri@|@draw back, withdraw@
@retiriĝi@|@retreat@
@retiriĝo@|@retreat@
@retletero@|@e-mail@
@retmesaĝo@|@e-mail@
@reto@|@net, network@
@retorika@|@rhetorical@
@retorikaĵo@|@piece of rhetoric@
@retoriko@|@rhetoric, oratory@
@retpoŝto@|@e-mail@
@retreto@|@retreat@
@retroira@|@backward, retrograde@
@retro-klavo@|@backspace@
@retropaŝi@|@walk backwards, walk back@
@retropaŝo@|@backspace@
@retrospegulo@|@driving mirror@
@retrospektiva@|@retrospective@
@retrovi@|@find again, find@
@returne@|@back(2)@
@returniĝi@|@turn back@
@retuŝi@|@touch up, retouch@
@reŭmatismo@|@rheumatism@
@reunuigi@|@reunite@
@reuzi@|@reuse@
@revado@|@reverie@
@revelacii@|@reveal@
@revendi@|@resell@
@revenĝismo@|@revanchism@
@reveni@|@return, come back@
@reveno@|@return@
@reverki@|@rewrite@
@reverso@|@back(3), tails; lapel@
@reveturi@|@go back, travel back@
@revi@|@fancy, dream, daydream@
@revidi@|@see again@
@revigliĝi@|@revive, come to life again@
@reviviĝi@|@revive@
@revivigo@|@revival, revitalisation@
@revizii@|@revise@
@reviziismo@|@revisionism@
@reviziita@|@revised@
@revizio@|@revision@
@revizoro@|@auditor, government inspector@
@revo@|@daydream, dream@
@revoki@|@revoke; call back@
@revolando@|@dreamland@
@revolucia@|@revolutionary@
@revolucio@|@revolution@
@revoluciulo@|@revolutionary@
@revolvero@|@revolver@
@revui@|@review@
@revulo@|@day-dreamer, dreamer, muser@
@revuo@|@revue, magazine, periodical@
@rezervejo@|@reservation, preserve@
@rezervi@|@reserve@
@rezervigi@|@reserve@
@rezervigo@|@booking@
@rezervujo@|@tank@
@rezidejo@|@residence@
@rezidi@|@reside@
@reziduo@|@breakdown product@
@rezignacii@|@acquiesce, resign oneself@
@rezignacio@|@resignation@
@rezignemo@|@submission, acquiescence, resignation@
@rezigni@|@resign, renounce, abandon, give up@
@rezigni pri@|@renounce(2), relinquish, waive@
@rezigno@|@relinquishment, renunciation, cession, surrender@
@rezino@|@resin@
@rezista@|@resistive, resistant@
@rezistado@|@resistance@
@rezistanto@|@resister@
@rezisti@|@withstand, resist@
@rezolucio@|@resolution, motion@
@rezoni@|@argue, discuss, reason@
@rezultato@|@effect, conclusion, result@
@rezulti@|@result@
@rezultigi@|@bring about@
@rezulto@|@result@
@Riado@|@Riyadh@
@ribelanto@|@rebel, mutineer@
@ribelema@|@rebellious, insubordinate@
@ribeli@|@rebel, revolt@
@ribelo@|@rebellion, mutiny, revolt@
@ribelulo@|@rebel@
@ribĝino@|@black currant gin@
@ribmarmelado@|@currant-jam@
@ribo@|@currant@
@ribsuko@|@currant juice@
@ribujo@|@currant bush, currant@
@riĉa@|@wealthy, rich, well-off@
@riĉaĵo@|@wealth@
@riĉeco@|@abundance, wealth@
@ricelanto@|@fence@
@ricevanto@|@consignee, recipient@
@ricevatesto@|@receipt@
@ricevebla@|@available@
@ricevi@|@receive, have, get(3)@
@ricevilo@|@receiver@
@riĉiĝi@|@become rich@
@riĉigi@|@make rich, enrich@
@riĉulo@|@rich man@
@ridado@|@laughter@
@rideti@|@smile@
@rideto@|@smile@
@ridi@|@laugh@
@ridinda@|@ridiculous@
@ridindaĵo@|@ridiculous thing@
@ridindigi@|@ridicule@
@rido@|@laugh@
@rifo@|@reef@
@rifuĝejo@|@place of refuge, shelter@
@rifuĝi@|@take refuge@
@rifuĝinto@|@refugee@
@rifuĝo@|@refuge@
@rifuzi@|@reject, refuse(2)@
@rifuzo@|@refusal@
@rigardaĉi@|@gape at@
@rigardado@|@examination@
@rigardanto@|@spectator@
@rigardi@|@deem, consider(2), regard, watch, view, look at@
@rigardi fikse@|@stare, peer, gaze@
@rigardi kiel@|@deem, consider(2), see as@
@rigardo@|@look@
@rigi@|@rig@
@rigida@|@stiff, rigid@
@rigli@|@fasten, bolt@
@riglilo@|@bolt@
@rigora@|@stringent, rigorous@
@rigoro@|@rigour@
@rikani@|@sneer@
@rikiŝo@|@rickshaw@
@rikoltaĵo@|@harvest@
@rikolti@|@harvest@
@rikolto@|@harvest@
@rilakso@|@relaxation@
@rilate@|@concerning, as regards, as to@
@rilate al@|@toward, with reference to, towards@
@rilati@|@concern(2), relate@
@rilato@|@relation@
@rimarki@|@notice(2)@
@rimarkigi al@|@bring to the attention of@
@rimarkigo@|@remark@
@rimarkinda@|@noteworthy, remarkable@
@rimarko@|@notice(2), observation@
@rimedo@|@means, resources, remedy@
@rimedoj@|@means@
@rimeno@|@strap@
@rimi@|@rhyme@
@rimigi@|@rhyme@
@rimo@|@rhyme@
@ringo@|@ring@
@rinocero@|@rhino, rhinoceros@
@ripari@|@repair, fix@
@riparisto@|@repairman@
@riparo@|@repair@
@ripetado@|@repetition@
@ripetfoje@|@repeatedly@
@ripeti@|@repeat@
@ripetiĝi@|@repeat oneself, be repeated@
@ripetita@|@repeated@
@ripo@|@rib@
@ripozejo@|@resting-place, resting place@
@ripozi@|@rest, repose@
@ripozo@|@repose, rest@
@riproĉadmono@|@reproof@
@riproĉi@|@reproach, blame, scold, rebuke, reprove@
@riproĉinda@|@reprehensible@
@riproĉo@|@reproach@
@riska@|@hazardous, risky@
@riski@|@risk, venture, hazard@
@risko@|@risk, hazard@
@rismo@|@ream@
@risorto@|@spring@
@rita@|@ritual@
@rita sinlavo@|@ablution@
@ritaro@|@ritual@
@ritma@|@rhythmic@
@ritmo@|@rhythm@
@rito@|@rite@
@rivali@|@rival@
@rivalo@|@rival@
@rivelado@|@developing@
@riveli@|@reveal, develop(2)@
@riverbordo@|@riverbank@
@riverenci@|@bow, curtsy@
@riverenco@|@curtsy, bow, obeisance@
@rivereto@|@stream@
@rivero@|@river@
@Riviero@|@Italian Riviera@
@rivoluo@|@revolution@
@rizero@|@grain of rice@
@rizkampo@|@rice-field, paddy field@
@rizo@|@rice@
@rizoplanto@|@rice plant@
@rizvino@|@sake@
@robo@|@robe, gown, dress@
@roboto@|@robot@
@Rodesio@|@Rhodesia@
@Rodezio@|@Rhodesia@
@rodio@|@rhodium@
@rodo@|@anchorage, moorage, mooring@
@rododendro@|@rhododendron@
@rojeto@|@brooklet, rivulet, rill@
@rojo@|@stream, brook@
@rokenrolo@|@rock-and-roll@
@Rokmontaro@|@Rocky Mountains@
@roko@|@rock@
@rolanto@|@character@
@rolo@|@role, r“le, part@
@rolulo@|@character@
@roma@|@Roman@
@romanco@|@romance@
@romanika@|@Romanesque@
@romanisto@|@novelist, fiction writer@
@romano@|@novel, novel; Roman, Roman@
@romantika@|@romantic@
@romantiko@|@romanticism@
@rombo@|@rhombus@
@romia@|@Roman@
@romiano@|@Roman@
@Romio@|@Roman Empire@
@Romo@|@Rome@
@rompi@|@break(2)@
@rompiĝema@|@fragile, breakable, brittle@
@rompiĝi@|@break(2)@
@rompiĝinta@|@broken(2)@
@rompita@|@broken(2)@
@rompþtelisto@|@burglar@
@rompŝtelo@|@burglary@
@ronda@|@round@
@rondeto@|@circle, small group@
@rondigi@|@round off, round@
@rondo@|@circle@
@ronĝi@|@nibble, gnaw@
@ronĝulo@|@rodent@
@ronki@|@snore@
@rosmaro@|@walrus@
@roso@|@dew@
@rostaĵo@|@roast@
@rostbifo@|@roastbeef@
@rosti@|@roast, toast@
@rostiĝi@|@roast@
@rostita@|@roasted@
@rostro@|@proboscis, trunk@
@rotacio@|@rotation@
@rotango@|@rattan@
@rotario@|@Rotary, Rotary clubs@
@Roterdamo@|@Rotterdam@
@roto@|@squad, gang@
@roza@|@pink@
@rozarbusto@|@rose-bush@
@rozario@|@rosary@
@rozkolora@|@pink@
@rozo@|@rose@
@rubando@|@ribbon@
@rubejo@|@garbage dump@
@rubekolo@|@robin@
@rubeno@|@ruby@
@rubeolo@|@German measles@
@rubidio@|@rubidium@
@Rubikono@|@Rubicon@
@rublo@|@ruble, rouble@
@rubo@|@debris, rubble, rubbish(2)@
@ruboj@|@old materials, rubbish(2)@
@rubriko@|@header, column@
@rubujo@|@garbage can@
@rubusbero@|@blackberry@
@Rudolflago@|@Lake Rudolf@
@rudro@|@rudder@
@rufa@|@rust-coloured, roan, russet@
@ruĝa@|@red@
@Ruĝa Kruco@|@Red Cross@
@Ruĝa Maro@|@Red Sea@
@ruĝa ribo@|@currant@
@ruĝhaŭtulo@|@redskin@
@ruĝiĝi@|@blush@
@Ruĝkufulineto@|@Little Red Ridinghood@
@ruĝo@|@red@
@ruĝulo@|@red@
@ruiniĝ@|@decay@
@ruinigi@|@ruin@
@ruino@|@ruin@
@rukti@|@belch, burp@
@ruldomo@|@trailer, mobile home@
@ruli@|@roll@
@ruliĝi@|@roll@
@rulilo@|@roller@
@rulkurteno@|@roller-blind@
@rulo@|@roll@
@rulseĝo@|@wheelchair@
@rulsketi@|@roller skate@
@rulsketilo@|@roller skate@
@rulŝtuparo@|@escalator@
@rulŝuo@|@roller skate@
@rulumi@|@roll@
@rumana@|@Rumanian, Romanian@
@rumanĉa@|@Romanche, Rhĉto-Romance@
@rumanino@|@Rumanian woman, Romanian woman@
@Rumanio@|@Romania, Rumania@
@rumano@|@Romanian, Rumanian@
@rumo@|@rum@
@rumoro@|@din, hubbub, racket@
@Ruro@|@Ruhr@
@ruro@|@rural areas, countryside@
@Rurvalo@|@Ruhr@
@rusa@|@Russian@
@rusino@|@Russian woman@
@Rusio@|@Russia@
@Ruslando@|@Russia@
@ruso@|@Russian@
@rusta@|@rusty@
@rusti@|@rust@
@rustimuna@|@rustproof@
@rusto@|@rust@
@rutenio@|@ruthenium@
@rutino@|@routine@
@ruza@|@cunning, sly, smart, clever@
@ruzaĵo@|@ruse, trick(2)@
@ruzo@|@trick, ruse@
@ruzulo@|@sly person, cunning person@
@ŝabano@|@Sha'ban@
@sabato@|@Saturday; Sabbath@
@ŝabato@|@Sabbath@
@sablero@|@grain of sand@
@sablo@|@sand@
@sablobenko@|@bank, sandbank@
@þablono@|@stencil, template, pattern@
@sablopapero@|@sandpaper@
@saboti@|@sabotage@
@sacerdoto@|@priest@
@sadisma@|@sadistic@
@sadismo@|@sadism@
@sadisto@|@sadist@
@ŝafaĵo@|@mutton@
@ŝafejo@|@pen, fold@
@ŝafhundo@|@sheep-dog@
@ŝafidaĵo@|@lamb@
@ŝafido@|@lamb@
@ŝafisto@|@shepherd@
@ŝafo@|@sheep@
@ŝafto@|@spindle, arbour, shaft@
@saĝa@|@wise, sagacious, sage@
@sagaca@|@shrewd, astute@
@saĝeco@|@wisdom@
@sageto@|@dart@
@Sagitario@|@Sagittarius@
@sago@|@arrow@
@saĝo@|@wisdom@
@sagoklavo@|@arrow key@
@saĝumi@|@show off, split hairs, act wise@
@Saharo@|@Sahara@
@ŝaho@|@shah@
@ŝajne@|@apparently, seemingly@
@ŝajni@|@appear to be, appear, seem@
@ŝajnigi@|@feign, pretend@
@ŝajno@|@appearance@
@ŝakalo@|@jackal@
@sakfajfilo@|@bagpipes@
@ŝaki@|@check@
@sako@|@sack@
@ŝako@|@chess@
@sako@|@bag@
@Sakramenta Tago@|@Corpus Christi@
@sakramento@|@sacrament@
@sakri@|@cuss, curse, swear@
@ŝakri@|@peddle@
@sakrilegio@|@sacrilege@
@saksa@|@Saxon@
@sakŝalmo@|@bagpipes@
@Saksio@|@Saxony, Saxe@
@sakso@|@Saxon@
@saksofono@|@saxophone@
@sakstrato@|@dead-end street@
@ŝaktabulo@|@chess-board, chessboard@
@ŝakto@|@shaft@
@sakvojo@|@cul-de-sac, blind alley@
@sala@|@salty@
@sala akvo@|@salt water@
@salajro@|@wages, salary, wage@
@salajrulo@|@wage-earner@
@salamo@|@salami@
@salato@|@salad@
@saldi@|@strike a balance@
@saldo@|@balance@
@salero@|@grain of salt@
@sali@|@salt@
@saliko@|@willow@
@salikoketo@|@shrimp@
@salikoko@|@prawn@
@salivi@|@salivate@
@salivo@|@saliva@
@salivtuketo@|@bib@
@salivumi@|@slobber@
@ŝalmo@|@pipe@
@salmo@|@salmon@
@ŝalmo@|@straw; shawm@
@ŝalo@|@shawl@
@salo@|@salt@
@Salomono@|@Salomon@
@salono@|@lounge, sitting room, parlour, salon@
@salpingo@|@Fallopian tube@
@salteti@|@hop@
@salti@|@jump, spring@
@ŝalti@|@switch, turn on(2)@
@salti@|@leap@
@ŝaltilo@|@switch@
@salto@|@jump, leap@
@saltotabulo@|@diving board@
@salujo@|@saltshaker@
@ŝalupego@|@longboat, launch@
@salutado@|@greeting, salutation@
@saluti@|@greet, salute@
@saluti militiste@|@salute@
@saluto@|@greeting@
@saluton@|@hello@
@salvio@|@sage@
@sama@|@same@
@samaĝa@|@of the same age@
@samampleksa@|@co-extensive, of the same size@
@ŝamano@|@shaman@
@samaria@|@Samaritan@
@samariano@|@Samaritan@
@Samario@|@Samaria@
@samaritano@|@Samaritan@
@samcentra@|@concentric@
@same@|@equally, likewise@
@samgrada@|@of equal degree, of equal extent@
@samideano@|@fellow-thinker, fellow Esperantist@
@samlandano@|@compatriot@
@samnomulo@|@namesake@
@ŝamo@|@chamois, chamois leather@
@samopinii@|@concur@
@samovaro@|@samovar@
@ŝampinjono@|@mushroom@
@samprofesiano@|@colleague@
@ŝampui@|@shampoo@
@ŝampuo@|@shampoo@
@samranga@|@of equal rank, on the same level@
@samseksa@|@of the same sex@
@samseksemulo@|@homosexual@
@samsenca@|@having the same sense@
@samspeca@|@similar@
@samtempa@|@simultaneous@
@samtempe@|@at the same time@
@samtempulo@|@contemporary@
@samurajo@|@samurai@
@sana@|@healthy, well@
@ŝanceli@|@shake@
