@English@|@Manx@
@rib@|@asney@
@ribbon@|@rybban@
@rice@|@reise@
@rich@|@berçhagh@
@ricked@|@ruckit@
@ricochet@|@aaskinney@
@riddle@|@reealley@
@rider@|@markiagh@
@riders@|@markee@
@ridge@|@immyr, oirrag@
@ridged@|@dreeymagh@
@ridiculous@|@ommidjagh@
@riding@|@markiaghey@
@rifle@|@gunn laue@
@rifled@|@raiflit, roosit@
@rift@|@skor@
@right@|@cair, cairys, cairysagh, kiart, my yesh@
@right of way@|@cairys hooyl@
@righteous@|@cairal, cairoil, ynrick@
@right-hand@|@yesh@
@rightly@|@dy kiart, dy yrnick@
@rights@|@cair@
@rigid@|@gyere@
@rigorous@|@gyere@
@rim@|@rimmey@
@rimmed@|@oirrit@
@ring@|@bwoaillee (f), roost@
@ring out@|@cur magh bwoalley clag@
@ringworm@|@meeyl chrackan@
@riot@|@rouan, rouaney@
@rioting@|@rouaney@
@ripple@|@freayney@
@rippled@|@freaynit@
@rippling@|@freayney brishlagh@
@rise@|@att, irree, irree magh, troggal (er)@
@rise of day@|@irree yn laa@
@rise! get up!@|@Irree!@
@risen@|@irrit@
@rising@|@girree, irree@
@ritual@|@oardagh@
@ritualist@|@oardagher@
@ritually@|@rere oardagh@
@rival@|@trughanagh@
@river@|@awin@
@river channel@|@ammyr awiney@
@river mouth@|@aber@
@rivermouth@|@inver@
@rivers (pl.)@|@awinyn@
@road@|@bayr, raad@
@roadmender@|@karreyder bayrey@
@roam@|@shooyl trooid@
@roar@|@garveig@
@robbed@|@roostit@
@robbery@|@roosteyrys@
@robe@|@cur gooyn er@
@robin@|@spittag, ushag veg ruy@
@rocket@|@irree seose jeeragh@
@rockfish@|@ballagh@
@rocking chair@|@caair leaystagh@
@rocking horse@|@cabbyl leaystagh, laair vrebbagh@
@rod@|@persh@
@rodent@|@caigneyder@
@roe@|@oghyr@
@roll@|@rowlal, rowley@
@roll in@|@rowlal shaghey@
@roll on@|@rowlagh@
@roll over@|@ymmylt, ymmyltey@
@rolled@|@rowlit, rowlit, ymmylit@
@rolling@|@rowlal@
@romantic@|@ashlinagh, romansagh@
@roof@|@kione thie@
@roofless@|@gyn clea, gyn mullagh@
@rook@|@trogh@
@room@|@rooym@
@roomy@|@rooymoil@
@root@|@frauaghey@
@root word@|@fraue-ockle@
@rooted@|@fraueit@
@rooting@|@cur magh fraueyn@
@rope@|@thow@
@rose@|@rosag@
@rose of Jericho@|@lus yn irree seose reesht@
@rosebush@|@rosag@
@rosewood@|@rose-foiee@
@rotate@|@caghlaa@
@rotation@|@ny yei y cheilley@
@rotten@|@loau@
@rotten cheese@|@caashey loau@
@rough@|@barb, mollagh@
@rough copy@|@aascreeuyn shallidagh@
@round@|@keayrt (f)@
@roundabout@|@mygeayrt@
@rounded@|@tomanagh@
@roundworm@|@meeyl ghailley@
@rout@|@cur fo hart@
@row@|@caggey rish, ymmyrt@
@rowed@|@ymmyrtit@
@rower@|@ymmyrtagh@
@rowing@|@ymmyrt, ymmyrtagh@
@royal@|@reeoil@
@royalist@|@reeoilagh@
@rub@|@rub@
@ruck@|@ruckey@
@rudderless@|@gyn stiur@
@rude@|@drogh-ellynagh@
@rudeness@|@barbaght, barbaght, drogh-ellyn@
@ruined@|@currit mow, currit naardey@
@rule@|@ordreil, ordreilagh@
@ruled@|@reillt@
@ruler@|@oardreilagh@
@ruling@|@gurneilagh@
@ruminant@|@aachaignagh, caigneyder keerey@
@ruminate@|@aasmooinaghtyn(er)@
@rump@|@kease@
@run@|@cur ny roie@
@run across@|@haink(er)@
@run away@|@chea@
@run over@|@roie harrish@
@runaway@|@cheader@
@running@|@roie@
@runt@|@guilley yn ushtey@
@rupture@|@ryptar@
@rush@|@driss, shuin@
@rush hour@|@oor tarroogh@
@rush up@|@troggal dy tappee@
@rushy@|@leaghyragh@
@Russian@|@Rooshagh@
@Russian language@|@Rooshish@
@Russian people@|@Rooshee@
@Russian person@|@Rooshagh@
@rust@|@mergaghey, merger, mergys@
@rusted@|@mergit@
@rustiness@|@mergys@
@rusty@|@mergagh@
@rut@|@cur sclaigyn ayn@
@ruthless@|@barbaragh@
@rye@|@shoggyl (f)@
@rye loaf@|@bwilleen shoggyl@
@rye meal@|@meinn hoggyl@
@Sabbath@|@laa doonee@
@sable@|@fynney saabyl@
@sac@|@sac(k)@
@sack@|@sac(k)@
@sackcloth@|@eaddagh garroo, eaddagh kennipey@
@sacred@|@noo@
@sacredness@|@baneeaght@
@sacrificed@|@ourallit@
@sacrilege@|@sacraleid@
@sacriligious@|@sacraleidagh@
@sad@|@trimshagh@
@saddened@|@trimshit@
@saddle@|@jeelt@
@saddled@|@jeeltit@
@sadism@|@sadee@
@sadistic@|@sadagh@
@sadness@|@lag-chreeys, trimshey@
@safe@|@sauchey@
@safe and sound@|@slane sauchey@
@safeguard@|@saase coadee@
@safety pin@|@freeney doont@
@saga@|@saga@
@sail@|@shiaulley@
@sailing@|@shiaulley@
@sailing boat@|@baatey shiauill@
@sails@|@shiauill@
@saint@|@noo@
@Saint Patrick@|@Perick Noo@
@saintley@|@bannee@
@salad bowl@|@meilley ghlassan@
@salary@|@faill@
@salivate@|@ceau shelley@
@saloon@|@cabbane@
@salt mine@|@dredge@
@salute@|@curteish@
@salver@|@trenshoor@
@same@|@cheddin, keddin@
@sancrosanct@|@feer-chasherick@
@sanctify@|@nooghey@
@sanction@|@ughtarys@
@sanctuary@|@ynnyd casherick@
@sand@|@cur geinnagh er, geinnagh@
@sand martin@|@gollan gheinnee@
@sandalwood@|@billey santyl@
@sandfly@|@meeyl gheinnee@
@sane@|@er e cheeayll@
@sanguinary@|@fuilltagh@
@sanitary towel@|@toval ben@
@sanity@|@keeayll (f), slaneid@
@sap@|@towlley (fo)@
@sapless@|@gyn vree@
@sapphire@|@saffeer@
@sappy@|@lane soo, oor (f)@
@Satan@|@kaysheel, Yn Jouyll@
@satanic@|@jouyllagh@
@satellite@|@mac-plannad@
@satiated@|@yeeilleyragh@
@satiety@|@yeeilley@
@satisfied@|@booiagh, bwooiagh@
@Saturday@|@Jesarn@
@satyr@|@fynnodderee@
@sauce@|@aunlyn@
@sauciness@|@assagys@
@saucy@|@assagagh@
@sauerkraut@|@cabbash gheyrit@
@sausage@|@pronnag@
@savage@|@dewil, feiar, oaldey@
@savageness@|@oaldaght@
@savant@|@oayllee@
@save@|@baccey@
@saving@|@sauail@
@savoury@|@blasstagh@
@saw@|@saaueal@
@sawdust@|@meinn saaue@
@sawing@|@saauee@
@say@|@abbyr@
@say grace@|@oltee yn bee@
@saying@|@gra@
@scab@|@neustholkeyr@
@scan@|@mynscrutaghey@
@Scandinavian@|@Loghlinagh@
@Scandinavian people@|@Loghlinee@
@Scandinavian person@|@Loghlinagh@
@scaper@|@peajeog@
@scare@|@agglaghey, atchim@
@scatter@|@skeaylley@
@scattered@|@skahit@
@scattered showers@|@frassyn skeaylt@
@schism@|@shismey@
@schismatic@|@shismagh@
@scholar@|@ynseydagh@
@scholarship@|@ynseydaght@
@schoolday@|@laa scoill@
@schoolgirl@|@caillag scoill@
@science@|@oalys, oaylleeaght, sheanse@
@scientific@|@oaylleeagh@
@scientist@|@oayllee@
@scintilla@|@drillin@
@scion@|@bangan@
@scissor@|@shuddyr@
@scissors@|@cab ry cheilley@
@scolding@|@cur scramman scriss da@
@scolding woman@|@scryssag@
@scooter@|@scughan@
@scorch@|@daahjey@
@scorching@|@daahjagh@
@score@|@agg, feed@
@scorecard@|@kaart skensh@
@scorpion@|@scorp@
@Scotch heather@|@freoagh mooar@
@Scotchwoman@|@ben Albinagh@
@Scots pine@|@juys Albinah@
@Scottish@|@Albinagh@
@Scottish cattle@|@maase Albinagh@
@Scottish people@|@Albinee@
@Scottish person@|@Albinagh@
@scow@|@baatey rea-honnagh@
@scowl@|@grouig, grouigey@
@scowling@|@grouigagh, grouigey@
@scrabble@|@maaigey@
@scrabbling@|@maaigey@
@scrap@|@caggey@
@scraping@|@kinneig@
@scratch@|@ingney@
@scratched@|@ingnit@
@screech owl@|@hullad rhullickey@
@screened@|@mynscrutit@
@screw back@|@aachassey@
@screwdriver@|@scrodeyr@
@screwed@|@scrodit@
@scroll@|@scrolley@
@scrubby@|@scurbagh@
@scrupulous@|@mynchooishagh@
@scrutinize@|@ronsaghey@
@scrutinizing@|@mynscrutagh@
@scrutiny@|@ronsaght@
@scuffle@|@jannoo boiranys@
@scullion@|@scut@
@sculptor@|@jallooder@
@sculptural@|@jallooagh@
@sculpture@|@jallooderys, jallooghey@
@scum@|@kesh@
@scurry@|@driss@
@scut@|@cuttag@
@scuttle@|@cur fo@
@scythe@|@yiarn@
@sea@|@Juan Gorrym, keayn, mooir, muir@
@sea battle@|@caggey marrey@
@sea bed@|@grunt ny marrey@
@sea beet@|@beetys marrey@
@sea crossing@|@jurnaa@
@sea eel@|@astan marrey@
@sea fennel@|@cabbash varrey@
@sea fern@|@freoagh marrey@
@sea floor@|@grunt ny marrey@
@sea kale@|@caayl ny marrey, cabbash hraie@
@sea pebble@|@mynchlagh varrey@
@sea plantain@|@cabbag aalin@
@sea tide@|@tidey varrey@
@sea-borne@|@ymmyrkit er y cheayn@
@sea-cat@|@kayt-marrey@
@seacraft@|@baatyn beggey marrey@
@seam@|@junt, juntal, whaaley, whomm@
@seamed@|@juntit@
@seaming@|@juntaghey, juntal@
@seamless@|@gyn junt@
@search@|@ronsaghey, ronsaght@
@seaside@|@oirr ny marrey@
@seasider@|@keaynoil@
@season@|@imbagh, lhiasaghey@
@seasonable@|@ammoil@
@seasonal@|@imbee@
@seasons@|@imbee@
@seat@|@jeelt@
@seated@|@nyn soie@
@seawards@|@lesh y cheayn@
@seaweed@|@famlagh mooar@
@seaworthy@|@aarloo da'n cheayn@
@second@|@cur niart rish, myn-cheim, nah, yeeassaghey@
@second childhood@|@lambaneys yn chenn eash@
@second cousin@|@mac braar shaner, mac braar warree@
@secondary@|@fo@
@secret@|@follit@
@secular@|@seihllt, seihlltagh@
@seditious@|@kialgagh@
@see@|@aspickys@
@see to@|@jeeaghyn ny lurg@
@seed@|@caaee@
@seed bed@|@immyr heel, immyr resh@
@seed potato@|@sett@
@seedling@|@aase beg, sheelag@
@seedy@|@caihagh@
@seeing@|@fakin, jeeaghyn@
@seek after@|@geiyt er@
@seek out@|@feddyn magh@
@seeking@|@chee@
@segment@|@meer@
@seizing@|@glackey@
@self@|@hene, pene@
@self-abnegation@|@obbal hene jiooldey@
@self-acting@|@obbraghey jeh hene@
@selfame@|@keddin@
@self-assured@|@hene-barrantagh@
@self-confident@|@hene-barrantagh@
@self-denying@|@obballagh@
@self-educated@|@ynsagh magh da hene@
@self-interest@|@henelys@
@self-righteous@|@hene-chairal@
@self-satisfaction@|@hene-chooilleen@
@sell!@|@creck!@
@seller@|@creckeyder@
@selling@|@creck@
@semaphore@|@semaphore@
@semolina@|@semolina@
@send@|@cur gys, hug@
@send down@|@cur sheese@
@send for@|@cur fys er@
@sender@|@enmysseyr@
@sense@|@keeaill, keeall, keeall, keeayle@
@sense of hearing@|@keeall chlastyn@
@sense of sight@|@keeall shilley@
@sense of smell@|@keeall soaral@
@sense of touch@|@keeall ventyn@
@senseless@|@gyn ennaghtyn, gyn oyr, meeresoonagh@
@sensible@|@keeallagh@
@sensitive@|@ennaghtagh@
@sensory@|@keeallagh@
@sent@|@currit (hug), currit(gys)@
@sentence@|@abbyrt@
@sentient@|@er enney@
@sentiment@|@smooinaght@
@sentimental@|@ennaghtagh@
@separately@|@fer ny yei fer, ry-shaghey@
@September@|@Mean Fouyir@
@serenity@|@kiunaght, kiunid@
@serf@|@serfagh@
@serious@|@fastagh, trome-chooishagh@
@seriously wounded@|@guint dy trome@
@seriousness@|@fudys@
@serpent@|@aarnieu, ardnieu@
@serrated@|@saaueagh@
@service@|@shirveish@
@servicing@|@jeshaghey@
@set@|@sett, taah, troa@
@set about@|@cur laue er@
@set in@|@toshiaghey@
@set off@|@immeagh (roish)@
@settler@|@reagheyder@
@seven@|@shiaght@
@seventeenth@|@shiaghtoo jeig@
@seventh@|@shiaghtoo@
@seventieth@|@jeihoo as tree feed@
@seventy@|@tree feed as jeih@
@several@|@shiartanse, ymmodee@
@severe@|@dewil@
@severity@|@dewilid@
@sew@|@whaaley@
@sew up@|@whaaley ry cheilley@
@sex@|@keintys@
@sexless@|@gyn keintys@
@sexual@|@keintyssagh@
@sexual desire@|@yeearree ny foalley@
@sexual intercourse@|@bwoiddaght, bwoideeaght@
@sexy@|@er cannoo@
@shackle@|@hopsag, slourin@
@shaded@|@fo scaa@
@shaft@|@side@
@shag@|@hulpin@
@shake@|@reealley@
@shall come@|@hig@
@shall get?@|@vow@
@shall go@|@hed@
@shall not come@|@cha jig@
@shall not get@|@cha vow@
@shall see@|@hee@
@shallot@|@skallad@
@shallowness@|@aaghiunid@
@shame@|@cur nearey er@
@shame-facedly@|@dy nearagh@
@shamrock@|@shamrag@
@shapeless@|@gyn cummey@
@shapelessness@|@neuchummeydys@
@shard@|@smooirane@
@share@|@rheynn (f)@
@sharp@|@barb, foyragh, foyral, gibbagh, gyere@
@sharp-edged@|@foyral@
@sharpen@|@cur foyr er, foyraghey, geyrey@
@sharpened@|@foyrit@
@sharper@|@joushag@
@shave@|@baarey@
@shaven@|@baarit, gyn faasaag@
@shaver@|@baareyder@
@shaw@|@keyll veg@
@she@|@bwoirrynagh, ee-, ish@
@she is@|@t'ee@
@shed@|@shillit, skahit, skaht@
@sheep@|@keyrrey (f)@
@sheepish@|@keyrragh@
@shelf under water@|@immyr@
@shell@|@shliggan@
@shellac@|@cur shellac er@
@shellfish@|@eeast bleaystagh@
@shelter@|@aaghtaghey@
@shelve@|@cur skellooyn ayn@
@shepherd; shepherds@|@bochilley (pl. bochillyn)@
@sherry@|@sherrish@
@shield-bearer@|@guilley scape@
@shift@|@jannoo arraghey@
@shifting@|@shuital@
@shine@|@gloasaghey@
@shingle@|@baarey guilley@
@shining@|@soilshean, soilshean@
@ship@|@shiaulley@
@shipload@|@laad lhuingey@
@shire@|@sheer@
@shirt frill@|@frea@
@shit@|@taarey@
@shitter@|@keckeyder@
@shitty@|@keckagh, keckagh, taaragh@
@shoal@|@skyolley@
@shocked@|@sheeigit@
@shocking@|@atchimagh@
@shoe; shoes@|@braag (pl. braagyn)@
@shoelace@|@kiangley braagey, laatchey@
@shook@|@skaht@
@shoot@|@gunneragh, skinney@
@shooting@|@gunneraght@
@shop@|@shappal@
@shoplift@|@myngheid@
@shopping@|@shappal@
@shore@|@oirr ny marrey, traie@
@shorn head@|@kione lommyrtagh@
@short@|@giare@
@short cut@|@aagherrid@
@short time@|@traa giare@
@shortage@|@tiarkagh@
@short-eared owl@|@hullad ghiare-chleayshagh@
@shortly@|@gerjey@
@shot@|@orraghit@
@shotgun@|@gunn grine, gunn magheragh@
@shoulder@|@cur geaylin da, geayliney@
@shout@|@yllagh@
@showery@|@frassagh@
@showing@|@soilshaghey@
@shrapnel@|@shrapnyl@
@shred@|@fritlag, mynghiarrey@
@shredded@|@mynghiarrit@
@shrew@|@joushag@
@shrewish@|@joushagagh@
@shrewishness@|@joushagaght@
@shrimp net@|@ingagh veein@
@Shrovetide@|@Yn Ynnyd@
@shuddering@|@er creau@
@shut out@|@jeigh magh@
@shut!@|@jeigh!@
@shutting@|@dooney, jeigh@
@shy@|@faitagh@
@sick@|@asslayntagh, çhing@
@sick person@|@asslayntagh@
@sicken@|@aase ching@
@sickness@|@doghan@
@side@|@çheu@
@side by side@|@dy lieragh@
@sidestep@|@jannoo cheu-cheim@
@sidewards@|@gys un cheu@
@sieve@|@reealley@
@sift@|@reealley@
@sifting@|@reealley@
@sigh@|@osnaghey, osney@
@sight@|@feddyn reayrt er@
@sighted@|@as shilley (ec)@
@sighted people@|@sleih shillagh@
@sightless@|@doal@
@signature@|@fo my laue@
@significance@|@keeall@
@significant@|@lane dy vree@
@silence@|@fast, tostid@
@Silence!@|@Husht!@
@silently@|@dy kiunagh, dy tost, dy tostagh, gyn fockly y ghra@
@silk stockings@|@oashyryn sheeidey@
@silly@|@bolvaneagh, ommidjagh@
@silver coin@|@peesh argid@
@silver pine@|@juys Frangagh@
@silver-work@|@obbyr argid@
@simple-heartedness@|@macainid@
@simpleton@|@lag-hushtagh@
@simplicity@|@lag-hushtey@
@simplification@|@jannoo aashagh@
@simplify@|@jannoo aashagh@
@sin@|@cur rish peccah, jannoo peccah, peccah@
@sincce@|@er dyn@
@since@|@neayr's@
@sincerity@|@ynrickys@
@sine@|@sheenys@
@sinecure@|@oik gyn currym@
@singe@|@daahjey@
@singeing@|@daahjagh@
@single@|@ynrican@
@singly@|@gyn cooney@
@singularly@|@dy neuchadjin@
@sink@|@cur fo, slogragh, towl toarrey, towl toarrey@
@sinless@|@gyn peccah@
@sinus@|@shinnys@
@siphon@|@jiole-phiob, shiffane@
@sirloin@|@keyl-ghrommey@
@sit!@|@soie!@
@sitting@|@nyn soie, soie@
@sitting room@|@shamyr-soie@
@six@|@shey@
@sixteen@|@shey jeig@
@sixteenth@|@shey jeigoo@
@sixth@|@sheyoo@
@sixtieth@|@tree feedoo@
@sixty@|@tree feed@
@size@|@cur glooid er@
@sizzle@|@shissernee@
@skating@|@skiarraghtyn@
@skeleton@|@ushylagh@
@sketch@|@sketch@
@sketchy@|@neuchronnal@
@skewer@|@scuyrey@
@skiing@|@sheeal@
@skilful@|@aghtal@
@skin@|@crackan, hough, shea@
@skirmish@|@skirmish@
@skirt@|@lent@
@skua@|@maarliagh marrey@
@skulking@|@shnoagyraght@
@skunk@|@fynney breinnag@
@sky@|@bwoalley 'syn ardjid@
@sky lark@|@ushag y tappee@
@skywards@|@lesh y speyr@
@slab@|@leac@
@slack@|@lag, myngheayl@
@slackened@|@laggit@
@slag@|@slag@
@slain@|@currit gy baase@
@slander@|@oltooan dy foalsey@
@slandered@|@floutit, oltooanit@
@slanderer@|@oltooanagh@
@slang@|@cur luney da@
@slant@|@cur sceau er@
@slash@|@beim@
@slaughter@|@cur gy baase@
@slave@|@slaue, sleab@
@slavery@|@slauaght, sleabaght@
@slay@|@cur gy baase@
@sledge@|@ymmyrkey er sleayd@
@sledge hammer@|@oard (f)@
@sleep@|@cadley@
@sleep in@|@cadley sthie@
@sleep!@|@caddil!@
@sleeper@|@cadleyder@
@sleeping@|@cadley@
@sleeping draught@|@jough chadlee@
@sleeping drug@|@jough chadlee@
@sleepless@|@gyn cadley@
@sleepy@|@cadlagh@
@sleepyhead@|@cadlagh@
@slenderize@|@keylagh, keyley@
@slenderness@|@keylid@
@slice@|@jannoo slissagyn jeh, shlissag (f)@
@slick@|@abyl@
@sliding@|@skiarraghtyn@
@slight@|@keyl@
@slightly@|@beggan@
@slightly-built@|@keyl-chummit@
@slim@|@keyl, keylaghey@
@slim cake@|@keeak thanney@
@slink@|@skeetal roish@
@slip@|@fo-ghooyn, slap@
@slip away@|@immee roish@
@slipped@|@skirrit@
@slipping@|@skiarraghtyn@
@sloch@|@lutch@
@sloe tree@|@drine airn, drine doo@
@slog@|@smishtey@
@slops@|@driddlagh@
@slouch@|@lutchey@
@slouching@|@lutchagh, lutchey@
@slough@|@ceau yn crackan, laaghan@
@sloven@|@trudlym@
@slovenliness@|@trudlymys@
@slovenly@|@sleaghtragh, sleaghtragh@
@slow@|@moal@
@slower@|@smelley@
@slowest@|@smelley@
@slowly@|@dy moal@
@slowly and surely@|@dy moal as dy shickyr@
@sludge@|@sluddaght@
@sludgy@|@sluddagh@
@slug@|@shilleeid@
@sluglike@|@shilleeidagh@
@slur@|@kiangle@
@small@|@beg, myn@
@small arms@|@myn-armyn@
@small farmer@|@puckler@
@small fry@|@myn-gheiney@
@small game@|@myn-feiys@
@small ground@|@myn@
@small herb@|@lussan, lussan@
@small of the back@|@keylid ny drommey@
@small pile@|@pollag@
@smallest@|@by loo@
@small-minded@|@beg-aignagh@
@smallness@|@mynnid@
@smallpox@|@yn volgagh@
@smalls@|@myn-eaddeeyn@
@small-toothed@|@myneeacklagh@
@smart@|@abyl, guinn, gyersnagh@
@smear@|@slaa@
@smelter@|@lheieder@
@smile@|@mynghearey@
@smiling@|@mynghearey@
@smithy@|@caardagh@
@smitten@|@bwoailt@
@smock@|@far-lheiney@
@smog@|@kay phlooghee@
@smoke@|@cur jaagh, jaagh, toghan@
@smoking@|@cur jaagh, smookal@
@smooth out@|@smoodal magh@
@smothness@|@meeinid@
@smut@|@drogh chaaynt, smittan@
@smutty@|@smittagh@
@snack@|@skon@
@snake@|@aarnieu, ardnieu@
@snap@|@gyn thort@
@snare@|@poaynt@
@snarl@|@gyrn, gyrnal@
@snarler@|@gyrnder@
@snarling@|@gyrnal@
@sneak@|@skeetal@
@sneaking@|@skeetal, sleetçhal@
@snip@|@dellal mie, dellal mie, kionnaght vie@
@snob@|@fer mooarleaghagh@
@snoop@|@keekal, keekeyder@
@snooping@|@keekal@
@snow@|@ceau sniaghtey, sniaghtey@
@snow flurry@|@ceau sniaghtee@
@snow shower@|@frass sniaghtee@
@snowdrift@|@shiaullane@
@snowfall@|@ceau niaghtree@
@snowplough@|@keeaght niaghtey@
@snowstorm@|@ceau sniaghtee@
@snuff@|@smigh@
@so far@|@hug shoh@
@so many@|@whilleen@
@so much@|@wheesh, wheesh cheddin@
@so much more@|@wheesh smoo@
@soap@|@cur sheeabin er, sheeabin@
@sob@|@gluggernee@
@social science@|@oaylleeaght sheshoil@
@sock@|@oashyr veg@
@sodden@|@feer fliugh@
@sodden with drink@|@baiht 'sy jough@
@soft@|@bog, dy kiune@
@softened@|@meeinit@
@softly@|@dy kiune, sy meein@
@softness@|@meeinid, meelid@
@soft-spoken@|@kiune-vreearagh@
@soggy@|@baiht@
@sojourn@|@ynnyd keayrtey@
@sole@|@grunt, grunt ny cass, trie (f), un, ynrican@
@solemnize@|@jannoo arrymagh@
@solicit@|@jannoo aghin son, yeearree@
@soliciting@|@yeearreeagh@
@solidity@|@gruntalaght@
@solution@|@lheieys@
@some@|@ennagh, kuse, kuse (f), paart, shiartanse, shiartanse@
@somebody@|@peiagh ennagh@
@somehow@|@er aght ennaght@
@something@|@nhee ennagh@
@sometime@|@keayrt ennagh@
@sometimes@|@keayrtyn: ny keayrtyn, ny keayrtyn@
@someway@|@er aght ennagh@
@somewhat@|@beggan, red beg@
@son@|@mac@
@son of@|@mac 'ic, mac y@
@son of a fisherman@|@mac eeasteyragh@
@son of perdition@|@mac imshee@
@son of the soil@|@Mac ny hooirey@
@song@|@arrane, caayn@
@song thrush@|@treshlen@
@songs@|@arraneyn@
@songwriter@|@bard arrane@
@sonny@|@vac@
@sonority@|@sheeanaght@
@sons@|@mec@
@soon@|@dy leah, leah@
@soothe@|@kiunaghey@
@soothsayer@|@guess@
@soprano@|@baare-ghooagh@
@sorcerer@|@fer obbee@
@sorceress@|@gueshag@
@sorcery@|@obbee, obbeeys@
@sorrow@|@trimshey@
@sort out@|@cur reaghys er@
@sot@|@kione meshtal, pohteyr@
@soulful@|@lane dy chree@
@soulless@|@gyn annym@
@soul-sickness@|@trimshey cree@
@sound@|@feeam, keyllys@
@soundness@|@keayll@
@sour@|@gyere, sharroo@
@souse@|@piggley@
@South Africa@|@Yn Affrick Yiass@
@south-east@|@niar ass@
@south-easterly@|@shiar ass@
@southerly@|@my yiass@
@sovereign@|@ard-reeoil, kionedeeagh, punt airhey@
@sovereignty@|@kiondeeaght@
@sow@|@dy spreih sheel@
@spade@|@kiebbey@
@Spain@|@Spaainey: y Spaainey@
@span@|@oor (f), reaish, reish@
@Spanish@|@Spaainagh@
@Spanish language@|@Spaainish@
@Spanish people@|@Spaainee@
@spare@|@keyl@
@spare rib@|@asney lhome@
@sparingly@|@dy spaarailagh, dy spaarailagh@
@spark@|@drillin@
@sparkle@|@drilleen@
@sparrow@|@jallyn@
@spat@|@ceau skearee@
@spatter@|@slaa@
@spawing@|@mylgaghey@
@spawing ground@|@grunt oghyragh@
@spawn@|@mylgaghey, oghyr, poar@
@speak under breath@|@dy loayrt myr sannish@
@speak!@|@loayr!@
@speaker@|@loayreyder, loayrtagh@
@speakers@|@loayreyderyn@
@speaking@|@abbyragh, loayrt@
@spear@|@cur gob neese, cur shleiy trooid, shleiy@
@spearhead@|@kione sleeaney@
@spearmint@|@mynthey gharagh@
@special@|@ard-ghooghyssagh, er lheh@
@speech@|@oraid@
@speech-making@|@oraidaght@
@speed limit@|@cagliagh bieauid@
@spell@|@guess, oalys@
@spend@|@baarail@
@spending; wearing; throwing@|@ceau@
@spendthrift@|@baarailagh, jummal(l)ys, jummallagh@
@sperm wale@|@whale sheelymagh@
@spewed@|@skeayt@
@sphagnum@|@keynnagh voaney@
@spin@|@kestal@
@spindle tree@|@oir@
@spinster@|@ben sneeuee, caillin gyn poosey@
@spiral@|@jannoo caslagh@
@spirit@|@inchyn@
@spiritless@|@gyn annym@
@spiritual@|@ny hanmey@
@spiritually@|@dy spyrrydagh@
@spit@|@ceau shelley, roon@
@spite@|@cur olk er, venee, vint@
@splash@|@skeoll@
@spleen@|@ahlea@
@splice@|@skerrey, slash@
@spliced@|@poost, skerrit@
@splint@|@skeiltan, skeiltan@
@splinter@|@skeiltey, skirrag@
@splintered@|@skeiltit@
@splintering@|@skeiltey@
@split@|@skeiltey@
@spoil@|@caartey, jannoo brock jeh, orchal@
@spoken@|@raait@
@spoken language@|@caaynt@
@spoken word@|@caaynt@
@sponsor@|@barrantagh@
@sport@|@spoyrt@
@sporting@|@jannoo aittys@
@spotless@|@gyn lheamys@
@sprained joints@|@juntyn sheeynt@
@spread@|@skeaylley, slaa@
@spread out@|@skeaylt magh@
@spring water@|@ushtey farraneagh@
@sprinkle@|@skeaylley@
@sprout@|@gubbey@
@sprouting@|@er glasseraght@
@spruce@|@juys Loghlinagh@
@spud@|@praase (f)@
@spur@|@cur ny spuirryn da@
@spurt@|@driss@
@spy@|@scryal@
@squabbling@|@beealerys@
@squally@|@rastagh@
@squandered@|@jummalit@
@squanderer@|@jummal(l)ys, jummaltagh@
@square@|@kerrin@
@square root@|@fraue chernagh@
@squared@|@kernit@
@squarely@|@dy kerrinagh@
@squareness@|@kerrinaght@
@squeak@|@jeestyrn@
@squeezed@|@traastit@
@squibbler@|@beealerey@
@squid@|@dyachlym@
@squinting@|@cam-hooillagh@
@squirrel@|@roddan biljagh@
@St. Valentine's Day@|@Laa'l Valentine@
@stable boy@|@guilley ny cabbil@
@staff@|@cur fwirran ayn, cur obbreeyn ayn, obbreeyn@
@staff officer@|@oikagh fwirran@
@stag@|@feeaih firryn@
@stage@|@skallan@
@stagehand@|@guilley ardan@
@stain@|@daaghey@
@stained@|@as cron faagit (er), as cron faagit (er)@
@stainless@|@gyn cron@
@staircase@|@lhag greeish@
@stairs@|@greeishyn@
@staleness@|@gartid@
@stamina@|@innagh@
@stammerer@|@cabbagh@
@stammering@|@cabbagh@
@stamp@|@cuttag, inganey@
@stamped@|@ingnit@
@stand@|@irree ny hassoo, shastan@
@stand by@|@fuirraghtyn@
@stand in@|@ynnydeyr@
@stand to@|@cur rish, fuirraghtyn fo armyn@
@stand up fight@|@caggey corrym@
@stand!@|@shass!@
@standard@|@mergey@
@standard lamp@|@lampey shassoo@
@standing@|@er chosh@
@staple@|@kiangle lesh stapyl@
@star@|@rontage@
@stare@|@lane ny sooilley@
@staring at@|@blakey er@
@starless@|@gyn rollage@
@starling@|@trutlag@
@start@|@immeeaght, toshiaght@
@start! begin!@|@gow toshiaght!@
@starter@|@tosheyder@
@starting@|@goaill toshiaght, toshiaghey@
@startled@|@currit er moostey@
@starved@|@lhedit@
@starving@|@accryssagh, lhedit@
@state@|@abbyr, ashoon, stayd@
@stateless@|@gyn steat@
@station@|@stashoon, ynnyd (f)@
@statuary@|@jallooyn@
