@English@|@Jerriais@
@Spruce@|@lé sapîn, lé spruche@
@Spurge Laurel@|@du sênné@
@spy@|@l'êpieux, l'espion@
@squall@|@piailli@
@squanderer@|@lé gâzouoilleux, lé goussepilleux@
@squat@|@s'accroupi@
@squeak@|@grînchi@
@squirrel@|@un êtchutheu@
@Sri Lanka@|@Sri Lanka@
@St Helier@|@St Hélyi@
@St Malo@|@St Mâlo@
@St Peter Port@|@St Pièrre Port@
@St. Lawrence River@|@lé St. Louothains@
@St. Nazaire@|@St. Nazaithe@
@St. Petersburger@|@St. Pétersbourgeouais@
@St. Swithin's@|@la Saint Swithin@
@St. Valentine's Day@|@la Saint Valentîn@
@stackyard@|@lé haûgard@
@stag@|@lé chèr@
@stag-beetle@|@lé dgiâbl'ye@
@stained glass@|@lé vèrre dé couleu@
@staircase@|@l'êcalyi, la montée, lé d'gré@
@stair-rods@|@les vèrdgettes@
@stale@|@mouaîsi@
@stalk@|@lé pid d'pomme@
@stall@|@êtalage, l'êtalage@
@stallion@|@l'êtalon, lé j'val entchi@
@stamp@|@êtampe, mèrtcheux, piétinner, un tîmbre@
@stamp (1)@|@lé tîmbre@
@stamp for abroad@|@un tîmbre pouor l'êtrangi@
@stanchions@|@l's êpées@
@stand upright@|@dréchi@
@standing stone@|@eune longue pièrre@
@staple@|@crampon@
@star@|@l'êtaile@
@starch@|@amidon@
@starfish@|@eune etaile dé mé@
@starflower@|@l's êtouailes dé tèrre@
@starling@|@un êtourné@
@starlings@|@d's' êtournieaux@
@Star-of-Bethlehem@|@d's êtailes dé Bethléem@
@start@|@stèrter@
@States of Jersey@|@l's Êtats d'Jèrri@
@stationer's@|@la papet'tie, papet'tie@
@stationery@|@la papet'tie@
@statistics@|@les statistiques@
@statue@|@statue@
@stay@|@l'êtai, l'êtai du grand mât, rester@
@steal@|@voler@
@steamer@|@lé stînmeux@
@steamship@|@lé stînme, stînme@
@steel@|@acyi@
@steep field@|@lé côti@
@steer@|@faithe cap pouor, s'n aller l'cap en mé@
@steering wheel@|@la reue d'avo@
@stem@|@la tigue@
@stem-post@|@l'êtane@
@step of mast@|@lé pid d'un mât@
@stepbrother@|@lé d'mié-fréthe, lé fréthe emprunté, lé mié-fréthe@
@stepsister@|@la d'mié-soeu, la soeu empruntée@
@stepson@|@lé bieau-fis@
@stern@|@l'arriéthe@
@stew@|@l'êtuivée, la hachie, lé fricot, lé ragoût@
@stew pan@|@lé stchilet@
@stick@|@eune badgette@
@stickleback@|@eune êpinnoche@
@stiff neck@|@lé teurt-co@
@stillborn@|@mort-né, un mort-né@
@stimulant@|@un r'confort@
@sting@|@pitchi@
@Stinging Nettle@|@d's ortchies (f)@
@stingray@|@eune raie à didget, eune têgrêsse@
@stinking hellebore@|@d'la pommeliéthe, d'la pommiéthe@
@stir@|@èrmuer, rêmouer@
@stirrer@|@l'êtibotcheux, la mouvette@
@stitch@|@un ahan dans l'côté@
@stoat@|@la b'lette@
@stock@|@lé chaud@
@Stock (Virginia)@|@d'la ravenelle, violettes d'êté@
@stock dove@|@un pigeon d'colombyi@
@Stockholmer@|@Stockholmais@
@stockings@|@les cauches@
@stole@|@l'étole@
@stomach@|@lé ventre@
@stomach ache@|@la colique@
@stomach rumblings@|@les catholiques@
@stone@|@la pièrre, pièrre@
@stone age@|@l'âge dé pièrre@
@stone chippings@|@l'êcadîn, les trais-quarts@
@stone chisel@|@chîsé@
@stone cutter@|@un tailleur d'pièrre@
@stone dresser@|@lé pitcheux d'pièrre@
@stonechat@|@un crac dé geon, un craquelîn d'geon@
@stonechip@|@un êcliat@
@stonemason@|@lé machon@
@stony@|@pièrreux@
@stony ground@|@lé grupé@
@stook of corn@|@lé binnot@
@stool@|@la scabelle, lé scabeau, lé tabouothet@
@stop@|@arrêter, cêssi@
@storeroom@|@lé chânyi@
@storm clouds@|@des clius@
@storm-bound@|@en r'lâche@
@storm-jib@|@lé saque-feu@
@stormy petrel@|@lé cartchulot@
@stovies@|@des patates au court-bouoillon@
@straight and high axle cart@|@lé drait hèrnais@
@straight hair@|@des g'veux draits@
@strait@|@lé Dêtrait@
@stranger@|@l'înconnu@
@strangler@|@un êtranglieux@
@strangling@|@l'êtrangliéthie@
@strap@|@strape@
@Strasburger@|@Strasbourgeouais@
@strategy@|@la stratégie@
@straw@|@l'êtrain, la paille, la pâle, pâle@
@straw of oats@|@l'av'née@
@stream@|@lé russé@
@street@|@la rue, rue@
@street lamp@|@veue d'rue@
@stretcher@|@chiviéthe à bras, la chiviéthe à bras@
@strike@|@satchi@
@strike sail@|@am'ner la vaile, les vailes@
@striped wrasse@|@un coucou@
@stroll@|@s'traûler@
@strong@|@fort@
@strong cider@|@lé fout-bas@
@stubborn person@|@l'entrinneux@
@stud@|@lé baîseux, lé giêteux@
@studding-sail@|@l'êtouinne@
@student@|@l'êtudgiant@
@study@|@l'êtude@
@stumble@|@trébutchi@
@stumble and fall@|@drotchi@
@stun@|@assommer@
@stupid person@|@la lantèrne, lé butor@
@sturgeon@|@un esturgeon@
@stutter@|@aheuqu'ter, bégaûder@
@subjects@|@les sujets@
@succeed@|@rêussi@
@successor@|@lé rempliaichant@
@suet@|@la graisse dé rîngnon@
@suffering@|@afflyigi@
@suffocation@|@la suffocâtion@
@sugar@|@lé chucre@
@sugar scoop@|@palette à chucre@
@sugar-bowl@|@lé chucriyi@
@sugar-iced cake@|@la gâche à chucre@
@suicide@|@lé mêfait, lé suicide@
@suit@|@lé fa, lé suit, suit@
@sulphur@|@soufre@
@sun@|@l'solé@
@Sun Spurge@|@d'l'hèrbe à véthues, du lait d'tchilieuvre@
@sunburn@|@l'êcaudeuse, un coup d'solé@
@Sunday@|@Dînmanche@
@Sunday school@|@l'êcole du Dînmanche@
@sunfish@|@un solé@
@Sunflower@|@un tournésol@
@sunglasses@|@des leunettes d'solé, les leunettes d'solé@
@sunrise@|@lé l'vant du solé@
@sunset@|@lé couochi du solé@
@supermarket@|@lé supèrmarchi, supèrmarchi@
@superstitious@|@supèrstitieux@
@supervisor@|@lé surîntendant@
@supporter@|@lé partisan@
@surf@|@lé r'sîn@
@surgeon@|@un seurgien@
@Suriname@|@Suriname@
@surplice@|@la p'lisse@
@Susan@|@Susanne, Sûson, Sûthon, Sûzon@
@Suzan@|@Susanne, Sûson, Sûthon, Sûzon@
@Svalbard and Jan Mayen@|@Svalbard et Jan Mayen@
@swallow@|@eune héthonde@
@swan@|@un cyngne@
@swap@|@trotchi@
@sway@|@craûler@
@Swaziland@|@Swaziland@
@swear@|@juther@
@swearing in@|@l'assèrmentâtion@
@sweatshirt@|@lé sweatshirt@
@swede@|@la suidiche, suidiche@
@Sweden@|@Suède@
@Swedish@|@Suédouais@
@sweep@|@brîngi@
@sweeping@|@brîng'gie@
@sweet@|@doux@
@Sweet Alison@|@d'l'alysson@
@Sweet Briar@|@d'la rose sauvage@
@Sweet Chestnut@|@un chât'nyi@
@sweet pea@|@d'la pais-flieur@
@sweet shop@|@la boutique à chucrîns@
@Sweet Vernal-grass@|@du tchiândent@
@Sweet William@|@la girofliée, la jalousie@
@Sweet Woodruff@|@du ris@
@sweetbread@|@la brie@
@sweetheart@|@un tchoeu@
@sweets@|@doûdoux@
@swell@|@lé milord@
@swelling@|@l'enflieunme@
@swift@|@la grand' néthe, la héthonde dé falaise, un puant@
@swift (1)@|@la néthe héthonde@
@swim@|@nagi@
@swimmer@|@un nageux@
@swimming@|@la nagegie@
@swimming-pool@|@la bangnérêsse@
@swindle@|@lé chiffonnage@
@swindler@|@l'aigrefîn@
@Swine-cress@|@d'la cône dé chèr@
@Swiss@|@Suisse@
@switch@|@lé vèrdgillon@
@Switzerland@|@Suisse@
@swollen neck glands@|@les gormes@
@sword@|@lé sâbre@
@Sword of Orion@|@lé sâbre@
@Sycamore@|@un sycomôre@
@symptom@|@symptôme@
@synagogue@|@eune synnagogue@
@synod@|@un synnode@
@Syria@|@Syrie@
@syringa@|@des flieurs dé neuches@
@syringe@|@eune êclyiche, eune êclyiche, la sérîngue, sérîngue@
@syrup@|@lé sitho@
@ta@|@tèe@
@table@|@la tabl'ye@
@table apple@|@eune pomme dé tabl'ye@
@Table Mountain@|@la Montangne d'la Tabl'ye@
@table-cloth@|@lé doubliyi@
@tablespoon@|@eune tchulyi à soupe@
@tack@|@cliou d'chopîn, faûfiler, lôvier@
@tack about@|@vither d'bord@
@tadpole@|@lé p'tit crapaud@
@tail@|@la coue@
@tail coat@|@la câsaque à coue d'héthonde@
@tail-board@|@lé driéthe@
@tail-board finial@|@lé violon@
@tailor@|@lé couôtuthyi@
@Taiwan@|@Taiwan@
@Tajikistan@|@Tajikistan@
@take@|@prendre@
@take away@|@remporter@
@take in a reef@|@prendre un ris@
@take mourning@|@prendre lé deu@
@take the bit between the teeth@|@prendre lé mors ès dents, s'drodgi@
@tallboy@|@la commode@
@Tallinner@|@Tallinnais@
@Tamarisk@|@du tamathîn@
@Tansy@|@d'la t'naisie@
@Tanzania@|@Tanzania@
@tap@|@coq@
@tape measure@|@m'suthe@
@tape recorder@|@un enr'gistreux@
@tapeworm@|@lé vèr solitaithe@
@tar@|@tathe@
@tart (apple)@|@lé pâté d'pommes@
@tartine@|@la beurrée@
@taste@|@gouôter@
@tax@|@la taxe@
@taxi@|@lé taxi, taxi@
@taxi rank@|@la stâtion d'taxis, stâtion d'taxis@
@TB@|@la conseunmtion@
@tea@|@lé thée@
@tea towel@|@un êssuyeux@
@teach@|@ensîngni@
@teacher@|@l'ensîngnant@
@tea-cosy@|@lé chapé du pot' à thée@
@teak@|@tique@
@Teak@|@lé tique@
@teapot@|@lé pot à thée@
@tear@|@dêchither@
@tears@|@les lèrmes@
@Teasel@|@d'la piègne à chorchi, du tcheurdron à chorchi@
@teaspoon@|@eune tchulyi à thée, la tchulyi à thée@
@teatowel@|@l'êssuie-tâsses@
@tea-tray@|@lé sèrveur@
@teeth@|@les dents@
@telegram@|@lé télégramme@
@telephone@|@lé téléphône@
@telescope@|@eune longue-veue, la longue-veue@
@television@|@la télévîsion@
@television station@|@eune stâtion d'télévîsion@
@tell@|@dithe@
@tell-tale@|@lé contepéteux@
@temple@|@lé templ'ye@
@ten@|@dgix@
@ten pennies@|@dgiêx pénîns@
@ten pounds@|@dgiêx louis@
@tenant@|@lé locataithe@
@tench@|@la tanche@
@Tennesseean@|@Tennesseeais, Tennesseeien@
@term of office@|@la gestion@
@tern@|@un daûtchet@
@testicle@|@un rosseton@
@testicles@|@les cannettes@
@testimony@|@lé têmoignage@
@Texan@|@Texain, Texan@
@texting@|@la textéthie, textéthie, textéthie@
@Thai@|@Thaïlandais@
@Thailand@|@Thailande@
@Thames@|@la Riviéthe dé Londres@
@thank you@|@mèrcie, tèe@
@Thank you@|@Mèrcie, Mèrcie bein des fais@
@thatch@|@glyi@
@thatched roof@|@lé lief en glyi@
@that'll be..@|@chenna f'tha...@
@that'll be...@|@chenna f'tha...@
@the ace of clubs@|@l'as dé trêfl'ye@
@the Alps@|@l's Alpes@
@the apple crushing trough@|@lé tou d' preinseu (en gattes)@
@the baler@|@la machinne à dgèrber@
@the banking hoe@|@la houette à houetter@
@the barrel@|@lé bathi@
@the big plough@|@la grand' tchéthue@
@the Blue Mountains@|@les Bliues Montangnes@
@the bogeyman@|@lé barbou, lé croque-mitaine@
@the book@|@lé livre@
@the bread oven shovels@|@les pelles à fou@
@the breezing plough@|@la tchéthue à brîsi@
@the butter can@|@la canne à beurre@
@the butter churn@|@la selle à beurre@
@the butter worker@|@la tabl'ye à beurre@
@the cart@|@lé hèrnais@
@the cauliflower collector@|@la bîngue@
@the chaff cutter@|@lé couté à fain@
@the cider barrel@|@la barrique à cidre@
@the cider press@|@lé preinseu@
@the Conquest@|@la Contchête@
@the cost@|@lé couôtage, lé couôtement@
@the counter@|@lé compteux@
@the Creator@|@lé Créateu@
@the Crusades@|@les Crouaîsades@
@the Dean@|@lé Douoyen@
@the devil@|@lé dgiâbl'ye, lé Nic, lé Pid-fourtchu@
@the dock fork@|@lé hale-doque@
@the dough trough@|@lé tro à pain@
@the evil eye@|@lé mauvais yi@
@the evil one@|@lé Malîn@
@the exchange rate@|@lé change@
@the faithful@|@les fidèles@
@the front@|@lé front@
@the fruit basket@|@lé pangni à frit@
@The Gambia@|@Gambie@
@the grain plough@|@la tchéthue à grain@
@the Grenadines@|@les Grénadinnes@
@the guy@|@lé bouanhomme@
@The Hague@|@La Hague@
@the handbarrow@|@la chiviéthe à bras@
@the harrows@|@les hèrches@
@the kettle@|@lé ticl'ye@
@the king@|@lé rouai@
@The king is dead@|@Lé rouai est mort@
@the last day of the year@|@lé tchu d'l'an@
@the lifting spade@|@la profonde bêque@
@the little barrel@|@lé p'tit bathi@
@the little people@|@les p'tits faît'tchieaux@
@the manure barrel@|@la barrique à êpu@
@the market@|@lé marchi@
@the milk can@|@la canne à lait@
@the milk cart@|@lé p'tit hèrnais à lait@
@the milk filter@|@lé couleux@
@the milk separator@|@la machinne à s'pather@
@the mixer@|@lé mixeu@
@the moon@|@la leune@
@The Netherlands@|@Pays Bas@
@the occupation@|@l'Otchupâtion@
@The Philippines@|@Ph'lippines@
@the planting plough@|@la tchéthue à plianter@
@the Plough@|@l'Êclon@
@the Pope@|@lé Pape@
@the potato digger@|@la machinne à dêfoui@
@the powder sprayer@|@la machinne à poudrinner@
@the Queen@|@la Reine@
@the Queen Mother@|@la Reine Méthe@
@the queen of hearts@|@la danme dé tchoeu@
@the rammer churn@|@la selle à tuthet@
@the Rockies@|@les Montangnes Rotcheuses@
@the roller@|@lé rouôleux@
@the root fork@|@la frouque à réchinnes@
@the round stones@|@l's assiettes@
@the Royal Court@|@la Cour Rouoyale@
@the Royal Family@|@la Fanmil'ye Rouoyale@
@the scarifier@|@lé griffon@
@the seed drill@|@la sèm'rêsse@
@the spoke dogs@|@les dagues à charron@
@the stacking stones@|@les pièrres dé haûgard@
@the stars@|@l'êtailes@
@the storm@|@la tempête@
@The Sudan@|@Soudan@
@the sun@|@lé solé@
@the support stones@|@les pids d'tas@
@the temperature@|@la tempéthatuthe@
@the ten of diamonds@|@lé dgix dé carreau@
@the toaster@|@lé grille-pain@
@the tractor@|@lé tracteu@
@the two of spades@|@lé deux dé picl'ye@
@the video@|@lé vidg'o@
@the Virgin@|@la vièrge@
@the vraic anchor@|@la pitchelle à vrai@
@the vraic fork@|@la frouque à vrai@
@The weather in Jèrriais@|@Lé temps en Jèrriais@
@the Web@|@l'Ithangnie@
@the weeder@|@la sèrcliéresse@
@the wheel jack@|@lé lévyi@
@the wheelbarrow@|@la chiviéthe@
@the wheelwright's stand@|@l'êtablyie ès rouelles@
@the whetstone wheel@|@la meule@
@the winnower@|@lé venteux@
@theatre@|@thiâtre@
@theft@|@lé vol@
@there's a mackerel sky@|@lé ciel est maqu'théleux@
@thermometer@|@un thèrmomètre@
@these tools@|@ches ôtis@
@they@|@il'@
@they are speaking@|@i' sont à pâler@
@thick@|@êpais@
@thick beard@|@eune barbe d'sapeur@
@thick head of hair@|@un touaîson@
@thief@|@lé voleux@
@thigh@|@la tchuisse@
@thimble@|@un dée@
@thin@|@maigre@
@thin beard@|@eune barbe d'gardîngni@
@thin person@|@la tenvril'ye, lé haîngre@
@think@|@penser@
@thirteen@|@treize@
@thirty@|@trente@
@thirty one@|@trente'tch'ieune@
@thirty two@|@trente-deux@
@this afternoon@|@ch't' arlévée@
@this evening@|@à ces sé@
@this is a dog@|@Ch'est un tchian@
@This is a donkey@|@Ch'est un âne@
@this is a horse@|@Ch'est un j'va@
@this is a Jersey's cow@|@Ch'est eune vaque Jèrriaise@
@this morning@|@à matîn@
@this year@|@ch't' année@
@Thomas@|@Tam, Tamme, Tanme, Thomas, Thonmas@
@thongweed@|@du lachet, du lachon@
@Thorn Apple@|@du pommyi du dgiâbl'ye@
@thousand@|@mille@
@thrashing@|@eune brûlée, eune dêgêlée, eune êcaûffeuse@
@thrashing (1)@|@eune achouêmie, eune rosseteuse, la galette@
@threaten@|@m'nichi@
@three@|@trais@
@three hundred@|@trais chents@
@three hundred and one@|@trais chents ieune@
@three hundred and two@|@trais chents deux@
@three quarters of an hour@|@trais quarts d'heuthe@
@Three-cornered Leek@|@d'l'as sauvage@
@threshold@|@lé ché d'la porte, lé pas dé l'us@
@Thrift@|@d's iliets d'falaise@
@throat@|@la gorge@
@thrombosis@|@un coup d'sang@
@throw@|@fliantchi, j'ter, lanchi, pitchi@
@thug@|@un poltron@
@thumb@|@lé ponchet@
@thunder@|@l'orâge@
@thunderbolt@|@eune pièrre à foudre, la foudre@
@thunderclouds@|@des nouages d'ôrage, des têtes d'ôrage@
@Thursday@|@Jeudi@
@thyme@|@lé thymbre@
@Tibetan@|@Tibétain@
@tick@|@la lâque@
@ticket@|@titchet, un titchet@
@tickle@|@catouoilli@
@ticklish throat@|@eune râp'sie@
@tide@|@la mathée@
@tie@|@la cravate@
@Tiger-lily@|@lé rouoge lis@
@tigermoth caterpillar@|@la catte@
@tile@|@eune tuile@
@till@|@la câsse@
@timekeeper@|@lé gardeux d'quart@
@Timothy@|@d'la coue, Timothée@
@tin@|@blianc-fé@
@tinder@|@tondre@
@tinkle@|@tînter@
@tipper@|@lé tunmb'sé@
@tipsy@|@alleunmé, souard@
@Tiranian@|@Tirannais@
@tire@|@lâsser@
@Tirol@|@Tithol@
@tithe@|@la dgiême@
@to abandon@|@abandonner@
@to abuse@|@abuser@
@to acquit@|@atchitter@
@to address@|@adréchi@
@to administer drugs@|@drodgi@
@to adore@|@adouother@
@to air laundry@|@airer lé lînge@
@to allow@|@allouer@
@to arrest@|@arrêter, arrêter, blioutcher@
@to arrive unexpectedly@|@tchaie sus l'co à tchitch'un@
@to asphyxiate oneself@|@s'asphyxier@
@to assail@|@assailli@
@to assault@|@assauter@
@to back@|@batchi@
@to back up@|@batchi@
@to ballot@|@voter au scrutîn@
@to bandage@|@bandagi, panser@
@to bank@|@bantchi@
@to bank money@|@bantchi les sou@
@to baptise@|@bâptîsi@
@to bargain@|@bardgîngni@
@to be a candidate@|@êt' sus les rangs, êt' sus les rangs@
@to be a soldier@|@soudarder@
@to be all eyes@|@êt' tout à ièrs@
@to be at death's door@|@êt' au nom d'mort, êt' sus l'pus@
@to be drunk@|@êt' en bouaisson@
@to be hand in glove@|@êt' coumme la main et l'gant@
@to be ill@|@aver la tête souos l'aile@
@to be in good health@|@aver la joue souos l'yi@
@to be in mourning@|@êt' en deu@
@to be in ruins@|@êt' lé co souos l'yi@
@to be legal tender@|@aver cours@
@to be light-fingered@|@aver les dés longs@
@to be necessary@|@faller@
@to be on one's deathbed@|@êt' sus san mouothi@
@to be out of sorts@|@faithe la pânniole@
@to be shortsighted@|@vaie d'près@
@to be stony broke@|@êt' sus san tchu@
@to be stubborn@|@aver tête et bonnet@
@to be stuck up@|@aver l'nez haut@
@to be two faced@|@êt' houmme à deux faches@
@to beat@|@astitchi, battre, camailli, dêfoncer, latter@
@to become a candidate@|@s'mett' sus les rangs@
@to believe@|@craithe@
@to belt@|@cheindre, slîndgi, slîndgi@
@to besiege@|@assiégi@
@to bet@|@gagi, pathier@
@to betray@|@trahi@
@to bewitch@|@enchorchéler, entchéthaûder@
@to bid@|@offri@
@to billet@|@casèrner@
@to bleach@|@blianchi@
@to bleed@|@sangni@
@to bless@|@béni@
@to blind@|@aveuglier@
@to blink@|@blyîntchi, clyinn'ter@
@to block@|@blotchi@
@to boil@|@bouoilli@
@to boil over@|@bouoilli par dessus@
@to bombard@|@bombarder@
@to book@|@boutchi@
@to boot@|@botter@
@to booze@|@riboter@
@to borrow@|@emprunter@
@to botch@|@bôtchi@
@to bottle@|@emboutilyi, l'emboutil'lie@
@to box@|@boxer@
@to break the shell@|@crutchi@
@to breeze@|@brîsi@
@to bribe@|@corrompre, graîssi la patte, séduithe@
@to bud@|@èrbouter@
@to build@|@bâti, construithe@
@to bury@|@entèrrer@
@to busk@|@beustchi@
@to butt@|@bouter@
@to butter@|@beurrer@
@to buy@|@acater@
@to cane@|@codrer, donner la tchêne, vrédîndgi, vrier@
@to canvass@|@canvasser@
@to cart@|@tchéthier@
@to catch cold@|@s'enrhînmer@
@to caulk@|@calfaîter@
@to chair@|@présider@
@to chatter@|@caquter@
@to churn@|@pêtri@
@to clean@|@netti@
@to click@|@clyiquer@
@to clink glasses@|@trîntchi les vèrres@
@to coagulate@|@fidgi@
@to coffin@|@encôffrer@
@to comb@|@dêmêler@
@to come@|@v'nîr@
@to command@|@c'mander@
@to commit suicide@|@s'mêfaithe, sé suicider@
@to configure@|@confidguther@
@to confirm@|@confirmer@
@to confiscate@|@confistchi@
@to contest@|@contester@
@to convert@|@convèrti@
@to cook@|@coutchi, tchuithe@
@to copy@|@copier@
@to cost@|@couôter@
@to court@|@faithe la carre@
@to crumble@|@êmioler@
@to cry@|@plieuther@
@to cuddle@|@ligouaîsi@
@to cultivate@|@tchultiver@
@to curdle@|@cailli@
@to cure@|@dgéthi@
@to curl@|@corler, friser@
@to curl one's hair@|@s'corler@
@to cut@|@coper@
@to cut hair short@|@touôser@
@to cut into quarters@|@quarteller@
@to cut wood@|@tailli@
@to darn@|@dèrner@
@to deal@|@donner les cartes@
@to decide@|@décider@
@to declare war@|@dêcliather la dgèrre@
@to defend@|@d'fendre@
@to delete@|@pitchi hors@
@to deliver@|@d'livrer@
@to die@|@câsser sa pipe, mouothi, pâsser l'pas, patchi ses vailes, trépâsse@
@to die (1)@|@câsser sa pipe@
@to dip@|@tremper@
@to discuss@|@distchuter@
@to disinfect@|@d'sînfecter@
@to distil@|@distîler@
@to do@|@faithe@
@to do the washing up@|@laver les vaissieaux@
@to dock@|@amather@
@to download@|@dêchèrgi@
@to doze@|@haûter@
@to draw lots@|@haler ès noeuds@
@to drill@|@drîlyi@
@to drink@|@baithe@
@to drink heavily@|@baithe à tare-larigot, baithe raide, gaûdgetter, l'ver l'coute, piochi, piochi, radaler@
@to drink heavily (1)@|@l'ver l'coute, piochi, radaler@
@to drive@|@cachi@
@to drown@|@s'n'yer@
@to drub@|@quétilyi@
@to dry@|@s'tchi, stchi@
@to dust@|@chiffonner, êpousseter@
@to dust with flour@|@enflieuther@
@to earn@|@gângni@
@to educate@|@êcoler, êdutchi, înstruithe@
@to elect@|@êlithe@
@to e-mail@|@e-mailer@
@to embroider@|@broder@
@to endure@|@sténer@
@to entwine@|@s'enlachi@
@to execute@|@exétchuter@
@to exorcise@|@d'senchorchéler@
@to extract a tooth@|@êrachi eune dent@
@to fade@|@dêteindre@
@to fall between two stools@|@êt' lé tchu entre deux selles@
@to feel sick@|@aver l'tchoeu d'vômi@
@to fertilize@|@graîssi@
@to fight@|@s'battre, s'freûler, s'freûler, s'friper@
@to file@|@enfiler@
@to fill out a form@|@remplyi eune, remplyi eune forme@
@to flower@|@flieuthi@
@to forge@|@forgi@
@to forge a signature@|@faithe un faux sîngne@
@to fork the ground@|@fourtchi la tèrre@
@to frizz@|@crêp'ler@
@to fry@|@fricachi@
@to furrow@|@sîlyi@
@to garden@|@gardinner@
@to get divorced@|@s'dêmathier, s'divorcer@
@to get drunk@|@bouaissonner, prendre eune tchuite, sé soûler@
@to get engaged@|@s'engagi@
@to get married@|@s'mathier@
@to get one's fingers burned@|@s'brûler les dés@
@to get tipsy@|@s'coêffi, s'coincer@
@to give a good scrub@|@ouâchinner@
@to give a licking@|@vlitchi@
@to give a wink@|@donner un clyîn, faithe un clyîn@
@to give credit@|@faithe crédit@
@to give someone a lift@|@donner un pâssage à tchitch'un@
@to give up@|@èrnonchi@
@to go@|@aller@
@to go grey@|@grisi@
@to govern@|@gouvèrner@
@to grate@|@gratter@
@to graze@|@paître@
@to grill@|@grîlyi@
@to grow@|@craître@
@to guide@|@dgider@
@to hang out laundry@|@êtendre lé lînge@
@to harness in long harness@|@lier à longue graie@
@to harrow@|@hèrchi@
@to harvest@|@èrcolter@
@to haunt@|@hanter@
@to have a nap@|@freunmer l'yi@
@to have green fingers@|@aver bouonne main@
@to have loads@|@en aver dos et ventre@
@to have one's hair cut short@|@s'faithe touôser@
@to help@|@aîdgi@
@to hit@|@paffer, talmoûser, taper@
@to hit hard@|@taper raide@
@to impoverish the soil@|@dêgraîssi la tèrre@
@to impregnate@|@empreingni@
@to imprison@|@mettre en boête, mettre en prison@
@to inject@|@înjecter@
@to invade@|@envahi@
@to iron@|@féther@
@to join@|@joindre@
@to judge@|@jugi@
@to kick@|@co-d'piêter, codpîser@
@to kidnap@|@enlever@
@to kiss@|@baîsi, embraichi@
@to kiss someone@|@bailli la joue à tchitch'un@
@to knead@|@pêtri@
@to knit@|@ouvrer@
@to know by sight@|@connaître dé veue@
@to know something by heart@|@saver d'tchi par tchoeu@
@to lash@|@donner du fouet, lachi@
@to laugh@|@ritche@
@to lay (eggs)@|@pondre@
@to lay a floor@|@plianchi@
@to learn@|@apprendre@
@to learn by heart@|@apprendre par tchoeu@
@to lend@|@prêter@
@to lick@|@co-d'piêter, codpîser, litchi@
@to like a drink@|@senti lé bouchon@
@to lisp@|@pâler sus l'but d'sa langue@
@to live@|@d'meuther, d'meuther, vivre@
@to load@|@chèrgi@
@to look@|@èrgarder@
@to look after oneself@|@souongni d'sa pé@
@to look at in the mirror@|@s'mither@
@to love@|@aimer@
@to luff@|@lofer@
@to make a speech@|@faithe un discours@
@to make butter@|@battre lé beurre, faithe lé beurre@
@to march@|@marchi@
@to mash@|@hadgi@
@to massacre@|@machacrer@
@to measure@|@m'suther@
@to menace@|@m'nichi@
@to mince@|@hadgi@
@to mix@|@mêler@
@to mobilise@|@mobiliser@
@to move@|@èrmuer@
@to murder@|@assâsinner@
@to muster@|@moustrer@
@to occupy@|@otchuper@
@to one's face@|@entré quat's ièrs@
@to one's fingertips@|@jusqu'ès p'tits g'veux@
@to open@|@ouvri@
@to overcharge@|@surchèrgi@
@to owe@|@d'ver@
@to parade@|@pathader@
@to parboil@|@parbouoilli@
@to park@|@partchi, stâtionner@
@to pass away@|@pâsser l'pas@
@to paste@|@cliuter@
@to patch@|@gaûfrer@
@to pay@|@payi@
@to pay an arm and a leg@|@payi coue et ouothelles@
@to pay off a debt@|@s'atchitter d'eune dette@
@to peel@|@p'ler@
@to pick@|@tchilyi@
@to pick up potatoes@|@gliainer des patates@
@to pickle@|@piclier@
@to plait@|@tresser@
@to plant@|@plianter@
@to plant out@|@didgi@
@to plant with a spade@|@bêtchi@
@to play@|@jouer@
@to play an instrument@|@jouer un instrument, sonner@
@to play for money@|@jouer ès sous@
@to plead@|@pliaidgi@
@to plough@|@tchéthuer@
@to pluck@|@pliutchi@
@to plug@|@pliodgi@
@to polish@|@poli@
@to polish shoes@|@bliatchinner, bliatchinner les souliers@
@to post@|@poster@
@to practise@|@pratitchi@
@to pray@|@prier@
@to press@|@prêssi@
@to print@|@împrînmer@
@to propose@|@proposer@
@to prosecute@|@poursuivre@
@to protect@|@protégi@
@to prune@|@êmonder@
@to punch@|@bailli un co d'poing@
@to put on airs@|@faithe la reine@
@to put one's finger on it@|@mettre l'dé d'ssus@
@to put one's foot in it@|@s'mettre l'dé dans l'yi@
@to queue@|@faithe la tcheue@
@to receive@|@èrchéver@
@to reconfigure@|@èrconfidguther@
@to record@|@enr'gistrer@
@to reduce swelling@|@d'senflier@
@to reef@|@arrîsi, rîsi, rîsi eune vaile@
@to reload@|@èrchèrgi@
@to repeat@|@èrpéter@
@to repent@|@r'penti@
@to reply@|@rêpondre@
@to restart@|@èrstèrter@
@to restuff@|@rampader@
@to retch@|@haler au tchoeu@
@to rinse@|@rinchi@
@to rip a seam@|@dêcouôtre@
@to rise@|@r'sourdre@
@to rise to speak@|@prendre la pathole@
@to roast@|@rôti@
@to roast meat@|@roussi d'la viande@
@to roll and fold pastry@|@fielleter d'la pâte@
