@English@|@Sesotho@
@scientific unit@|@yuniti ya saense@
@scissors@|@dikere, sekere@
@scold@|@omanya@
@scooter@|@disekutara, sekutara@
@scope@|@tekanyo@
@scorch@|@tlabola@
@score@|@tshwaya dintlha@
@scorn@|@nyediso@
@scorpion@|@diphepeng, phepeng@
@scoundrel@|@balotsana, molotsana@
@scout@|@dihlwela, sehlwela@
@scowl@|@nyemotsa@
@scramble@|@ngwangwarela@
@scrap@|@kgehlemanya@
@scrape@|@ngwapa@
@scratch@|@lengwapo, mangwapo, ngwapa@
@scream@|@hoeletsa@
@screen@|@diotlwana, disekerini, lehlafi, mahlafi, sekerini, seotlwana@
@screw@|@dikurufu, kurufella, sekurufu@
@screwdriver@|@dikuruteraifa, sekuruteraifa@
@script@|@diskript, khatiso, mohatiso, skript@
@scroll bar@|@bara ya ho sekorola@
@scrub@|@koropa@
@sculptor@|@mmetladitshwantsho@
@sea@|@lewatle@
@sea weed@|@lehola la metsing, mahola a metsing@
@Seaborgium@|@Seaborgiamo@
@seafood@|@dijo, dijo tsa lewatle, tsa lewatle@
@seam@|@meroko, moroko@
@search@|@fuputsa, nyaka, patlo@
@search engine@|@enjene ya ho fuputsa, enjene ya patlo@
@season@|@nako ya selemo@
@season's greetings@|@ditumediso tsa keresemese@
@seat belt@|@lebanta la setulo, mabanta a setulo@
@seated@|@dutse@
@second@|@metsotswana, motsotswana@
@second additional language@|@puo ya tlatsetso ya bobedi@
@second car@|@baesekele ya bobedi@
@second time@|@kgetlo la bobedi@
@secrecy@|@bokunutu@
@secret@|@lekunutu, makunutu, sephiri@
@secretary bird@|@dikokolofitwe, kokolofitwe@
@secretary bird ...@|@mmamolangwane@
@secrets@|@liphiri@
@sectors@|@dikarolwana@
@security control@|@taolo ya tshireletso@
@sediment@|@ditshifa@
@see@|@bona, bone@
@see each other@|@bonana@
@see for oneself@|@iponela@
@see me@|@mpona@
@see oneself@|@ipona@
@see yourself@|@ipona@
@seed@|@dipeo, peo@
@segment@|@disekemente, mesehlo, mosehlo, sekemente@
@seldom@|@ka sewelo@
@select@|@hlwaya@
@select all@|@kgetha tsohle@
@selection list@|@kgetho lenaneho@
@Selenium@|@Seleniamo@
@self@|@ka nama, motho ka sebele@
@Self-Admirer@|@Moipone@
@self-assessment@|@tekanyetso ya boitekolo@
@selfconfidence@|@boitshepo@
@selfdefence@|@boitshireletso@
@self-injection@|@ho itlhaba ka nale@
@selfish@|@inahanelang@
@selfishness@|@ramona@
@sell@|@rekisa, rekisitse@
@sell for@|@rekisetsa@
@seller@|@morekisi@
@semen@|@lero la botona@
@seminar@|@dithupello, thupello@
@senate@|@disenate, senate@
@senator@|@rasenate@
@send@|@roma@
@send email@|@romella emaili@
@Send my regards@|@Ba dumedise@
@Senekal@|@Matwabeng, Senekane@
@sensitive@|@utlwang@
@sent@|@romme@
@sentence@|@dipolelo, poleleo@
@sentry traditional@|@dibohodi, sebohodi@
@separate@|@arohaneng@
@separate from@|@kgaohanya@
@September@|@Leotse, Lwetse@
@sequence@|@tatelano@
@sergeant@|@disajene, sajene@
@serious@|@hlokofetseng@
@seriously ill@|@ho kula haholo@
@serval@|@ditlodi, phaha, qwako, tlodi@
@servant@|@bahlanka, basebeletsi, mohlanka, mosebeletsi@
@serve@|@sebeletsa@
@server@|@diabi, seabi@
@server information@|@tshedimosetso ya seabi@
@server is not available@|@seabi ha se fumanahale@
@server timeout@|@seabi se feletswe ke nako@
@set@|@tjheha@
@set focus@|@behantsha tjhebo@
@Seth@|@seeta@
@settled@|@ahile@
@seven@|@supa@
@seventeen@|@leshome le metso e supileng, Shosupa@
@seventh@|@bosupa@
@seventy@|@mashome a supa, mashome a supa, mashome a supileng, Mashosupa@
@seventy-four@|@mashome a supa a metso e mene@
@seventy-two@|@mashome a supa a metso e mmedi@
@several@|@tse itseng@
@sew@|@roka@
@sewerage@|@dithothomantle, thothomantle@
@sewing@|@meroko, moroko@
@sewing machine@|@motjhini o rokang, motjhini wa ho roka@
@sex@|@motabo, thobalano@
@sexual@|@ya thobalano@
@sexual abuse@|@tshotlo ka thobalano@
@sexual intercourse@|@motabo, motabo, thobalano@
@shack@|@mokhukhu@
@shade@|@meriti, moriti@
@shadow@|@meriti, moriti@
@shadow of a cloud@|@leswiti, maswiti@
@shaft@|@ditjhafo, mofeng, mofeng, tjhafo@
@shake@|@hlohlora, kgehlepa, sisinya, tsukutla@
@shake oneself@|@itlhohlora@
@shallow@|@sa tebang@
@shame@|@masoabi@
@Shangaan person@|@Letjhakana, Matjhakana@
@sharp@|@tjhora@
@sharpen@|@leotsa, tjhorisa@
@sharpness@|@motsu@
@shave@|@beola@
@shave oneself@|@ipeola@
@shaved@|@beotse@
@shawl@|@ditjale, tjale@
@she@|@lona@
@she can succeed@|@A ka atleha@
@she cries while laughing@|@O lla a tseha@
@She helps mother@|@O thusa mme@
@She sees this man@|@O bona monna enwa@
@shears@|@dikere, sekere@
@sheath@|@dilata, selata@
@shed hair@|@sola@
@shed skin@|@sola@
@sheep@|@dinku, nku@
@sheet@|@dilakane, lakane@
@shell@|@dikgaketla, dikgetla, kgaketla, kgetla@
@shelve@|@diraka, raka@
@shepherd@|@badisa, modisa@
@shield@|@dithebe@
@Shield@|@Thebe@
@shiny@|@benyang@
@ship@|@dikepe, sekepe@
@ship propeller@|@lefehlo la sekepe@
@shirt@|@dihempe, hempe@
@shiver@|@qhaqhasela@
@shock@|@ho tshwarwa ke motlakase@
@shoe@|@dieta, seeta@
@shoelace@|@leqhwele, maqhwele@
@shoes@|@dieta@
@Shona person@|@Letjhona, Matjhona@
@shoot@|@thunya@
@shop@|@lebenkele, levenkele, mabenkele, mavenkele@
@shopkeeper@|@ralebenkele@
@short@|@kgutshwanyane, se sekgutshwanyane@
@Short@|@Kgutshwane@
@short (1)@|@a makgutshwanyane, haellwa, tse kgutshwanyane@
@short (2)@|@ba bakgutshwanyane, bo bokgutshwanyane@
@short (3)@|@e kgutshwanyane, le lekgutshwanyane@
@short (4)@|@e mekgutshwanyane, o mokgutshwanyane@
@Short form of Lebohang@|@Lebo@
@Short form of Modisana@|@Modise@
@short pants@|@borikgwe bo bokgutshwanyane@
@short stories@|@dipale tse kgutshwane@
@short wave broadcaster@|@leqhubu le lekgutshwane@
@shorten@|@kgutsufatsa@
@shortly@|@haufinyane@
@shot@|@dithunyo, thunyo@
@should@|@e ka kgona, tshwanetse@
@shoulder@|@lehetla, mahetla@
@shoulderblade@|@lesapo la lehetla@
@shout@|@hoeletsa@
@shovel@|@digarafu, garafu@
@show evidence@|@bontsha bopaki@
@show interest@|@thahasella@
@shower curtain@|@kgaratene ya shawar@
@shred@|@ranthanya@
@shrivel@|@finahana@
@shrug@|@ho sihletsa mahetla@
@shudder@|@tlakasela@
@shut@|@kwalwa, kwalwe@
@shut the door@|@kwala monyako@
@shy@|@ditlhong@
@SI unit@|@yuniti ya SI@
@sick@|@kulang@
@sicken@|@kudisa@
@sickle@|@disekele, sekele@
@side@|@lehlakore, mahlakore@
@side plate@|@dipoleti tsa ka thoko, poleiti ya ka thoko@
@sideboard@|@disaeteboto, seateboto@
@sigh@|@sisa@
@sight@|@dipono, pono@
@sign@|@saena@
@sign language@|@puo ya matshwao, puo ya matsoho@
@signal@|@ditemoso, temoso@
@signature@|@ditshaeno, tshaeno@
@silence@|@kgutso@
@silent@|@tu@
@silk@|@diselika, selika@
@sim card@|@dikarete tsa sim, karete ya sim@
@similar@|@tshwanang@
@simulate@|@etsa ka@
@simulate death@|@tjhwesa@
@simultaneous@|@hammoho@
@sin@|@dibe, sebe@
@since@|@haesale, ho tloha@
@sing@|@bina, binne, tsanyaola@
@sing well@|@tsanya@
@singer@|@sebini@
@singing@|@mmino@
@single step@|@mohato o le mong@
@sink@|@tetebela@
@sip@|@habola, kotjelo@
@siren@|@sello sa temoso@
@sister@|@bokgaitsedi, kgaitsedi@
@sit@|@dula, dutse, lula@
@Sit down!@|@Dula!@
@site@|@disaete, saete@
@six@|@Tšelela, tshelela@
@six o' clock@|@hora ya botshelela@
@sixteen@|@leshome le metso e tsheletseng, Shotshelela@
@sixth@|@botshelela@
@sixty@|@mashome a tsheletseng, Mashotshelala@
@sixty (1)@|@mashotshelela@
@skim@|@okola, sekima@
@skimmed milk@|@motsarane@
@skirt@|@dikethe, disekhete, sekethe, sekhete@
@skull@|@lehata, mahata@
@sky@|@dipakapaka, sepakapaka@
@slang@|@diseleng, seleng@
@slant@|@sekama@
@slap@|@bja, ditjabelo, jabela, tjabelo@
@sleep@|@boroko, robala, robatsa@
@sleeper@|@tshiya e tsheheditseng seporo@
@sleepless@|@hlobaelang@
@sleet@|@ditsheola, tsheola@
@sleeve@|@letsoho la seaparo, matsoho a seaparo@
@slender@|@tshesane@
@slice@|@dingwathwana, ngwatha, sengwathwana@
@slide@|@diselaete, selaete, thella@
@slide show@|@pontsho ya selaete@
@slides@|@diselaete@
@sling@|@bantetjhe e tshetlehang, dibantetjhe tse tshetlehang@
@slippery@|@thellang@
@slope@|@methipoloha, mothipoloha@
@slots@|@mesoba@
@slow person@|@leobu, maobu@
@slowly@|@butle@
@slowly let us go@|@ha re hate butle@
@slum@|@mekhukhu@
@small@|@nyane, nyane, se senyane, se senyane, se senyenyane, tse nyenyane@
@small (1)@|@a manyenyane, ba banyenyane, bo bonyenyane, ho honyane, ho honyane, ho honyenyane, le lenyenyane@
@small (2)@|@e menyenyane, o monyenyane@
@small grandfather@|@oupanyana@
@small tribes@|@ditjhabana@
@small-spotted genet@|@tsipa e matheba a masesane@
@smash@|@pjhatla@
@smell@|@menko, monko, nkga@
@smile@|@bobotheha, bososela, lebonyo, mabonyo@
@smile (1)@|@pososelo@
@smiley face@|@sefahleho se senang@
@smirk@|@tsillama@
@Smith's bush squirrel@|@mohlwathupa@
@smoke@|@mosi, mosi, tsuba, tsuba, tsubisa@
@smoked@|@tsubile@
@smooth@|@boreledi@
@SMS@|@di-SMS, SMS@
@SMS message@|@melaetsa ya SMS, molaetsa wa SMS@
@snail@|@dikgofu, kgofu@
@snake@|@dinoha, noha@
@snake bite@|@ho longwa ke noha@
@snatch@|@phamola@
@snatch away@|@utla@
@snatched@|@phamotse@
@sneeze@|@ithimola, moethimolo@
@sniff@|@fofonela@
@sniper@|@dibetsi, sebetsi@
@snow@|@kgetheha, lehlwa, mahlwa@
@So long@|@Tsamaya hantle@
@so much@|@kana@
@So so@|@Ke sa phela@
@so that@|@hoba@
@soap dish@|@sekotlolo sa sesepa@
@Social Sciences@|@Thuto ya phedisano@
@social transformation@|@diphetho tsa phedisanong@
@sock@|@dikausu, kausu@
@sod@|@lekote, makote@
@Sodium@|@Sodiamo@
@sodium hydroxide@|@sodiamo haedroksaete@
@sofa@|@disofa, sofa@
@soil@|@mebu, mobu@
@solar system@|@tsamaiso ya dipolanete@
@solder@|@disoledare, soledara, soledare@
@soldier@|@lesole, masole@
@sole@|@disolo, solo@
@solid@|@disoliti, soliti@
@solid border@|@bodara e tehileng@
@solitude@|@bonnotshi@
@solve@|@rarolla@
@some day@|@ka letsatsi le leng@
@somebody@|@ho mong@
@someone@|@semanyamanyane@
@something@|@Letho@
@something or someone spoiled@|@seboko-boko@
@somewhere@|@kaekae@
@son@|@bara, mora@
@Son@|@moshemane@
@song@|@dipina, pina@
@son-in-law@|@bakgwenyana, mokgwenyana@
@soot@|@mesidi, mosidi@
@soothe@|@kgutsisa@
@soprano@|@disoprano, soprano@
@sore throat@|@mmetso@
@sorghum@|@mabele@
@soronegative@|@ho se be le tshwaetso@
@soropositive@|@ho ba le tshwaetso@
@sorry@|@utlwile bohloko@
@Sorry@|@Ntshwarele@
@Sotho person@|@Basotho, mosotho@
@sound@|@medumo, modumo@
@sound card@|@karete ya modumo@
@sound file@|@faele ya modumo@
@sound wave@|@diweife tsa modumo, weife ya modumo@
@soup@|@disopo, sopo@
@sour milk@|@mafi@
@source@|@botebo, mehlodi, mohlodi, Mohlodi@
@source file@|@faele ya mohlodi@
@south@|@borwa@
@South Africa@|@Aforika Borwa, Afrika Borwa@
@South African hedgehog@|@ditlhong, tlhong@
@South America@|@Amerika Borwa@
@South Pole@|@Ntlha ya Borwa, Palo e ka borwa@
@Southern Cross@|@Sefapano sa Borwa@
@Southern Ndebele@|@Sendebele sa Borwa@
@soutpans@|@Dithaba tsa Mogale, letswai@
@Soutpans mountains@|@Dithaba tsa Mogale, letswai@
@sow@|@kolobe e tshehadi@
@sowed@|@jetse@
@spacecraft@|@sefofane sa ho ya kgweding@
@spade@|@dikgarafu, kgarafu@
@Spanish@|@Sepanishe@
@Spanish person@|@Lepanishi, Mapanishi@
@spanner@|@sepanere@
@spark@|@ditlhase, tlhase@
@speak@|@bua, buang, kholoma@
@speak fluent English@|@thema@
@speaker@|@dibui, sebui@
@Speaker@|@Sebui@
@speaking@|@ho bua@
@spear@|@lerumo, marumo@
@special@|@ikgethileng@
@specialist@|@ditidima, tidima@
@specialist physician@|@tidima ya dikahare@
@spectacles@|@borele, diborele@
@spectator@|@mmohi@
@speech organ@|@dithusapuo, thusapuo@
@speed@|@lebelo@
@speed limit@|@tekanyetso ya lebelo@
@speed of light@|@lebelo la kganya@
@speedometer@|@selekanyi sa lebelo@
@spellcheck@|@hlahlobo ya mopeleto, lekola mopeleto@
@spice@|@dinoko@
@spider@|@dikgo, sekgo@
@spill@|@tsholla@
@spinal cord@|@mekolla, mokolla@
@spinster@|@lefetwa, mafetwa@
@spirit of co-operation@|@letsemeng@
@spit@|@tshwela@
@spleen@|@lebete, mabete@
@split@|@petsoha@
@split cell@|@arola sele@
@split table@|@arola tafole@
@spoon@|@dikgaba, kgaba@
@sports field@|@lebala la dipapadi@
@spot@|@letheba, matheba@
@spotted hyena@|@lefiritshwane, sentawana@
@sprain@|@nonyetseha, nonyetseho@
@spreadsheet@|@leqephe la ho ala boitsebiso@
@spring@|@selemo@
@springbuck@|@letsa@
@sprinkler@|@difafatsi, sefafatsi@
@spy@|@hlwela@
@SQL@|@SQL@
@SQL query@|@tletlebo ya SQL@
@sql view@|@pono ya sql@
@square@|@dikgutlonnetsepa, disekwere, kgutlonnetsepa, sekwere@
@squash@|@buretsa, sekwashe@
@squat@|@qotoma@
@squeeze@|@tlhotla, tlhotla@
@squint@|@pelekana@
@stab@|@hlaba@
@stable@|@a matsitsitse, se setsitsitse, tse tsitsitse@
@stable (1)@|@ba batsitsitse, bo botsitsitse, le tsitsitsele@
@stable (2)@|@e metsitsitse, e tsitsitse, o motsitsitse@
@staff room@|@phaposi ya matitjhere@
@stagger@|@thekesela@
@stagnant@|@emeng@
@stain@|@letheba, matheba@
@stairs@|@diterapa, terapa@
@stalk@|@nanara@
@stallion@|@dipoho tsa pere, poho ya pere@
@stammer@|@bohwelea@
@stamp@|@tempa@
@Stamps@|@Setempe@
@stand@|@ema, leotwana, maotwana@
@stand together@|@ema mmoho, tshehetsana@
@stand up straight@|@tsepama@
@Stand up!@|@Ema!@
@standard@|@ditekanelo, tekanelo@
@star@|@dinaledi, naledi@
@starch@|@diteisela, teisela@
@stare@|@ditjamelo, tjamela, tjamelo@
@start log@|@qala log@
@started@|@qadile@
@startle@|@nyarosa@
@state@|@mebuso, mebuso, mmuso, mobuso@
@state of being unused@|@bolala@
@station@|@seteishene@
@statistics@|@dipalopalo@
@stature@|@seemo@
@status bar@|@bara ya maemo@
@stay@|@sala@
@stay in peace@|@sala ka kgotso@
@steak@|@ditshutshu, tshutshu@
@steal@|@utlolla, utswa@
@steam@|@mosi, phufodi@
@steam train@|@terene ya mashala@
@steenbok@|@dithiane, thiane@
@steep@|@moepa@
@steep peak@|@letsatsa, matsatsa@
@steering wheel@|@lebidi la ho kganna@
@stem@|@dikutu, kutu@
@step@|@mehato, mohato@
@Step@|@Mohato@
@sterilise@|@ho bolaya dikokwanahloko@
@stern of a ship@|@bokamorao ba sekepe@
@steynsrus@|@mookana@
@Steynsrus@|@Matlwangtlwang@
@stick@|@dithupa, kgomarela, melamu, molamu, thupa@
@stiff@|@tsitsipaneng@
@stiffy disk@|@stifidiski@
@stigmatise@|@ho beha sekgobo@
@still@|@thotse@
@stimulus@|@metsosa, motsosa@
@sting@|@dihlabi, sehlabi@
@stir@|@fudua, soka@
@stirrup@|@meraho, moraho@
@stole@|@utswitse@
@stomach@|@mehodu, mohodu@
@stomach ache@|@bohloko ba mpa@
@stone@|@ditlepetsa, lejwe, majwe, tlepetsa@
@stop@|@kgekgenene, tlekelele@
@stop abruptly@|@kgiritsa@
@stop button@|@konopo ya ho emisa@
@stop log@|@emisa log@
@stop sign@|@letshwao la ho emisa@
@stopped@|@eme@
@stopper@|@diporopo, poropo@
@Store@|@Benkele@
@storeroom@|@kamore ya polokelo@
@stork@|@mekotatsie, mokotatsie@
@Straight@|@Otlolohileng@
@stranger@|@baeti, moditjhaba, moeti@
@strangle@|@kgama@
@strap@|@lerapo, marapo@
@straw@|@mmoko@
@strawberry@|@menokotshwai, monokotshwai@
@stray@|@kgelohileng@
@stream@|@dinokana, nokana@
@Stream@|@Molapo@
@stream out of@|@tsaraletsa@
@strecth out@|@thakgalatsa@
@Street@|@Seterata@
@street sign@|@letshwao la seterata@
@strength@|@ramatla@
@stress@|@ho sithabela@
@stretcher@|@leparaka@
@strike@|@teraeka@
@strikethrough@|@feta hodima@
@strip@|@sekgetjhana@
@stripe@|@mereto, metsero, moreto, motsero@
@strive@|@ikemisetsa@
@Strontium@|@Strontiamo@
@stuck@|@kgomaretse@
@student@|@baithuti, moithuti, morutuoa, morutwa@
@students're walking to school@|@Baithuti ba tsamaya sekolong@
@study room@|@kamore ya ho ithutela@
@stumble@|@kgetshemela@
@stupid person@|@ditsekatseka, tsekatseka@
@subdirectory@|@tshupetsonyana@
@subject concord@|@se@
@submarine@|@disapomarine, sapomarine@
@submenu@|@menyu o ka tlasana@
@submenu does not exist@|@menyu o ka tlasana ha o teng@
@submerge@|@qwedisa@
@subscribe@|@ingolise@
@subscript@|@skriptnyana@
@subtitle@|@dihlohwana, sehlohwana@
@suburb@|@maheising, metsana, motsana@
@Subway@|@Mosago@
@Subway station@|@Seteishene ya mosago@
@succeed@|@atleha@
@success@|@katleho@
@such@|@jwalo@
@such joy@|@thabo e kaalo@
@suddenly@|@kotokoto@
@suddenness@|@tshohanyetso@
@suffer@|@utlwa bohloko@
@suffocate@|@bipetsana@
@sugar@|@ditswekere, tswekere@
@suicide@|@boipolao@
@suit@|@disutu, sutu@
@suitable things@|@ditswanelo@
@suitcase@|@disutukheisi, sutukheisi@
@sulk@|@ngala@
@sulphate@|@disalfeiti, salfeiti@
@Sulphur@|@Sebabole@
@sum@|@dipalokaofela, palokaofela@
@summarise@|@akaretsa@
@summative assessment@|@tekanyetso e etswang qetellong@
@summer@|@lehlabula, lehlabula, mahlabula@
@summons@|@disamane, samane@
@Sunday@|@Sontaha@
@sundays@|@Ntaka@
@Sundays River@|@Ntaka@
@sundown@|@madikelo@
@sunflower@|@disonobolomo, sonobolomo@
@sunglasses@|@disonoborele, sonoborele@
@suni@|@dintsekane, ntsekane@
@sunlight@|@kganya ya letsatsi@
@sunrise@|@ha letsatsi le tjhaba, tjhabo ya letsatsi@
@sunset@|@ha letsatsi le dikela@
@suntain oil@|@oli ya ho tjheswa ka letsatsi@
@suntan@|@ho tjheswa ka letsatsi@
@superior@|@baokamedi, mookamedi@
@supermarket@|@disuphamakethe, suphamakethe@
@superscript@|@skript se ka hodimo@
@supper@|@dijo tsa mantsiboya, disophoro, sophoro@
@support@|@tshehetsa@
@support group@|@sehlopha sa tshehetso@
@surgeon@|@ngaka e buhong, tidima ya dithipa@
@surpass@|@feta@
@surprise each other@|@nanarelana@
@surprised@|@maketse@
@surprises@|@dimakatso@
@surrender@|@ineela@
@surround@|@bokanela, dika@
@suspect@|@mmelaelwa@
@suspend@|@emisa@
@suspended sentence@|@ho ahlolelwa ka ntle@
@Swahili person@|@Leswahili, Maswahili@
@swallow@|@kwenya, lefokotsane, mafokotsane@
@swallowed@|@kwentse, metsitse@
@swamp@|@mohlaka@
@swati@|@seswati@
@Swati person@|@Leswati, Leswatsi, Leswazi, Maswati, Maswatsi, Maswazi@
@Swaziland@|@Swatsing@
@swear@|@hlapanya, ikana, rohaka@
@sweat@|@mofufutso@
@Swedish@|@Lewedishi, Mawedishi@
@sweep@|@fiela@
@sweet@|@monate, tswekere@
@sweet drink@|@seno se tswekere@
@sweet potato@|@dipatata, patata@
@swell@|@ruruha@
@swelling@|@ho ruruha@
@swiftness@|@sekaja@
@swimming bath@|@letshanyana, matshanyana@
@swimming costume@|@khosetjhumo ya ho sesa@
@swimming pants@|@borikgwana ba ho sess@
@swimming pool@|@letangwana laho sesetsa@
@Swimming Pool@|@Letamo la ho tola le sesa@
@swimming pool (1)@|@letsha la ho sesa@
@syllabus@|@lenanethuto, mananethuto@
@symbols@|@matshwao@
@sympathy@|@kutlwelobohloko@
@synagogue@|@disenagoge, senagoge@
@syndrome@|@pokellano ya matshwao a lefu@
@synthetic@|@tswakaneng@
@syphilis@|@mokaola@
@system@|@ditshepetso, motjhene, tshepetso@
@system sound@|@modumo wa motjhene@
@system unit@|@yuniti ya tshepetso@
@table@|@ditafole, tafole@
@table background color@|@mmala wa bokamorao ba tafole@
@table cloth@|@lesela la tafole@
@tables@|@mananetafole@
@tablet@|@dipidisi, pidisi@
@taboo@|@koma, seila@
@tabulate@|@hlohlomisa@
@tadpole@|@bokudubete, makudubete@
@tag@|@mehatla, mohatla@
@Tail@|@Mosela@
@take@|@nka@
@take after@|@futsa@
@take an oath@|@nka kano@
@take cognisance@|@lemoha, lemohang@
@take down@|@theola@
@take up arms@|@hlomela@
@taken@|@iswa, nkuwa@
@taken out@|@ntshuwa@
@taker@|@lenka@
@talent@|@ditalente, talente@
@talk@|@bua, dipolelo, polelo@
@tall@|@se selelele, telele, telele@
@tambourine@|@meropana, moropana@
@tame@|@thapa, thapileng, thapisa@
@Tamil person@|@Letamili, Matamili@
@tampon@|@dithempone, thempone@
@tan@|@suha@
@tangent@|@dithanjente, thanjente@
@tangle@|@marangrang@
@tank@|@ditanka, tanka@
@Tantalum@|@Tantalamo@
@Tanzania@|@Tanzania@
@tap@|@dipompong, dithepe, pompong, thepe@
@tape@|@ditheipi, theipi@
@tape measure@|@ditekanyi, tekanyi@
@tapeworm@|@manyowa@
@tariff@|@ditefello, tefello@
@tart@|@diterete, terete@
@task lists@|@mananeo a mesebetsi@
@tasks@|@mesebetsi@
@taste@|@latswa@
@tasteless@|@bosula@
@tattered@|@maharaswa@
@tattoo@|@ho etsa nyao, ho taka mokgora, mekgora, mokgora@
@tattoo (1)@|@dinyao, nyao@
@tax@|@gafa, kgafisa, lekgetho, makgetho@
@taxi@|@ditekisi, tekisi@
@taxi driver@|@mokganni wa tekesi@
@taxi fare@|@tefo ya tekesi@
@taxi rank@|@boematekesi@
@tea@|@ditee, tee@
@tea pot@|@pitsa ya tee@
@tea with lemon@|@tee e nale lemone@
@teach@|@ruta@
@teacher@|@basuwe, dititjhere, moruti, moruti, mosuwe, titjhere@
@teacher (1)@|@tichere@
@teacher portfolio@|@porofaele ya titjhere@
@teacher's desk@|@tafole ya titjhere@
@teapot@|@ketlele ya tee@
@tear@|@dikeledi, keledi, menyepetsi, meokgo, monyepetsi, mookgo, tabola@
@tear with teeth@|@tsirolela@
@tears@|@dikeledi@
@tease@|@hlohla@
@teaspoon@|@dikgabana, kgabana@
@Technetium@|@Teknetiamo@
@technical@|@tegeniki@
@technique@|@botsebi, ditegeniki, tegeniki, tegeniki@
@technology@|@dithekenoloji, thekenoloji@
@teenager@|@motjha@
@teeth@|@meno@
@telegram@|@ditelekeramo, telekeramo@
@telephone@|@difono, ditelefono, fono, telefono@
@telephone booth@|@ntlwana ya fono@
@telephone card@|@karete ya mohala@
@telephone directory@|@tataiso ya telefono@
@telescope@|@diteleskoupo, teleskoupo@
@teletext@|@diteletekese, teletekese@
@television@|@ditelebishene, ditelevishene, telebishene, televishene@
@tell@|@boleletse, bolella, bolelle@
@tell oneself@|@ipolella, itjwetsa@
@teller@|@dithelara, thelara@
@Tellurium@|@Telluriamo@
@Telugu person@|@Leteluku, Mateluku@
@temperature@|@themperetjhara@
@Tempers cool down@|@Bo tsholwa bo tjhesa, bo tsohe bo fodile@
@temple@|@ditempele, tempele@
@temporary file@|@faele ya nakwana@
@temptation@|@meleko, moleko@
@ten@|@leshome, mashome@
@tender@|@lengolo la tekanyetso@
@tennis@|@ditenese, tenese@
@tense@|@lekgathe, makgathe@
@tension@|@ditenshene, tenshene@
@tent@|@ditente, tente@
@tepid@|@foofo@
@Terbium@|@Terbiamo@
@term@|@ditheme, nako e itseng, theme@
@terminal@|@ditheminale, theminale@
@terminal building@|@moaho wa ho fihlela baeti@
@terminal disease@|@lefu le bolayang@
@termite@|@lesetlaoka, masetlaoka@
@terrace@|@methati, mothati@
@terrified@|@tshohile@
@terror@|@ditshoho, tshoho@
@terrorism@|@boferekanyi@
@test@|@diteko, ho etsa teko, leka, teko@
@testicle@|@lerete, marete@
@testify@|@paka@
@testify about each other@|@pakelana@
@testimony@|@dipakelo, pakelo@
@tetanus@|@tsitsipano ya mohlahare@
@tetrahedron@|@tetrahaeterone, tetrahaeterone@
@text@|@ditema, ditema, ditemana, mongolo, tema, tema, temana@
@text area@|@sebaka sa mongolo@
@text color@|@mmala wa mongolo@
@text document@|@tokomane ya mongolo@
@text effects@|@diphello tsa mongolo@
@text file@|@difaele tsa mongolo, faele ya mongolo@
@text styles@|@ditaele tsa temana@
@textbook@|@buka ya kgakollo@
@Thallium@|@Talliamo@
@than@|@ho feta@
@thank@|@leboha, tankisa@
@Thank you@|@Ke a leboha, Ke a leboha haholo, Kea leboha@
@Thank you very much@|@Ke a leboha haholo@
@thanks@|@diteboho, Ke teng, Ke teng, tanki@
@that@|@aa, baa, bono, boo, lane, sane, see, seno, tsee@
@that (1)@|@eno, hane, hoo, lee, leno, ono, wane, yane@
@that (2)@|@oo@
@that is to say@|@ke hore@
@thatched roof@|@marulelo a jwang@
@thatching grass@|@jwang ba ho rulela@
@The Abandoned One@|@Mosiuoa@
@The baby is not crying@|@Lesea ha le a lle@
@the beautiful woman@|@mosadi e motle@
@The bees are working@|@Dinotshi di a sebetsa@
@the black dog@|@ntja e ntsho@
@The cat drinks milk@|@Katse e nwa lebese@
@The children walk to school@|@Bana ba tsamaya sekolong@
@the dark one@|@mantso@
@the day before yesterday@|@maoba@
@The dog ate the meat@|@Dintja di ile tsa ja nama@
@The dog bites the cat@|@Ntja di loma katse@
@The donkey is not walking@|@Tonki ha e a tsamaye@
@the ducks have flown@|@matatiele@
@The girl can read the news@|@Ngwanana o ka bala koranta@
@The girl reads that book@|@Ngwanana o bala buka yane@
@the green tree@|@sefate se setala@
@The king is not sitting@|@Morena ha a a dule@
@The king's messenger@|@Mohlanka wa maele, Mohlanka wa morena, Mohlanka wa moreneng@
@The Lost One@|@Molahlehi@
@The man has closed the door@|@Monna o kwetse monyako@
@The man has talked@|@Monna o buile@
@The man is walking@|@Monna o a tsamaya@
@The man rode@|@Monna o ile a palama@
@The man rode a bicycle@|@Monna o ile a palama baesekele@
@The man will not ride@|@Monna ha a tlo palama@
@The man will ride@|@Monna o tla palama@
@The man will ride a bicycle@|@Monna o tla palama baesekele@
@The man will tell the truth@|@Monna o tla bua nnete@
@The moon@|@Kgwedi@
@The Multiplier@|@Moeketsi@
@The Netherlands@|@Netherlane@
@the new television@|@ditelevishene tse ntjha@
@The one who sees@|@Lebona@
@The police officer has helped@|@Lepolesa le thusitse@
@The policeman eats the food@|@Lepolesa le ja dijo@
@The Rain Bringer@|@Motlalepule@
@The seeker@|@Motsumi@
@The sun rises in the east@|@Letsatsi le tjhaba botjhabela@
