@English@|@Old English@
@public treasure@|@folcgestreon@
@publican@|@æwiscferinend, bærsynnig@
@publicity@|@opennes@
@publicize@|@acyðan@
@publicly@|@eawunga, openlice@
@puck@|@puca@
@puff@|@pyffan@
@puff of wind@|@pyff@
@puff up@|@aþindan, forwlencan, geblædan, inblawan, onblawan, toblædan, toblawan, toþindan@
@puff?@|@apyffan@
@puff-breasted@|@byledbreost@
@puffed up@|@selflice@
@pulegium@|@broðorwyrt@
@pull@|@apullian, bregdan, forbredan, onteon, plyccan, pullian, pullian, tæsan, teon, teon, togian, træglian, tyge@
@pull apart@|@tolucan, toteon@
@pull away@|@onwegpullian@
@pull down@|@alecgan@
@pull out@|@abregdan, ahlefan, alucan, ateon, ofadon, ofateon, onteon@
@pull to pieces@|@totræglian@
@pull up@|@lucan@
@pulled together@|@fortogen@
@pulley@|@wince@
@pulleys at the top of a mast@|@mæstlon@
@pulling@|@tyge@
@pulling rope@|@tygel@
@pulp@|@slypa@
@pulpit@|@lareowsetl@
@pulsation@|@clæppetung@
@pulse@|@ædre, clæppetung@
@pumice@|@pumic@
@pumice stone@|@pumicstan@
@pumice-stone@|@pumicstan@
@pun@|@gamenian@
@puncture@|@prica, stice, sting@
@pungency@|@scearpnes@
@pungent@|@slitol@
@punish@|@awrecan, gieldan, stieran, þreagan, tintregian, tucian, witnian@
@punishable@|@witewyrðe@
@punisher@|@witnigend@
@punishment@|@cwicsusl, hearmscearu, hete, morðor, pinung, steor, þreal, tintreg, tintregung, wite, wite, wite, witeræden, witeswinge, witnung, woruldwite, wræcwite, wyrgþu@
@punishment for theft@|@þeofwracu@
@punishment of the wicked@|@dolwite@
@punitive@|@witiglic@
@punt@|@fliete, punt@
@pupil@|@eaghring, fostorling, sien@
@pupil of the eye@|@seo@
@puppy@|@hwelp@
@purchase@|@bygen, ceap, ceap, tobegietan@
@purchase money@|@ceapgyld@
@purchased land@|@ceapland@
@pure@|@beorht, bilewit, clæne, clæne, clænlic, heore, hluttor, mære, scir, sideful, smæte, swete, syferlic, syfre, unbesmiten, ungemenged, unmæle, unwemlic@
@pure gold@|@smætegold@
@pure in heart@|@clænheort, hygeclæne@
@pure white@|@merehwit@
@purely@|@clæne@
@purgation@|@lad, swicn@
@purgative@|@clænsungdrenc, scitol, utyrnende@
@purgatorial@|@cwicsuslen@
@purgatory@|@witnung, witnungstow@
@purge@|@afeormian, clænsian, fælsian, mieltan, ofaseoðan@
@purging@|@afeormung, scitte@
@purification@|@ciricgang, clænsung@
@purification of a minster@|@mynsterclænsung@
@purify@|@abywan, aclænsian, afeormian, ahluttrian, amerian, amerian, asceadan, aseoðan, clænsian, fælsian, hluttrian, hlyttrian, merian, merian, ofaseoðan@
@purity@|@andsumnes, bilewitnes, clænnes, clænsung, hlutornes, mægþhad, onwealhnes, orceasnes, sidu, syferlicnes, syfernes, þeorfnes, unwemnes@
@purloin@|@toberan@
@purple@|@basu, basuhæwen, bleoread, felleread, fiscdeah, godwebb, hæwen, pæll, pællen, purpl, purpure, purpure, purpuren, swearthæwen, teafor, wæden, weolocbasu, weolocread, wurma, wyrmread@
@purple (whelk-red)@|@weolocread@
@purple cloth@|@godwebbcyn?, godwebgyrla@
@purple dye@|@telgung, weoloctælg@
@purple garment@|@pæll@
@purplefish@|@wurma@
@purpose@|@andgiet, ðanc, diht, foresetnes, fremming, gemynd, gemynd, gemynd, hycgan, ingehygd, modgeþanc, modsefa, myne, þanc, þencan, þingian, þoht@
@purposely@|@þingum@
@purse@|@belg, bigyrdel, pung, purs, seod@
@purse?@|@burse@
@pursue@|@adreosan, adrifan, afylgan, bedrifan, befylgan, betæcan, ehtan, hentan, iernan, oferfylgan, spyrian@
@pursuer@|@ehtend, ehtend, lastweard@
@pursuit@|@æfterfylgung, eht?, tosocnes, tosocnung@
@purulent@|@geolstrig, gewyrms, giccig, lyswen, sceabbede, wyrmsig@
@purveyor@|@feormere@
@pus@|@geolster, gillister, gund, lyswen, worms@
@push@|@aþiddan, bestingan, hrindan, potian, potian, sceotan, scufan, scufan, þeowan, þoddettan, þrafian, þryccan, þywan@
@push (away)@|@ascufan@
@push apart@|@toscufan@
@push away@|@onwegascufan@
@push down@|@niðerascufan@
@push off@|@onswifan@
@push out@|@scufan, utscufan@
@push through@|@stingan@
@push with violence@|@scufan@
@pushing@|@scyfe@
@pusillanimity@|@swearcmodnes@
@pusillanimous@|@lytelhydig, lytelmod@
@puss@|@pusa@
@pustule@|@angset, cwydele, hwylca, pocc, pocc, pytt, swelca@
@put@|@adon, alecgan, asettan, astellan, besettan, cuman, gelogian, lecgan, onstellan, sendan, setlan, settan, stellan@
@put a covering on the head@|@hufian@
@put an end to (acc)@|@getwæfan@
@put an end to?@|@onhnohsian@
@put aside@|@onswifan@
@put away@|@befeolan, onscunian@
@put before@|@lecgan@
@put briefly@|@hradian@
@put by@|@logian@
@put cattle in stalls?@|@stiellan@
@put forth@|@areccan, forþdon@
@put forth branches@|@telgian@
@put in@|@crimman, fætan, ingedon, insendan@
@put in a coffin@|@cystian@
@put in order@|@dæftan, logian, rædan@
@put in safe keeping@|@befæstan@
@put into vessels@|@fætelsian@
@put off@|@elcian, forieldan, forslæwan, framdon, ieldan, ieldian, ofdon, toferian, uferian@
@put off (clothes)@|@unscrydan@
@put on@|@beslepan, onadon, tyslian@
@put on armor@|@sierwan@
@put on clothes@|@hon, ondon@
@put out@|@adwæscan, dwæscan, ofdon, todwæscan, utadon, utian@
@put out (eyes)@|@apytan, pytan@
@put out eyes@|@apytan, oþdon, pytan@
@put out the eyes of@|@ablendan@
@put right@|@rihtlæcan, seman@
@put self at risk (gen)@|@pleon@
@put shoes on again@|@eftsceogian@
@put to@|@todon, togesettan@
@put to confusion@|@orrettan@
@put to disgrace@|@orrettan@
@put to flight@|@afliegan, aflieman, aflieman, afligan, flieman, flieman, flyman, forflygan, geflieman@
@put to shame@|@areodian, ofsceamian, onscendan, scendan@
@put to sleep@|@aswebban, geswefian, onswebban, swebban@
@put together@|@toræcan@
@put trust in@|@hopian@
@put under@|@underdon@
@put up@|@innian@
@put up with@|@befeolan, forberan@
@putrefy@|@afulian, fulian, rotian@
@putting to death@|@deþing@
@puzzle@|@cnotta@
@pyre@|@ad, ad@
@Pyrrhenian@|@Pirenisc@
@pythoness@|@hægtes, heahrun, hellerune@
@quack?@|@unlæce@
@Quadragesima@|@fæstern@
@quadragesimal@|@fæstenlic, feowertiglic@
@quadripartite@|@fiðerdæled@
@quadruple?@|@feowerfeald@
@quadruply@|@feowerfealdlice@
@quail@|@edischenn, erschen@
@quake@|@abifian, agrisan, brogdettan, cwacian, cweccan@
@quaking@|@cwacung@
@qualified to attend the moot@|@motweorþ@
@qualitas@|@swilcnes@
@quality@|@cynn, gebyrd, gecynd, hwilcnes@
@quantity@|@andefn, dæl, gemet, micelnes@
@quarf@|@acweorran@
@quarrel@|@cidan, flitan, gecidan, gecidan, inca, sacan, ungeþwærnes, unseht, unsehtnes@
@quarreling@|@ceast@
@quarrelsome@|@niþful, sacful, ungemod, ungesibsum, ungeþwære@
@quarrelsomeness@|@ungesibsumnes@
@quarry@|@crundel@
@quarrying of marble@|@marmanstangedelf@
@quarter@|@sceat@
@quartered@|@fiðerdæled@
@quarters@|@herebeorg@
@queen@|@cwen, cwen, hlæfdige, ides, þeodcwen@
@queen of a nation@|@folccwen@
@queen-bee@|@beomoder@
@queenly@|@cwenlic@
@quench@|@acwencan, acwencan, adwæscan, adwæscan, gecelan, ofadrincan, ofgeotan@
@quern@|@cweorn@
@querulous@|@ceorig@
@question@|@ascung, befrinan, fregen, frignes, frignung, inca, inca, socn, socn, spræc, word, word@
@questioning@|@ascung, frægning, frasung, fregnung@
@quick@|@arod, arodlic, caf, hraðe, hræd, hrædlic, hwæt, hwearflic, leoht, recen, sceot, scrid, snellic, swift@
@quick at learning@|@numol@
@quick at throwing dice?@|@hrædtæfle@
@quick design@|@hwætred@
@quick hedge@|@cwichege@
@quick motion@|@plega@
@quick movement@|@gearobrygd, gebregd@
@quick movement?@|@gebregdnes@
@quick riding@|@færærning@
@quick swimmer@|@sundhwæt@
@quick to seize@|@næmel@
@quicken@|@acwician, cwician, liffæstan@
@quickened@|@liffæst@
@quickening@|@strangung@
@quicker@|@hraðor@
@quickest@|@hraðost@
@quickly@|@ædre, ædre, anunga, ardlice, arodlice, færlice, forhraðe, gearwe, georne, higendlice, higendlice, hraðe, hraðe, hrædlice, hraþe, hwætlice, leohtlice, lungre, ofstlice, raðe, recene, recene, scearplice, sneome, snude, timlice@
@quickly approaching@|@snud@
@quickness@|@fusnes, hradung, hrædnes, hwætnes, snellscipe@
@quickness)@|@sped@
@quicksand@|@cwecesand, sandgeweorp, sandrid@
@quicksilver@|@cwicseolfor@
@quick-witted@|@horsc, næmel, scearpþancol@
@quiet@|@acelan, astillian, bliðe, rest, row, smyltnes, softe, stillan, stille, stille, stilnes, stilnes@
@quiet (be)@|@swigian@
@quiet as the sea@|@meresmylte@
@quietly@|@stillice@
@quietness@|@row, seftnes@
@quilt@|@stræl@
@quince@|@coddæppel, godæppel@
@quinsy@|@sweorcoðu@
@quit@|@ofgiefan@
@quite@|@eall, efnes, furðum, genog@
@quite new@|@eallniwe@
@quite well@|@ealltela, fulgeare@
@quite white@|@þurhhwit@
@quiver@|@bliccettan, bogefodder, cocer, cocer, ræscan, sprangettan@
@quivering@|@hristung@
@quote@|@reccan@
@race@|@cneorisn, cneornes, cneowsibb, cynd, cynn, cynn, cynn, eormenstrynd, gebyrd, gecneornes, gecynd, gecynd, gecyndu, had, hus, husscipe, mægburg, mægð, mægþ, mennisc, streng, strynd, team, teoh, wocor@
@race course@|@ærneweg@
@race of ancient kings@|@ealdhlafordcynn@
@race of giants@|@entcynn@
@race of martyrs@|@martyrcynn@
@race of men@|@feorhcynn@
@race of mortals@|@feorhcynn@
@race of physicians@|@læcecynn@
@race of sea monsters@|@fifelcynn@
@racecourse@|@spyrd@
@racing@|@ærning@
@rack@|@hengen@
@rack for food or fodder@|@fodderhec@
@radiance@|@leoma, scima, scinnes, torhtnes@
@radiant@|@ælfsciene, hiwbeorht, hwit, leohtlic, sigeltorht, sunsciene, sweglbeohrt, þurhbeorht, wlitig@
@radiate@|@ascinan@
@radish@|@antre, rædic@
@radius@|@hrisel@
@radius?@|@spaca@
@raft@|@fleot, fliete@
@rafter@|@beam, ræfter, tin@
@rag@|@fihl, tætteca@
@rage@|@agrymetian, awedan, bremman, gewed, gewede, grama, grimman, grimman, grimsian, gristbitian, grymetian, grymetian, hatheort, hlimman, hwelan, iersian, rabbian, reðian, ryn, scinnlac, styrman, styrman, wedan, wuhhung, ystan@
@rage (of fire)@|@rasettan@
@ragged robin@|@bulot@
@raging@|@weallende, wede@
@raid@|@hergaþ, hergung, rad@
@raiding party@|@here@
@rail@|@hyscan@
@raillery@|@geslitgliw@
@raiment@|@reaf@
@rain@|@regen, regn, regnian, rinan, rinan@
@rainbow@|@boga, renboga, scurboga@
@raindrop@|@rendropa@
@rain-shower@|@renscur@
@rain-water@|@renwæter@
@rainy@|@renig, scurfah, wæt@
@raise@|@ahebban, ahebban, ahebban, aræman, aræman, aræran, astyrian, hean, hebban, onstepan, oþhebban, ræran, stepan, upareccan, upawendan, upferian@
@raise a mound@|@byrgan@
@raise a mound to@|@bebyrgan@
@raise aloft@|@hafenian@
@raise up@|@aræran, hebban, onhebban, upabregdan, upahebban, uparæran, upniman, uppian@
@raised platform@|@solor@
@raising@|@arærnes@
@raising piece@|@ræsn@
@rake@|@egþe, raca@
@ram@|@ramm, weðer@
@ramble (of the mind)@|@geondscriðan@
@ram-gall (plant)@|@ramgealla@
@rampart@|@breostweall, castelweall, foreweall, weall, weallfæsten, wigsteall@
@rampart gate@|@weallgeat@
@ramson@|@hramsan@
@rancid@|@þroh@
@rancor@|@inca, þroh@
@Randolph@|@Randwulf@
@rank@|@cynn, gebyrd, gebyrd, grad, had, had, leodgeþincþ, mæþ, scipe, þyncþo@
@rank (of high)@|@byrde@
@ranking below a jarl@|@hold@
@ransom@|@aliesednes, bycgan, geþingsceat, lysan, wliteweorþ@
@rapacious@|@gifre, mæþleas, reafigende, reafol, risende@
@rapacity@|@reafolnes@
@rape@|@næp, niedhæmed@
@rape (plunder)@|@rypan@
@rapeseed@|@næpsæd@
@rapid@|@brimstream, recen, snell, snell, snellic, swiþstreme@
@rapid motion@|@scot@
@rapine@|@nydnimend, nydnimu, nydnimung, ran, reaflac@
@rapture@|@wynn@
@rare@|@seldcuð, seldcuþ, seldcuþ, selden, seldsiene@
@rarely@|@seldan, seldhwanne@
@rash@|@dollic, hygeleas, rædleas, swiþferhþ, þrist, þristiglic@
@rashly@|@blindlice, firenlice, orsorglice, unrædfæstlice@
@rashly?@|@ungebeorhlice@
@rashness@|@dyrstignes, þristnes@
@raspberry@|@hindberge@
@raspberry bush@|@hindbrer@
@rat@|@ræt@
@rate@|@mæþ@
@rather@|@hraðor, ma, sel, swiþor@
@rather than@|@þonne@
@ratification@|@handseten@
@ratify@|@fæstan@
@ratify fully@|@fulfæstnian@
@ratiocination@|@snotorscipe@
@rational@|@sceadwis@
@rattle@|@clædur, hristle, stenan, swogan@
@rattle-stick@|@cladersticca@
@rattlewort@|@hrætelwyrt@
@rattling noise@|@hristung@
@ravage@|@awestan, forhergian, forhergian, gehergian, geieðan, hergian, hyðan, oferhergean, oferhergian, onhergian, reafian, strudan, strudan, westan@
@ravager@|@dædhata, forhergend, reafere@
@ravaging@|@hergung, hergung@
@ravaging intruder@|@guðsceaða@
@ravaging invader@|@guþsceaða@
@rave@|@awoffian, hrieman, wedan, woffian@
@rave?@|@wohhian@
@raven@|@crawa, heardnebba, hræfn, hremm@
@ravenous@|@gifre, rif@
@ravensfoot@|@hræfnesfot@
@raven-species@|@hræfncynn@
@ravine@|@crundel, crundel@
@raving@|@hatheortnes, wedend, ylfig@
@ravish@|@nydnæman, oferniman@
@raw@|@grene, hreaw, hreaw, hreow@
@raw place@|@sar@
@rawness@|@hreawnes@
@ray@|@reohhe, scima@
@ray (fish)@|@ruhha?@
@ray of light@|@earendel, leoma, leoma, sunnanleoma@
@razor@|@scearseax@
@reach@|@aræcan, aræcan, aredian, atillan, bebugan, bradian, geræcan, geredian, grapian, hræcan, hrinan, lengan, ofercuman, ofræcan, ræcan, stigan, streccan@
@reach by galloping@|@geærnan@
@reach by travel@|@geferan@
@reach out@|@aræcan, ræcan@
@reach up@|@upræcan@
@reaching@|@ræcing, ræcing@
@reaching to heaven@|@heofonheah@
@reaching to the feet@|@fotsid@
@reaching to the loins@|@lendensid@
@read@|@arædan, gerædan, gesceawian, leornian, rædan, rædan, rædan, reordian, singan@
@read out@|@arædan@
@read over@|@oferrædan@
@read to (anyone)@|@arædan@
@read wrongly@|@misrædan@
@reader@|@leornere, rædere, rædere@
@reader (female)@|@rædistre@
@reader at meal-times@|@meterædere@
@reader of books@|@bocrædere@
@readier@|@gearora@
@readiest@|@gearwost, gearwost@
@readily@|@geare, gearolice, georne, horsclice, hraðe@
@reading@|@gelise, leornung, ræding@
@reading (during the evening meal at a monastery)@|@æfenræding@
@reading about martyrs@|@þrowungræding@
@reading desk?@|@rædescamol@
@reading lesson@|@ræd, ræde@
@reading of books@|@bocræding, bocrede@
@reading-desk@|@rædingscamol@
@ready@|@arod, eaþgete, gearo, gearo, gearu, getæl, horsc, hræd, hræd, ræde, ræde, recen, sceot, snell, snell, snellic, snellic@
@ready (for death or battle)@|@fus@
@ready for a journey@|@siðfrom, siþfrom@
@ready for riding (horse)@|@ræde@
@ready of speech@|@gearowyrdig@
@ready to depart or die@|@hinfus@
@ready to die@|@hinfus@
@ready to fall@|@gehiene, hreosendlic@
@ready to flee@|@flugol@
@ready to perish@|@losigendlic@
@ready to seize@|@fangol@
@ready to start@|@fuslic, fuslic, utfus@
@ready?@|@geryde@
@ready-witted@|@gearoþoncol@
@real@|@riht, soðlic, soþ, soþlic@
@real estate@|@staðolæht@
@real property@|@landhæfen@
@reality@|@soþ@
@realize@|@onfindan@
@really@|@soðe, soþlice@
@realm@|@land@
@realm of glory@|@þrymrice@
@reap@|@repan, ripan, ripan, sniðan@
@reaper@|@riftere, riftre, ripemann, ripere, siþberend@
@reaping-hook@|@rifter@
@rear@|@ræran, upateon@
@rear (swine)@|@aræran@
@rearing@|@infoster@
@rearing (of a horse)@|@wiðercyr@
@reason@|@gerad, gerad, gescead, gesceadwisnes, giedd, racu, ræd, rihtwisnes, sceadwisnes, smeagan, snotorscipe, þencan, þing@
@reasonable@|@gemetfæst, gescead, gesceadlic, sceadwis@
@reasonableness@|@rædfæstnes, snotorscipe@
@reasonably@|@rihtwislice@
@reasoning@|@ræswung@
@rebel@|@ætspornan, forhealden, wiðercora, wiþfeohtan, wiþseon@
@rebel against@|@forhealdan@
@rebellious@|@teonful, wiðerræde@
@rebuilder@|@betend@
@rebuke@|@aþreatian, cidung, forcyðan, nebbian, nierwan, rihtan, þrea, þreagan, þreatian@
@recall@|@eftgecigan, geedciegan, gelæran@
@recall to mind@|@ofþencan@
@recapitulation@|@eftspellung@
@recede@|@aebbian@
@receipt of treasure@|@sincþego@
@receive@|@abiddan, afon, aþecgan, befon, cepan, ðicgan, gegeopan, geþicgan, hedan, læccan, niman, onfon, onfon, onfon, onniman, þafian, þicgan, þicgan, þicgan, underfon, underfon, underniman@
@receive into one's house@|@husian@
@receive tonsure@|@scieran@
@receiver@|@andfenga, andfenga, onfangend, tiðu@
@receiver?@|@begietend@
@receiving@|@andfeng, andfengnes, næm, þigen@
@receiving no wergild as compensation@|@ægilde@
@receiving of rings@|@beagþegu, hringþegu@
@receiving of treasure@|@sincþegu@
@recent@|@geong, niwe, niwe@
@recently@|@niwan, niwes, niwinga, niwlice, ungeara@
@recentlylatel@|@niwan@
@receptacle@|@andfengnes, andfengstow@
@reception@|@afangennes, onfangennes, upafangnes@
@receptive@|@gefyndig, næmel, numol@
@recess@|@incundnes@
@reciprocal@|@edlesende, edlesendlic@
@reciprocate@|@wrixlan@
@recital@|@bodung@
@recite@|@asingan, awrecan, gieddian, secgan, singan, wrecan@
@recite a charm@|@ongalan@
@reck@|@reccan@
@reckless@|@receleas, wanhygdig@
@recklessly@|@receleaslice@
@recklessly?@|@unscellice@
@recklessness@|@receleasnes@
@reckon@|@gereccan, gerecenian, gescirian, riman, talian, tellan@
@reckon up@|@atellan@
@reckon with@|@geradian, geradian@
@reckoned apart@|@sunderboren@
@reckoner@|@rimre@
@reckoning@|@gerad, gerad, gescead, giedd, rihtnes, rim, rimcræft, sceadwisnes@
@reckoning of time@|@þinggemearc@
@recline@|@hlinian, onhieldan, sittan@
@reclining@|@hnylung@
@recluse@|@anhaga@
@recogni@|@oncnawan@
@recognize@|@acnawan, cnawan, oncnawan, ongietan, tocnawan@
@recognized@|@licwyrðe, oncnæwe@
@recollect@|@ofmunan, þencan@
@recollecting@|@myndig@
@recollection@|@ingemynd@
@recompense@|@æfterlean, bot, dædlean, edleanung, eftlean, handlean, leanian, þanc, þancian, wiðerriht@
@reconcile@|@acordian, friþsumian, geseman, gesibsumian, sehtlian, seman, sibbian, þingian@
@reconciled@|@seht@
@reconciliation@|@edþingung, eftþingung, gesem, mægsibbung, sehtnes, som@
@record@|@cranic, gemynd, gesetnes, setnes@
@record of the decrees of a synod@|@sinoþboc@
@record?@|@bewritan@
@recount@|@apinsian, gerecenian, tellan@
@recover@|@acofrian, cuman, edwyrpan, hreddan@
@recover (from illness)@|@awyrpan@
@recover from illness@|@wierpan@
@recover health@|@gemagian, trumian@
@recovery@|@edwyrping, werp, wyrpe@
@recovery of cattle or other property@|@forfang@
@recreant@|@scand@
@recruit@|@geedhyrtan@
@rectify@|@rihtlæcan@
@rectitude@|@rihtnes, soþ@
@rectum@|@bæcþearm@
@recurring@|@ymbren-@
@recurring days (three days reserved for prayer and fasting)@|@Ymbrendagas@
@recurring week@|@Ymbrenwuce@
@red@|@read, reod, reod, rudu, teafor, wrætbaso, wræterread, wyrmbaso@
@red color used in illuminating manuscripts@|@bocread@
@red cosmetic@|@rudu@
@red hot@|@wealhat@
@red lead@|@teafor@
@red ochre?@|@redestan@
@red-curved@|@teaforgeap@
@redden@|@areodian, readian, reodan@
@reddish@|@healfread@
@reddish purple@|@readbasu@
@reddish yellow@|@geoluread@
@redeem@|@aliesan, aliesan, bycgan, liesan, lysan, onlysan@
@redeemer@|@aliesend, onliesend@
@Redeemer@|@aliesend@
@redemption@|@aliesednes, alysednes, eftlising, geliesnes, tolysing@
@redemption of land@|@landhredding@
@red-handed (thief)@|@handhabbend@
@red-leafed@|@readleaf@
@redmption@|@alesniss@
@redness@|@readnes@
@red-stalked@|@readstalede@
@reduce@|@aþynnian, cierran, gehiersumian@
@reduce to poverty@|@foryrman@
@reduce to servitude@|@nydþeowigan@
@reduced to slavery by law@|@witeþeow@
@reducing (of flesh)@|@smalung@
@reduction of punishment@|@miltsung@
@redundancy@|@eftflowung, eftgeafung@
@reed@|@bune, cannon, earisc, eolhsecg, hreod, hreod, hwistle, læfer, pulsper, scaldhulas, secg, teors@
@reed grass@|@benne@
@reed or slay of a loom?@|@am@
@reed?@|@webhoc@
@reed-bed@|@hreodbedd, læferbed@
@reedy@|@hreodig@
@reedy marsh@|@hreodwæter@
@reek@|@reocan@
@reel@|@gearnwinde, hreol@
@reel?@|@flexline@
@re-establish@|@edstaðelian@
@re-establishment@|@edstaðelung@
@reeve@|@gerefa, refa, swangerefa@
@reeve of a wick or vill@|@wicgefera@
@reeve of town@|@tungerefa@
@reeve's office@|@gerefscipe@
@refection@|@reordung@
@refectory@|@beodærn, gereordunghus, meteærn, reordhus@
@refer to@|@sceotan@
@refine@|@amerian, aseoðan, mieltan@
@refined@|@smæte@
@refining@|@hlyttrung@
@reflect@|@beþencan, hogian, oferþencan, pinsian, smeagan, smeagan, smeagan, ymbþeahtian@
@reflect on@|@geondþencan@
@reflection@|@gehygd, metgung, smeaung, þanc, ymbe, ymbeþanc@
@reform@|@betan, edniwian, geedhiwian@
@reformation@|@bot@
@refractory@|@wiðerhycgende@
@refrain from@|@forseon, miðan, ofersittan@
@refresh@|@gecelan, geedhyrtan, reordian@
@refreshed@|@hiertan@
@refreshment@|@edcelnes@
@refuge@|@feorhgebeorh, friþ, friþstol, friþstow, gebeorg, generstede, hleo, ner, rotnes, rotsung, socn, tofleam, tohyht@
@refuge in the fens@|@fenfreoðo@
@refuge?@|@edring@
@refugee@|@friþbena, wrecca@
@refusal@|@andsæc, wearn, wiernung@
@refuse@|@æsceda, ætdeman, dærst, forsacan, forwieran, geswope, niccan, nyllan, onsacan, orfyrmþ, scorian, þreax, wiernan, wiþsacan, wiþsceorian@
@refuse obedience to@|@forhylman@
@refute@|@alecgan, onsacan, wiþscufan@
@regal gold@|@cynegold@
@regally@|@cynelice@
@regard@|@agyman, anlec, arian, begiming, behealdnes, belimpan, cierran, cuðian, eftlocung, gieman, healdan, lec, onseon, ymbseon@
@regard as@|@lætan@
@regenerate@|@edcwic, gebreadian, geedbyrdan, geedcennan@
@regeneration@|@edcenning, edsceaft, eftacennednes, eftcneoreso, eftcynnes@
@region@|@begang, begang, begong, cynerice, dæl, eodor, gefeald, grundsceat, ham, landscipe, landstede, leodræden, leodscipe, mearc, sceat, þeod, tyht, woruldsceat@
@region of earth@|@eorðweard, eorþweard@
@region of the groin@|@grin@
@region of the heart@|@breostþing@
@register of names@|@namboc@
@register of names on a tablet@|@nambred@
@regrant by charter@|@geedfreolsian@
@regret@|@besargian, besorgian, hreow@
@regular@|@regollic@
@regular legal ordinance@|@rihtlagu@
@regular meeting of a guild on the morrow after the guild-feast@|@morgenspæc@
@regular order@|@truma@
@regular priest@|@æwerd, hiredpreost@
@regular union (of married people)@|@rihtlif@
@regularly@|@rihtlice@
@regulate@|@besidian, gedreoglæcan, metgian, stefnan@
@regulate by@|@cepan@
@regulation@|@gemetlicung, insetnes, lagu, metgung, regol, sidung, steor@
@regulation of life@|@liffadung@
@regulations as to the tenure of geneatland@|@geneatriht@
@regulator@|@regolweard@
@rehearse@|@styrian@
@reign@|@healdan, rice, ricsian@
@reign (period of time)@|@rice@
@rein@|@bridel, sal, tygel, wealdleðer@
@reindeer@|@hran@
@reinforcement@|@eaca, eaca@
@reins@|@bridelþwangas, healsleðer@
@reject@|@ahwettan, ascyhhan, forhycgan, forsacan, forsencan, forseon, forweorpan, forweorpan, onscunian, spurnan, wiþceosan, wiþgynan, wiþhogian@
@rejected@|@wiðercoren@
@rejection@|@aworpnes, scirung@
@rejoice@|@blissian, blissian, drieman, dryman, fægnian, feon, geblissian, gefeon, gefeon, gewynsumian, gladian, gladian, hliehhan, hreðan, hyhtan, lustfullian, myrgan, restan@
@rejoice (gen obj)@|@fægnian@
@rejoice equally@|@efenblissian@
@rejoice together@|@efengefeon@
@rejoicing@|@fægen, fægnung, feowung, gladung, wynsumnes@
@rejoicing city@|@meduburg@
@rejoicing in satisfied desire@|@wilhremig@
@rejoicing in victory@|@sigehremig@
@rejoicing with one another@|@efenbliðe@
@rejoinder@|@geantalu, oftalu@
@rejuvinate?@|@edgrowung@
@relate@|@areccan, ariman, awrecan, bereccan, cyðan, gerecenian, mænan, nemnan, reccan, riman, spellian, talian, tellan@
@related@|@besibb, cuþ, freondhealdlic, lenge, lenge, mægcuþ, mægsiblic, neahsibb, sibb, siblic@
@related band@|@sibgedryht@
@related noble@|@sibæðeling@
@related to@|@gelenge@
@relating@|@edlesung@
@relating to a decree@|@rædendlic@
@relating to darts@|@flaniht@
@relating to many things@|@mænebræde@
@relating to marriage@|@beweddenlic@
@relating to meter@|@metercund@
@relation@|@cneowmæg, edcwide, edlesung, talu@
@relationship@|@cyþ(þ), gesibnes, mægræden, mægsibb, mægþhad, mægþræden, niedsibb, sibb, sibb, sibreden@
@relative@|@cuða, edlesende, edlesendlic, leodmæg, mæghand, maga, ongeancyrrendlic, sibling@
@relax@|@aseolcan, aslacian, onlætan, onliðian, tolætan, toliðian, tolysan, toslacian@
@relax efforts@|@sleacian@
@relaxation@|@stilnes@
@relaxed@|@aseonod@
@release@|@alætan, aliesan, aliesan, aliesan, alynnan, bedælan, geliesan, liðian, liesan, liesing, lihtan, lihting, lysan, onbindan, onliesan, onspannan, stilnes, tolætan, tolysing, tolysnes@
@relent@|@sweðolian@
@relentless@|@þearlwis@
@reliability@|@trumnes@
@relic@|@haligdom, halignes, laf@
@relics@|@haligdom@
@relics of saints@|@reliquias@
@relief@|@bot, liðung, lihting, wyrpe@
@relieve@|@alihtan, lihtan, lihtan, stillan@
@religion@|@æcræft, æfæstnes, æfæstness, æwfæstnes, halignes, halignes@
@religious@|@æfremmende, æwerd, æwfæst, æwfæstlic, gebed, godcund@
@religious community@|@cirice@
@religious festival@|@edmæle, mæsse@
@religious house@|@hiwræden@
@religious reading at monastic meal-times@|@þurhtogennes@
@religious rite@|@gerihte@
@religious service@|@þenisc@
@relinquish@|@agiefan, alætan, anforlætan@
@relish@|@æfesn, suflmete, syflige@
@relish eaten with bread@|@sufel@
@reluctance@|@wearn@
@reluctantly@|@unwilles, unwillum@
@rely on (trans dat)@|@treowan@
@remain@|@abidan, ætsittan, ætstandan, ætstandan, awunian, belæfan, belifan, bidan, eardian, gerestan, gewunian, gewunian, læfan, lætan, licgan, licgean, miðan, oferlæfan, ofstandan, onbidan, onbidan, onwunian, oþstandan, restan, sittan, standan, standan, þolian, þurhwunian, þurhwunian@
@remain alive@|@abidan@
@remain behind@|@abidan, belifan@
@remain fixed@|@stician@
@remainder@|@laf, laf, ofereaca@
@remaining@|@oðer@
@remains@|@laf@
@remains of a host@|@herelaf@
@remains of the Eucharist@|@husellaf@
@remark@|@ymbespræc@
@remarkable@|@beorht, wundorlic@
