@English@|@Welsh@
@shine on@|@tywynnu ar@
@shining@|@gloyw@
@ship@|@llong@
@shirt@|@crys@
@shit@|@cacha@
@shiver@|@crynu@
@shoot@|@saethu@
@shop@|@siop@
@shore@|@glan, traeth@
@shoulder@|@palfais@
@shout@|@disgyr, gweiddi@
@shove@|@hergwd@
@shovel@|@rhofio@
@shovelful@|@rhawiaid@
@show@|@dangos@
@shower@|@cawod@
@shrimp@|@perdysen@
@shrink@|@crebachu@
@shut@|@cau@
@shy@|@cywilgor, swil, swil@
@shyness@|@swilder, yswil@
@sickle@|@cryman@
@sickly@|@afiach@
@side@|@ochr@
@siege@|@gwarchaeëdigaeth@
@sieve@|@gogr@
@sight@|@golwg@
@sign@|@arwydd@
@signal@|@amneidio@
@signature@|@llofnod@
@significance@|@arwyddocâd@
@silence@|@dilyn, distawrwydd, distawrwydd, mudandod, rhoi taw ar, taw@
@silent@|@distaw, tawedog@
@silky@|@sidanaidd@
@silly@|@dwl, gwirion, hurt, yn wirion@
@silver@|@arian@
@similar@|@cyffelyb@
@similar to@|@tebyg i@
@simple@|@syml@
@sin@|@pechod, pechu@
@since@|@er, ers@
@since when@|@ers faint, ers pryd@
@sincere@|@didwyll, pur@
@sinew@|@giewyn@
@sing@|@canu, canu, pyncio@
@singular@|@unigol@
@sister@|@chwaer@
@sisters@|@chwiorydd@
@sit@|@eistedd@
@situation@|@sefyllfa@
@six@|@chwe, chwech@
@sixteen@|@un ar bymtheg@
@sixth@|@chweched@
@sixty@|@chwe deg, chwedeg, trigain@
@size@|@maint, maintioli@
@skill@|@medr@
@skins@|@crwyn@
@skirt@|@sgert@
@sky@|@awyr@
@skyscraper@|@adeilad uchel@
@slacken@|@llacio@
@slam@|@clep@
@slant@|@slont@
@slap@|@curo, palfod@
@slaughter@|@lladdedigaeth@
@slave@|@caethwas@
@slavery@|@caethwasannaeth@
@sleep@|@cwsg, cysgu@
@sleeper@|@cysgwr@
@sleepily@|@yn gysglyd@
@sleepy@|@cysglyd@
@sleet@|@eirlaw@
@sleeve@|@llawes@
@slender@|@main@
@slice@|@sleisen, tafell@
@slot machine@|@periant slot@
@slow@|@araf@
@slow down@|@arafu@
@slumber@|@hun, huno@
@slut@|@putain, slwt@
@sly@|@cyfrwys, dichellgar@
@small@|@mân@
@small holders@|@tyddynwyr@
@small hours@|@bore bach@
@smaller@|@llai@
@smear@|@iro@
@smell@|@aroglau@
@smile at@|@gwenu ar@
@smith@|@gof@
@smudge@|@staen@
@snake@|@neidr@
@snare@|@telm@
@snatch@|@cipio, crafu, haffio@
@sneeze@|@tisian@
@snore@|@chwyrnu, rhwnc@
@snort@|@rhwnc@
@snow@|@bwrw eira, eira, odi@
@snowflakes@|@plu eira@
@snub@|@sen@
@so@|@fel, felly, mor@
@so and so@|@hyn a hyn@
@so confused@|@mor drwblus@
@so little@|@cynlleied@
@so well off@|@mor gefnog@
@soap@|@sabon, sebon@
@sobbing@|@beichio crio@
@social@|@cymdeithasol@
@socialise@|@cymdeithasu@
@society@|@cymdeithas@
@-soever@|@bynnag@
@soft@|@araf, meddal@
@soften@|@meddalu@
@soldier@|@milwr@
@solemn@|@dwys@
@solemnly@|@yn ddwys@
@solid@|@solet@
@solve@|@datrys@
@some@|@ambell, rhai@
@some of@|@rhai o@
@somehow@|@rhyw ffordd@
@someone@|@rhywun@
@something@|@rhywbeth@
@something big@|@hergod@
@sometime@|@rhywbryd, rywbryd@
@sometimes@|@ambellwaith, weithiau@
@somewhat@|@go@
@somewhere@|@rhywle, rywle, yn rhywle@
@son@|@mab@
@son of@|@ab, ap@
@son-in-law@|@daw@
@soon@|@cynnar@
@sore@|@dolur, dolurus, tost@
@sorrow@|@dolur, gofid@
@sorry@|@edifar, yn edifar@
@sort@|@math@
@soul@|@enaid, enaid@
@sound@|@sain, smic, sw^n, swnio@
@soup@|@cawl@
@sour@|@sur@
@source@|@tarddiad, tarddle@
@sourly@|@yn surbwch@
@sourness@|@surni@
@south@|@de@
@southern@|@deheuol@
@sovereign@|@penllywydd@
@sow@|@hwch@
@space@|@gofod@
@spacious@|@ehang@
@spare@|@arbed, hepgor@
@sparkle@|@gwreichioni@
@sparks@|@gwreichion, gwreichionen@
@spatial@|@gofodol@
@speak@|@siarad@
@speak about@|@siarad am@
@speak of@|@dweud am@
@speak to@|@siarad ag@
@spear@|@gwaywffon, picell@
@special@|@arbennig@
@species@|@rhywogaeth@
@specification@|@manylion@
@speech@|@araith@
@speeches@|@anerchiadau@
@spell@|@sillafu@
@spend@|@gwario, treulio@
@Spetember@|@Medi@
@spider@|@cob, cor@
@spin@|@nyddu, troelli@
@spinster@|@hen ferch@
@spirit@|@ysbryd@
@spit@|@poeri@
@spite@|@sbeit@
@splash@|@tasgu@
@splendid@|@gwych, rhagorol, ysblennydd@
@spoil@|@andwyo@
@sponge@|@ysbwng@
@spontaneous@|@digymell@
@spoon@|@llwy@
@sport@|@chwarae@
@sports@|@chwaraeon@
@sports centre@|@canolfan chwaraeon@
@spot@|@man, smotyn@
@spread@|@lledu, taenu@
@spread over@|@hulio@
@spring@|@gwanwyn@
@square@|@petryal@
@squash@|@sboncen@
@squeak@|@gwichio@
@squirrel@|@gwiwer@
@stab@|@gwaniad, gwanu@
@stable@|@sefydlog, sefydlog@
@stack@|@helm@
@stag@|@carw@
@staight on@|@syth ymlaen@
@stain@|@staen@
@stair@|@gris@
@stake@|@stanc@
@stall@|@stondin@
@stalls@|@corau@
@stamp@|@stamp@
@stand@|@astell, sefyll, stondin@
@stand by@|@sefyll wrth@
@standard@|@safon@
@standpoint@|@safbwynt@
@stare@|@rhythu, syllu@
@starling@|@drudwy@
@starry@|@serog@
@start@|@cychwyn, dechrau, rhusio, tasgu@
@starve@|@llwgu@
@starving@|@llwgu, llwgu@
@state@|@gwladwriaeth@
@statements@|@gosodiadau@
@station@|@gorsaf, stesion@
@status@|@safle@
@stay@|@trigo@
@steadiness@|@cadernid@
@steady@|@cadarn, sadio@
@steam@|@ager@
@steel@|@dur@
@steer@|@llywio@
@steering wheel@|@llyw, olwyn lywio@
@step@|@cam, cam, gris@
@stepmother@|@llysfam@
@steps@|@camau, cerddediad@
@stereotyped@|@ystrydebol@
@stethoscope@|@corn@
@stick@|@glynu, glynu wrth, pric@
@stick up for you@|@achub dy gam@
@stile@|@camfa@
@still@|@llonydd, llonydd, yn dal i, yn stond@
@stink@|@drewi@
@stinking@|@drewllyd@
@stir@|@cyffroi@
@stitch@|@gwnio@
@stitching@|@gwniad@
@stomach@|@stumog@
@stone@|@carreg@
@stood@|@safodd@
@stop@|@aros, atal, peidio, peidio@
@storehouse@|@stordy@
@stork@|@storc@
@story@|@hanes@
@stout@|@praff@
@stowage@|@storle@
@straight@|@cymwys, syth@
@straighten@|@ymsythu@
@strain@|@straen@
@strait@|@culfor, swnt@
@strange@|@diarth, rhyfedd@
@stranger@|@dyn dieithr, estron@
@stream@|@cornant, nant@
@street@|@stryd@
@strenghen@|@cryfhau@
@strength@|@cadernid, cryfder, nerth@
@strengthen@|@cadarnhau, cryfhau@
@stretch@|@ymestyn, ymestyn@
@stride@|@brasgamu@
@strike@|@bwrw, ergydio@
@striker@|@ergydiwr@
@striking@|@trawiadol@
@strip@|@llain@
@stroke@|@anwesu, pratio@
@strong@|@abl, cadarn, cref, cryf, grymus@
@stronger than@|@yn drech na@
@stubborn@|@heriog, styfnig@
@student@|@myfyriwr@
@studiously@|@yn fyfyrgar@
@stumble@|@baglan@
@stun@|@syfrdanu@
@stunned@|@yn syfrdan@
@subdue@|@darostwng@
@subject@|@pwnc@
@subject of the group@|@testun siarad@
@subscription@|@tanysgrifiad@
@subsist@|@gofodoli@
@substance@|@gafael@
@subtle@|@cynnil@
@succeed@|@llwyddo@
@succeed to@|@olynu@
@success@|@llwydd, llwyddiant@
@successful@|@lluwyddiannus@
@succession@|@olyniaeth@
@suddenly@|@yn sydyn@
@suffering@|@dioddefaint@
@sufficient@|@digonol@
@sugar@|@siwgr@
@suggest@|@awgrymu@
@suggestion@|@awgrym@
@suicide@|@hunanladdiad@
@suit@|@gweddu@
@suitability@|@cymhwyster@
@suitable@|@addas, cymwys, pwrpasol@
@suitably@|@yn weddus@
@sulk@|@sorri@
@sullen@|@dreng, swrth@
@sullenly@|@yn swrth@
@sultry@|@myglyd@
@summer@|@haf@
@summit@|@blaen, blaen, copa@
@summons@|@dyfyn@
@sumpathy@|@cydymdeimlad@
@sun@|@haul@
@sunbathe@|@bola heulio@
@sunny@|@tesog@
@sunset@|@machlud@
@superficial@|@arwynebol@
@superior@|@trech@
@superior to@|@yn drech na@
@supermarket@|@archfarchnad@
@superstitious@|@ofergoelus@
@suport@|@cynnal@
@supper@|@ancwyn, ancwyn, swper@
@supplementary@|@atodol@
@supply@|@diwallu@
@support@|@ategu, atgyfnerthu, cefnogaeth, cefnogaeth, cefnogi, cynhaliad, cynnal, pleidio@
@supporter@|@cefnogwr, pleidiwr@
@supporting@|@cynhaliol@
@sure@|@dilys, sicr, siw^r, siwr, yn sicr@
@surface@|@wyneb@
@surname@|@cyfenw, syrnâm@
@surprise@|@syndod, synnu, synnu@
@surroundings@|@amgylchedd@
@survey@|@arolwg@
@suspect@|@drwgdybio@
@suspicion@|@amheuaeth, drwgdybiaeth@
@suspicious@|@drwgdybus@
@swan@|@alarch@
@swans@|@elyrch@
@swear@|@rhegi@
@swear and curse@|@rhegi a thyngu@
@sweat@|@chwys@
@sweet@|@melys@
@swim@|@nofio@
@swimmer@|@nofiwr@
@swimming pool@|@pwll nofio@
@swollen@|@chwyddedig@
@sympathy@|@cydymdeimlad@
@system@|@cyfundrefn, trefn@
@table@|@bwrdd, bwrdd@
@table tennis@|@tenis bwrdd@
@tactical@|@tactegol@
@tail@|@cynffon@
@tailor@|@dilledydd, teiliwr, teilwra@
@take@|@cymryd, dwyn, dwyn at, mynd ag@
@take advantage@|@manteisio@
@take advantage of@|@cymryd mantais ar, manteisio ar@
@take off@|@tynnu, tynnu@
@take pictures@|@tynnu lluniau@
@tale@|@chwedl@
@talent@|@dawn@
@talk@|@anerchiad, siarad, sôn@
@talkative@|@siaradus@
@tall@|@tal@
@tame@|@dof@
@tannery@|@tanerdy@
@tape@|@teip@
@tape recorder@|@recordydd tâp@
@tarry@|@tario@
@taste@|@blas, chwaeth@
@tattle@|@clebar@
@tax@|@tasg, tasgu, treth@
@taxi@|@tacsi@
@tea@|@te@
@teach@|@addysgu, dysgu, dysgu@
@teacher@|@athro@
@teachers@|@athrawon@
@team@|@tim@
@teapot@|@tebot@
@tear@|@deigryn, rhwygo@
@tears@|@dagrau@
@technique@|@techneg@
@tedious@|@maith@
@teetotaller@|@dirwestwr@
@telephone@|@ffôn@
@television@|@teledu@
@tell@|@dweud wrth@
@temper@|@tymer@
@temple@|@teml@
@tempt@|@temtio@
@ten@|@deg@
@tenacious@|@gwydn@
@tenant@|@tenant@
@tench@|@tens@
@tend@|@tendio, tueddu@
@tendency@|@elfen@
@tender@|@tyneraf@
@tenderness@|@anwyldeb@
@tennis@|@tenis@
@tension@|@tyndra@
@tent@|@pabell@
@tenth@|@degfed@
@tents@|@pebyll@
@term@|@teler, tymor, tymor@
@terms@|@amod, telerau@
@terrible@|@ofnadwy@
@terrible pity@|@hen biti@
@territory@|@tiriogaeth@
@testify@|@tystio, tystio@
@testimonials@|@tystebau@
@text@|@testun@
@thank@|@diolch@
@thank goodness@|@diolch bych@
@thank greatly@|@diolch yn fawr@
@thanks@|@diolch, diolch@
@that@|@hynny, taw@
@that is@|@hynny yw, sef, sef@
@thatched roof@|@to gwellt@
@thaw@|@dadmer@
@the inevitable@|@yn ancohel@
@the left@|@y chwith@
@the one .... the other@|@y naill .... y llall@
@the other one@|@y llall@
@the other ones@|@y lleill@
@the public@|@y cyhoedd@
@the rascal@|@y cenau@
@theatre@|@theatr@
@their@|@eu@
@then@|@wedyn@
@then again@|@eto i gyd@
@there@|@yna@
@there are@|@dyna, oes@
@there is@|@dacw, dyna, dyna, oes@
@there is no sight of@|@does dim golwg o@
@thermometer@|@gwresfesurydd@
@these@|@y rhain@
@these days@|@erbyn hyn@
@thick@|@bras, praff@
@thimble@|@gwniadur@
@thin@|@tenau@
@thing@|@peth@
@think@|@credu, credu, meddwl, tebygu@
@think about@|@meddwl am@
@third@|@trydydd@
@thirst@|@syched@
@thirteen@|@tair o ddeg, tri ar ddeg@
@thirty@|@trideg@
@thirty one@|@un ar ddeg ar hugain@
@thirty two@|@deuddeg ar hugain@
@this@|@hwn@
@this year@|@eleni@
@thorn@|@draen@
@thorny@|@dreiniog@
@thoroughly@|@yn drylwyr@
@those@|@y rheiny@
@thoughtful@|@meddylgar@
@thousand@|@mil@
@thousandth@|@milfed@
@thread@|@edau@
@threadbare@|@hendraul@
@threat@|@bygythiad@
@threaten@|@bygwth@
@threateningly@|@yn fygythiol@
@three@|@tri@
@three hundred@|@tri chant@
@thresh@|@dyrnu@
@threshold@|@trothwy@
@threshold level@|@y lefel drothwy@
@thrilling@|@trydanol@
@thrity@|@deg ar hugain@
@throb@|@curiad@
@throne@|@gorsedd@
@through@|@drwy, trwy@
@throughout@|@drwy gydol, trwy gydol@
@throw@|@bwrw, ergydio@
@throw away@|@tafly@
@thrust@|@gwaniad, gwthio, hergwd@
@thumb@|@bawd@
@thump@|@dyrnu@
@thunder@|@taranu@
@thunderbolt@|@mellten, taranfollt@
@thundering@|@yn taranu@
@ticket@|@tocyn@
@tickle@|@gogleisio@
@tidy@|@taclus@
@tidy up@|@tacluso@
@tie@|@rhwymo, tei@
@tiger@|@teigr@
@tile@|@priddlech@
@till when@|@tan pryd@
@timber@|@pren@
@time@|@adeg, amser, oed, pryd, pryd@
@time after time@|@dro ar ôl tro@
@timetable@|@amserlen@
@timid@|@llwyfr@
@tin@|@tun@
@tinful@|@tuned@
@tired@|@blin, blinedig, lluddedig, wedi blino@
@tiresome@|@diflas@
@title@|@teitl@
@to@|@ar@
@to a great extent@|@i fesur helaeth iawn@
@to attempt it@|@rhoi cynnig arni@
@to be able to@|@gallu@
@to blame@|@ar fai@
@to shop@|@siopa@
@to tell the truth@|@a dweud y gwir@
@to time@|@amseru@
@to use@|@arfer@
@tobacco@|@baco@
@today@|@heddiw@
@together@|@gyda'i gilydd@
@toilet@|@t^y bach@
@tom-cat@|@gwrcath@
@tomorrow@|@yfory@
@tomorrow morning@|@bore fory@
@tongue@|@tafod@
@tonight@|@heno@
@too@|@rhy@
@too many@|@gormod o@
@tools@|@offer@
@tooth@|@dant@
@toothache@|@ddannodd@
@toothless@|@mantach@
@top@|@copa, pen@
@torch@|@ffagl@
@torrent@|@cenlli@
@tortuous@|@arteithiol@
@torture@|@artaith@
@tot@|@joch@
@total@|@cwbl, cyfan@
@touch@|@cyffwrdd ag, teimlo, twtsh@
@touchy@|@pigog, yn bigog@
@tough@|@gwydn@
@toward@|@at@
@towards@|@tua, tua@
@tower@|@tw^r@
@town@|@tre@
@town centre@|@cano y dre@
@toy@|@tegan@
@tradition@|@traddodiad@
@traffic@|@traffig, trafnidiaeth@
@trail@|@trywydd@
@train@|@trên@
@traitor@|@bradwr@
@traits@|@teithi@
@trample@|@mathru, sathru@
@trampling@|@mathrfa@
@transfer@|@trosglwyddo@
@translate@|@cyfieithu, trosi@
@translator@|@cyfieithydd@
@translators@|@cyfieithwyr@
@travel@|@teithio@
@traveller@|@teithiwr@
@travelling@|@teithiol@
@tray@|@hambwrdd@
@tread@|@sangu@
@treasure@|@trysori@
@treasurer@|@trysorydd@
@treat@|@trin@
@treaty@|@cytundeb@
@trees@|@coed, coed@
@trembling@|@cryndod, crynedig@
@tremendous@|@aruthr, aruthrol@
@tribe@|@llwyth, llwyth@
@tributary@|@rhagafon@
@trick@|@tric@
@trickle@|@treiglio@
@trifles@|@ceriach@
@trip@|@bachu, baglan, baglu, tripio@
@trolley@|@troli@
@troop@|@mintai@
@trouble@|@cynhyrfu@
@trout@|@brithyll@
@trust@|@goglyd, ymddiried@
@try@|@anelu, cais, cais, ceisio, cynnig, trio@
@tuft@|@cob@
@tune@|@cywair@
@tunnel@|@twnnel@
@turn@|@dro, tro, troi, trosi@
@turn a deaf ear to@|@troi clust fyddar@
@turn into@|@troi yn@
@turn on@|@troi ymlaen@
@turn sour@|@suro@
@turn to@|@troi at@
@turning point@|@trobwynt@
@turnip@|@maip, meipen@
@turns@|@trofeydd@
@twelve@|@deuddeg, undeg dau@
@twenty@|@dau ddeg, dauddeg, ugain@
@twenty one@|@un ar hugain@
@twenty two@|@dau ar hugain@
@twice@|@dwywaith@
@twigs@|@brigau@
@twilight@|@gwyll@
@twist@|@dirwyn, nyddu@
@two@|@dau, dwy@
@two hundred@|@dau gant@
@type@|@rhywogaeth@
@typewriter@|@teipiedydd@
@typist@|@teipydd@
@tyre@|@teiar@
@ugliest@|@anharddaf@
@ugly@|@hagr@
@ultimately@|@yn y pen draw@
@umbrella@|@glawlen@
@unaccented@|@diacen@
@unbearable@|@annioddefol@
@unbelievable@|@anghredadwy@
@uncivilised@|@anwar@
@uncle@|@ewythr@
@uncomfortable@|@anesmwyth, anghfforddus@
@unconcerned@|@yn ddidaro@
@unconscious@|@anymwybodol@
@under@|@dan@
@under care@|@dan ofal@
@underground@|@tanddaear@
@underhand@|@llechwraidd@
@underline@|@tanlinellu@
@understand@|@deall@
@understanding@|@dealltwriaeth@
@undo@|@datod@
@unequalled@|@dihafal@
@uneven@|@anwastad@
@unexpected@|@annisgwyl@
@unfair@|@annheg@
@unfaithful@|@anffyddlon@
@unfamiliar@|@anghyfarwydd@
@unfortunate@|@anffodus@
@unfortunately@|@gwaetha´r modd, yn anffodus@
@ungrateful@|@anniolchgar@
@unhappy@|@anhapus@
@union@|@undeb@
@united@|@cyd, unideg@
@university@|@prifysgol@
@unjust@|@anghyfiawn@
@unjustly@|@ar gam@
@unlike@|@annhebyg@
@unlikely@|@annhebyg, annhebygol@
@unlucky@|@anlwcus@
@unnatural@|@annaturiol@
@unpack@|@dadbacio@
@unpopular@|@amhoblogaidd@
@unreal@|@afreal@
@unreasonable@|@afresymol@
@unreasonably@|@yn afresymol@
@unsafe@|@anniogel@
@unstable@|@anwadal@
@unsuccessful@|@aflwyddiannus@
@unsure@|@ansicr@
@untidy@|@annhalcus, anniben@
@until@|@hyd, nes i, tan@
@untiring@|@diflin@
@unusual@|@anarferol@
@unwell@|@anhwylus@
@unwillingly@|@yn afodlon@
@unwise@|@annoeth@
@unwisely@|@yn annoeth@
@unworthy@|@annheilwng@
@up@|@i fyny@
@up till now@|@hyd yn hyn@
@upon@|@ar warthaf@
@upside down@|@wyneb i waered@
@upstairs@|@lan y grisiau@
@urban@|@trefol@
@urge@|@annog@
@urging@|@annog@
@us@|@ni, ni@
@USA@|@Unol Daleithiau@
@use@|@defnyddio@
@useless@|@da i ddim@
@users@|@defnyddwyr@
@uses@|@defnydd@
@usual@|@arferol@
@usually@|@fel arfer@
@utter@|@yngan@
@vain@|@maswaidd, ofer@
@valley@|@cwm, dyffryn, glyn, pant@
@valour@|@gwrhydri@
@value@|@gwerth@
@vanity@|@gwagedd@
@various@|@amrywiol@
@varnish@|@farnais, farneisio@
@vary@|@amrywio@
@vehicle@|@cerbyd@
@veins@|@gwythiennau@
@vengeance@|@dial@
@venture@|@antur, mentro@
@verb@|@berf@
@vermin@|@pryf@
@vernal@|@gwanwynol@
@verse@|@adnod@
@very@|@eithaf, pur, pur@
@very much@|@yn braf@
@very sound@|@yn o sownd@
@vicarage@|@ficerdy@
@vice@|@feis@
@victory@|@buddugoliaeth@
@video recorder@|@recordydd fideo@
@view@|@cyfrif@
@village@|@pentre@
@villainous@|@ysceler@
@vinegar@|@finegr@
@viola@|@fiola@
@violate@|@treisio@
@violence@|@trais, trawster@
@violet@|@fioled@
@virus@|@firws@
@visible@|@amlwg, gwledadwy@
@vision@|@gweledigaeth@
@visit@|@ymweld â@
@visitor@|@ymwelydd@
@vocabulary@|@geirfa@
@vocation@|@galwad@
@voice@|@llais, llef@
@volunteer@|@gwirfoddoli@
@voracity@|@gwanc@
@vote@|@fotio, pleidlais, pleidleisio@
@vow@|@ymdynghedu@
@vulture@|@fwltur@
@waggon@|@gwagen@
@wailing@|@dolefus@
@wait@|@aros@
@wait for@|@aros am@
@wake up@|@deffro@
@Wales@|@Cymru@
@walk@|@cerdded, cerddediad, dro, rhodio, troedio@
@wall@|@caer, mur, wal@
@wander@|@crwydro@
@wandering@|@herw@
@want@|@eisiau@
@war@|@rhyfel@
@war band@|@teulu@
@war cry@|@rhyfelgri@
@warble@|@telori@
@ward@|@gward@
@warden@|@gwarden@
@wardenship@|@gwardeiniaeth@
@warm@|@cynnes, gwresog, gwresogi@
@warmth@|@gwres@
@warning@|@rhybudd@
@warrant@|@gwarant, gwarantu@
@wary@|@pwyllog@
@wash@|@golchi@
@wash oneself@|@ymolchi, ymolchi@
@washing machine@|@peiriant golchi@
@watch@|@gwylio, wats@
@watch out@|@pwylla@
@water@|@dw^r, dw^rtent, dyfrio@
@waterfall@|@rhaeadr@
@waters@|@dyfroedd@
@wave@|@morfil, ton@
@wavelength@|@tonfedd@
@waver@|@gwamalu@
@way@|@ffordd, ffordd@
@we@|@ni, ni@
@weak@|@gwan, gwannaidd@
@weaken@|@gwanhau@
@weakening@|@gwanhaol, gwanychiad@
@weakness@|@gwanrwydd, gwendid@
@wealth@|@cyfoeth@
@weapon@|@arf, erfyn@
@wear@|@arwain, traul@
@weary@|@lluddedig@
@weasel@|@gwenci@
@weather@|@tywydd@
@website@|@safle ar y we@
@wedding@|@priodas@
@wedge@|@lletem@
@Wednesday@|@Mercher@
@week@|@wythnos@
@weigh@|@mantoli, pwyso@
@weight@|@pwys, pwys, pwysedd@
@weird@|@rhyfedd@
@welcome@|@croesawu, croeso@
@weld@|@weldio@
@well@|@da, yn dda@
@Welsh@|@Cymraeg@
@Welsh people@|@cymry, Cymry@
@were it not@|@onibai@
@were it not for@|@onibai am@
@west@|@gorllewin@
@western@|@gorllewinol@
@wet@|@gwlyb, gwlybaniaeth, gwlybwr, gwlybyrog, gwlych, gwlychu@
@whale@|@morfil, morfil@
@what@|@beth@
@what about@|@beth am@
@what for@|@i beth@
@wheelbrace@|@troellwr@
@when@|@pan, pryd, pryd@
@where@|@ble, lle, lle@
@wherever he wished@|@lle mynnai@
@whether@|@ai, pa un@
@whey@|@maidd@
@which@|@pa@
@while@|@dro, tra, wrth@
@whirl@|@chwyrnellu@
@whisper@|@sibrwd, sibrydent@
@whistle@|@chwibanu@
@white@|@gwyn@
@whizz@|@chwyrnellu@
@who@|@pwy@
@whole@|@cyfan@
@whore@|@putain@
@why@|@pam@
@wicked@|@ysceler@
@wide@|@eang, eang@
@width@|@lled@
@wild@|@anwar, gwyllt@
@will@|@ewyllys@
@win@|@ennill, ennill@
@wind@|@dirwyn, dolennu, gwynt@
@wine@|@gwin@
@wing@|@adain, aden@
@winger@|@asgellwr@
@wink@|@amrantiad@
@winter@|@hendrefu@
@winter dwelling@|@hendref@
@wipe out@|@difodi@
@wisdom@|@doethineb@
@wise@|@call, doeth@
@wiser@|@callach@
@wish@|@dymuna, dymuno@
@wish for@|@dymuno, dymuno@
@wishful thinking@|@breuddwyd gwrach@
@witch.@|@gwrach@
@witchcraft@|@dewiniaeth@
@with@|@â, â, gan@
@with a slam@|@â chlep@
@with a sweet voice@|@melyslais@
@with admiration@|@gan edmygedd@
@with amazement@|@gan syndod@
@with one blow@|@ar un ergyd@
@with pleasure@|@â chroeso@
@withered@|@crin@
@within@|@ymhen@
@without@|@heb@
@without a doubt@|@heb os nac onibai, yn ddi os@
@without mercy@|@didrugaredd@
@without problems@|@didrafferth@
@without warning@|@dirybudd@
@withstand@|@gwrthsefyll@
@witness@|@tystio, tystio@
@witnesses@|@tystion@
@witticism@|@clyfreb@
@witty@|@ffraeth@
@wizard@|@dewin, swynwr@
@wolf@|@blaidd@
@woman@|@dynes, gwraig@
@womanish@|@gwreigaidd@
@womanly@|@gwreigaidd@
@women@|@gwragedd@
@wonder@|@rhyfeddu@
@wonderful@|@aruthr, aruthrol, bendigedig, rhyfeddol@
@wood@|@coed, coed, pren@
@woody@|@prennaidd@
@wool@|@gwlân@
@woolly@|@gwlanog@
@word@|@gair@
@words of advice@|@cynghorion@
@work@|@gwaith@
@worker@|@gweithiwr@
@workshop@|@gweithle@
@world@|@byd@
@world of good@|@byd o les@
@worm@|@pryf@
@worry@|@poeni, poeni@
@worse@|@gwaeth@
@worship@|@addoli, addoliad@
@worst@|@gwaetha@
@worth@|@gwerth, gwerth@
@worth while@|@gwerth wheil@
@worthy@|@teilwng@
@wrestle@|@codymu@
@wrist@|@arddwrn, garddwrn@
@write@|@ysgrifennu@
@write to@|@ysgrifennu at@
@writhe@|@gwingo@
@wrong@|@anghywir, gwneud cam, o chwith@
@wrongly@|@ar gam@
@yard@|@y gadlas@
@year@|@blwydd, blwyddyn@
@yearly@|@blynyddol@
@yearn for@|@dyheu am@
@yellow@|@melyn@
@yet@|@eto@
@yew@|@ywen@
@yield@|@cynnyrch, gildio, ildio@
@yonder@|@draw@
@you@|@chi, tithau@
@you know@|@timod, wyddoch chi, wyddost ti@
@you'd be surprised@|@fe synnet@
@your@|@dy, eich@
@youth@|@llanc@
@zest@|@blas@

