@English@|@Lakota@
@White Clay@|@Mak'a Saŋ@
@White Crane Walking@|@P'ehaŋ Saŋ Mani@
@White Earth River@|@Mak'a Saŋ Wakpala, Mak'izita Wakpa@
@White house@|@thípi ská@
@White pelican@|@blóza@
@White Robe@|@Šina Ska@
@White Rock@|@Maya Skadaŋ (Santee Sioux)@
@White Thunder@|@Wakiŋyaŋ Ska@
@White Whirlwind@|@Wamniyomni Ska@
@whiteboard@|@čhaŋbláska ská@
@Whiteboard@|@čhaŋbláska ská@
@Who@|@tuwá, túwe@
@Who are you?@|@Nitúwe he/hwo? (F/M speaker)@
@Who cares@|@Toka sni@
@Who has some dried meat?@|@Tuwá pápa etáƞ yuhá hwo?@
@Who has some dried meat? (Female speaker)@|@Tuwá pápa etáƞ yuhá he?@
@Who is that?@|@Hé tuwé he/hwo? (F/M speaker)@
@Who is your father?@|@Túwe até ya hwo/he?@
@Who is your mother?@|@Túwe iná ya hwo/he?@
@Who's got some dried meat?@|@Tuwá pápa etáƞ yuhá hwo?@
@Who's got some dried meat? (Female speaker)@|@Tuwá pápa etáƞ yuhá he?@
@Why@|@Tákuwe@
@Why did you do that?"@|@Takuwe ca hecanun hwo/he?@
@Why do you act too good?@|@Takuwe wastenic'ila hwo/he?@
@wí@|@Sun@
@Wild Animal@|@Wamákȟaskaŋ@
@Wild Animals@|@Wamákȟaskaŋ@
@Wild game bird@|@šiyó@
@Wild plumbs@|@kȟáŋta@
@Will-o’-the-Wisp@|@pȟéta yuhála@
@Willow tree@|@čhoȟwáŋžiča@
@Wind@|@tȟaté@
@Windy@|@tȟatéte, Tȟaté@
@Winter@|@waníyetu@
@Wisdom@|@wóksape@
@With medicine@|@Pejuta ounye uha wóunspé ki henna wa yasu yakel pasi (pi/pelo)@
@With one@|@kičhí@
@Without bowls@|@Itázipčho@
@Wolf@|@šuŋgmánitu tȟáŋka@
@Wolverine@|@škečátȟaŋka  - (pronounced  škečátȟaŋngka)@
@Woman@|@wíŋyaŋ@
@Wood Mountain@|@C'aŋ Ȟe@
@Woodpecker@|@čhaŋkátotola@
@Work horse@|@šuŋgwóilake@
@Work-ox@|@ptewák’iŋ@
@Worm@|@waglúla@
@Would you like me to do it?@|@Ecamun yacin hwo?@
@Would you like me to help you?@|@Ociciya yacin hwo/he?@
@Would you like some coffee?@|@Wakȟálapi etáŋ yačhíŋ he/hwo? (F/M speaker)@
@Would you like some?@|@Hunh yacin hwo/he?@
@Would you like to dance with me?@|@Wayáčhi yačhíŋ he?@
@Wounded Knee@|@Čhaŋkpé Ópi@
@Wounded Knee Creek@|@C'aŋkpe Opi Wakpala@
@Wrist@|@napókaške@
@yawn (v)@|@iyóya@
@Year@|@Waníyetu@
@Yelled by women in a high pitched voice to praise warriors for acts of valor@|@lililili!@
@Yellow@|@Zí@
@Yellow Earth@|@Mak'a Saŋ Oyuze@
@Yellow Shirt@|@Ogle Zizi@
@Yellowstone River@|@Hehaka Wakpa (Elk River)@
@Yes@|@Háƞ, Háŋ, háu, Hau/Haŋ, Haú/Háŋ, Hau/Haŋ ímápuze, héčha etáŋ wačhíŋ kštó/yeló (F/M speaker), ímaphi, lowáčhiŋ, Tó@
@Yesterday@|@ȟtálehaŋ@
@You - (pronoun)@|@Ní@
@You and I have (Inclusive - dual)@|@Uƞyúha@
@You are@|@Yaúŋ@
@You are called@|@Eníčiyapi@
@You are right@|@wičáyakȟa peló’@
@You be@|@Yaúŋ@
@You did very well@|@Yupiya waecanun welo/we@
@You did well@|@Taŋyáŋ ečhánuŋ kštó/yeló (F/M speaker)@
@You get@|@Iyáču@
@You get your book? (male/female speaker)@|@Wówapi nitȟáwa iyáču wo/we@
@You go alone@|@Nišnála yá ye/yo (F/M speaker)@
@You go by yourself@|@Nišnála yá ye/yo (F/M speaker)@
@You have@|@Luhá@
@You know you want me@|@Amayas'in ca slolyaye@
@You live at@|@Yathi@
@You look sick@|@Nikuje s'eleca@
@You look tired@|@Nihwa s'eleca@
@You murmur about it@|@íyagle@
@You must all come again@|@Ečháš akhé ú pe/po (F/M speaker)@
@You must come again@|@Ečháš akhé ú we/wo (F/M speaker)@
@You said@|@ehá@
@You see@|@Waŋláka@
@You seem to think you're so smart@|@Lila ksabnic'ila s'eleca@
@You sit@|@naŋká@
@You spoke truly@|@ehá peló’ eháŋkeč’uŋ@
@You spread it out for drying@|@yamní@
@You think bad@|@Sicaya wilukcan@
@You want@|@Yačhíŋ@
@Young@|@koskálaka, tȟéča@
@Younger brother@|@misúŋ  (Male speaker), misúŋkala  (Female speaker)@
@Younger brother got his book@|@Misúŋ wówapi tȟawá hé ičú@
@Younger sister@|@mitȟáŋkala (female speaker), Tȟaŋkší (male speaker@
@Your@|@Nitȟáwa@
@Your grandfather@|@nitȟúŋkašila@
@Your mother@|@nihúŋ@
@Your younger brother@|@nisúŋkala@
@You're finally here@|@Nakes yahi@
@You're going home now@|@Yagle inceye?@
@You're really cute@|@Lila nico@
@You're right@|@ake@
@You're standing in the way@|@Kuseya nayajin@
@Yucca@|@hupȟéstola@

