@Laotian (romanized)@|@English@
@xak pa@|@tree whose fruit are used as soap@
@xak pha@|@wash clothes@
@xak phae@|@laumder@
@xak phi@|@corpse@
@xak sob@|@convey a funeral cortege to the place of funeral@
@xak tharm@|@question, cross examine@
@xak thoung kheun@|@fly a flag@
@xak thoung long@|@lower a flag@
@xak thung@|@raise a flag@
@xak tua yang@|@give an example@
@xak vai@|@retain a part@
@xak vao@|@fly a kite@
@xak vao@|@self fucking@
@xak xa@|@delay@
@xak xa@|@retard@
@xak xa@|@defer@
@xak xa@|@slow down@
@xak xom@|@drill and make proficient by asking questions@
@xak xuan@|@persuade@
@xak xuan@|@urge@
@xak xuan@|@press@
@xak xuan@|@induce@
@xak yai@|@spin a web@
@xákham@|@Tree whose wood and bark are used medicinally for dysentery@
@xákham@|@karuka pinnata roxb@
@xákhan@|@vine@
@xákhang@|@medical root@
@xákhang@|@vine@
@xákhang@|@premna@
@xak-ngao@|@photograph@
@xak-ork ma@|@draw@
@xak-ork ma@|@dip@
@xak-ork ma@|@raise@
@xak-ork phout neung@|@take away a part@
@xak-ork phout neung@|@take away a part@
@xakteuan@|@warn@
@xalong@|@slow down@
@xam@|@a place which is always wet due to water seepage@
@xam@|@repeat@
@xam@|@reiterate@
@xam@|@plate@
@xam@|@dih@
@xam@|@bowl@
@xam@|@repeatedly@
@xam baen@|@flat plate@
@xam bor leo@|@That’s not all@
@xam bor nam@|@That’s not all@
@xam bor nam@|@That’s not all@
@xam bor vao@|@furthermore@
@xam chai@|@feel hurt@
@xam chai@|@be cut to the quick@
@xam di@|@so much the better@
@xam kav@|@uniformity@
@xam kav@|@sameness@
@xam la@|@pay back money@
@xam la@|@spend for@
@xam la@|@pay of@
@xam la@|@case out@
@xam la@|@middle-aged@
@xam la@|@some what past freshness (for fruit)@
@xam la ban xi@|@liquidate an account@
@xam la chay@|@purify the mind@
@xam la khuam@|@solve@
@xam la khuam@|@judge@
@xam la khuam@|@decide a case@
@xam la ngeun@|@pay costs@
@xam la ngeun@|@settle@
@xam la ni@|@clear or pay off a debt@
@xam la ni@|@clear or pay off a debt@
@xam la tua@|@wash or cleanse one self@
@xam lang na@|@wash basin@
@xam lang na@|@wash basin@
@xam lao@|@confidential@
@xam lao phit tham ma da ma nut@|@sodomy@
@xam na@|@victory@
@xam nan@|@experience@
@xam neua@|@northern province of Xamneua@
@xam neua@|@northern province of Xamneua@
@xam ni@|@expert@
@xam ni@|@skilled@
@xam ni@|@experience@
@xam ni xam nan@|@skilled@
@xam ni xam nan@|@skilful@
@xam phat@|@but@
@xam phat di kheun@|@but it’s getting better@
@xam phat pherm kheun@|@but it’s getting more and more@
@xam teum@|@hit when one is down, adv@
@xam thai@|@finish, make an end of@
@xam xa@|@temporary@
@xam xa@|@while waiting@
@xam xa@|@provisional@
@xam xa@|@temporary@
@xam xuay@|@hardwood tree@
@xam xuoy@|@help to finish work or help to end it@
@xamdai@|@even more@
@xamxak@|@repeatedly@
@xan@|@steep@
@xan@|@vertical@
@xan@|@tremble@
@xan@|@vibrate@
@xan@|@sway@
@xan@|@shake@
@xan@|@grade@
@xan@|@rank@
@xan@|@class@
@xan@|@stage@
@xan@|@level@
@xan@|@floor@
@xan@|@storey@
@xan@|@layer@
@xan@|@quality@
@xan@|@shelf@
@xan@|@outside stair@
@xan@|@porch@
@xan@|@back porch@
@xan@|@platform@
@xan@|@back of house@
@xan@|@spread out, expand, scatter, be scatted, be dispersed, be rounted@
@xan@|@spread out, expand, scatter, be scatted, be dispersed, be rounted@
@xan@|@spread out, expand, scatter, be scatted, be dispersed, be rounted@
@xan@|@spread out, expand, scatter, be scatted, be dispersed, be rounted@
@xan@|@spread out, expand, scatter, be scatted, be dispersed, be rounted@
@xan ban da sak@|@hierarchy@
@xan bon@|@upstairs@
@xan chat ta va@|@fourth grade@
@xan dee@|@good class@
@xan fa@|@levels of heaven@
@xan fa@|@heaven@
@xan heun@|@house flatform@
@xan kang@|@middle ranks or grade@
@xan khon tham ma da@|@civil service grades@
@xan khor@|@straighten the neck@
@xan kor ka@|@first grade@
@xan kor ka@|@primary course@
@xan lang@|@ground floor@
@xan lang@|@downstairs@
@xan leut@|@excellent@
@xan leut@|@superior@
@xan loom@|@lower ranks or grades@
@xan loom@|@ground floor@
@xan loom@|@downstairs@
@xan meung@|@outskirts@
@xan na sa@|@age (of a living being)@
@xan na sout@|@examine@
@xan na sout@|@investigate@
@xan na sout@|@inspect@
@xan na sout@|@verify@
@xan na sout phik sop@|@conduct a postmortem@
@xan nai@|@inside layer@
@xan nam@|@leader in quality@
@xan nam phon@|@front porch@
@xan ngok@|@first grade@
@xan nok@|@outer layer@
@xan nok@|@right side of fabric@
@xan nu@|@knee@
@xan phi set@|@special grade@
@xan phieng@|@platform for what@
@xan phieng@|@that@
@xan phieng@|@pagoda@
@xan ra xa kan phon la meuang@|@civil service grades@
@xan soung@|@high-ranking@
@xan tam@|@low-ranking@
@xan theung@|@upstairs@
@xan theung@|@upper floor@
@xan theung@|@higher level@
@xan tho@|@second stage@
@xan ton@|@stage@
@xan ton@|@primary@
@xan ton@|@basic or firstage@
@xan try@|@third grade@
@xan tu@|@anything alive@
@xan tu@|@flora or fauna@
@xan van na@|@caste@
@xan van na@|@class@
@xan xa la@|@platform@
@xan xua@|@low class@
@xan xua@|@inferior@
@xan yaem@|@first-class@
@xan yaem@|@top class@
@xan yaem@|@top grade@
@xang@|@hate@
@xang@|@dislike@
@xang@|@detest@
@xang@|@abhor@
@xang@|@weight@
@xang@|@measure@
@xang@|@order@
@xang@|@elephant@
@xang@|@tree ehretia acuminata@
@xang dam@|@black elephant@
@xang dam@|@name of a type of orchid@
@xang dor@|@small elephant but has tusk@
@xang hed@|@skilful@
@xang hed muak@|@hatter@
@xang hed muak@|@hatter@
@xang hoa man thor@|@leave it there@
@xang hoa man thor@|@leave it alone@
@xang hom@|@liar@
@xang hong@|@type of bamboo used in carpentry@
@xang hua man phen yang@|@leave it alone! to hell with it!@
@xang jai@|@consider carefully@
@xang jai@|@weigh@
@xang jai@|@reflect upon@
@xang jak@|@mechanic@
@xang kan@|@hate each other@
@xang khom@|@pygmy elephant@
@xang khuot@|@sculptor@
@xang khuot ngeun@|@silversmith@
@xang kxop@|@platter@
@xang kxop@|@electroplater@
@xang lek@|@blacksmith@
@xang lek@|@blacksmith@
@xang leum@|@forgetful@
@xang lor@|@construction@
@xang lor@|@molder@
@xang mai@|@carpenter@
@xang marn@|@let it@
@xang marn@|@leave it@
@xang mith@|@knife maker@
@xang mou@|@bush used in the preparation of the ferment for making rice alcohol, sodanum verbascifolium@
@xang mou@|@bush used in the preparation of the ferment for making rice alcohol, sodanum verbascifolium@
@xang na li kha@|@watchmaker@
@xang nam@|@hippopotamus@
@xang nam@|@walrus@
@xang nam na@|@detest@
@xang nam na@|@loathe@
@xang nao@|@tree with yellow bark used for making medicinal drink@
@xang nao@|@ellipantanthus tomentosus@
@xang nguang@|@tuskless elephant@
@xang noy@|@small elephant@
@xang nyard@|@snatch@
@xang nyard@|@grab@
@xang nyard@|@wrest@
@xang pa@|@wild elephant@
@xang paeng keup@|@shoe repairman@
@xang paeng keup@|@cobbler@
@xang paeng kheo@|@dentist@
@xang paeng mong@|@watchmaker@
@xang paeng mong@|@watch repairman@
@xang pak@|@good speaker@
@xang pak@|@boaster@
@xang pak@|@braggart@
@xang pak xang vao@|@talkative@
@xang pan@|@potter@
@xang pan@|@modeller in clay@
@xang pen@|@how strange@
@xang pha@|@type of bamboo@
@xang phai@|@pole bamboo used medicinally@
@xang phai@|@bull elephant@
@xang phang@|@female elephant@
@xang phet phoi@|@jeweller@
@xang pheuyk@|@white elephant@
@xang phim@|@printer@
@xang phit chak@|@mechanic@
@xang san@|@large elephant@
@xang taem@|@painter@
@xang taem@|@artist@
@xang tam houk@|@weaver@
@xang tam pha@|@weaver@
@xang tat keub@|@shoemaker@
@xang tat keub@|@cobbler@
@xang tat kheuang@|@tailor@
@xang tat phom@|@barber@
@xang tat phom@|@coiffeur@
@xang tat phom@|@hairdresser@
@xang tat seua@|@tailor@
@xang tat seua@|@dressmaker@
@xang thai hop@|@photographer@
@xang tham muak@|@hatter@
@xang tham muak@|@hatter@
@xang theuan@|@wild elephant@
@xang thor@|@let@
@xang thor@|@abandon@
@xang ti kram@|@centigram@
@xang ti lek@|@blacksmith@
@xang ti lek@|@blacksmith@
@xang ti lit@|@centilitre@
@xang ti met@|@centimetre@
@xang ti ngern@|@jeweller@
@xang ti ngern@|@silversmith@
@xang tor@|@elephant used as a decoy@
@xang tor heua@|@shipwright@
@xang tuang vat@|@weights and measure@
@xang vao@|@good talker@
@xang vao@|@one adept at@
@xang vi yae@|@January@
@xang xa@|@balance@
@xang xa@|@make equal@
@xang xak kheuang@|@launderer@
@xang xak kheuang@|@laundress@
@xang xam ni@|@riding elephant@
@xang yip kheung@|@tailor@
@xang yip kheung@|@seamstress@
@xang you xang kin@|@nonchalant@
@xángak@|@stop short@
@xángak@|@come to a sudden halt@
@xánger@|@lean out to look at@
@xangk seow@|@embroiderer@
@xangk seow@|@knitter@
@xanglor@|@iron founder@
@xangmarn@|@keep it@
@xang-nga dieav@|@one-tusked elephant@
@xanh mong phaeng@|@bush whose wood is used medicinally for stomach gas@
@xao@|@cease@
@xao@|@stop@
@xao@|@stay@
@xao@|@rent@
@xao@|@morning@
@xao@|@cease@
@xao@|@to stop@
@xao@|@rent@
@xao@|@morning early@
@xao@|@twenty@
@xao@|@clear land@
@xao at@|@twenty-one@
@xao ban@|@villager@
@xao ban@|@neighbor@
@xao ban nok@|@rura@
@xao ban nok@|@people@
@xao chang@|@stop@
@xao chang@|@rest@
@xao chang@|@remain@
@xao chang@|@stop@
@xao chang@|@rest@
@xao chang@|@remain@
@xao chin@|@Chinese@
@xao doy@|@mountaineer@
@xao ha ha@|@very exhausted and breathed very fast@
@xao hai@|@hillside farmer@
@xao hat@|@stop doing@
@xao hed@|@stop doing@
@xao heng@|@take a break@
@xao heng@|@a rest@
@xao heu@|@crew of a boat@
@xao heuan@|@rent a house@
@xao heun@|@rent a house@
@xao kae@|@islander@
@xao khao@|@mountainer@
@xao khao@|@mountain dweller@
@xao lok@|@inhabitants of the world@
@xao lot@|@crew of a vehicle@
@xao meu@|@northerner@
@xao meu@|@northerner@
@xao meuay@|@rest@
@xao meung@|@citizen@
@xao meut@|@drawn@
@xao meut@|@dawn@
@xao meuy@|@time break@
@xao meuy@|@a rest@
@xao na@|@farmer@
@xao na@|@peasant@
@xao na@|@cultivator@
@xao na@|@clear a ricefield@
@xao nam@|@be weaned@
@xao neung@|@a score@
@xao neung@|@twenty@
@xao neung@|@a score@
@xao neung@|@twenty@
@xao ni@|@this morning@
@xao ni@|@this morning@
@xao ni khom@|@settler@
@xao nom@|@wean@
@xao pha@|@forest people@
@xao pha lang@|@French@
@xao pha mong@|@fisherman@
@xao pheung meung@|@city dweller@
@xao pheung meung@|@native@
@xao pheung meung@|@indigene@
@xao phut@|@Buddhist@
@xao serk@|@cease fire@
@xao serk@|@stop war@
@xao seu@|@buy on the instalment plan@
@xao seuk@|@ceasefire@
@xao siay thert@|@stop@
@xao siay thert@|@stop@
@xao ta ven ork@|@Easterner@
@xao ta ven ork@|@Oriental@
@xao ta ven tok@|@Westerner@
@xao ta ven tok@|@Occidental@
@xao tang pha that@|@foreigner@
@xao tay@|@southerner@
@xao tha le@|@seaman@
@xao tha le@|@mariner@
@xao thai@|@Thai@
@xao va lek@|@shorthand@
@xao va lek@|@shorthand@
@xao va lek@|@rapid-writing@
@xao vang@|@people of the palace@
@xao viak@|@stop work@
@xao viek@|@stop work@
@xao xa@|@stop@
@xao xa@|@stop it@
@xao xeu@|@buy on the installment plan@
@xao xuan@|@gardener@
@xao xuan@|@farmer@
@xao xuang@|@sublease@
@xao xuang@|@subrent@
@xao xuang@|@sublease@
@xao xuang@|@subrent@
@xao yang@|@stop@
@xao yang@|@rest@
@xao yang@|@stop@
@xao yang@|@reat@
@xao yu rop@|@European@
@xap@|@wealth@
@xap@|@property@
@xap@|@know@
@xap@|@learn of@
@xap@|@acknowledge@
@xap chiay xap@|@blotting paper@
@xap kao xap ka mom@|@know@
@xap kao xap ka mom@|@understand@
@xap kao xap ka mom@|@know@
@xap kao xap ka mom@|@understand@
@xap lap@|@stand in line@
@xap pha chon@|@natural resources@
@xap pha ya kon@|@natural resources@
@xap seum@|@whisper@
@xap sin@|@property@
@xap sin@|@asset@
@xap sin@|@wealth@
@xap sin ngern kham@|@goods@
@xap sin ngern kham@|@property@
@xap sing khong@|@resources@
@xap sing khong@|@assets@
@xap sit@|@property rights@
@xap som bat@|@property@
@xap tham ma xat@|@natural resources@
@xap tham ma xat@|@natural resources@
@xap xap@|@murmur@
@xap xap@|@sound of low voice@
@xap xeung@|@impressed@
@xap xeung@|@affected@
@xap xeung@|@touched@
@xap xon@|@complex@
@xard@|@nation@
@xard@|@country@
@xard@|@race@
@xard@|@group@
@xard@|@tribe@
@xard@|@pedigree@
@xard@|@incarnation@
@xard@|@caste@
@xard@|@species@
@xard@|@birth@
@xard@|@life@
@xard@|@type@
@xard@|@kind@
@xard@|@rank@
@xard@|@vermilion@
@xard@|@power used to make ink@
@xard@|@animal which is savage protecting its young@
@xard@|@annatto tree@
@xard@|@animal which is savage protecting its young@
@xard@|@annatto tree@
@xard@|@bixa orellana@
@xard@|@oleoresinous hard wood tree@
@xard@|@dipterocarpus@
@xard arn nae non@|@independent country@
@xard khek dam@|@Negro race@
@xard khon@|@humanity@
@xard khon@|@mankind@
@xard kone@|@previous life@
@xard kone@|@former incarnation@
@xard lao@|@the Lao people@
@xard lao@|@Lao race@
@xard lok@|@mankind@
@xard lok@|@inhabitants of the world@
@xard ma noud@|@mankind@
@xard ma noud@|@the race of man@
@xard na@|@the next life@
@xard na@|@the next incarnation@
@xard ni@|@this life@
@xard ni@|@this incarnation@
@xard phiew khao@|@white race@
@xard thay@|@Thai race@
@xard ti@|@ordinary@
@xard xeua@|@family@
@xard xeua@|@lineage@
@xark@|@corpse@
@xark juap@|@get something new and show off@
@xark khon tai@|@human corpse@
@xark phi tai@|@corpse@
@xark phi tai@|@dead body@
@xark sat@|@animal corpse@
@xark sop@|@corpse@
@xarng@|@putrefied@
@xarng@|@putrescent@
@xarng@|@laryngitis@
@xarng@|@name of several species of bamboo@
@xarng@|@dendrocalamus membranaceus munro@
@xarng@|@artisian@
@xarng@|@expert in art@
@xarng@|@in speech@
@xarng@|@in handicraft@
@xarng@|@skilled worker@
@xarng kae@|@engraver@
@xarng kae@|@sculptor@
@xarng kae@|@carver@
@xarng kae lai@|@sculptor@
@xarng keup@|@shoemaker@
@xarng kham@|@jeweller@
@xarng kham@|@gold smith@
@xarng khien@|@painter@
@xarng khien@|@artist@
@xarng khien@|@draftsman@
@xarng kor@|@mason@
@xarng kor@|@builder@
@xarng kor id@|@mason@
@xarng kor sang@|@builder@
@xarng kung@|@lathe-turner@
@xarng lang@|@be vertical or well-aligned@
@xarngkham@|@ornamental striped bamboo used medicinally@
@xarngkham@|@bambusa vulgaris schrad@
@xata@|@bird certificate@
@xatadee@|@good luck@
@xauk@|@luck@
@xauk@|@good news@
@xauk@|@hit with the fist@
@xauk@|@box@
@xauk bo di@|@bad luck@
@xauk di@|@good luck@
@xauk hai@|@misfortune@
@xauk hai@|@bad luck@
@xauk lauk@|@tall and narrow@
@xauk lauk@|@impolite@
@xauk muoy@|@box@
@xauk nai khuam hak@|@lucky in love@
@xauk toi@|@beat@
@xauk toi@|@thump@
@xauk toi@|@hit@
@xauk xa ta@|@destiny@
@xauk xa ta@|@fate@
@xauk xai@|@good luck@
@xaukl auk@|@thus ugly@
@xaukt oi@|@drub@
@xaun@|@great grandmother, very old@
@xavan@|@scatter@
@xavan@|@spend@
@xavang@|@big yellowish@
@xavang@|@venomous snake@
@xavang@|@possibly a krait@
@xáxá@|@carelessly spendthrift@
@xay@|@winnow@
@xay@|@existing@
@xay khao@|@winnow rice@
@xe@|@lean@
@xe@|@stagger@
@xe@|@lurch@
@xe@|@sway@
@xe@|@tack@
@xe@|@wander@
@xe@|@roam@
@xé@|@go away to( dog)@
@xe bang fai@|@Xebangfai a river of Savannakhet province@
@xe don@|@Xedon river@
@xe don@|@Xedon district of southern Laos@
@xe khuam@|@twist the meaning of a word@
@xe khuam@|@phrase or sentence@
@xe kong@|@Xekong river in southern part of Laos@
@xe noy@|@a river which forms the boundary between Khammouane and Savannakhet provinces, the Se noi@
@xe ork pa den@|@diverge from the main subject@
@xe pai xe ma@|@zigzag@
@xe saeng@|@mislead@
@xe saeng@|@feign@
@xe saeng@|@pretend@
@xe ta van@|@name of a temple near the city of Saravasti in the kingdom of Kosala where the Buddha lived@
@xe tom@|@September@
@xe xuan@|@stagger@
@xed@|@dry@
@xed@|@wipe@
@xed@|@rub@
@xed@|@set hair@
@xed heua@|@wipe off the perspiration@
@xed keo pong yiem@|@clean the windows@
@xed lod@|@clean the car@
@xed meu@|@dry the hands@
@xed meu@|@wipe the hands@
@xed na@|@dry one’s face@
@xed na@|@wipe the face@
@xed na@|@dry one’s face@
@xed na@|@wipe the face@
@xed nam ta@|@wipe away the tears@
@xed park@|@wipe the mouth@
@xed ta@|@wipe one’s eyes@
@xed tua@|@dry oneself@
@xeed@|@pale@
@xeed@|@faded@
@xeed@|@tasteless@
@xeed@|@insipid@
@xeed pan phi tai@|@whiten@
@xeed pan phi tai@|@blanch as corpse@
@xeed sa rot@|@fade with sadness@
@xeed sa rot@|@fade with sadness@
@xeek@|@fetter@
@xeek@|@section or part@
@xeen@|@meat@
@xeen@|@flash@
@xeen dip@|@raw meat@
@xeen mou@|@pork@
@xeen mou@|@pork@
@xeenhaeng@|@dried meat@
@xeenlarp@|@hash@
@xeen-oy toy@|@meat without fat or bone@
@xeen-yang@|@smoked meat@
@xeen-yarp@|@tough meat@
@xek@|@bank cheque@
@xek lek@|@impolite, rude, ugly@
@xek lek@|@impolite, rude, ugly@
@xek lek@|@impolite, rude, ugly@
@xem@|@pointed knife@
@xem lem@|@ugly@
@xen@|@sign, tremble, shake, vibrate, tremble with fear n@
@xen@|@just as, for instance, thus, to wit, n@
@xen dai@|@how@
@xen dia kan@|@likewise, in the same way@
@xen kan@|@likewise, the same as@
@xen kone@|@formerly@
@xen nan@|@like that@
@xen ni@|@like this@
@xen sa nya@|@sign an agreement@
@xen tua yang@|@for example@
@xen va@|@for example@
@xen xarp@|@sign of acknowledgement@
@xen xue@|@sign, n@
@xeng@|@boring because of nothing to do@
@xeng phay@|@spread@
@xenxen@|@dripping continuously, continuously@
@xen-yan@|@tremble with fear@
@xep lep@|@conical in hsape@
@xep lep@|@with truncated top@
@xep tam@|@September@
@xepon@|@Xepon district of Savannakhet province@
@xer@|@not miserly@
@xer@|@not thrift@
@xer@|@unthrifty@
@xer@|@vile@
@xer@|@low@
@xer@|@base@
@xer@|@stupid@
@xer@|@be surprised@
@xer@|@faint@
@xer khao@|@cleanse rice before making vermicelli@
@xer khao@|@wash rice before cooking@
@xerm@|@much@
@xerm@|@many@
@xerm@|@cut on the bias@
@xerm@|@slice straight or at an angle@
@xern@|@invite@
@xern@|@please@
@xern deum@|@your health !@
@xern deum nam der@|@please take some water@
@xern hap a han@|@invite to eat@
@xern hap pa than nam kan der@|@please join us@
@xern kha noy@|@please@
@xern khao ma@|@Please come in !@
@xern kon@|@please go ahead@
@xern kon@|@after you@
@xern lao khao ma@|@please show him in@
@xern lor tha noy neung@|@please wait a moment@
@xern lor tha noy neung@|@please wait a little@
@xern lor tha noy neung@|@please wait a moment@
@xern lor tha noy neung@|@please wait a little@
@xern lot der@|@please help yourself@
@xern lot der@|@please go ahead@
@xern nang@|@please@
@xern nang@|@sit down@
@xern nang long@|@please@
@xern nang long@|@sit down@
@xern phay@|@invite to go@
@xern phern khao ma@|@please show him in@
@xern tam sa bay@|@please make yourself at home@
@xern tam sa bay@|@take it@
@xern tam sa bay@|@make ypurself comfortable@
@xern tha kon@|@please wait@
@xern thang nan@|@that way@
@xern thang nan@|@please@
@xern thang ni@|@this way@
@xern thang ni@|@please@
@xerng@|@strait@
@xerng@|@direction@
@xerng@|@fringe@
@xerng@|@model@
@xerng@|@sort@
@xerng@|@kind@
@xerng@|@attitude@
@xerng@|@outlook@
@xerng@|@character@
@xerng@|@sing and dance in groups during the rocket festival and boat races@
@xerng@|@which@
@xerng@|@that@
@xerng@|@sing bawdy festival songs@
@xerng kan@|@couple@
@xerng kan@|@breed@
@xerng kan@|@fuck@
@xerng kan@|@make love@
@xerng kan lae kan@|@mutual@
@xerng nang meow@|@ceremony to bring rain in which a cat in a basket is taken in procession all around the village and each household pouring water on the cat@
@xerng pha@|@fringe@
@xerng pha@|@border@
@xerng xa kon@|@crematory@
@xerp xerp@|@walk with a slow step@
@xert@|@sled@
@xert@|@with runnerscoronet@
@xert@|@music played on the departure of a high personage@
@xert@|@kind of dance@
@xert@|@imitating flight@
@xert@|@coronet@
@xert@|@crown@
@xert@|@tiara@
@xert kham@|@golden crown@
@xert neua@|@go hunting@
@xert sing@|@a Lao song@
@xert sing@|@name of a type of classical dance@
@xert xou@|@elevate@
@xert xou@|@raise@
@xert xou@|@further@
@xert xou@|@foster@
@xert xu@|@admire@
@xert xu@|@exalt@
@xeu@|@name@
@xeu@|@buy@
@xeu chay khay@|@buy and sell@
@xeu chay khay@|@do business@
@xeu hnhang@|@what is your name@
@xeu hom@|@collective noun@
@xeu kan kha@|@trade name@
@xeu khay@|@buy and sell@
@xeu khong@|@shop@
@xeu leow@|@sold@
@xeu leu@|@lose consciousness@
@xeu nam sa kun@|@last name@
@xeu nam sa kun@|@family name@
@xeu pheng@|@alias@
@xeu pheng@|@pseudonym@
@xeu phon@|@buy on credit@
@xeu sad@|@honest@
@xeu sad@|@TRUE@
@xeu sad@|@sincere@
@xeu sad@|@royal@
@xeu siang@|@famous@
@xeu sin kha@|@name of goods@
@xeu sin xeua@|@buy on credit@
@xeu sing khong@|@name of an article@
@xeu song@|@radio or TV call sign@
@xeu theuk@|@buy cheaply@
@xeu tong@|@faithful@
@xeu tor@|@honest@
@xeu tua@|@first name@
@xeu va@|@be named or called@
@xeu va@|@mean@
@xeu xeu@|@tasteless adv@
@xeu xeu@|@buy on credit@
@xeu yoy@|@buy at retail@
@xeu yu@|@trading@
@xeua@|@believe@
@xeua@|@trust@
@xeua@|@have faith@
@xeua@|@obey@
@xeua@|@blood relationship@
@xeua@|@family@
@xeua@|@lineage@
@xeua@|@ancestry@
@xeua@|@line@
@xeua@|@to believe@
@xeua@|@trust@
@xeua aok xeua chai@|@to have confidence in@
@xeua bor dai@|@unbelievable@
@xeua bor dai@|@untrustworthy@
@xeua chai@|@trust@
@xeua chai@|@have confidence in@
@xeua chao@|@of noble lineage@
@xeua chao pha@|@of royal blood@
@xeua fai@|@fuel@
@xeua fai@|@tinder@
@xeua fang@|@obey@
@xeua fang@|@trust and obey@
@xeua fang khuam@|@obey@
@xeua ka xad@|@of royal blood@
@xeua khak@|@believe firmly@
@xeua khak@|@be sure@
@xeua lok@|@germs@
@xeua lok@|@bacteria@
@xeua lok@|@virus@
@xeua man@|@to believe firmly@
@xeua man@|@to believe firmly@
@xeua marn@|@believe firmly@
@xeua marn@|@believe firmly@
@xeua neo@|@lineage@
@xeua ok xeua chai@|@believe@
@xeua ok xeua chai@|@have confidence in@
@xeua paeng@|@yeast@
@xeua paeng@|@leavening@
@xeua phang@|@to obey@
@xeua pheung@|@fuel@
@xeua pheung@|@tinder@
@xeua phi@|@believe in spirit@
@xeua sai@|@ancestry@
@xeua sai@|@lineage@
@xeua ta koun@|@ancestry@
@xeua theu@|@respect@
@xeua theu@|@trust@
@xeua theu@|@obey@
@xeua theu@|@believe in@
@xeua theu@|@to believe in@
@xeua theu@|@worship@
@xeua thor@|@believe me@
@xeua thoy phang khuam@|@obey@
@xeua thoy phang khuem@|@to obey@
@xeua vong@|@family@
@xeua vong@|@lineage@
@xeua xan van na@|@class@
@xeua xan van na@|@caste@
@xeua yak lay@|@incredible@
@xeua yak lay@|@unbelievable@
@xeua yark@|@hard to believe@
@xeua yark@|@unbelievable@
@xeua yark@|@incredible@
@xeua:@|@ancestry@
@xeua:@|@family@
@xeua: chao@|@of noble lineage@
@xeua: ka sat@|@of royal blood@
@xeua: lok@|@germs@
@xeua: neo@|@lineage@
@xeua: sat van na@|@class@
@xeua: say@|@ancestry@
@xeua: say van na@|@caste@
@xeua: thai@|@Thai race@
@xeua: vong@|@family@
@xeuad@|@slice@
@xeuad@|@cut@
@xeuad@|@carve@
@xeuak@|@rope@
@xeuak@|@string@
@xeuak@|@cord@
@xeuak@|@hard wood tree@
@xeuak@|@terminalia tomentosa@
@xeuak@|@crenulata clarke@
@xeuak@|@rope, string, cord@
@xeuak khad@|@broken cord@
@xeuak kheng@|@tight@
@xeuak kheng@|@taut cord@
@xeuak khuay@|@cord for tying buffalo@
@xeuak lek@|@chain@
@xeuak lek@|@iron cable@
@xeuak lek@|@chain@
@xeuak lek@|@iron cable@
@xeuak muat@|@cord made from buffalo skin@
@xeuak muat@|@cord made from buffalo skin@
@xeuak por@|@hemp or jute cord@
@xeuak por@|@cord made of ramie@
@xeuak vai@|@rattan cord@
@xeuak yai ma@|@bridle@
@xeuak-en@|@nylon cord@
@xeuang@|@conceal@
@xeuang@|@hide@
@xeuang@|@hide away@
@xeuap pai@|@to fall asleep@
@xeuap pai@|@nap@
@xeuay@|@cave in@
@xeuay xeuay@|@refreshingly as the feeling experienced from a light breeze@
@xeuk@|@sound of sobbing@
@xeuk@|@silent@
@xeuk kiang@|@rope@
@xeuk kiang@|@string@
@xeuk kiang@|@cord@
@xeuk mon@|@hardwood tree@
@xeuk mon@|@hardwood tree@
@xeuk nuat@|@cord@
@xeuk nuat@|@cable@
@xeuk nuat@|@cord@
@xeuk nuat@|@cable@
@xeuk xak@|@impolite@
@xeuk-xeuk@|@sound of sobbing@
@xeuk-xeuk@|@silent sobbing@
@xeum@|@increase in neck girth when a male buffalo reaches maturity@
@xeum@|@lose@
@xeum@|@absorbed@
@xeum@|@melt@
@xeum@|@ooze@
@xeum@|@soak into@
@xeum@|@penetrate@
@xeum@|@whisper@
@xeum khao kan@|@mix together@
@xeum khuam sam phan@|@lose friendship@
@xeum khuam sam phan@|@lose friendship@
@xeum lek@|@weld@
@xeum lek@|@weld@
@xeum sap@|@soak up@
@xeum son@|@lose@
@xeum son@|@lose one’s character@
@xeum xeum@|@soak@
@xeun@|@lead (metal)@
@xeun@|@happy, gay, vivacious, cheerful@
@xeun@|@happy, gay, vivacious, cheerful@
@xeun@|@happy, gay, vivacious, cheerful@
@xeun ban@|@happy, joyful@
@xeun chay@|@gay@
@xeun chay@|@pleasant@
@xeun chay@|@refreshing@
@xeun chay@|@refreshing@
@xeun leo@|@feel better@
@xeun muan@|@pleasant, joyful, cheerful@
@xeun xom@|@joyous@
@xeun xom@|@cheerful@
@xeun xom@|@happy@
@xeun xom@|@satisfied@
@xeun xom-yindi@|@appreciate@
@xeung@|@rice steamer@
@xeung@|@relative pronounce: which, who, that@
@xeung@|@servant@
@xeung@|@servants@
@xeung bo maen lak@|@non-ferrous@
@xeung bo maen lak@|@non-ferrous@
@xeung kan lae kan@|@mutual@
@xeung kan lae kan@|@reciprocal@
@xeung kan lae kan@|@pron@
@xeung mi ma tae derm@|@original@
@xeung nai nan@|@including, in which@
@xeung xay@|@servant@
@xeung xay@|@minster@
@xeup@|@blot@
@xeup@|@fall asleep@
@xeup@|@nod@
@xeuy@|@spy@
@xeuy@|@prisoner of war@
@xeuy@|@liaison man@
@xeuy@|@accomplice@
@xeuy@|@the gust of wind which precedes a tempest@
@xeuy kan@|@in connivance@
