@Georgian@|@English@
@სწრაფად და დაუდევრად მუშაობს@|@scamping, scamps@
@სწრაფად და დაუდევრად ნამუშევარი@|@scamped@
@სწრაფად და მსუბუქად დადიოდა@|@tripped@
@სწრაფად და მსუბუქად დადის@|@tripping, trips@
@სწრაფად და მსუბუქად სიარული@|@trip@
@სწრაფად იზრდება@|@booms@
@სწრაფად ლაპარაკი@|@gibber@
@სწრაფად ლაპარაკობდა@|@gibbered@
@სწრაფად ლაპარაკობს@|@gibbering, gibbers@
@სწრაფად მიდიოდა@|@hotfooted@
@სწრაფად მიდის@|@hotfooting, hotfoots, moseying, moseys@
@სწრაფად მიმავალი@|@hotfooted@
@სწრაფად ნათქვამი@|@gibbered@
@სწრაფად რომ შრება@|@drip-dry@
@სწრაფად ყინავს@|@quick-freezes, quick-freezing@
@სწრაფად შრება@|@drip-dries, drip-drying@
@სწრაფად წავიდა@|@moseyed@
@სწრაფად წასვლა@|@mosey@
@სწრაფად წასული@|@moseyed@
@სწრაფად, მხიარულად აკეთებდა@|@lilted@
@სწრაფად, მხიარულად აკეთებს@|@lilting, lilts@
@სწრაფად, მხიარულად გაკეთებული@|@lilted@
@სწრაფად, მხიარულად კეთება@|@lilt@
@სწრაფად, უთავბოლოდ ლაპარაკი@|@gabble@
@სწრაფად, უთავბოლოდ ლაპარაკობდა@|@gabbled@
@სწრაფად, უთავბოლოდ ლაპარაკობს@|@gabbles, gabbling@
@სწრაფად, უთავბოლოდ ნალაპარაკევი@|@gabbled@
@სწრაფად, ჩქარა@|@express@
@სწრაფაქროლადი@|@volatile@
@სწრაფვა@|@aspiration, aspire@
@სწრაფი@|@cursory, expeditious, fast, fleet, heady, quick, rapid@
@სწრაფი გაფრთხილების@|@early-warning@
@სწრაფი ზრდა@|@boom, overgrowth@
@სწრაფი მზერა@|@glance, glances, peek@
@სწრაფი მზერები@|@peeks@
@სწრაფი მოძრაობა@|@dash, scud, scurry@
@სწრაფი მოძრაობა გააკეთა@|@dodged@
@სწრაფი მოძრაობები@|@dashes, scuds, scurries@
@სწრაფი მოძრაობის გაკეთება@|@dodge, flounce@
@სწრაფი სვლა@|@career@
@სწრაფი სვლები@|@careers@
@სწრაფი სიარული@|@hotfoot@
@სწრაფი სირბილი@|@scamper@
@სწრაფი, მკვეთრი მოძრაობა@|@flounce@
@სწრაფი, მკვეთრი მოძრაობები@|@flounces@
@სწრაფი,მკვეთრი მოძრაობა გააკეთა@|@flounced@
@სწრაფმავლობა@|@transience, transiency@
@სწუხებს@|@harasses@
@სწყალობს@|@favour, favouring, favours@
@სწყინს@|@chagrining, chagrins@
@სჭირდება@|@needs@
@სხაპასხუპით ლაპარაკი@|@patter, patter@
@სხაპასხუპით ლაპარაკობდა@|@pattered@
@სხაპასხუპით ლაპარაკობს@|@pattering, patters@
@სხაპასხუპით ნალაპარაკები@|@pattered@
@სხდომა@|@séance, session, sitting@
@სხდომები@|@séances, sessions, sittings@
@სხდომების ჟურნალები@|@minute-books@
@სხდომების ჟურნალი@|@minute-book@
@სხდომის ოქმები@|@hearings@
@სხეულები@|@bodies, corpora@
@სხეულები, ტორსები@|@torsos@
@სხეული@|@body, corpus@
@სხეული, ტორსი@|@torso@
@სხეულის@|@somatic@
@სხეულის აგებულება@|@physique@
@სხეულის აგებულებები@|@physiques@
@სხეულის ამა თუ იმ ნაწილთა მოყვანილობა@|@bights@
@სხეულის ამა თუ იმ ნაწილის მოყვანილობა@|@bight@
@სხეულის ნორმალური ტემპერატურა@|@blood-heat@
@სხეულისა@|@bodily, corporal, corporeal@
@სხეულისგან გათავისუფლდა@|@disembodied@
@სხეულისგან გათავისუფლება@|@disembodied, disembody@
@სხეულისგან თავისუფლდება@|@disembodying@
@სხეულისგსნ თავისუფლდება@|@disembodies@
@სხვა@|@another, other, other@
@სხვა აზრისაა@|@dissent@
@სხვა ვარსკვალებთან ერთად მთავარ როლს ასრულებენ@|@co-starring, costars@
@სხვა ვარსკვლავებთან ერთად მთავარ როლის შემსრულებლები@|@co-stars@
@სხვა ვარსკვლავებთან ერთად მთავარ როლს ასრულებდა@|@co-starred@
@სხვა ვარსკვლავებთან ერთად მთავარი როლის შესრულება@|@co-star@
@სხვა სახელმწფოსთვის გადაცემული დამნაშავე@|@extradited@
@სხვა სიტყვებით გამოთქვა@|@reworded@
@სხვა სიტყვებით გამოთქვამს@|@rewording, rewords@
@სხვა სიტყვებით გამოთქმა@|@reword@
@სხვა სიტყვებით გამოთქმული@|@reworded@
@სხვაგან მყოფი@|@away@
@სხვაგვარად@|@alias, other, otherwise, otherwise@
@სხვაგვარი@|@variant@
@სხვადასხვა@|@miscellanea, sundry@
@სხვადასხვა სახეობის მცირე ზომის ზვიგენთა საეღო სახელწოდება@|@dogfish@
@სხვადასხვა სახის საბაყალეო საქონელი@|@groceries@
@სხვადასხვა ფორმის მქონე@|@variform@
@სხვადასხვაგვარად@|@differently, variously@
@სხვადასხვაგვარი@|@diversified, various@
@სხვადასხვაგვარობა@|@diversity@
@სხვაზე ადრე კვდება@|@predeceases, predeceasing@
@სხვაზე ადრე მკვდარი@|@predeceased@
@სხვაზე ადრე მოკვდა@|@predeceased@
@სხვაზე ადრე სიკვდილი@|@predecease@
@სხვათა შორის@|@apropos@
@სხვათაშორის@|@inter alia@
@სხვანაირად@|@elsewhere@
@სხვებზე ადრე იძენს@|@pre-empting, pre-empts@
@სხვებზე ადრე შეიძინა@|@pre-empted@
@სხვებზე ადრე შეძენა@|@pre-empt@
@სხვებზე ადრე შეძენილი@|@pre-empted@
@სხვებზე ადრე შეძენილი საყიდელი@|@pre-emption@
@სხვებზე იაფად გაყიდა@|@undersold@
@სხვებზე იაფად გაყიდვა@|@undersell@
@სხვებზე იაფად გაყიდული@|@undersold@
@სხვებზე იაფად ყიდის@|@underselling, undersells@
@სხვებზე მეტად გამოჩენილი@|@pre-eminent@
@სხვები@|@others@
@სხვების პატივისმცემელი@|@respecter@
@სხვების პატივისმცემლები@|@respecters@
@სხვებისთვის შეუმჩნევლად@|@secretly@
@სხვენები@|@garrets, lofts@
@სხვენი@|@attic, garret, loft@
@სხვის ტერიტორიაზე დაფრინავდა@|@overflew@
@სხვის ტერიტორიაზე დაფრინავს@|@overflies@
@სხვის ტერიტორიაზე ფრენა@|@overfly@
@სხვის შვილს ზრდის@|@fostering, fosters@
@სხვისთვის დაწერილი სცენარი, ნაწარმოები, სცენარი@|@ghosted@
@სხვისი აზრების წამკითხავები@|@thought-readers@
@სხვისი აზრების წამკითხავი@|@thought-reader@
@სხვისი შვილის აღზრდა@|@foster@
@სხივები@|@rays@
@სხივი@|@beam, ray@
@სხივოსანი@|@radiant@
@სხივურად@|@radially, radiantly@
@სხივური@|@radial@
@სხლტება@|@rebounds@
@სჯის@|@penalizes, penalizing, punishes, punishing, trounces,@
@სჯობნის@|@excelling, excels@
@ტაბლეტები@|@tablets, tabloids@
@ტაბლეტი@|@tablet, tabloid@
@ტაბლო@|@scoreboard@
@ტაბლოები@|@scoreboards@
@ტაბუ@|@taboo@
@ტაბუ დაადო@|@tabooed@
@ტაბუდადებული@|@tabooed@
@ტაბუები@|@taboos@
@ტაბულატორები@|@tabulators@
@ტაბულატორი@|@tabulator@
@ტაბულირება@|@tabulation@
@ტაბულირებები@|@tabulations@
@ტაბურეტები@|@stools@
@ტაბურეტი@|@stool@
@ტაბუს ადებს@|@tabooing, taboos@
@ტაბუს დადება@|@taboo@
@ტავერნა@|@tavern@
@ტავერნები@|@taverns@
@ტავერჰემი@|@Taverham@
@ტავის მოჩვენებები@|@pretensions@
@ტავისუფალი ნება@|@freewill@
@ტავმჯდომარეობს@|@presiding@
@ტავტოლოგია@|@tautology@
@ტავტოლოგიები@|@tautologies@
@ტავტოლოგიური@|@tautological@
@ტაივანელი@|@Taiwanese@
@ტაივანი@|@Taiwan@
@ტაივანური@|@Taiwanese@
@ტაილანდელები@|@Thais@
@ტაილანდელი@|@Thai@
@ტაილანდი@|@Thailand@
@ტაილანდური@|@Thai@
@ტაიპეი@|@Taipei@
@ტაიტელები@|@Tahitians@
@ტაიტელი@|@Tahitian@
@ტაიტი@|@Tahiti@
@ტაიტური@|@Tahitian@
@ტაიფუნები@|@typhoons@
@ტაიფუნი@|@typhoon@
@ტაკელაჟი@|@cordage@
@ტალავერები@|@pergolas@
@ტალავერი@|@pergola@
@ტალანტები@|@talents@
@ტალანტი@|@talent@
@ტალახი@|@mud, slush@
@ტალახი, ჭყაპი@|@slob@
@ტალახიანი@|@oozy, slushy@
@ტალახით გასვრილი@|@bespattered@
@ტალახით გაწუწა@|@muddied@
@ტალახით გაწუწვა@|@muddy@
@ტალახით დასვრილი@|@bedraggled@
@ტალახით მოსვარა@|@sloshed@
@ტალახით მოსვრა@|@slosh@
@ტალახით მოსვრილი@|@sloshed, sloshed@
@ტალახით სვრის@|@sloshes, sloshing@
@ტალახით წუწავს@|@muddies@
@ტალახის აბაზანა@|@mud-bath@
@ტალახის აბაზანები@|@mud-baths@
@ტალახში ათრია@|@draggled@
@ტალკი@|@talc@
@ტალკი, ჰიგიენური პუდრი@|@talcum@
@ტალრები@|@waves@
@ტალღა@|@roller, wave@
@ტალღასაჭრელები@|@breakwaters@
@ტალღასაჭრელი@|@breakwater@
@ტალღასმჭრელები@|@groynes@
@ტალღასმჭრელი@|@groyne@
@ტალღები@|@rollers@
@ტალღის სიგრძე@|@wavelength@
@ტალღის სიგრძეები@|@wavelengths@
@ტალღოვანება@|@undulation@
@ტალღოვანი@|@undulate, wavy@
@ტალღოვანი არის@|@undulates, undulating@
@ტალღოვანი იყო@|@undulated@
@ტამალე@|@tamale@
@ტამანი@|@Tammany@
@ტამარინდები@|@tamarinds@
@ტამარინდი@|@tamarind@
@ტამარისკები@|@tamarisks@
@ტამარისკი@|@tamarisk@
@ტამბურები@|@tambours@
@ტამბური@|@tambour@
@ტამბურინები@|@tambourines@
@ტამბურინი@|@tambourine@
@ტამბურმაჟორები@|@drum-majorettes, drum-majors@
@ტამბურმაჟორი@|@drum-majorette@
@ტამპერე@|@Tampere@
@ტამპონები@|@swabs@
@ტამპონი@|@swab@
@ტამტამები@|@tomtoms@
@ტამტამი@|@tomtom@
@ტანადი@|@clean-limbed@
@ტანადობა@|@set-up, set-ups@
@ტანგო@|@tango@
@ტანგოები@|@tangos@
@ტანდემები@|@tandems@
@ტანდემი@|@tandem@
@ტანები@|@boles, trunks@
@ტანვარჯიში@|@gymnastics@
@ტანზანია@|@Tanzania@
@ტანზანიელები@|@Tanzanians@
@ტანზანიელი@|@Tanzanian@
@ტანზანიური@|@Tanzanian@
@ტანზე მომდგარი@|@close-fitting@
@ტანი@|@bole, thane, trunk@
@ტანინი@|@tannin@
@ტანკერები@|@tankers@
@ტანკერი@|@tanker@
@ტანკსაწინაღო@|@antitank@
@ტანმოვარჯიშე@|@gymnast@
@ტანმოვარჯიშეები@|@gymnasts@
@ტანმორჩილი ცხოველები@|@runts@
@ტანმორჩილი ცხოველი@|@runt@
@ტანსაცმელი@|@clothes, clothing, costume, garment, garments@
@ტანსაცმლები@|@costumes@
@ტანსაცმლის გასახდელი კაბინა@|@bathing-machine@
@ტანსაცმლის გასახდელი კაბინები@|@bathing-machines@
@ტანსაცმლის მორგება@|@fitting@
@ტანწერწეტა@|@svelte@
@ტანჯავდა@|@chivvied, pained@
@ტანჯავს@|@chivvies, chivvying, chivying, paining, pains@
@ტანჯვა@|@anguish, bedevil, chivvy, chivy, heartache, heartaches,@
@ტანჯულები@|@sufferers@
@ტანჯული@|@anguished, distressed, sufferer@
@ტაპიოკა@|@tapioca@
@ტაპირები@|@tapirs@
@ტაპირი@|@tapir@
@ტარა@|@boxing@
@ტარაკანები@|@cockroaches@
@ტარაკანი@|@cockroach@
@ტარანაკი@|@Taranaki@
@ტარანტელა@|@tarantella, tarantelle@
@ტარანტელები@|@tarantellas, tarantelles@
@ტარანტო@|@Taranto@
@ტარანტულები@|@tarantulas@
@ტარანტული@|@tarantula@
@ტარასა@|@Tarrasa@
@ტარება@|@carry, drive, wear, wear@
@ტარება რომ შეიძლება@|@wearable@
@ტარება, ზიდვა@|@bearing@
@ტარები@|@helves, stems@
@ტარი@|@helve, stem@
@ტარიფები@|@tariffs@
@ტარიფი@|@tariff@
@ტარნავს@|@ramming, rams@
@ტარო@|@taro@
@ტაროები@|@taros@
@ტარსიკონი@|@morocco@
@ტასმანია@|@Tasmania@
@ტაუერის გუშაგები@|@beefeaters@
@ტაუერის გუშაგი@|@beefeater@
@ტაუნტონი@|@Taunton@
@ტაფა@|@frying-pan, fry-pan, patella@
@ტაფები@|@frying-pans, fry-pans, patellas@
@ტაფელით ბურთის მომგერიებელი@|@batsman@
@ტაფელით ბურთის მომგერიებლები@|@batsmen@
@ტაფტა@|@taffeta@
@ტაქსა@|@dachshund@
@ტაქსები@|@cabs, dachshunds, taxicabs@
@ტაქსი@|@cab, taxi, taxicab@
@ტაქსით მგზავრობა@|@taxi@
@ტაქსით მგზავრობდა@|@taxied@
@ტაქსით მგზავრობს@|@taxiing@
@ტაქსით ნამგზავრი@|@taxied@
@ტაქსის გაჩერება@|@cabstand@
@ტაქსის გაჩერებები@|@cabstands@
@ტაქსის მძღოლები@|@cabbies, cabmen@
@ტაქსის მძღოლი@|@cabby, cabman@
@ტაქსის სადგომები@|@cab-ranks@
@ტაქსის სადგომი@|@cab-rank@
@ტაქსომეტრები@|@taximeters@
@ტაქსომეტრი@|@taximeter@
@ტაქტი@|@tact@
@ტაქტიანად@|@tactfully@
@ტაქტიანი@|@tactful@
@ტაქტიკა@|@tactics@
@ტაქტიკოსები@|@tacticians@
@ტაქტიკოსი@|@tactician@
@ტაქტიკურად@|@tactically@
@ტაქტიკური@|@tactical@
@ტაში@|@applause, cheers@
@ტაში დაუკრა@|@patted@
@ტაში დაუკრეს@|@cheered@
@ტაშის კვრა@|@clap, clap@
@ტაშისკვრა@|@applaud, cheer@
@ტაშკენტი@|@Tashkent@
@ტაშს უკრავდა@|@clapped@
@ტაშს უკრავს@|@cheering, cheers, clapping, claps, pats, patting@
@ტაშტები@|@wash-hand-basins, washbowls@
@ტაშტი@|@wash-hand-basin, washbowl@
@ტაძარი@|@cathedral, sanctuary, temple@
@ტაძრები@|@cathedrals, sanctuaries, temples@
@ტახებზე ნადირობა შუბით@|@pig-sticking@
@ტახოგრაფები@|@tachographs@
@ტახოგრაფი@|@tachograph@
@ტახტები@|@plank-beds, thrones@
@ტახტზე აიყვანა@|@chaired@
@ტახტზე აყავს@|@chairing, chairs@
@ტახტზე აყვანა@|@chair@
@ტახტზე აყვანილი@|@chaired@
@ტახტი@|@plank-bed, throne@
@ტახტიდან აგდებს@|@dethrones, dethroning@
@ტახტიდან ჩამოაგდო@|@dethroned@
@ტახტიდან ჩამოგდება@|@dethrone, dethronement@
@ტახტიდან ჩამოგდებული@|@dethroned@
@ტბა@|@lake, loch, mere@
@ტბები@|@lakes, lochs, meres@
@ტბორავს@|@flooding, floods, inundates, inundating, swamping,@
@ტბორები@|@ponds@
@ტბორი@|@pond@
@ტე დეუმ@|@Te Deum@
@ტევადი@|@bulky, capacious@
@ტევადობა, მოცულობა@|@capacity@
@ტევადობები, მოცულობები@|@capacities@
@ტევისტოკი@|@Tavistock@
@ტევრები@|@thickets@
@ტევრი@|@thick, thicket@
@ტევტონები@|@Teutons@
@ტევტონი@|@Teuton@
@ტევტონური@|@Teutonic@
@ტელეგადაცემა@|@telecast@
@ტელეგადაცემები@|@telecasts@
@ტელეგრამა@|@cablegram, telegram@
@ტელეგრამები@|@cablegrams, telegrams@
@ტელეგრაფები@|@telegraphs, wires@
@ტელეგრაფი@|@telegraph, wire@
@ტელეგრაფია@|@telegraphy@
@ტელეგრაფით ამცნო@|@telegraphed@
@ტელეგრაფით ამცნობს@|@telegraphing, telegraphs@
@ტელეგრაფით ატყობინებს@|@cables@
@ტელეგრაფით გადასცემს@|@wires, wiring@
@ტელეგრაფით გადაცა@|@wired@
@ტელეგრაფით შეტყობინება@|@cable@
@ტელეგრაფით შეტყობინებული@|@cabled@
@ტელეგრაფირება@|@telegraph, wire@
@ტელეგრაფირებული@|@telegraphed, wired@
@ტელეგრაფისტები@|@telegraphers, telegraphists@
@ტელეგრაფისტი@|@telegrapher, telegraphist@
@ტელეგრაფიულად@|@telegraphically@
@ტელევიზია@|@broadcast, television, TV@
@ტელევიზიები@|@televisions, TVs@
@ტელევიზორები@|@tellies, TVs@
@ტელევიზორი@|@telly, TV@
@ტელეკომუნიკაცია@|@telecommunication@
@ტელეკომუნიკაციები@|@telecommunications@
@ტელეოლოგები@|@teleologists@
@ტელეოლოგი@|@teleologist@
@ტელეოლოგია@|@teleologies, teleology@
@ტელეოლოგიური@|@teleological@
@ტელეპატები@|@telepathists@
@ტელეპატი@|@telepathist@
@ტელეპატია@|@telepathy@
@ტელეპატური@|@telepathic@
@ტელესკოპები@|@telescopes@
@ტელესკოპი@|@telescope@
@ტელესკოპურად@|@telescopically@
@ტელესკოპური@|@telescopic@
@ტელეფონ-ავტომატები@|@call-boxes, payphones@
@ტელეფონ-ავტომატი@|@call-box, payphone@
@ტელეფონები@|@phones, telephones@
@ტელეფონი@|@phone, telephone@
@ტელეფონით დარეკვა@|@telephone@
@ტელეფონით საქალაქთაშორისო გამოძახება@|@trunk-call@
@ტელეფონით საქალაქთაშორისო გამოძახებები@|@trunk-calls@
@ტელეფონირება@|@telephony@
@ტელეფონის ზარები@|@phonecalls@
@ტელეფონის ზარი@|@phonecall@
@ტელეფონის ყურზე მისადები ადგილი@|@earpiece@
@ტელეფონის ყურზე მისადები ნაწილი@|@earpieces@
@ტელეფონის ჯიხურები@|@phonebooths@
@ტელეფონის ჯიხური@|@phonebooth@
@ტელეფონისტები@|@telephonists@
@ტელეფონისტი@|@telephonist@
@ტელეფონური@|@telephonic@
@ტელეფოტო@|@telephoto@
@ტელეფოტოგრაფები@|@telephotographs@
@ტელეფოტოგრაფი@|@telephotograph@
@ტელეფოტოგრაფია@|@telephotography@
@ტელექსები@|@telexes@
@ტელექსი@|@telex@
@ტელსტარი@|@Telstar@
@ტელფერები@|@telphers@
@ტელფერი@|@telpher@
@ტელფორდი@|@Telford@
@ტემბრები@|@timbres@
@ტემბრი@|@timbre@
@ტემპერა@|@tempera@
@ტემპერამენტები@|@temperaments@
@ტემპერამენტი@|@blood, temperament@
@ტემპერამენტულად@|@temperamentally@
@ტემპერამენტული@|@temperamental@
@ტემპერატურა@|@temperature@
@ტემპერატურები@|@temperatures@
@ტემპის მიმცემები@|@pacemakers@
@ტემპის მიმცემი@|@pacemaker@
@ტემპო@|@tempo@
@ტემპოები@|@tempi, tempos@
@ტემუორთი@|@Tamworth@
@ტენდენცია@|@tendency, trend@
@ტენდენცია აქვს@|@trending, trends@
@ტენდენცია ქონდა@|@trended@
@ტენდენციები@|@tendencies, trends@
@ტენდენციის მქონე@|@trended@
@ტენდენციის ქონა@|@trend@
@ტენდენციურად@|@tendentiously@
@ტენდენციური@|@tendentious@
@ტენდენციურობა@|@tendentiousness@
@ტენესი@|@Tennessee@
@ტენიანობა@|@humidity, wet@
@ტენის@|@cramming, crams, padding, pads, pokes, poking, shoves,@
@ტენის შთანთქმის გამო გახსნილი@|@deliquescent@
@ტენისურა@|@T-shirt@
@ტენისურები@|@T-shirts@
@ტენორები@|@tenors@
@ტენორი@|@tenor@
@ტენტები@|@awnings, penthouses@
@ტენტი@|@awning, penthouse@
@ტერაკოტა@|@terra-cotta@
@ტერასა@|@terrace@
@ტერასები@|@terraces@
@ტერეზა@|@Theresa@
@ტერენსი@|@Terence@
@ტერესა@|@Teresa@
@ტერი@|@Terry@
@ტერიერები@|@terriers@
@ტერიერი@|@terrier@
@ტერიტორია@|@superficies, terrain, territory@
@ტერიტორიალური არმის ჯარისკაცი@|@territorial@
@ტერიტორიები@|@territories@
@ტერიტორიული@|@territorial@
@ტერიტორიული არმიის ჯარისკაცები@|@territorials@
@ტერმინები@|@terms@
@ტერმინების არასწორი გამოყენებები@|@misnomers@
@ტერმინი@|@term@
@ტერმინის არასწორი გამოყენება@|@misnomer@
@ტერმინოლოგია@|@terminology@
@ტერმინოლოგიები@|@terminologies@
@ტერმინოლოგიური@|@terminological@
@ტერმიტები@|@termites@
@ტერმიტი@|@termite@
@ტერორები@|@terrors@
@ტერორი@|@terror@
@ტერორიზირება@|@terrorize@
@ტერორიზმი@|@terrorism@
@ტერორისტები@|@terrorists@
@ტერორისტი@|@terrorist@
@ტერპსიხორას@|@Terpsichorean@
@ტესი@|@Tess@
@ტეტანუსი@|@tetanus@
@ტეტია@|@boor, bumpkin, yokel@
@ტეტიები@|@boors, bumpkins, yokels@
@ტექ გადახსნა, აუშვა@|@declutched@
@ტექ გადახსნა, აშვება@|@declutch@
@ტექ გადახსნილი, აშვებული@|@declutched@
@ტექ ხსნის, უსვებს@|@declutching@
@ტექ ხსნის, უშვებს@|@declutches@
@ტექიკა, საინჟინრო საქმე@|@engineering@
@ტექნიკა@|@technique@
@ტექნიკოს-მანქანათმშენებელი@|@millwright@
@ტექნიკოს-მანქანათმშენებლები@|@millwrights@
@ტექნიკურად@|@technically@
@ტექნიკური@|@technical@
@ტექნოკრატები@|@technocrats@
@ტექნოკრატი@|@technocrat@
@ტექნოკრატია@|@technocracy@
@ტექნოკრატიები@|@technocracies@
@ტექნოლოგები@|@technologists@
@ტექნოლოგი@|@technologist@
@ტექნოლოგია@|@technology@
@ტექნოლოგიები@|@technologies@
@ტექნოლოგიური@|@technological@
@ტექსანები@|@Texans@
@ტექსანი@|@Texan@
@ტექსანის@|@Texan@
@ტექსტები@|@texts@
@ტექსტი@|@text@
@ტექსტილი@|@textile@
@ტექსტილის@|@textile@
@ტექსტის@|@textual@
@ტექტონა@|@teak@
@ტეხასი@|@Texas@
@ტეხს, თლის@|@gouges, gouging@
@ტვიდები@|@tweeds@
@ტვიდი@|@tweed@
@ტვირთავს@|@burdens, charges, charging, discharges, discharging,@
@ტვირთგადმოცლილი@|@disburdened@
@ტვირთები@|@burdens, cargoes, charges, consignments, loads,@
@ტვირთვა@|@loading@
@ტვირთვები@|@loadings@
@ტვირთი@|@burden, cargo, charge, clog, consignment, jetsam, load,@
@ტვირთი გადააგდო ხომალდის დაღუპვის დროს@|@jettisoned@
@ტვირთი გადმოცალა@|@disburdened@
@ტვირთი შეუმსუბუქა@|@unburdened@
@ტვირთის გადაგდება ხომალდის დაღუპვის დროს@|@jettison@
@ტვირთის გადაზიდვა@|@shipping@
@ტვირთის გადატანა@|@freight, porterage@
@ტვირთის გადმოცლა@|@disburden@
@ტვირთის გამგზავნები@|@shippers@
@ტვირთის გამგზავნი@|@consigner, consignor, shipper@
@ტვირთის გამგზავნნი@|@consigners, consignors@
@ტვირთის მზიდავები@|@bearers@
@ტვირთის მზიდავი@|@bearer@
@ტვირთის მიმღებები@|@consignees@
@ტვირთის მიმღები@|@consignee@
@ტვირთის შემსუბუქება@|@unburden@
@ტვირთს აგდებს ხომალდის დაღუპვის დროს@|@jettisoning, jettisons@
@ტვირთს უმსუბუქებს@|@unburdening, unburdens@
@ტვირთს ცლის@|@disburdening, disburdens@
@ტვირთშემსუბუქებული@|@unburdened@
@ტვიფრავს@|@embosses, embossing@
@ტიარა@|@tiara@
@ტიარები@|@tiaras@
@ტიბეტელები@|@Tibetans@
@ტიბეტელი@|@Tibetan@
@ტიბეტი@|@Tibet@
@ტიბეტური@|@Tibetan@
@ტიგელები@|@melting-pots@
@ტიგელი@|@melting-pot@
@ტივები@|@rafts@
@ტივერტონი@|@Tiverton@
@ტივი@|@raft@
@ტივი შეკრა@|@rafted@
@ტივის შეკვრა@|@raft@
@ტივს კრავს@|@rafting, rafts@
@ტივტივა@|@drogue, float@
@ტივტივადობა, ამწევი ძალა@|@buoyancy@
@ტივტივებდა@|@floated@
@ტივტივები@|@drogues, floats@
@ტივტივებს@|@floating, floats@
@ტივტივი@|@float@
@ტივტივით@|@buoyantly@
@ტიკები@|@tics, wineskins@
@ტიკი@|@wineskin@
@ტილბერი@|@Tilbury@
@ტილბურგი@|@Tilburg@
@ტილდა@|@tilde@
@ტილდები@|@tildes@
@ტილები@|@lice@
@ტილები მოაცილა@|@deloused@
@ტილების მოცილება@|@delouse@
@ტილებმოცილებული@|@deloused@
@ტილებს აცილებს@|@delouses, delousing@
@ტილი@|@louse@
@ტილიანი@|@lousy, nitty-gritty@
@ტილო@|@canvas, linen, sackcloth, sailcloth@
@ტილოები@|@canvases@
@ტილოთი მოვაჭრე@|@linen-draper@
@ტილოთი მოვაჭრეები@|@linen-drapers@
@ტიმი@|@Tim, Timmy@
@ტიმოთელა@|@timothy@
@ტიმოთი@|@Timothy@
@ტიმპანონები@|@timpani@
@ტიმპანონისტები@|@timpanists@
@ტიმპანონისტი@|@timpanist@
@ტიპები@|@phylums, types@
@ტიპები, სუბიექტები@|@geezers@
@ტიპი@|@phylum, type@
@ტიპი, სუბიექტი@|@geezer@
@ტიპოგრაფია@|@print-shop@
@ტიპოგრაფიულად@|@typographically@
@ტიპოგრაფიული@|@typographic@
@ტიპურ წარმომადგენლად ყოფნა@|@typify@
@ტიპურად@|@typically@
@ტიპური@|@typical@
@ტიპური წარმომადგენელი იყო@|@typified@
@ტიპური წარმომადგენელია@|@typifies, typifying@
@ტირადა@|@tirade@
@ტირადები@|@tirades@
@ტირანები@|@tyrants@
@ტირანი@|@tyrant@
@ტირანია@|@tyranny@
@ტირანიები@|@tyrannies@
@ტირანობა@|@tyrannize@
@ტირანობდა@|@tyrannized@
@ტირანობს@|@tyrannizes, tyrannizing@
@ტირანული@|@tyrannical, tyrannous@
@ტირაჟი@|@printing@
@ტირე@|@blank@
@ტირები@|@rifle-ranges, shooting-galleries@
@ტირეები@|@blanks@
@ტირი@|@rifle-range, shooting-gallery@
@ტირილი@|@cries, mourning@
@ტირილისაგან დასივება@|@blubber@
@ტირილისაგან დასივებული@|@blubbered@
@ტირილისაგან სივდება@|@blubbers@
@ტირის@|@cries, crying@
@ტირიფები@|@osiers, willow-trees, willows@
@ტირიფებით@|@willowy@
@ტირიფი@|@osier, willow, willow-tree@
@ტირიფის წნელები@|@withes, withies@
@ტირიფის წნელი@|@withe, withy@
@ტირიფის წნელისაგან დაწნული ტყავგადაკრული ნავები@|@coracles@
@ტირიფის წნელისაგან დაწნული ტყავგადაკრული ნავი@|@coracle@
@ტიროდა@|@cried@
@ტიტა@|@tulip@
@ტიტანები@|@titans@
@ტიტანი@|@titan@
@ტიტანური@|@titanic@
@ტიტები@|@tulips@
@ტიტინებდა@|@prattled@
@ტიტინებს@|@prattles, prattling@
@ტიტინი@|@babble, babble, prattle, prattle@
@ტიტრები@|@captions@
@ტიტრი@|@caption@
@ტიტული@|@appellation@
@ტიტულირებული@|@titular@
@ტიული@|@tulle@
@ტიხარები@|@bulkheads@
@ტიხარი@|@bulkhead@
@ტიხრები@|@divisions@
@ტიხრული მონანქარი@|@cloisonné@
@ტკაცანი@|@crack, crack, cracks@
@ტკაცანით@|@smack@
@ტკაცუნა@|@cracker, slapstick@
@ტკაცუნებდა@|@cracked, crackled@
@ტკაცუნები@|@crackers, crepitations, spankings@
@ტკაცუნებს@|@clacking, clacks, cracking, crackles, crackling,@
@ტკაცუნი@|@clack, clack, crackle, crackle, crackling, crepitate,@
@ტკაცუნობდა@|@crepitated, crisped@
@ტკაცუნობს@|@crepitates, crepitating, crisping, crisps@
@ტკბილად@|@lusciously, sweetly@
@ტკბილები@|@mashes@
@ტკბილეული@|@sweets@
@ტკბილეული, საკონდიტრო ნაწარმი@|@confection, confections@
@ტკბილეულობა@|@goodies@
@ტკბილი@|@honeyed, luscious, mash, sugary, sweet@
@ტკბილი ღვეზელები@|@mince-pies@
