@English@|@Ukrainian@
@tonnage@|@вантажопідйомність, тоннаж@
@tonnages@|@тоннажі@
@tonometer@|@камертон@
@tons@|@тонни@
@tonsillitis@|@тонзиліт@
@tonsure@|@тонзура@
@tontine@|@тонтина@
@tontines@|@тонтини@
@tony@|@вишуканий@
@too@|@дійсно, дуже, дуже-дуже, занадто, надто, також, теж@
@took@|@взяв@
@tool@|@верстат, діяти, знаряддя, інструмент, їхати, обладнати, обладнувати, обтісувати, прилад, різець, станок, тиснення@
@tooled@|@налагоджений, обладнаний, оброблений, устаткований@
@tooling@|@налагодження, наладка, обробка@
@toolmaker@|@інструментальник@
@tooth@|@зачіпати, зуб@
@toothed@|@зубцюватий, зубчастий@
@toothful@|@ковток@
@toothless@|@беззубий@
@toothpick@|@зубочистка@
@toothy@|@зубастий, зубцюватий, зубчастий@
@tooting@|@гудок@
@top@|@бадилля, ведучий, верх, верхівка, верхній, вершина, вище, вищий, гичка, завершати, завершувати, кришка, купол, максимальний, найвищий, перевалити, перевершувати, перевищувати, перестрибнути, перо, пір'їна, пір'їну, пір'я, покривати, прикрашати, прикрашувати, провідний, тім'я, увінчувати, шпиль, щонайвищий@
@topaz@|@топаз@
@top-boot@|@чобіт@
@topcoat@|@пальт, пальта, пальтами, пальтах, пальті, пальто, пальтом@
@topcoats@|@пальта@
@top-down@|@низхідний@
@top-drawer@|@прекрасний@
@toper@|@п'яниця@
@topflight@|@високопоставлений@
@topgallant@|@зеніт@
@top-hamper@|@надбудова@
@top-hat@|@циліндр@
@top-heavy@|@нестійкий@
@top-hole@|@першорядний@
@topiary@|@сад@
@topic@|@предмет, тема@
@topical@|@актуальний, животрепетний, місцевий, тематичний@
@topicality@|@актуальність@
@topically@|@актуально, тематично@
@topics@|@теми@
@topirets@|@топірець@
@topknot@|@чубчик@
@top-level@|@верхній-горизонтальний@
@toplofty@|@презирливий@
@topmost@|@найвищий@
@topograph@|@топограф@
@topographer@|@топограф@
@topographers@|@топографи@
@topographic@|@топографічний@
@topographical@|@топографічний@
@topographically@|@топографічно@
@topographies@|@топографії@
@topography@|@топографія@
@topology@|@топологія@
@topometry@|@топометрія@
@toponomy@|@топонімія@
@toponym@|@топонім@
@toponymy@|@топонімія@
@topos@|@кліше@
@topped@|@увінчаний, усічений@
@topper@|@когось-то, коли-то, ми-то, ось-то, оте, поки-то, те, тє, то, тоді-то, циліндр, чи-то, шухляди, якось-то, ящика@
@toppers@|@циліндри@
@topping@|@верхівка, вихор, головний, чільний, чубчик, чуприна, чуприну@
@toppingly@|@прекрасно@
@toppings@|@верхівки@
@topple@|@валити, валитись, валитися, знижуватися, опускатись, опускатися, падати, переверніться, перекидати@
@toppled@|@перевернений@
@topples@|@перевертається@
@toppling@|@перевернення@
@top-ranking@|@вершина-впорядковування, високопоставлений@
@tops@|@верхівки@
@topsail@|@марсель@
@top-sawyer@|@людина@
@topsyturvy@|@шкереберть@
@topsy-turvy@|@шкереберть@
@topsyturvydom@|@плутанина@
@toque@|@макака, струм@
@torch@|@ліхтар, смолоскип, факел@
@torch-bearer@|@факельник@
@torchere@|@торшер@
@torches@|@факели@
@torchier@|@торшер@
@torchiere@|@торшер@
@tore@|@розірвався@
@toreador@|@тореадор@
@torero@|@тореадор@
@toreutic@|@карбований@
@tori@|@тори@
@tories@|@консерватори@
@torment@|@катування, мордування, мука@
@tormented@|@мучиться@
@tormenting@|@мучення@
@tormentor@|@мучитель@
@tormentress@|@мучителька@
@torments@|@катування@
@torn@|@розірваний@
@tornado@|@торнадо@
@tornadoes@|@торнадо@
@tornados@|@торнадо@
@toronto@|@торонто@
@torpedo@|@руйнівник, торпеда@
@torpedo-boat@|@торпеда-шлюпка@
@torpedoes@|@торпеди@
@torpedoman@|@торпедист@
@torpid@|@апатичний, бездіяльний, заціпенілий, млявий, онімілий@
@torpidity@|@оніміння@
@torpidly@|@оніміло@
@torpor@|@апатія, байдужність, заціпеніння, онімілість, тупість@
@torpors@|@апатія@
@torquated@|@кручений@
@torrefy@|@обпаліть, обпалювати, опікати, підсмажувати, присмажувати, сушити@
@torrent@|@потік, струмінь@
@torrential@|@заливний, проливний, рясний@
@torrentially@|@навально, рясно, стрімко@
@torrents@|@потоки@
@torrid@|@палючий@
@torse@|@гірлянда, торс, уламок, фрагмент@
@torses@|@гірлянди@
@torsi@|@торси@
@torsion@|@заворот, скручування@
@torsions@|@скручування@
@torso@|@торс, тулуб, уламок, фрагмент@
@torsos@|@торси@
@torticollis@|@кривошия@
@tortile@|@скручений@
@tortoise@|@черепаха@
@tortoises@|@черепахи@
@tortoise-shell@|@черепаха, черепаховий@
@tortuosity@|@аморальність, звивистість, кривизна, нещирість, покрученість, ухильність@
@tortuous@|@звивистий, нещирий, ухильний@
@tortuously@|@звивисто@
@torture@|@катування, катувати, мука, тортура, тортури@
@tortured@|@катується@
@torturer@|@кат@
@torturers@|@кати@
@tortures@|@тортури@
@torus@|@тор@
@tory@|@консерватор, торуй@
@toryism@|@консерватизм@
@toss@|@кидання, кидати, кинути, падіння, шпурнути, шпуряти@
@tossed@|@кинутий@
@tosses@|@кидання@
@tossing@|@кидання@
@tosspot@|@п'яниця@
@toss-up@|@жеребкування, сумнівне@
@tossy@|@зухвалий@
@tot@|@малюк, маля, складати, складувати@
@total@|@загальна, загальне, загальний, повний, сумарний, тотальний, цілковитий@
@totaled@|@підрахований@
@totaling@|@підрахування@
@totalism@|@тоталітаризм@
@totalitarian@|@тоталітарний@
@totalitarianism@|@тоталітаризм@
@totalities@|@тотальність@
@totality@|@тотальність@
@totalizator@|@тоталізатор@
@totalize@|@підсумовувати, підсумуйте@
@totalized@|@підсумований@
@totalizes@|@підсумовує@
@totalizing@|@підсумування@
@totalled@|@підрахований@
@totalling@|@підрахування@
@totally@|@вповні, зовсім, повністю, цілком@
@totals@|@суми@
@tote@|@вантаж, перевезення, перевозка@
@toted@|@перевезений@
@totem@|@тотем@
@totemism@|@тотемізм@
@totemistic@|@тотемістичний@
@totes@|@перевозки@
@toting@|@перевезення@
@tots@|@малюки@
@totted@|@підсумований@
@totter@|@валандатися, гинути, руйнуватися, трястися, хитніться, шкутильгати@
@tottered@|@хитається@
@tottering@|@хитнутися@
@totters@|@хитається@
@tottery@|@нестійкий@
@totting@|@підсумування@
@toucan@|@тукан@
@touch@|@дотик, завдавати, намагнічування, наносити, торкатися, торкнутися@
@touchable@|@відчутний@
@touchableness@|@відчутність@
@touch-and-go@|@рискований@
@touchdown@|@гол, голу@
@touch-down@|@гол, голу, збентежений, посадка, розхвильований, схвильований, торкнутий@
@touche@|@влучання, влучення, попадання, потрапляння, улучення@
@touched@|@торкається@
@touches@|@дотики@
@touchily@|@уразливо@
@touchiness@|@образливість@
@touching@|@дотик, заподіяння, зворушливий, спричинення, торкання, чинення@
@touch-me-not@|@недоторка@
@touchstone@|@базальт, брусок, критерій@
@touch-tone@|@кнопковий@
@touch-up@|@натяк, натякання, ретуш@
@touchwood@|@гра, труть@
@touchy@|@дратівливий, образливий, уразливий@
@tough@|@міцний, твердий, тривкий@
@toughen@|@загартовувати, напружувати, напружуватись, напружуватися, натужуватись@
@toughly@|@міцно@
@toughness@|@міцність@
@toughs@|@міцний@
@toulouse@|@тулуза@
@toupee@|@тупій, хохол, чуб@
@toupees@|@чуби@
@tour@|@екскурсія, коло, круг, мандрівка, подорож, тур@
@tourbillon@|@верхівка@
@toured@|@подорожується@
@touring@|@туризм@
@tourism@|@туризм@
@tourist@|@мандрівник, подорожам, турист@
@tourists@|@туристи@
@tourmalin@|@турмалін@
@tourmaline@|@турмалін@
@tournament@|@турнір@
@tournaments@|@турніри@
@tourniquet@|@турнікет@
@tourniquets@|@турнікети@
@tours@|@тури@
@tousle@|@куйовдьте@
@tousled@|@куйовдиться@
@tousles@|@куйовдить@
@tousling@|@куйовдження@
@tousy@|@розпатланий@
@tow@|@буксир, буксирування, буксирувати, відбуксирувати, клоччя, линва, опікувати, тягти@
@towage@|@буксирування@
@towages@|@буксирування@
@toward@|@гречний, до, ґречний, майбутній, слухняний@
@towards@|@до, щоб, щоби@
@tow-boat@|@буксир@
@towed@|@буксирується@
@towel@|@рушник@
@towell@|@рушник@
@towelling@|@пороття@
@towels@|@рушники@
@tower@|@башта, бурлака, вежа, височіти@
@towered@|@височиться@
@towering@|@високий, височіння, жахливий, зростаючий, піднесений, шалений@
@towers@|@вежі@
@towing@|@буксирування@
@tow-line@|@буксир@
@town@|@городки, городок, гуляти, містечко, місто, міський@
@townee@|@городянин@
@townhouse@|@ратуша@
@townish@|@міський, міській, міської, міською@
@townlet@|@містечко@
@townly@|@міський, міській, міської, міською@
@townman@|@городянин@
@towns@|@міста@
@townsfolk@|@городяни@
@township@|@відділок, городки, городок, дільницю, дільниця, ділянка, ділянку, містечко, район, селище@
@townships@|@містечка@
@townsman@|@городянин, співгромадянин@
@townsmen@|@городяни@
@townspeople@|@городяни@
@townswoman@|@городянка@
@tow-row@|@гамір@
@tows@|@буксирування@
@toxic@|@токсичний@
@toxically@|@токсично@
@toxicant@|@токсичний@
@toxicants@|@отрути@
@toxicologist@|@токсиколог@
@toxicology@|@токсикологія@
@toxics@|@отрути@
@toxin@|@токсин@
@toxins@|@токсини@
@toy@|@гра, іграшка, фліртувати@
@toying@|@іграшка@
@toys@|@іграшки@
@trace@|@вбачати, виводити, висліджувати, вистежувати, виявити, встановити, занотовувати, запис, записувати, знайти, знаходити, калькувати, креслити, накидати, находити, пильнувати, просліджувати, простежити, простежувати, риса, розрізнити, слід, сліди, слідкувати, стежити, убачати, установити, фіксувати, чорта@
@traceable@|@помітний, приписуваний@
@traced@|@слідкується@
@traceless@|@безслідний@
@tracer@|@дослідник@
@tracers@|@дослідники@
@tracery@|@візерунок, малюнок, рисунок, узор@
@traces@|@сліди@
@trachea@|@трахея@
@tracheae@|@трахеї@
@tracheas@|@трахеї@
@tracheobronchomegaly@|@трахеобронхомегалія@
@tracheomegaly@|@трахеомегалія@
@tracheotomy@|@трахеотомія@
@trachoma@|@трахома@
@trachyte@|@трахіт@
@trachytes@|@трахіт@
@tracing@|@дослідження, запис, малюнок, простежування, рисунок, слідкування, слідкуючий, стеження@
@tracing-paper@|@калька@
@tracings@|@дослідження@
@track@|@доріжка, колія, слід, трек, шлях@
@tracked@|@слідкують@
@tracker@|@буксир, мисливець, філер@
@trackers@|@філери@
@tracking@|@стеження@
@trackless@|@бездоріжній@
@tracklessly@|@безвісти, безслідно@
@trackman@|@легкоатлет@
@trackpad@|@сенсор-маніпулятор@
@tracks@|@сліди@
@trackway@|@стежина, стежка, трек@
@trackways@|@стежки@
@tract@|@тракт@
@tractable@|@згідливий, зговірливий, слухняний@
@tractably@|@зговірливо@
@tractate@|@трактат@
@tractile@|@витягується@
@tractility@|@витягання, витягування@
@traction@|@волочіння, тяга@
@tractional@|@тяговий@
@traction-engine@|@тягач@
@tractions@|@тяга@
@tractor@|@трактор, тракторний@
@tractor-driver@|@тракторист@
@tractors@|@трактори@
@tracts@|@тракти@
@tradable@|@бігкий@
@trade@|@заняття, професійно-технічний, професія, ремесло, спеціальність, торгівля, торговий, торгувати, фах@
@tradeable@|@бігкий@
@traded@|@торгується@
@trade-economic@|@торговельно-економічний@
@tradeful@|@торгівельний, торговельний, торговий@
@trade-in@|@торгівля-вхід@
@trade-off@|@компроміс, обмін, поступка, поступлення, уступка@
@trader@|@крамар, спекулянт, торгівець, торговець@
@traders@|@торговці@
@trades@|@ремесла, торгівлі@
@tradesfolk@|@торговці@
@tradesman@|@крамар, купець, торгівець, торговець@
@tradesmen@|@торговці@
@tradespeople@|@торговці@
@tradeswoman@|@торговка@
@trade-union@|@профспілка, профспілковий@
@trading@|@торгівля, торговельний, торговий@
@tradition@|@капітуляція, переказ, традиція@
@traditional@|@традиційний@
@traditionary@|@традиційний@
@traditions@|@традиції@
@traduce@|@лихословте@
@traduced@|@лихословиться@
@traduces@|@лихословить@
@traducing@|@лихословлення@
@traduction@|@повторення, повторювання@
@traffic@|@перевезення, рух, торгівля, трафік@
@trafficked@|@торгується@
@trafficker@|@інтриган, торговець@
@traffickers@|@торговці@
@trafficking@|@торгування@
@traffic-light@|@світлофор@
@traffics@|@торгівлі@
@tragedian@|@трагік@
@tragedies@|@трагедії@
@tragedy@|@трагедія@
@tragic@|@журливий, журний, зажурний, катастрофічний, печальний, сумний, трагедійний, трагічний@
@tragical@|@журливий, журний, зажурний, катастрофічний, печальний, сумний, трагедійний, трагічний@
@tragically@|@трагедійно@
@tragicalness@|@трагедійність, трагічність@
@tragicomedy@|@трагікомедія@
@tragicomic@|@трагікомічний@
@tragicomical@|@трагікомічний@
@trail@|@прокладати, прокласти, протоптати, слід, стежка@
@trail-blazer@|@новатор@
@trailed@|@волочиться@
@trailer@|@анонс, кіноафіша, отой, причеп, причіп, той, трейлер@
@trailers@|@причеп@
@trailing@|@волочіння@
@trails@|@сліди@
@trailway@|@стежка, тропа@
@train@|@виховати, виховувати, внаслідок, вчити, готовити, готувати, дресирувати, звита, караван, кортеж, лава, лаву, ланцюг, навчати, наслідок, натовп, научати, низка, низку, об'їжджати, поїзд, послідовність, потяг, почет, процесія, ряд, свита, склад, состав, тренувати, унаслідок, учити, хвіст, шлейф, юрба, юрма@
@train-bearer@|@паж@
@trained@|@вимуштруваний, виучений, вихований, вишколений, дресирований, навчений, тренований, учитися@
@trainee@|@стажер, стажист@
@trainees@|@стажери@
@traineeship@|@аспірантура, ординатура@
@trainer@|@дресирувальник, інструктор, ополченець, тренажер, тренер@
@trainers@|@інструктори@
@training@|@виховання, займання, зайняття, заняття, навчальний, навчання, підготовка, приготування, стажування, тренування, учбовий@
@trainings@|@підготовки@
@train-oil@|@ворвань@
@trains@|@поїзди@
@traipse@|@волокти, волочити, нечупара@
@trait@|@властивість, особливість, штрих@
@traitor@|@зрадник@
@traitorous@|@зрадницький@
@traitors@|@зрадники@
@traitress@|@зрадниця@
@traits@|@штрихи@
@traject@|@передавати, переправлятись, переправлятися@
@trajection@|@перестановка@
@trajectories@|@траєкторії@
@trajectory@|@траєкторія@
@tram@|@візків, візок, возик, трамвай@
@tram-car@|@трамвай@
@tram-driver@|@вагоновод@
@trammel@|@невід@
@trammels@|@неводи@
@trammer@|@трамвайник@
@tramontane@|@варвар, варварський, чужоземець@
@tramp@|@бродяга, бурлакувати, волочитися, мандрувати@
@tramped@|@бродяжиться@
@tramping@|@бродяжіння@
@trample@|@давити, попрання, потоптання, тиснути, топтання, тупцювання, чавити@
@trampled@|@розтоптаний@
@tramples@|@топтання@
@trampling@|@розтоптання@
@trampoline@|@батут@
@trampolines@|@батути@
@tramps@|@бродяги@
@tram-road@|@колія@
@trams@|@трамваї@
@tramway@|@трамвай@
@trance@|@транс@
@trances@|@транси@
@tranche@|@транш, траншу@
@tranquil@|@спокійний@
@tranquility@|@спокій@
@tranquillity@|@врівноваженість, врівноваження, спокій, урівноваженість@
@tranquillization@|@заспокоювання@
@tranquillize@|@заспокойтеся, заспокоюватись, заспокоюватися@
@tranquilly@|@врівноважено, спокійно@
@trans@|@транс@
@transact@|@вести, виконувати, вісті, вістки, заключати, звістки, звістці, укладати, укласти@
@transaction@|@ведення, ведіння, відання, гендель, діло, операція, протоколи, справа, справу, угода@
@transactional@|@діловий, діловій, ділової, діловою@
@transactions@|@праці, угоди@
@transactor@|@ділок, посередник@
@transalpine@|@трансальпійський@
@transatlantic@|@американець, американський, трансатлантичний@
@trans-border@|@закордонний, міжнародний@
@transcalent@|@теплопровідний@
@transcaucasus@|@закавказзя@
@transceiver@|@приймач-передавач@
@transceivers@|@приймач-передавачі@
@transcend@|@перевершувати, перевищувати, перейдіть@
@transcendence@|@зверхність, перевага, перевищення@
@transcendency@|@зверхність, перевага, перевищення@
@transcendent@|@незвичайний, незрівнянний, переважаючий, чудовий@
@transcendental@|@мрячний, неясний, переважаючий, трансцендентальний, трансцендентний, туманний@
@transcendentally@|@трансцендентно@
@transcends@|@переходить@
@transcontinental@|@трансконтинентальний@
@transcribe@|@переписувати, перепишіть@
@transcribed@|@переписаний@
@transcribes@|@переписує@
@transcribing@|@переписання@
@transcript@|@запис, копія, розшифровка, розшифрування, рукопис@
@transcription@|@копія, перезапис, переписування, транскрипція@
@transcriptions@|@переписування@
@transcripts@|@копії@
@trans-cultural@|@міжкультурний@
@transducer@|@датчик, перетворювач@
@transducers@|@перетворювачі@
@transept@|@трансепт@
@transepts@|@трансепт@
@transfer@|@паром, парою, переведення, передавати, передати, передача, переказ, переказувати, перемістити, переміщати, переміщення, перенести, перенос, переносити, перераховувати, перерахування, пором@
@transferability@|@мобільність@
@transferable@|@замінюваний, перевідний@
@transferal@|@переведення@
@transferee@|@індосатор@
@transference@|@перевод, передавання, передання, передача, переклад, перенесення@
@transferences@|@перенесення@
@transferential@|@стерпний@
@transfering@|@перенесення@
@transferor@|@передавач@
@transferred@|@перенесений@
@transferrin@|@трансферин@
@transferring@|@перенесення@
@transfers@|@передачі@
@transfiguration@|@видозміна, видозмінення, перетворення, перетворювання@
@transfigure@|@видозмінювати, перетворіть, перетворювати@
@transfix@|@проколювати, пронижіть, пронизувати, простромлювати@
@transfixed@|@пронизаний@
@transfixes@|@пронизує@
@transform@|@змінювати, перетворити, перетворіться, перетворювати, трансформ, трансформувати@
@transformation@|@зміна, перетворення, перетворювання, трансформація@
@transformations@|@перетворення@
@transformed@|@перетворений@
@transformer@|@перетворювач, трансформатор@
@transformers@|@перетворювачі@
@transforming@|@перетворення@
@transforms@|@перетворюється@
@transfuse@|@передавати, переливати, перелийте, пронизувати, просочувати@
@transfused@|@перелитий@
@transfuses@|@переливає@
@transfusing@|@перелиття@
@transfusion@|@передавання, передання, передача, переливання, трансфузія@
@transfusions@|@переливання@
@transgress@|@грішити, переступати, порушити, поруште, порушувати@
@transgressed@|@порушений@
@transgresses@|@порушує@
@transgressing@|@порушення@
@transgression@|@гріх, порушення, провина, проступок@
@transgressive@|@грішний@
@transgressor@|@грішник, порушник, правопорушник@
@transhepatogram@|@трансгепатограма@
@transhepatography@|@трансгепатографія@
@tranship@|@перевантажте, пересаджувати, пересаджуватися, пересідати@
@transhipped@|@перевантажений@
@transhipping@|@перевантаження@
@tranships@|@перевантажує@
@transhuman@|@надлюдський@
@transience@|@швидкоплинність@
@transient@|@минущий, перехідний, скоротічний, швидкоплинний@
@transiently@|@швидкоплинно@
@transistor@|@транзистор@
@transistors@|@транзистори@
@transit@|@перевезення, проїзд, створ, теодоліт, транзит, транзитний@
@transition@|@переведення, переміщення, перехід@
@transitional@|@перехідний@
@transitionally@|@перехідно@
@transitions@|@переходи@
@transitive@|@перехідний@
@transitively@|@перехідно@
@transitory@|@скороминущий@
@transits@|@транзит@
@translatable@|@перекладається, перекладний, стерпний@
@translate@|@екзальтацію, здійснювати, здійсняти, обновляти, оновлювати, переводити, перекладати, перекладіться, перекласти, перетворювати, поновляти, пояснювати, тлумачити@
@translated@|@перекладений@
@translates@|@перекладається@
@translating@|@перекладання, перетворення@
@translation@|@зміщення, зміщування, зсув, переклад, переміщення, перетворення@
@translations@|@переклади@
@translator@|@перекладач, транслятор@
@translators@|@транслятори@
@transliteration@|@транслітерація@
@translocate@|@змістіть@
@translocated@|@зміщений@
@translucence@|@просвітлення, просвітління, просвічуваність@
@translucent@|@просвічуючий@
@translucently@|@просвічуючий@
@transmarine@|@заморський@
@transmigrant@|@іноземець@
@transmigrate@|@переселіться, переселятись, переселятися@
@transmigrator@|@переселенець@
@transmigratory@|@переселенський@
@transmissible@|@заразний, передається@
@transmission@|@передавання, передання, передача, пересилання, пересилка, привід, привод, пропущення, трансляція, трансмісія@
@transmissions@|@передачі@
@transmit@|@відправляти, передавати, передайте, передати, посилати@
@transmits@|@передає@
@transmitted@|@переданий@
@transmitter@|@відправник, передавач, передатчик, радіопередавач@
@transmitters@|@передавачі@
@transmitting@|@передання@
@transmogrification@|@метаморфоза@
@transmogrify@|@перетворіться@
@transmontane@|@варварський@
@transmutation@|@перетворення@
@transmutations@|@перетворення@
@transmute@|@змінити, змінювати, перетворити, перетворіть, перетворювати@
@transnational@|@міждержавний, транснаціональний@
@transnatural@|@надприродний@
@transoceanic@|@заокеанський, трансокеанський@
@transom@|@фрамуга@
@transoms@|@фрамуги@
@transparence@|@прозорість@
@transparencies@|@транспаранти@
@transparency@|@прозорість, транспарант@
@transparent@|@відвертий, зрозумілий, очевидний, прозорий, проникний, просвітчастий, явний, ясний@
@transparently@|@прозоро@
@transpicuous@|@прозорий, проникний@
@transpirable@|@пористий@
@transpiration@|@випар, піт, просочування@
@transpire@|@випаровуватися, випаруйтеся, випускати, виявлятися, відбуватись, відбуватися, просочуватися@
@transpired@|@випаровується@
@transpires@|@випаровується@
@transpiring@|@випаруватися@
@transplant@|@пересаджувати, переселяти, переселятись, переселятися@
@transplantability@|@мобільність@
@transplantation@|@пересадження, пересаджування, пересадка, переселення, трансплантат@
@transplanted@|@пересаджений@
@transplanting@|@пересадження@
@transplants@|@пересаджувати@
@transpontine@|@мелодраматичний@
@transport@|@везти, возити, перевезти, перевозити, транспорт, транспортний, транспортувати@
@transportable@|@транспортабельний@
@transportation@|@перевезення, перенос, транспорт, транспортування@
@transportations@|@транспорт@
@transported@|@перевезений@
@transporter@|@транспортер@
@transporters@|@транспортери@
@transporting@|@перевезення@
@transports@|@транспорт@
@transpose@|@перемістіть, переміщати, переміщувати, переставляти@
@transposed@|@переміщений@
@transposes@|@переміщує@
@transposing@|@переміщення@
@transposition@|@переміщення, перенос, перестановка@
@transpositions@|@перестановки@
@transputer@|@трансп'ютер@
@transrhenane@|@німецький@
@transship@|@перевантажте, пересаджувати, пересаджуватися, пересідати@
@trans-ship@|@перевантажте, перевантажувати, переобтяжувати, пересаджувати@
@transshipment@|@перевантаження, пересадження, пересадка@
@trans-shipment@|@перевантаження, перевантажування, пересадження, пересадка@
@transshipments@|@перевантаження@
@transshipped@|@перевантажений@
@transshipping@|@перевантаження@
@transsubstantiation@|@перетворення, перетворювання@
@transurethral@|@трансуретральний@
@transvaginal@|@трансвагінальний@
@transvaluation@|@переоцінка@
@transvalue@|@переоцініть, переоцінювати@
@transvalues@|@переоцінює@
@transvaluing@|@переоцінення@
@transventricular@|@черезшлуночковий@
@transverse@|@поперечний@
@transversely@|@впоперек, поперек, поперечно, упоперек@
@trap@|@багаж, драбина, дурити, заманювати, западня, капкан, капкани, манатки, обманювати, пастка, поглинати, пожитки, пожиток, поліцейський, сильце, сільце, трап@
@trapdoor@|@люк@
@trap-door@|@люк@
@trapdoors@|@люки@
@trapes@|@волокти, волочити, нечупара@
@trapeze@|@трапеція@
@trapezes@|@трапеції@
@trapezia@|@трапеції@
@trapezium@|@трапеція@
@trapped@|@заманений@
@trapper@|@мисливець@
@trappers@|@мисливці@
@trapping@|@заманення@
@trappings@|@збруя, окраси, попона, прикраси@
@trappy@|@небезпечний@
@traps@|@трапи@
@trapse@|@тягтися@
@trash@|@дурниця, макулатура, мотлох, перешкода, смітник, сміття, халтура@
@trashy@|@паскудний@
@trass@|@трас@
@trauma@|@травма@
@traumas@|@травми@
@traumata@|@травми@
@traumatic@|@травматичний@
@traumatically@|@травматично@
@traumatize@|@травмуйте@
@travail@|@напружуватись, напружуватися, натужуватись@
@travel@|@їздити, мандрівка, мандрувати, пересування, подорож, подорожувати, транспортний, туристичний@
@traveled@|@мандрується@
@traveling@|@мандрування@
@travelled@|@мандрується, проїзний@
@traveller@|@комівояжер, мандрівник@
@travellers@|@мандрівники@
@travelling@|@їзда, подорож@
@travelling-bag@|@несесер@
@travels@|@мандрівки@
@traversal@|@обхідний@
@traverse@|@заперечення, пересікати, перетинати, перетнути, противитися@
@traversed@|@перетнений@
@traverses@|@заперечення@
@traversing@|@заперечення@
@travertin@|@травертин@
@travesties@|@пародії@
@travesty@|@пародія@
@trawl@|@трал@
@trawler@|@траулер@
@trawlers@|@траулери@
@trawl-net@|@трал@
@trawls@|@трали@
@tray@|@жолоб, лоток, піднос, підношення, таця@
@trays@|@підноси@
@treacheries@|@віроломства@
@treacherous@|@віроломний, зрадницький, ненадійний@
@treacherously@|@віроломно@
@treacherousness@|@ненадійність@
@treachery@|@віроломство, зрада, зрадливий, зрадництво@
@treacle@|@патока@
@treacly@|@єлейний, нудотний, патоковий@
@tread@|@ланка, ланку, парування, підошва, спаровування, спарювання, ступати, ступінь, травма, хода, щабель@
@treading@|@ступання@
@treadle@|@педаль@
@treadles@|@педалі@
@treadmill@|@тупчак@
@treadmills@|@тупчаки@
@treads@|@хода@
@treason@|@зрада, зрадництво@
@treasonable@|@зрадницький@
@treasonably@|@по-зрадницькому@
@treasons@|@зради@
@treasure@|@скарб@
@treasure-house@|@казначейство, скарбниця@
@treasurer@|@зберігач, казначейський, касир, секретар, секретарь, скарбник, хоронитель, хранитель@
@treasurers@|@скарбники@
@treasures@|@скарби@
@treasure-trove@|@скарби@
@treasuries@|@казна@
@treasury@|@казна, казначейство, скарбниця@
@treat@|@лікувати, обробити, обробляти, опрацьовувати, опрацювати, поводження, ставитися@
@treated@|@лікуватися, поводяться@
@treaties@|@договори@
@treating@|@поводження@
@treatise@|@курс, трактат@
@treatises@|@трактати@
@treatment@|@відхід, догляд, звернення, звертання, лікування, обернення, обертання, обробка, оброблення, опрацювання, поводження, просочення, ставлення@
@treatments@|@ставлення@
@treats@|@поводження@
@treaty@|@договір, переговори, угода@
@treble@|@потрійний@
@trebly@|@потрійно@
@tree@|@дерево, колодка, шибениця@
@tree-creeper@|@ліана@
@tree-frog@|@квакша@
@treeless@|@безлісий@
@tree-like@|@деревоподібний@
@treenail@|@нагель@
@trees@|@дерева@
@tree-tiger@|@леопард@
@trefoil@|@конюшина, конюшину, трилисник@
@trefoils@|@конюшина@
@treillage@|@ґрати, підпірка, решітка@
@trek@|@мігрувати, переселення, переселятись, переселятися, пересікати, перетинати, перехід@
@trekked@|@переселяється@
@trekking@|@переселення@
@treks@|@переселення@
@trellis@|@грати, ґрати, підпірка, решітка@
@trellises@|@грати@
@trellis-work@|@підпірка@
@trembita@|@трембіта@
@tremble@|@дрижати, тремтіння, тремтіти@
@trembled@|@тремтиться@
@trembler@|@землетрус, трамблер@
@tremblers@|@трамблери@
@trembles@|@тремтіння@
@trembling@|@дрож, страх, тремтіння, трепет, тріпотливий@
@trembly@|@боязкий, нерівний, соромливий, тремтячий@
@tremendous@|@величезний, жахливий, колосальний, приголомшливий, страшенний, страшний@
@tremendously@|@жахливо@
@tremolo@|@дрож, тремтіння@
@tremor@|@дрож, поштовхи, струс, трепет@
@tremors@|@дрожі@
@tremulous@|@боязкий, нерівний, схвильований, тремтливий, тремтячий, трепетний@
@tremulously@|@тремтячий@
@tremulousness@|@двигтіння, дрижання, тремтіння@
@trench@|@впадина, западина, канава, каньйон, копати, рити, траншея, улоговина@
@trenchant@|@визначений, гостра, гостре, гострий, кілкий, певен, певний, чіткий, ясний@
@trenched@|@копнений@
@trencher@|@солдат, солдатів@
@trencherman@|@дармоїд, їдець@
@trenchermen@|@дармоїди@
@trenches@|@канави@
@trenching@|@копання@
@trend@|@напрям, тенденція, тренд@
@trended@|@відхиляється@
@trending@|@напрям@
@trends@|@напрями@
@trendsetter@|@дизайнер, модельєр@
@trendy@|@модний@
@trepan@|@трепан@
@trepanation@|@трепанація@
@trepanned@|@трепанований@
@trepanning@|@трепанування@
@trepans@|@трепани@
@trepidation@|@двигтіння, дрижання, дрож, занепокоєння, непокоєння, неспокій, тремтіння, трепет, тривога@
@trepidations@|@тривоги@
@trespass@|@зловживання@
@trespasser@|@лице, лицо, обличчя, особа, особу, правопорушник@
@trespassing@|@вторгнення@
@tress@|@коса@
@tresses@|@коси@
@trestle@|@естакада, козли, підмости, цапи@
@trestles@|@естакади@
@trey@|@трійка, тройка@
