@English@|@Yiddish@
@He ruins it@|@Er macht a tel fun dem@
@He should burn up!@|@A feier zol im trefen@
@He should drop dead!@|@Paigeren zol er!@
@he should....@|@zol@
@He talks nonsense@|@Er bolbet narishkeiten@
@He thinks everyone knows@|@Afn gonif brennt das hittel@
@head@|@kop@
@head of cattle@|@rind@
@Head of family@|@Broitgeber@
@head of the table@|@oybnon@
@head uncovered@|@bgile-rosh@
@headache@|@kopveytik@
@Headache@|@Kopvaitik@
@headquarters@|@hoyptkvartir@
@heal@|@heyln, heylung, oysheyln@
@Healthy troubles@|@Gezunde tzores@
@hear@|@derhern, hern, oyshern@
@hear a lot@|@onhern zikh@
@hearing@|@shmie@
@hearse@|@agole@
@heart@|@harts@
@Heart ache@|@Hartsvaitik@
@heartache@|@hartsveytik@
@Heartbroken@|@Tut vai dos harts@
@Hearty laugh@|@Shainer gelechter@
@heat of summer@|@zumer-hits@
@heave a sigh@|@opziftsn@
@heaven@|@himl@
@Heaven Forbid!@|@Gevalt!@
@Heavy rain@|@Heavy rain@
@Hebraic@|@hebreish, ivritish@
@Hebrew@|@ivrit@
@Hebrew (religious) language@|@loshn-koydesh@
@Hebrew grammar@|@dikdek@
@Hebrew vowel point shuruk@|@shurek@
@Hebrew word for LIFE@|@Chai@
@hedge of bushes@|@lebediker ployt@
@hedgehog@|@shtekhler@
@heel (of the foot)@|@piate@
@heel of a shoe@|@knafl@
@heir@|@yorshim, yoyresh@
@hello@|@sholem aleychem@
@Hello@|@Halo, sholem-aleykhem@
@Hello to you@|@aleykhem-sholem@
@help (a little)@|@unterhelfn@
@help someone@|@oyshelfn@
@Help!@|@Gevald!@
@helpful@|@bahilfik, bayhilfik@
@helpless@|@ophentik@
@He-man@|@Parshoin@
@hen@|@hun@
@her@|@ir, zi@
@her own way@|@leshitose@
@here@|@aher, na, ot@
@Here@|@Do@
@Here I come!@|@Ot kimm ich@
@Here you go!@|@Do!@
@hereby@|@derbay@
@herein@|@derin@
@heresy@|@apikorses@
@heretic@|@apikorsim, apikoyres@
@heretical@|@apikorsish@
@hereupon@|@deroyf@
@hermit@|@nezirim, nozer@
@hero@|@held@
@heroic@|@heroish@
@heroically@|@heroish@
@heroine@|@heldin@
@hers@|@irs@
@Hersh@|@hersh@
@He's gone@|@Nechtiker tog!@
@He's hardly (barely) alive@|@Kam vos er lebt@
@He's no good@|@er taig nit, Er toig nit@
@He's restless@|@Er zitst oyf shpilkes@
@hesitate@|@kvenklen zikh@
@Hey!@|@Hay!@
@hey; 5th letter of alphabet@|@hey@
@Hi falutin@|@Feinshmeker@
@hidden@|@bahaltn, bahaltn, farborgn@
@hide (oneself)@|@bahaltn zikh@
@hide (something)@|@bahaltn@
@hideous@|@mies-umoes@
@hideout@|@maline@
@high@|@hoykh@
@high fur cap@|@spodik@
@high school@|@mitlshul@
@Highly excitable person@|@Farshmeieter@
@Hill@|@bergl@
@Hillel@|@hilel@
@him@|@er, im@
@hint@|@onvunk@
@hip@|@lend@
@hippopotamus@|@hipopotam@
@his@|@zayn@
@hit@|@shlager, zets@
@hitch up@|@tsutshepen@
@hold@|@aynhaltn, haltn@
@hold for a moment@|@tsuhaltn@
@Hold on please!@|@Blayb on!@
@Hold on!@|@Vart!@
@hold out@|@adurkhhaltn@
@hole@|@lokh@
@Hole in the head@|@Hole Loch in kop@
@holiday@|@khagoes, khoge, yontef, yontev, yontoyvim@
@holiness@|@heylikayt@
@hollow@|@kholel@
@Holocaust survivors@|@sheyres-hapleyte@
@holy@|@heylik@
@Holy Baal Shem@|@bal-shem-tov@
@holy man@|@kdoyshim, kodesh@
@home@|@heym@
@Homeless wanderer@|@Valgerer@
@Homesickness@|@Benkshaft@
@hometown@|@heymshtet, heymshtot@
@homeward@|@aheym@
@honest@|@erlekh@
@honestly@|@benemones@
@honey@|@honik@
@honorable@|@bekovedik, ernhaftik, Mentsh@
@honorably@|@bkoved@
@hoodlum@|@boyan@
@hook@|@fartshepen@
@hop@|@hopken@
@hope@|@hofenung@
@hope for@|@hofn oyf@
@hope to@|@hofn tsu@
@hora a Jewish dance@|@hore@
@horizon@|@horizont@
@horn@|@horn@
@hornet (insect)@|@ferdbin@
@horrible@|@shreklekh@
@horse@|@ferd@
@horseradish@|@khreyn@
@Horseradish@|@Chrain@
@horsy@|@ferdish@
@Hospital@|@shpitol@
@hot@|@heys@
@Hot bath@|@Haiseh vanneh@
@hot dog@|@vurshtl@
@Hotel@|@hotel@
@Hothead@|@Hitsik@
@hour@|@sho@
@house@|@beys, hoyz, moyd@
@house painter@|@shtubmaler@
@household@|@balebatishkeyt@
@household material@|@shtubvarg@
@how@|@vi, vi azoy@
@How are things?@|@Vi gaits?@
@How are you?@|@Vi geyt es?, vos hert zich bay aych, Vos makht ir?@
@How are you? (1)@|@Vos Machstu?@
@How are you? (pl.)@|@Vos macht ir?@
@how come?@|@staytsh@
@How come?@|@Viazoy?@
@How do you do?@|@Vi gayt es aykh?@
@How do you say ".." in Yiddish@|@Vi zogstu "..." oyf Yidish?@
@How do you say this in English@|@vi zogt ir dos oyf yiddish?@
@How goes it with you?@|@Vi gait es eich?@
@how many@|@vifl@
@how much@|@vifl@
@How much does this cost?@|@vifl kost dos?@
@How much is the fare?@|@vifl kost di rayze?@
@How much is this?@|@Vi tayer iz dos?@
@How much?@|@Vifil?@
@How old are you?@|@Vi alt bistu?@
@how!@|@sara groyse oygn!@
@however@|@fundestvegn, ober, obern, vi nor@
@howl@|@voyen@
@How's business?@|@Vi gait dos gesheft?@
@How's it going?@|@Vos macht a yid?@
@hum@|@brum, brumen@
@human@|@metshish@
@human being@|@Mentsh@
@Human dung@|@drek@
@humane@|@mentshlekh@
@humanity@|@mentshlekhkeyt@
@humiliate@|@derniderikn@
@humiliation@|@shand@
@Humorous@|@Ech mir@
@hundred@|@hundert@
@hundredth@|@hundertst@
@Hungarian@|@ungarish@
@Hungary@|@ungern@
@hunger@|@hunger@
@hungry@|@hungerik@
@hunter@|@yeger@
@hurricane@|@huragan@
@hurry@|@aylenish, ayln@
@Hurry up!@|@Ayl!, Gib zich a shukl, Nu; shoyn!@
@hurt@|@shatn, vey ton@
@husband@|@man@
@hush@|@aynshtiln@
@hush!@|@shat!@
@hut@|@khalupe@
@hydrogen@|@vasershtof@
@hyphen@|@makef@
@hypocrisy@|@tsvies@
@hypocrite@|@tsvuak@
@hypothesis@|@svore@
@I@|@ich, Ikh@
@I am (not) in a hurry@|@Ich eil zich (nit)@
@I am disappointed@|@Ich bin ahntoisht@
@I am sorry@|@Zayt moykhl@
@I can't lead you astray@|@Ich ken dir nisht farfeeren@
@I complain and I keep going@|@me geht veyter, Me krechts@
@I despise you!@|@Ich feif oif dir!@
@I did wrong?@|@Ruf mich k'nak-nissel!@
@I do not understand@|@ich farshtey nisht@
@I don't care@|@A deigeh hob ich, A gesheft hob nicht@
@I don't envy you@|@Ich bin dich nit mekaneh@
@I don't know@|@Ich vais nit@
@I don't know!@|@Ikh vis nit!@
@I don't understand!@|@Ikh farshtey dos nit!@
@I feel sick@|@Ikh fli krank@
@I hate him@|@Ich hob im feint@
@I have a heartburn@|@Es brent mir ahfen hartz, Iz brent mir ahfen hartz@
@I have no alternative@|@A breyre hob ich@
@I have no idea@|@Ich hob nicht kain anung, Ikh hob nit keyne idey@
@I have to go@|@Ikh muz gebn.@
@I have you in my pocket@|@Ich hob mir fer pacht@
@I haven't the slightest idea@|@fregt mikh bekheyrem@
@I know@|@I know@
@I like Yiddish@|@Mir gefelt Yidish@
@I live in Germany@|@Ikh voyn inem Daytshland@
@I live in Israel@|@Ikh voyn inem Yisroyl@
@I live in the U.S@|@Ikh voyn inem Amerike@
@I love you@|@Ikh hob dikh lib@
@I love you!@|@Ich hob dir lieb, Ikh hob dikh lib!@
@I need a doctor@|@Ikh badarf a doktor@
@I really like it!@|@Mir gefelt es zeyer gut!@
@I should have such good luck@|@Az a yor ahf mir@
@I think so@|@azoy meyn ikh@
@I understand@|@Ikh farshtay@
@I will be right back!@|@Ikh bin teykef tsurik!@
@I work as a businessman@|@Ikh bin soykher@
@I work as a translator@|@Ikh bin iberzetser@
@I would like to buy...@|@ich volt gevolt koyfn...@
@ice@|@ayz@
@ice cream@|@ayzkrem@
@Ice cream@|@lode, morozhene@
@icy@|@ayzik@
@idea@|@aynfal, idey, ideye, ideye@
@ideal@|@ideal@
@idealist@|@idealist@
@Idealistically@|@Leshem shomaim@
@identical@|@nemlekh@
@identification@|@identifitsirung@
@identity@|@identitet, zelbikeyt@
@ideological@|@ideologish@
@idiom@|@idiom@
@idiomatic@|@idiomatish@
@idiot@|@idiot@
@Idiot@|@Vyzoso@
@idler@|@luftmentsh, Pustunpasnik@
@idolatry@|@avoyde-zore@
@if@|@beim, oyb, tomer@
@If I don't come today@|@Kum ich nisht heint@
@if not@|@anisht, anit, anit, aznisht@
@If only...@|@alevay, halevay, Halevei!@
@ignorance@|@ameratses@
@ignorant@|@ameratsish, umvisndik@
@Ignorant boor@|@prostak@
@ignorant person@|@ameratsim, amorets@
@ignore@|@ignorirn@
@ill@|@krank@
@I'll bet you...@|@ikh vet zikh mit dir oyf ....@
@I'll buy it@|@ich vel es koyfn@
@I'll come tomorrow@|@kum ich morgen@
@I'll give you nothing!@|@Ich vel dir geben kadoches!@
@I'll give you such a smack@|@Ich vel dir geben a khamalye@
@illegal@|@umlegal@
@illness@|@krankeyt, shlafkeyt@
@illusion@|@iluzye@
@illustrate@|@ilustrirtn@
@illustration@|@ilustratsye@
@I'm about to faint@|@Ich gai chaleshen bald avek@
@I'm American@|@Ikh bin amerikaner@
@I'm dying for it!@|@Mein cheies gait oys@
@I'm fine; thanks!@|@Es geyt gut; a dank!@
@I'm from Germany@|@Ikh bin funem Daytshland@
@I'm from Israel@|@Ikh bin funem Yisroyl@
@I'm from the U.S@|@Ikh bin funem Amerike@
@I'm German@|@Ikh bin daytsh@
@I'm growing weary@|@Oy mi nisht gut gevorn@
@I'm hungry@|@Ikh bin hungerik@
@I'm Israeli@|@Ikh bin yisroyli@
@I'm looking for John@|@Ikh zukh Yohan@
@I'm lost@|@Ikh bin farloyrn@
@I'm not in a hurry@|@Ich yog zich nit@
@I'm running@|@Ich loif@
@I'm sorry@|@Es tut mir bahng, Ikh badoyer@
@I'm sorry! (if you don't hear)@|@Zay moykhl!@
@I'm thirty years old@|@Ikh bin traytsik yorn alt@
@I'm twenty years old@|@Ikh bin tsvantsik yorn alt@
@Imaginary pregnancy@|@Redt zich ayn a kind in boich@
@Imaginary sickness@|@Redt zich ayn a kreynk!@
@imagine@|@forshteln zikh, moln zikh, oysmoln zikh, rekhenen, rekhenen@
@imitate@|@nokhmakhn@
@immediate@|@baldik@
@immediately@|@teykef@
@immigrant@|@imigrant@
@immigrate@|@imigrirn@
@immigration@|@imigratsye@
@immigration to Israel@|@aliye@
@imperative@|@imperativ@
@implant@|@aynflantsn@
@importance@|@khshives, vikhtikeyt@
@important@|@khoshev, vikhtik, vogik@
@important dignitary@|@khoshev, khshuvim@
@impose@|@onzetsn@
@impose upon@|@matriekh zayn@
@impossible@|@ummiglekh@
@Impossible!@|@Ummeglich!@
@impression@|@ayndruk@
@imprint@|@opdruk@
@improper@|@umonshtendik@
@improve onself@|@farbesern zikh@
@improve something@|@farbesern@
@improvement@|@farbeserung, tikn, tikunim@
@improvisation@|@improvizatsye@
@Impudent fellow@|@Ahzes ponim, Chutzpenik@
@impulse@|@impuls@
@Impure food@|@Nit kosher@
@in@|@arayn@
@in a way@|@leoylem, vi nisht iz@
@in a year@|@in a yor@
@in answer to@|@btshuve@
@in any case@|@say vi say@
@in back@|@hintn@
@in back of@|@hinter@
@in cash@|@mezumen@
@in childhood@|@kindvayz@
@in front of@|@far, far, far and dem, farn@
@in full bloom@|@bli@
@in general@|@bkhlal, bklal@
@In good health@|@Gezunterhait@
@in honor of@|@lekoved@
@in memory of@|@lezikorn, tsum ondenk fun@
@in mid-air@|@in (der) luftn@
@in old age@|@alterheyt@
@In private@|@oyg oyf oyg@
@in proportion to@|@proportsyonel@
@in relation to@|@legabe@
@in short@|@a kitser, a klal, a klal, haklal@
@in spite@|@lokhes@
@in spite of the fact that@|@nisht gekukt deroyf vos...@
@in the@|@inem@
@in the afternoon@|@nokhmitog@
@in the first place@|@koydem kol@
@In the good old days!@|@In di alteh guteh tseiten!@
@in the middle@|@in der mit, inmitn@
@In the middle of@|@In miten drinen@
@In The Morning@|@In der fri@
@in the summer@|@zumerleb@
@in this town@|@hi@
@in truth@|@in der emesn@
@in writing@|@shriftlekh@
@inaccurate@|@umpinktlekh@
@incantation@|@shprokh, shprukh@
@incapable@|@umfeyik@
@inch@|@tsol@
@incident@|@intsident@
@incidental@|@tsufelik@
@incidentally@|@agev@
@incite@|@hetsn@
@inclination@|@neygung@
@include@|@tsurekhenen@
@included@|@arayngenumen@
@including@|@bsoykhem@
@incomprehnsible@|@umfarshtendlekh@
@inconsiderate@|@on aynzeerish@
@Indeed!@|@Take!@
@independence@|@zelbshtendikeyt@
@independent@|@zelbshtendik@
@index@|@indeks, zukhtsetl@
@Indian summer@|@shpetzumer@
@indicative@|@onvayzik@
@indignation@|@beyzer@
@individual@|@individuel@
@industible truth@|@kayme-lon@
@industrious@|@flaysik@
@industry@|@industrye@
@inept@|@umpasik@
@inept person@|@N'vayle@
@inexpensive@|@Billik@
@Inferior@|@Tandaitneh@
@Inferior merchandise@|@Partatshnek@
@infinite@|@umendlekh@
@infinity@|@eyn-sof@
@inflated@|@ongeblozn@
@inflection (grammar)@|@fal@
@inflow@|@tsuflus@
@influence@|@baaynflusn, hashpoe, mashpie zayn@
@influential person@|@makher@
@inform@|@lozn visn@
@information@|@informatsye, yedie@
@inherit@|@yarshenen@
@inheritance@|@yerushe@
@inheritence@|@byerushe@
@initiative@|@initsyativ@
@ink@|@tint@
@inkspot@|@tintflek@
@In-Law@|@Mechuten@
@In-Laws@|@Mechutonim@
@innkeeper@|@kretshmer@
@innovate@|@mekhaesh zayn@
@innovation@|@khidesh, khidish@
@inquire@|@nokhfregn zikh@
@inquiry@|@oysforshung@
@insane asylum@|@meshugoim-azil@
@insane man@|@meshugener@
@inscription@|@oyfshrift@
@insect@|@dzshukhe@
@inside@|@ineveynik@
@insist@|@tsushteyn@
@insomnia@|@shloflozikeyt@
@Inspector@|@Mashgiach@
@inspiration@|@inspiratsye@
@inspire@|@inspirirn@
@install@|@instalirn@
@instance@|@mol@
@instant@|@herefayen, rege@
@instantly@|@herefayendik@
@instead of@|@anshtot, onshtot@
@instinct@|@instinkt@
@instinctive@|@instinktiv@
@institute@|@institut@
@institution@|@institutsye@
@instruct@|@oyslernen@
@instruction@|@instruktsye@
@insult@|@baleydikn, baleydikung@
@integrate@|@integrirn@
@integrity@|@yoysher@
@intelligibility@|@farshtendlekhkeyt@
@intelligible@|@farshtendik, farshtendlekh@
@intend@|@bdeye hobn, oysn zayn@
@intensive@|@intensiv@
@intention@|@kavone, kavone@
@intentionally@|@vilndik@
@interceder@|@meylets@
@interest (in)@|@interes@
@interest (somebody)@|@interesirn@
@interested@|@farinteresirt@
@interested person@|@baln, balonim@
@interesting@|@interesant@
@interjection (grammar)@|@oysrufvort@
@interlude@|@tsvishnshpil@
@intermediate@|@tsvishndik@
@internal@|@inerlekh@
@international@|@internatsyonal@
@internet@|@internets@
@interpret@|@oystaytshn, taytshn@
@interpretation@|@oystaytsh, oystaytshung@
@interpreter@|@oystaytsher, taytsher@
@interpreter (female)@|@oystaytsherin@
@interrupt@|@iberraysn, iberraysn, ibershlogn, mafsek zayn@
@interrupt (1)@|@araynfaln in di reyd@
@interview@|@intervyu, intervyuiren@
@intimate@|@intim@
@into@|@in@
@introduce@|@aynfirn, bakenen@
@introduction@|@araynfir@
@invader@|@arayndringer@
@investigate@|@oysforshn@
@invitation@|@aynladung, farbetung@
@invite@|@aynladn, farbetn@
@ion@|@ion@
@Irgun@|@irgun@
@iron@|@ayzern, ayzn@
@ironic@|@ironish@
@irony@|@ironye@
@Isaac@|@yitskhok@
@island@|@indzl@
@isn't that so?@|@ayo?@
@Israel@|@yisroyl@
@Israeli@|@yisroyldik@
@Israeli citizen@|@yisroyli@
@Israelite@|@ben-yisroel@
@It can't hurt to...@|@s'ken nisht shatn@
@it depends@|@vi a mol@
@It doesn't matter@|@Nisht gefloygen, nisht getoygen@
@It doesn't matter to me@|@Es macht mir nit oys@
@It doesn't work@|@Es gait nit!@
@It doesn't work!@|@Gait es nit!@
@it follows that@|@mashme@
@It gives me great pleasure@|@Es tut mir a groisseh hanoeh!@
@It hurts me@|@Es tut mir vai@
@It is (too) late@|@Es iz (tsu) shpet@
@it is conceivable@|@Es ken gemolt zein@
@It is likely that..@|@es iz a svore az..@
@It is not becoming@|@Es past nit@
@it is said@|@Me zogt@
@It isn't proper@|@Past nit@
@It melts in the mouth@|@Tsegait zich in moyl@
@It should bang in your head@|@Zol dir klappen in kop@
@It should happen to me@|@Alevei!@
@It shouldn't come to pass@|@Nit gidacht gevorn@
@It shouldn't happen@|@Nisht fur dich gedacht!@
@It shouldn't happen!@|@Nishtu gedacht!, Nit gidacht!@
@It stinks!@|@Se shtinkt!@
@It wouldn't be a bad idea to@|@es volt geven a svore az@
@Italian (person)@|@italyener@
@Italy@|@italye@
@It's 10 o'clock@|@Es iz tsen a zeyger@
@It's a pity@|@Nebach@
@It's a shame for the children!@|@Es iz a shandeh far di kinder!@
@It's a steal@|@A metsieh far a ganef@
@It's delicious!@|@Me ken lecken di finger!@
@It's good for nothing!@|@Ich darf es ahf kapores@
@It's hard to be a Jew@|@Shvertz azayan Yid@
@It's no good@|@Feh!@
@It's none of your business@|@Es iz nit dayn gesheft@
@it's not right@|@s'toyg nisht@
@It's not what it's cracked up@|@Columbus's medina@
@It's not your job to do that!@|@dos gehert nisht tsu dir!@
@It's obvious!@|@m'zet!@
@it's possible@|@es ken zayn, s'ken zayn@
@It's starting to rain@|@Dis fayntin zoraiganin@
@It's starting to snow@|@Dis fayntin shneg@
@I've been learning Yiddish@|@Ikh lern mikh zint Yidish@
@I've got you by the elbow@|@Hob dir in arbel@
@jab@|@toren@
@Jacob@|@yankev@
@jam@|@ayngemakhst, varenye@
@January@|@yanuar, yanvar@
@Japan@|@yapan@
@jar@|@sloy@
@jargon; the Yiddish language@|@zhargon@
@Jazz@|@dzshez@
@jealousy@|@kine@
@jerk@|@puts, shmok, tsapl@
@Jerusalem@|@yerusholaim, yerusholayim@
@Jester@|@Badchan@
@Jesus@|@yeyshu, yishu@
@Jesus of Nazareth@|@yeyshu hanoystri, yishu hanoytsri@
@jet@|@dzshet@
@Jew@|@yidl@
@Jew (endearingly)@|@yidele@
@Jew (female)@|@yidishke@
@Jew (male)@|@yid@
@Jew who does not abide by law@|@Traifener bain@
@Jew who has been baptized@|@meshumed@
@Jew who is strictly observant@|@khareydim, khored@
@jewelry@|@tsirung@
@Jewery@|@yidntum@
@Jewish@|@yidish@
@Jewish Diaspora@|@tfutses@
@Jewish dietary laws@|@dini-kashres, kashres, Kosher@
@Jewish head@|@Yiddisher kop@
@Jewish holiday@|@yoytser@
@Jewish Labor Bund@|@bund@
@Jewish manner@|@yidishlekh@
@Jewish mourning period@|@shive@
@Jewish music@|@negine@
@Jewish native of Galicia@|@Galitsianer@
@Jewish pilgrim@|@oyle, oylim@
@Jewish prayer@|@yisker, yiskor@
@Jewish prayer book@|@Sidder@
@Jewish religious law@|@halokhe@
@Jewish religious school@|@kheyder@
@Jewish woman who was baptized@|@meshumedeste@
@Jewishness@|@yidishkeyt@
@Jocular@|@Tziginner bobkes@
@join@|@baheftn, farbindn zikh mit@
@join a group@|@arayntretn in@
@joined@|@bahoftn@
@joint@|@bshutfesdik@
@jointly@|@bshutfes@
@joke@|@khokhme, shpas, vits, vits, vitslen zikh@
@joking@|@katoves@
@Joseph@|@yosl, yoysef@
@Joshua@|@yeshue@
@journalism@|@zhurnalism@
@journalist@|@zhurnalist@
@joy@|@fargenign, freyd@
@Joy@|@Simcheh@
@Jubilee@|@yoyvl@
@Judaism@|@yaades, yidishkeyt@
@Judeo-Arabic@|@yahudish@
@judge@|@rikhter@
@judgement@|@mishpet@
@jug@|@krigl@
@Juice@|@zaft@
@juicy@|@vaynik, Zaftik@
@July@|@yuli@
@jump@|@shpringen@
@jump over@|@aribershpringen@
@junction@|@knup@
@juncture@|@heftpunkt@
@June@|@yuni@
@junk@|@bovl@
@just@|@nor@
@Just a little@|@Nor a bisl!@
@just because@|@bansher@
@Just like his father@|@Der tate oysn oyg@
@just like that@|@Ot azaih@
@just now@|@nor vos, okersht@
@justice divine@|@tsedek@
@justification@|@barekhtikung, skhus@
@Kadish@|@kadeyshim, kadish@
@Kasha and noodles@|@Varnishkes@
@keep@|@ophitn@
@keep house@|@balebateven@
@Keep moving!@|@Drai zich!@
@keep quiet@|@farshvaygn@
@kept quiet@|@farshvign@
@kerosene@|@naft@
@key@|@shlisl, Shlissel@
@keyboard@|@klavyatur@
@Khane@|@khane@
@khes; 8th letter of alphabet@|@khes@
@khof; 12th letter@|@khof@
@kibitz@|@kibetsen@
@Kibuts@|@kibuts@
@kidney@|@nir@
@kill@|@derhargen, hargen, hargenen, teytn, umbrengen@
@kill (1)@|@derhargenen@
@kill two birds with one stone@|@shisn tsvey hozn mit eyn shos@
@kilometer@|@kilometer@
@kind of@|@min, min, shteyger@
@kindle@|@ontsindn, tzindn@
@kindness@|@toyve@
@kinds@|@kolaminim@
@king@|@kinig, meylekh, mlokhim@
@Kislev; 3rd month@|@kislev@
@Kislev; 3rd month of calendar@|@kislev@
@kiss@|@kush, kushn@
@Kiss my backside@|@Kish mir en toches@
@Kiss my behind@|@Kush in toches arein!@
@kitchen@|@kikh@
@kitten@|@ketsl@
@Kitten@|@Ketzele@
@knee@|@kni@
@knife@|@meser@
@Knife@|@Messer@
@knight@|@riter@
@knish@|@knish@
@knit@|@shtrikn@
@knitting needle@|@shpizl@
@knock@|@onklopn@
@knock in@|@araynklapn@
@knock out@|@aroysshlogn@
@knot@|@Knippel@
@know@|@kenen, kenen, konen, visn@
@know one's way around@|@visn vi a tir efnt, visn vi ayn un vi oys@
@knowing@|@visndik@
@know-it-all@|@altsveyser@
@knowledge@|@kentenish, kentshaft, visn@
@knowledge in a given field@|@yedie@
@known@|@bakant@
@knuckle@|@knekhl@
@kof; 11th letter@|@kof, kof@
@komets@|@komets@
@komets-alef@|@komets-alef@
@Kosher@|@Kosher@
@kosher butcher@|@shoykhet@
@Kosher condition@|@Kashress@
@kosher meat@|@boser kosher@
@kosherness@|@kashres@
@kuf; letter of the alphabet@|@kuf@
@kugel@|@kugl@
@label@|@batseykhn@
@labor@|@arbet, horeven@
@lack@|@feln@
@Ladie's room@|@Vash-tsimmer far froyen@
@ladybug@|@moyshe-rabeynes kiele@
@Lake@|@ozere@
@lamb@|@lam, leml, shefele@
@lamb (mutton)@|@shepsns@
@lamb chop@|@shepsn-kotlet@
@lamed; 13th letter of alphabet@|@lamed@
@lament@|@baklogn, vaygeshray, yomern@
@lamp@|@lomp@
@Land of Israel@|@Eretz Yisroel@
@landing@|@shtok@
@landowner@|@porets@
@language@|@loshn, shprakh@
@lap@|@shoys@
@lap of a garment@|@pole@
@Large as a mountain@|@Vi a barg@
@last@|@akhrun, doyern, tsu letst@
@last but not least@|@akhren akhren khovev@
@last year@|@far a yor, farayor@
@last year's@|@faryorik@
@late@|@shpet@
@lately@|@letstns@
@later on@|@shpeter@
@Latin@|@lateynish@
@Latin language@|@latayn@
@latke; a potato pancake@|@latke@
@laud in song@|@bazingen@
@laugh@|@lakhn, tselakhn@
@laugh until you cry@|@lakhn biz trern@
@laughing through tears@|@lakhn mit yashtsherkes@
@law@|@din@
@lawn@|@lonke@
@laws of Jewish ritual@|@shulkhn-orekh@
@lawyer@|@advokat@
@lay@|@leygn@
@lazy@|@foyl@
@Lazy man@|@Foiler@
@lead@|@firn, onfirn@
@lead (metal)@|@blay@
@lead in@|@araynfirn@
@leader@|@firer, onfirer, onfirer@
@leadership@|@firershaft, onfirung@
@leading@|@firndik@
@leaflet@|@bletl@
@league@|@lige@
@Leah (name)@|@leye@
@learn@|@lernen zikh, oyslernen zikh@
@learned@|@lomdish@
@learned man@|@lamdn, lamdn, talmid-khokhem@
@Learned man@|@Bal Toyreh@
@learning@|@lamdones@
@lease@|@arende@
@least@|@mindst@
@leather@|@leder@
@leave@|@avekforn, farlozn@
@leave behind@|@iberlozn@
@Leave me alone!@|@Loz mich tzu ru@
@leave no stone unturned@|@zukhn mit likht@
@leave them be@|@Lezem gayne@
@leavened dough@|@khomets@
@lecture@|@refererat@
@Left@|@links@
@left (direction)@|@link@
@leg@|@fis, fus@
@lemon@|@zitstrin@
@lemonade@|@limenad@
@lend to@|@layen@
@length@|@leng@
@less holy@|@khol@
@lesson@|@lektsye@
@lesson in the Talmud@|@shier, shiurim@
@let alone@|@pshite@
@let go@|@oplozn@
@Let it be so!@|@Zol zein azoy!@
@Let's end it!@|@A sof! A sof!@
@Let's have some quiet!@|@Zol zein shtil!@
@letter (alphabet)@|@os@
@letter (mail)@|@briv@
@letter of an alphabet@|@os@
@lettuce@|@salat@
@level@|@nivo@
@Levite@|@leviim, leyvi@
@Leviticus@|@vayikro@
@lexicon@|@verter-oytser@
@Leyb@|@leyb@
@Leybl@|@leybl@
@liar@|@ligner@
@liberal@|@liberal@
@liberation@|@bafrayung@
@liberator@|@bafrayer@
@librarian (female)@|@biblyotekerin@
@librarian (male)@|@biblyoteker@
@library@|@biblyotek@
@lick one's lips@|@balekn zikh@
@lie@|@shakres, sheker@
@lie around@|@valgern zikh@
@lie down@|@leygn zikh@
@life@|@hayes, khayes, lebn@
@lifetime@|@meshekh@
@lift@|@heybn, oyfheybn@
@lift a hand to@|@heybn a hant@
@light up@|@balaykhtn, tsezunikn@
@lighthouse@|@shaynturem@
@likely@|@mashmoes, minastam, minestam, mistome@
@likewise@|@dest glaykhn, punkt azoy@
@lilac@|@bez@
@limb of a body@|@eyver, eyvrim@
@limit@|@bagrentsn, shier, shiurim@
@limp@|@hinken@
@line@|@liniye, shure@
@linger@|@zamen zikh@
@linguist@|@lingvist, shprakhn-kener@
@linguistic@|@lingvistish, shprakhik@
@linguistics@|@lingvistik, shprakh-visnshaft@
@lining@|@untershlak@
@link@|@bindrung, onknipn, tsvishndl@
@lion@|@leyb@
@lioness@|@leybikhe@
@lip@|@lip@
@lips@|@lipn@
@liquid@|@flisik@
@liquor@|@shnaps, yash@
@list@|@reshime@
@listen@|@tsuhern zikh@
@Listen here!@|@Hert zich ein!@
@Listen!@|@S'teitsh!@
@listener@|@tsuherer@
@literal@|@mameshdik@
@literally@|@mamesh@
@literary@|@literarish@
@literature@|@literatur@
@Lithuania@|@lite@
@Lithuanian@|@litvak@
@Lithuanian (Jewish female)@|@litvitshke@
@Lithuanian (language)@|@litvish@
@Lithuanian (person)@|@litviner@
@little@|@etvos, kleyn@
@little bird@|@feygele@
@Little box for coins@|@Pushkeh@
@Little bride@|@Kallehniu@
@little by little@|@tsubislekh@
@little cheek@|@bekl@
@little doll@|@lialke@
@little finger@|@mindster finger@
@Little fruit@|@Shnecken@
@little girl@|@meydele@
@Little girl@|@Maideleh@
@little kitty@|@ketsele@
@Little monster@|@Lobbus@
@Little nothing@|@Pitsvinik@
@Little penis@|@Petseleh@
@little piece@|@shtikl, shtiklekh@
@Little playthings@|@Tchotchkes@
@Little prig@|@Klainer gornisht@
@live@|@lebn@
@live in a place@|@voynen@
@live life to the end@|@oyslebn@
@live through@|@adurkhlebn@
@live to see@|@derlebn@
@Livelihood@|@Parnosseh@
@lively@|@lebedik@
@Lively person@|@Lebediker@
@Lively Russian dance@|@Kazatskeh@
@liver@|@leber@
