@English@|@Greek@
@sully@|@κηλιδώνω, ρυπαίνω, σπιλώνω@
@sulphide@|@σουλφίδιο@
@sulphur@|@θειάφι@
@sultan@|@σουλτάνος@
@sultana@|@σταφίδα@
@sultry@|@αποπνικτικός, πνιγηρός@
@sum@|@πράξη, σύνολο@
@summarise@|@συγκεφαλαίωνω, συνοψίζω@
@summary@|@περίληψη@
@summer@|@θερινός, καλοκαίρι@
@summit@|@κορυφή@
@summit meeting@|@συνάντηση κορυφής@
@summon@|@καλώ@
@summon help@|@καλώ βοήθεια@
@summons@|@δικαστική κλήση@
@sums@|@πράξεις@
@sun@|@ήλιος@
@sun cream@|@αντιηλιακή κρέμα@
@sunbathe@|@κάνω ηλιοθεραπεία@
@Sunday@|@Κυριακή@
@sundial@|@ηλιακό ρολόι@
@sundry@|@διάφοροι@
@sunflower@|@ήλιος@
@sunglasses@|@γυαλιά ήλιου@
@sunken@|@βαθουλωμένος@
@sunlight@|@φως του ήλιου@
@sunny@|@ηλιόλουστος@
@sunny interval@|@διάστημα ηλιοφάνειας@
@sunrise@|@ανατολή ήλιου@
@sunroof@|@οροφή@
@sunset@|@δύση ήλιου, δύση του ήλιου@
@sunshine@|@ηλικακάδα@
@sunstroke@|@ηλίαση@
@suntan@|@μαύρισμα@
@super@|@σούπερ@
@superannuation@|@σύνταξη@
@superb@|@άριστος, θαυμάσιος, καταπληκτικός@
@supercharge@|@επιφορτίζω@
@superficial@|@επιπόλαιος, επιφανειακός@
@superficially@|@επιφανειακά@
@superfluous@|@περιττός@
@superior@|@ανώτερος@
@superior rectus@|@άνω ορθός μυς του οφθαλμού@
@superiority@|@ανωτερότητα@
@superiority in@|@ανωτερότητα@
@superlative@|@υπερβολή, υπερθετικός@
@supermarket@|@σούπερ μάρκετ@
@supernatural@|@υπερφυσικός@
@supernumary@|@υπεράριθμος@
@supersede@|@εκτοπίζω@
@supersonic@|@υπερηχητικός@
@superstition@|@πρόληψη@
@superstitious@|@δεισιδαίμονας, προληπτικός@
@superstructure@|@υπερκατασκευή@
@supervene@|@επισυμβαίνω@
@supervise@|@επιβλέπω, εποπτεύω@
@supervision@|@επίβλεψη, επιτήρηση@
@supervisor@|@επιτηρητής, επόπτης, επόπτης@
@supper@|@ο δείπνος@
@supplant@|@αντικαθιστώ, παίρνω τη θέση@
@supple@|@ευλίγιστος@
@supplement@|@συμπλήρωμα, συμπληρώνω@
@supplementary@|@συμληρωματικός, συμπληρωματικός@
@suppliant@|@ικέτης@
@supplicant@|@ικέτης@
@supplicate@|@εκλιπαρώ, ικετεύω@
@supplication@|@εκλιπάριση, ικεσία@
@supplier@|@προμηθευτής@
@supplies@|@εμφόδια@
@supply@|@παρέχω, παροχή, προμήθεια, χορήγηση@
@supply line@|@γραμμή ανεφοδιασμόυ@
@supply with@|@εφοδιάζω@
@support@|@βοήθεια, στήριγμα, στηρίζω, συμπαράσταση, το έρεισμα, υποστήριγμα, υποστηρίζω, υποστήριξη@
@supporter@|@οπαδός, υποστηρικτής@
@supporting@|@που υποστηρίζει@
@suppose@|@υποθέτω, υποτίθεται@
@supposed@|@δήθεν@
@supposedly@|@δήθεν, τάχα, υποτιθέμενα@
@supposing that@|@δεδόσθω ότι@
@suppress@|@αποκρύπτω, καταπνίγω, καταστέλλω@
@suppression@|@απόκρυψη, καταστολή@
@suppuration@|@πύηση@
@supremacy@|@κυριαρχία@
@supreme@|@ανώτατος, ύπατος, υπέρτατος@
@supreme court@|@ανώτατο δικαστήριο@
@supremo@|@επικεφαλής@
@surcharge@|@πρόσθεστη επιβάρυνση@
@sure@|@σίγουρος@
@surely@|@σίγουρα@
@surf@|@θραύσεις κυμάτων@
@surf scoter@|@παρδαλοραμφόπαπια@
@surf zone@|@ζώνη κυματωγής@
@surface@|@αναδύομαι, επιφάνεια@
@surface area@|@εμβαδόν@
@surfacing@|@ανάδυση@
@surfeit@|@κορεσμός@
@surge@|@αυξάνομαι απότομα, κύμα, ξεχύνομαι@
@surgeon@|@χειρουργός@
@surgery@|@ιατρείο@
@surges up@|@τινάζεται προς το πάνω@
@surgical@|@χειρουργικός@
@surging@|@ορμητικός@
@surly@|@κακότροπος, σκυθρωπός@
@surmount@|@ξεπερνώ, υπερβαίνω@
@surname@|@επίθετο@
@surpass@|@ξεπερνώ, περνώ, υπερακοντίζω@
@surpassing@|@ανυπέρβλητoς, που ξερερνάει@
@surplus@|@περίσσευμα, πλεόνασμα@
@surplus value@|@υπεραξία@
@surprise@|@έκπληξη@
@surprise attack@|@αιφνιδιαστική επίθεση@
@surprised@|@έκπληκτος@
@surprisingly@|@εκπλητικά@
@surreal@|@σουρεαλιστικός@
@surrender@|@παραδίδω, παράδωση@
@surround@|@περικυκλώνω, πλαισιώνω, πλαισίωση@
@surrounding@|@γύρω, που περικυκλώνει, που περιστοιχίζει@
@surroundings@|@περιβάλλον, περίχωρα@
@survey@|@ανασκόπηση, έρευνα, μελέτη@
@survey map@|@καταστατικός χάρτης@
@surveyor@|@τοπογράφος@
@survival@|@επιβίωση@
@survive@|@επιζώ@
@survivor@|@επιζών@
@susceptibility@|@ευαισθησία, ευπάθεια@
@susceptible@|@επιδεικτικός, εύθικτος, ευπαθής@
@susceptible to@|@ευαίσθητος, ευπαθής@
@sushi@|@ιαπωνέζικο ωμό ψάρι@
@suspect@|@υποπτεύομαι@
@suspect of@|@υποιμιάζομαι, υποψιάζομαι@
@suspend@|@αναστέλλω, δίνω αναστολή, κρεμώ@
@suspended@|@κρεμασμένος@
@suspended sentence@|@ποινή με αναστολή@
@suspender@|@ζαρτιέρα@
@suspension@|@ανακοπή, ανάρτηση, αναστολή, εναιώρημα@
@suspensory ligament@|@κρεμαστήριος σύνδεσμος@
@suspicion@|@δεισδαιμονία, υπόνοια, υποψία@
@suspicious@|@καχύποπτος, ύποπτος@
@sustain@|@κρατώ, κρατώ, συντηρώ, τρέφω, υποστηρίζω, υφίσταμαι@
@sustained@|@αδιάκοπος, συνεχής@
@sutural cataract@|@καταρράκτης των ραφών@
@suture@|@ραφή@
@swaggering@|@λεονταρισμοί@
@Swahili@|@σουαχίλι@
@swallow@|@καταπίνω, χελιδόνι@
@swamp@|@βάλτος, έλος, κατακλύζω@
@swamper@|@ελόβιος@
@swampy@|@ελώδης@
@swan@|@κύκνος@
@swan song@|@κύκνειο άσμα@
@swap@|@ανταλλάσσω@
@swarm@|@εσμός, μελισσιλόι, μελισσολόι, σμάρι, σμήνος@
@swarm of bees@|@σμήνος μέλισσες@
@swarming@|@κατάμεστος@
@swarthy@|@μελαχρινός, μελαψός@
@swat@|@χτυπώ@
@swath spreader@|@συσκευή αερισμού χορτονομής@
@sway@|@λικνίζομαι, πείθω, ταλαντεύομαι@
@swear@|@ορκίζομαι@
@swear at@|@βρίζω@
@swear blind@|@διαρρηγνύω τα ιμάτιά μου@
@sweat@|@ιδρώνω. ίδρωτας@
@sweat glands@|@ιδρωτοποιοί αδένες@
@sweater@|@πουλόβερ@
@sweatshirt@|@κολεγιακό@
@sweaty@|@ιδρωμένος@
@Sweden@|@Σουηδία@
@Swedish@|@Σουηδικά, σουηδικός, Σουηδός@
@sweep@|@καμπύλη, σαρώνω, σκουπίζω, σκουπίζω με σκούπα@
@sweeping@|@σαρωτικός@
@sweeping fire@|@θεριστική βολή@
@sweepings@|@σαρίδι@
@sweet@|@γλυκός, ηδύς, καραμέλα@
@sweet shop@|@ζαχαροπλαστείο@
@sweet talker@|@ηδύγλωσσος@
@sweet talking@|@ηδύγλωσσος@
@sweetly@|@γλυκά@
@sweetness@|@γλυκύτητα@
@sweets@|@γλύκα, καραμέλες@
@sweetshop@|@μαγαζί πού πουλάει καραμέλες@
@swell@|@εξογκώνω, πρήζω, φουσκώνω@
@swelling@|@πρήξιμο, φλεγμονή@
@sweltering heat@|@ασφυκτική ζέστη@
@sweping@|@σάρωση@
@swerve@|@λοξοδρομώ, στρίβω απότομα, φάλτσο@
@swiftly@|@γοργά@
@swill@|@ξεπλένω@
@swim@|@κολυμπώ@
@swimming@|@κολύμπι@
@swimming cap@|@σκουφάκι κολύμβησης@
@swimming costume@|@μαγιό@
@swimming goggles@|@γυαλάκια κολύμβησης@
@swimming pool@|@πισίνα@
@swimming trunks@|@μαγιό@
@swimsuit@|@μαγιό@
@swing@|@κούνια, κουνώ@
@swing open@|@ανοίγω@
@swingeing@|@δυνατός@
@swirl@|@δίνη, στροβιλίζομαι@
@switch@|@αλλαγή, αλλάζω, διακόπτης@
@switch blade@|@σουγιάς με ελατήριο@
@switch off the light@|@κλείνω το φως@
@switch on@|@ανάβω, ανοίγω@
@Switzerland@|@Ελβετία@
@swivel@|@στριφτάρι@
@swollen@|@πρησμένος@
@swoop@|@εφορμώ@
@sword@|@ξίφος, σπάθα, σπαθί@
@sword bearer@|@σπαθάτος@
@sword fighting@|@ξιφασκία@
@sword of Damocles@|@δαμόκλειος σπάθη@
@swore@|@ορκίζομαι@
@sworn@|@ορκίζομαι, ορκισμένος@
@sworn statement@|@κατάθεση@
@sycamore@|@σφένδαμος, ψευδοπλάτανος@
@syllable@|@συλλαβή@
@syllabus@|@πρόγραμμα σπουδών@
@syllogism@|@συλλογισμός@
@symbol@|@σύμβολο@
@symbolic@|@συμβολικός@
@symbolism@|@συμβολισμός@
@symmetry@|@συμμετρία@
@sympathetic to@|@συμπονετικός@
@sympathise with@|@συμπονώ@
@sympathy for@|@συμπόνια@
@symphony@|@συμφωνία@
@symptom@|@σύμπτωμα@
@symptoms@|@συμπτώματα@
@synagogue@|@συναγωγή@
@syndrome@|@σύνδρομο@
@synonym@|@συνώνυμο@
@synonymous@|@συνώνυμος@
@synthesizer@|@συνθεσάιζερ@
@synthetic@|@συνθετικός@
@syphilis@|@σύφιλη@
@syringe@|@σύριγγα@
@system@|@σύστημα@
@table@|@πίνακας, τραπέζι@
@table tennis@|@πινγκ-πονγκ@
@tablespoon@|@κουτάλι@
@tablet@|@χάπι@
@tabloid@|@λαϊκή εφημερίδα@
@taboo@|@απαγορευμένο@
@tabulate@|@καταγράφω σε πίνακα, ταξινομώ@
@tachymeter@|@ταχύμετρο@
@tacit@|@έμμεσος, σιωπηρός@
@tack@|@ξερό μπισκοτάκι@
@tackle@|@αντιμετωπίζω, κάνω τάκλινγκ@
@tackling@|@τάκλινγκ@
@taco@|@τάκο@
@tact@|@διπλωματικότητα@
@tactics@|@τακτική@
@tactless@|@αδιάκριτος@
@tadpole@|@γυρίνος@
@tail@|@ουρά@
@tail coat@|@φράκο@
@tailback@|@μποτιλιάρισμα@
@taillight@|@πίσω φανάρι αυτοκινήτου@
@tailor@|@ράπτης@
@tailored@|@καλοραμμένος@
@take@|@παίρνω@
@take a deflection@|@εκτρέπομαι@
@take a dep breath@|@παίρνω μία βαθιά ανάσα@
@take a firm hold@|@εδραιώνομαι@
@take a keen interest in@|@ενδιαφέρομαι πολύ για@
@take a lifetime@|@χρειάζεται πολύ χρόνο@
@take a line@|@ακολουθώ μια γραμμή@
@take a look at@|@ρίχνω μια ματιά@
@take a mental note of@|@σημειώνω στο νου μου@
@take a picture@|@βγάζω φωτογραφία@
@take a pill@|@πίνω χάπι@
@take a reasonable approach@|@προσεγγίζω το θέμα λογικά@
@take a risk@|@διακινδυνεύω, ρισκάρω@
@take a swing at@|@ρίχνω μια μπουνιά@
@take a wrong turning@|@παίρνω λάθος δρόμο@
@take action@|@αναλαμβάνω δράση, παίρνω μέτρα@
@take advantage of@|@εκμεταλλεύομαι@
@take after@|@μοιάζω@
@take aim at@|@σημαδεύω@
@take an exam@|@δίνω εξέταση@
@take an instant dislike to@|@αντιπαθώ αμέσως@
@take away@|@παίρνω μαζί@
@take back in time@|@γυρίζω πίσω σε χρόνο@
@take care@|@προνοώ@
@take centre stage@|@είμαι το πιο σημαντικό πρόσωπ@
@take delight in@|@βρίσκω ευχαρίστηση σε@
@take down@|@καταγράφω, κατεβάζω, κατεγράφω@
@take evasive action@|@ενεργώ για να αποφύγω@
@take exception to@|@βαριοφαίνομαι@
@take for granted@|@παίρνω σαν δεδομένο@
@take in@|@το χάφτω, φιλοξενώ@
@take in hand@|@ασχολούμαι με@
@take into custody@|@θέτω υπό κράτηση@
@take it amiss@|@βαριοφαίνομαι@
@take it in@|@το καταλαβαίνω@
@take it upon oneself to@|@αναλαμβάνω την ευθύνη να@
@take liberties with@|@θαρρεύω με κάποιο@
@take measures against@|@λαμβάνω μέτρα κατά@
@take medicine@|@παίρνω φάρμακα@
@take note of@|@σημείωνω@
@take notes@|@κρατώ σημειώσεις@
@take notice@|@δίνω προσοχή@
@take notice of@|@προσέχω@
@take off@|@απογειώνομαι, βγάζω@
@take off someone's hands@|@ξεφορτώνομαι κάτι για κάποιον@
@take on@|@αναλαμβάνω, προσλαμβάνω@
@take one's hat off@|@βγάζω το καπέλο@
@take one's hat off to@|@παραδέχομαι κάποιο@
@take one's mind off@|@κάνω κάποιον να ξεχάσει κάτι@
@take oneself off@|@φεύγω@
@take over@|@αναλαμβάνω, εξαγοράζω@
@take pains to@|@κοπιάζω, μπαίνω στον κόπο@
@take part in@|@λαμβάνω μέρος σε@
@take pictures@|@βγάζω φωτοφραφίες@
@take place@|@γίνομαι, λαμβάνω χώρα, συντελούμαι@
@take precautions@|@λαμβάνω μέτρα@
@take pride in@|@περιφανεύομαι@
@take refuge@|@βρίσκω καταφύγιο@
@take seriously@|@παίρνω σοβαρά@
@take shape@|@παίρνω σάρκα και οστά@
@take someone by surprise@|@ξαφνιάζω@
@take someone's pulse@|@σφυγμομετρώ@
@take someone's temperature@|@θερμομετρώ κάποιον@
@take something to heart@|@παίρνω κάτι κατάκαρδα@
@take steps to@|@λαμβάνω μέτρα@
@take the consequences@|@υφίσταμαι τα επακόλουθα@
@take the credit@|@διεκδικώ την τιμή@
@take the law into one's hands@|@παίρνω το νόμο στα χέρια μου@
@take the liberty to@|@λαμβάνω το θάρρος@
@take the mickey out of@|@δουλέυω, κοροϊδεύω@
@take the plunge@|@παίρνω την μεγάλη απόφαση@
@take the stand@|@ανέρχομαι στο εδώλιο ως μάρτυ@
@take the trouble@|@μπαίνω στον κόπο@
@take the trouble to@|@μπαίνω στον κόπο να@
@take the view@|@πιστεύω@
@take things easy@|@ξεκουράζομαι, ρηλαξάρω@
@take to@|@συμπαθώ@
@take to heart@|@παίρνω κατάκαρδα@
@take to one's bed@|@πηγαίνω στο κρεββάτι@
@take to one's heels@|@το βάζω στα πόδια@
@take to task@|@επιπλήττω, κατσαδιάζω@
@take up@|@κονταίνω@
@take up a challenge@|@δέχομαι μια πρόκληση@
@take up a hobby@|@ασχολούμαι με καινούριο χόμπι@
@take up with@|@κάνω παρέα με@
@taken@|@πιασμένος@
@taken aback@|@ξαφνιασμένος@
@taken by@|@τσιμπιμένος@
@taken by surprise@|@ξαφνιασμένος@
@taking@|@λήψη@
@taking a poll@|@σφυγμομέτρηση@
@taking away secretly@|@υπεξαγωγή, υπεξαίρεση@
@tale@|@ιστορία, μύθος@
@talented@|@προικισμένος, ταλαντούχος, ταλεντούχος@
@talk@|@μιλώ, ομιλία@
@talk of the town@|@θέμα γενικής συζήτησης@
@talk over@|@συζητώ@
@talk sense@|@μιλώ λογικά@
@talk show@|@τοκ-σόου@
@talk someone out of@|@πείθω κάποιο να μη@
@talk someone's head off@|@κάνω το μυαλό κπ. κουρκούτι@
@talkative@|@ομιλητικός, φλύαρος@
@talking one's pressure@|@σφυγμομέτρηση@
@tall@|@ψηλός@
@tall and thin@|@μαντράχολος@
@tall as a beanpole@|@πανύψηλος@
@tally@|@καταμετρώ, συμφωνώ@
@talon@|@νύχι@
@Tamburline@|@Ταμερλάνος@
@tame@|@τιθασεύω@
@tamper@|@αλλοιώνω, παραποιώ@
@tamper with@|@ανακατεύομαι, παραβιάζω@
@tampon@|@ταμπόν@
@tan@|@βυρσοδεψώ, καφετί, μαυρίζω, μαύρισμα@
@tan hide@|@αργάζω το τομάρι@
@tandem@|@διπλό ποδήλατο@
@tangent@|@εφαπτόμενη@
@tangent of an arc@|@εφαπτόμενη τόξου@
@tangible@|@απτός@
@tango@|@ταγκό@
@tank@|@άρμα μάχης, δεξαμενή, τανκς@
@tanker wagon@|@βαγόνι βυτιοφόρο@
@tanned@|@μαυρισμένος@
@tanned hide@|@βύρσα@
@tantalising@|@δελεαστικός@
@tantalizing@|@δελεαστικός@
@tantamount@|@ισοδύναμος@
@tantrum@|@νευράκια@
@tap@|@βρύση, παρακεντώ, χτυπώ ελαφρά@
@tap dancing@|@κλακέτες@
@tap water@|@νερό της βρήσης, πόσιμο νερό@
@tape@|@ταινία@
@tapestry@|@τάπητας τοίχου@
@tapping@|@παρακέντηση@
@tapster@|@μπάρμαν@
@tar@|@κατράμι, ναύτης, πίσσα@
@tarboosh@|@φέσι@
@tardy@|@αργός, καθυστερημένος@
@tare@|@απόβαρον, βίκος, ζιζάνιο@
@target@|@στοχεύω, στόχος@
@tariff@|@δασμολόγιο, ταρίφα, τιμολόγιο@
@tarmac@|@άσφαλτος, πίσα@
@tarn@|@ορεινή λίμνη@
@tarnish@|@αμαυρώνω@
@tarot@|@ταρώ@
@tarpaulin@|@μουσαμάς, πισσωμένο ύφασμα@
@tarragon@|@εστραγκόν@
@tarry@|@διαμένω, χρονοτριβώ@
@tarsal@|@ταρσικός@
@tarsus@|@ταρσός@
@tart@|@καυστικός, πόρνη, στυφός, τάρτα@
@task@|@άθλος, δουλειά, καθήκον@
@tassel@|@το κρόσσι@
@taste@|@γεύομαι, γεύση, γούστο@
@taste bud@|@γευστικός κάλυκας@
@tasty@|@γευστικός@
@tatter@|@κουρέλι@
@tattle@|@κουτσομπολεύω, φλυαρώ@
@tattler@|@κουτσομπόλης@
@tatty@|@τριμμένος@
@tau particle@|@λεπτόνιο ταυ@
@taught@|@δίδαξα@
@taunt@|@λοιδορία@
@taunt scoff@|@λοιδορώ@
@taupe@|@γκρι-καφέ@
@taurine@|@ταυρίνη@
@Taurus@|@Ταύρος@
@taut@|@τεντωμένος@
@tautology@|@ταυτολογία@
@tavern@|@μπαρ, παμπ, χάνι@
@taw@|@βόλος, μπίλια@
@tawny eagle@|@στεπαετός@
@tawny owl@|@αιγωλός@
@tax@|@προβληματίζω, φορολογώ, φόρος@
@tax evasion@|@φοροφυγή@
@tax oficial@|@έφορος@
@tax on@|@φόρος@
@taxable@|@φορολογητέος@
@taxation@|@φορολόγηση@
@taxi@|@ταξί, τροχοδρομώ@
@taxi driver@|@ταξιτζής@
@taxi rank@|@πιάτσα ταξί, σταθμός ταξί@
@taxiing@|@τροχοδρόμηση@
@taxon@|@τάξη@
@taxonomy@|@ταξονομία@
@taxpayer@|@φορολογούμενος@
@tea@|@τσάι@
@teach@|@διδάσκω@
@teacher@|@δασκάλα, δάσκαλος, καθηγητής, καθηγήτρια@
@teacup@|@φλιτζάνι@
@teal@|@κιρκίρι@
@team@|@ομάδα@
@team member@|@μέλος ομάδας@
@tear@|@δάκρυ, σκίζω, σχίζω@
@tear down@|@καταγρεμίζω, κατεδαφίζω, ροβολώ@
@tear up@|@κομματιάζω, ξεριζώνω, σκίζω, σχίζω@
@tease@|@ξεμπλέκω, πειράζω@
@tease out@|@αποσπώ@
@teaspoon@|@κουτάλι του τσαγιού@
@technically@|@τεχνικά@
@technique@|@τεχνική@
@technocracy@|@τεχνοκρατία@
@technological@|@τεχνολογικός@
@technology@|@τεχνολογία@
@tectonic plate@|@τεκτονική πλάκα@
@tedious@|@ανιαρός, πληκτικός, πλητικός@
@tedium@|@πλήξη@
@tee@|@αφετήρια στο γκολφ, μικρός πάσσαλος στο γκολφ@
@teem@|@αφθονώ, βρίθω@
@teeming@|@που ξεχειλίζει από@
@teenager@|@έφηβος@
@teens@|@εφηβικά χρόνια@
@teeny-weeny@|@τοσοδούλικος@
@teeth@|@δόντια@
@teething@|@οδοντοφυΐα@
@telecommunication@|@τηλεπικοινωνία@
@telegram@|@τηλεγράφημα@
@telegraph@|@τηλέγραφος@
@telephone@|@τηλέφωνο, τηλεφωνώ@
@telephone booth@|@τηλεφονικός θάλαμος@
@telephone directory@|@τηλεφωνικός κατάλογος@
@teleprocessing@|@τηλεπεξεργασία@
@telescope@|@συμπτύσσω, τηλεσκόπιο@
@television@|@τηλεόραση@
@television coverage@|@τηλεοπτική κάλυψη@
@television studio@|@τηλεοπτικό στούντιο@
@televisual@|@τηλεοπτικός@
@telewriter@|@τηλέτυπο@
@telex@|@τέλεξ@
@tell@|@αφηγούμαι, διηγούμαι, λέω, ξεχωρίζω@
@tell apart@|@ξεχωρίζω@
@telling@|@αποκαλυπτiκός, αποκαλυπτοκός, αφήγηση@
@telling off@|@επίπληξη, κατσάδα@
@tellingly@|@αποκαλυπτικά@
@temerarious@|@παράτολμος@
@Temminck's stint@|@σταχτοσκαλίδρα@
@temp@|@προσωρινός εργάτης@
@temper@|@διάθεση, μετριάζω, οργή, σκληραίνω, χαρακτήρας@
@temper again@|@αναστομώνω@
@temper tantrum@|@θυμός, μπουρίνι@
@temperament@|@ταμπεραμέντο@
@temperamental@|@ιδιότροπος, κυκλοθυμικός@
@temperance@|@εγκράτεια@
@temperate@|@εγκράτεια, εγκρατής, εγκρατής, εύκρατες χώρες, εύκρατος, μετρημένος, μετρημένος, συγκρατημένος@
@temperature@|@θερμοκρασία, πυρετός@
@tempering@|@ανόπτηση@
@tempest@|@θύελλα, τρικυμία@
@template@|@περίγραμμα, φόρμα@
@temple@|@μελίγγι, μηνίγγι, ναός@
@tempo@|@ρυθμός@
@temporal@|@εγκόσμιος, κοσμικός, χρονικός@
@temporarily@|@προσωρινά@
@temporary@|@πρόσκαιρος, προσωρινός@
@temporary situation@|@προσωρινή κατάσταση@
@tempt@|@βάζω σε πειρασμό, δελεάζω@
@temptation@|@πειρασμός@
@tempting@|@δελεαστικός@
@ten@|@δέκα, φροντίζω@
@tenacious@|@ανυποχώρητος, επίμονος@
@tenancy@|@κολιγιά@
@tenant@|@ένοικος, κολίγας, νοικάρης@
@tench@|@γλήνι, τίγγα, τίνκα@
@tend@|@επιμελούμαι, περιποιούμαι@
@tend to@|@τείνω να@
@tendency@|@ροπή, τάση@
@tendency towards@|@ροπή προς@
@tender@|@μαλακός, τρυφερός@
@tenderloin@|@φιλέτο, ψαρονέφρι@
@tenderness@|@άλγος, πόνος@
@tendon@|@τέντονας@
@tendril@|@ψαρίδα@
@tenet@|@δόγμα@
@tennis@|@τένις@
@tenon joint@|@ένωση με τόρμο@
@tenor@|@τενόρος@
@tens complement@|@συμπλήρωμα ως προς το δέκα@
@tense@|@τεντωμένος@
@tensile strength@|@όριο θραύσης@
@tension@|@ένταση@
@tent@|@σκηνή@
@tentacle@|@πλοκάμι@
@tentative@|@δειλός@
@tenth@|@δέκατος@
@tenuous@|@ισχνός, λεπτός@
@Terek sandpiper@|@τερεκότρυγγας@
@terier@|@τεριέ@
@term@|@διορία, όρος, τρίμηνο@
@term of office@|@θητεία@
@terminal@|@τελικός σταθμός, τερματικό αεροδρομίου@
@terminology@|@ορολογία@
@terminus@|@τελικός σταθμός, τέρμα@
@termite@|@τερμίτης@
@tern@|@γλαρόνι@
@terrace@|@ταράτσα@
@terraced house@|@ένα σε μία σειρά σπιτιών@
@terrain@|@έδαφος@
@terrbly@|@τρομερά@
@terrestial@|@χερσαίος@
@terrible@|@τρομερός, φοβερός@
@terribly@|@απαίσια@
@terrier@|@τεριέ@
@terrifying@|@τρομακτικός@
@terrifyingly@|@τρομερά@
@territorial@|@εδαφικός@
@territorial enclave@|@περιφραγμένη περιοχή@
@territory@|@έδαφος@
@terror@|@τρόμος@
@terrorism@|@τρομοκρατία@
@terrorist@|@τρομοκράτης@
@terse@|@βραχύλογος, λακωνικός, λιτός@
@tespass@|@καταπατώ@
@test@|@ελέγχω@
@test ride@|@κάνω δοκιμαστική βόλτα@
@test tube@|@δοκιμαστικός σωλήνας@
@testament@|@διαθήκη@
@testicle@|@όρχις@
@testimonial@|@πιστοποιητικό@
@testimony@|@κατάθεση@
@testosterone@|@τεστοστερόνη@
@tetchy@|@ευέξαπτος@
@tetrahedral@|@τετράεδρικος@
@Teutonic@|@τευτονικός@
@text@|@κείμενο@
@textile mill@|@υφαντουργείο@
@texture@|@σύσταση, υφή@
@th water poured into the gap@|@το βερό όρμησε στο κενό@
@Thailand@|@Ταϋλάνδη@
@thallium@|@θάλλιο@
@than@|@από@
@thank@|@ευχαριστώ@
@thankful for@|@ευγνώμων@
@thanks@|@ευχαριστώ@
@thanks to@|@χάρη σε@
@Thanksgiving@|@ημέρα των Ευχαριστίων@
@that@|@εκείνος, που@
@that is@|@δηλαδή, ήτοι@
@that is to say@|@δηλαδή@
@that was a close call@|@παρά τρίχα γλίτωσα@
@that was a near thing@|@παρά τρίχα γλίτωσα@
@that will do@|@φτάνει@
@that's another matter altogether@|@αυτό είναι άλλο καπέλλο@
@that's more like it@|@τώρα μάλιστα@
@that's why@|@να γιατί@
@thaw@|@λιώνω, ξεπαγώνω@
@thcik@|@δασύς@
@the@|@η, ο, οι, τα, το@
@the 20s@|@η δεκαετία του 20@
@the 30s@|@η δεκαετία του 30@
@the 40s@|@η δεκαετία του 40@
@the 50s@|@η δεκαετία του 50@
@the 60s@|@η δεκαετία του 60@
@the 70s@|@η δεκαετία του 70@
@the 90s@|@η δεκαετία του 90@
@the accused@|@ο κατηγορούμενος@
@the Alps@|@οι Άλπες@
@the art of engraving seals@|@σφραγιδογλυφία@
@the ascending spiral@|@η ανοδική πορεία@
@the Bar@|@δικηγορκός σύλλογος@
@the biter bitten@|@ο κυνηγός κυνηγημένος@
@the box@|@χαζοκουτί@
@the clock struck 12@|@χτύπησε 12 το ρολόι@
@the colour runs@|@ξεβάφει@
@the Conservatives@|@οι Συντηρητικοί@
@the Creed@|@το Πιστεύω@
@the current state of affairs@|@η κατάσταση που επικρατεί@
@the day after tomorrow@|@μεθαύριο@
@the day before yesterday@|@προχθές@
@the die is cast@|@ο κύβος ερρίφθη@
@the dress doesn't suit you@|@δεν σου κάνει το φόρεμα, δεν σου πάει το φόρεμα@
@the dress fits me@|@μου κάνει το φόρεμα@
@the dust settled@|@έκατσε η σκόνη@
@the engine stalls@|@σβύνει η μηχανή@
@the face of a watch@|@καντράν@
@the film is frightening@|@το έργο είναι φοβιστικό@
@the film is terrifying@|@το έργο είναι τρομαχτικό@
@the fire was out of control@|@η φωτιά ήταν εκτός ελέγχου@
@the former .... the latter@|@ο πρώτος .... ο δεύτερος@
@the game is up@|@τελείωσαν όλα@
@the good the bad and the ugly@|@ο καλός ο κακός και ο άσχημος@
@the grim reaper@|@ο θάνατος@
@the gun goes off@|@το σήμα της εκκίνησης  δίνεται@
@the Holy Inquisition@|@Iερή Εξέταση@
@the house is ïn fire@|@καίγεται το σπίτι@
@the immaculate conception@|@η άμωμη σύλληψη@
@the land of the Rising Sun@|@η χώρα του ανατέλλοντος ηλίου@
@the last word in@|@το άκρον άωτον@
@the latter half@|@το δεύτερο ήμισυ@
@the latter half of the year@|@το δεύτερο ημισύ του έτους, το δεύτερο ημισύ του χρόνου@
@the letter of the law@|@ο νόμος κατά γράμματος@
@the lights changed@|@άλλαξαν τα φανάρια@
@the majority of@|@οι πιο πολλοί από@
@the material is not colourfast@|@δεν είναι ανεξίτηλo, το ύφασμα δεν είναι ανεξίτηλo@
@the meter is running@|@ο μετρητής τρέχει@
@the military@|@ένοπλες δυνάμεις, στρατός@
@the most sudden@|@ο πιο απότομος@
@The Netherlands@|@οι Κάτω Χώρες@
@the other day@|@την άλλη μέρα@
@the pick of@|@αφρόκρεμα@
@the police@|@αστυνομία@
@the post@|@η θέση, το πόστο@
@the rain poured down@|@η βροχή έπεφτε ραγδιαία@
@the rank and file@|@απλοί στρατιώτες@
