@English@|@Shimaore@
@to spy on@|@utsungia tsi-tsungia@
@to stammer@|@-guguma@
@to sting@|@udzonya@
@to stop@|@funga (u-) dzia, zia (u-)@
@to strangle@|@-baya umiyo@
@to stretch@|@djinyongoha (u -), trembwavu@
@to study@|@usoma tsi-somo, usoma tsi-somo, utwali tsi-twali@
@To study@|@utwali@
@to succeed@|@faulu (u -)@
@to suck@|@-sondza, usondza tsi-sondzo@
@to suffer@|@sikitiha (u -)@
@to suffocate@|@-baya pumu, -kawa@
@to swallow@|@medza (u-), umedza tsi-medze@
@to sweat@|@-lawa hari@
@to sweep@|@hundza (u -)@
@to swim@|@ela (u -), uyela tsi-yele@
@to take@|@renga (u -), sika (u -), urenga tsi-renge, voshea (u -)@
@to take care@|@ngalia, ungalia@
@to take care of@|@vonesa (u -), zihira (u -)@
@to teach@|@fundrisa (u -), somedza (u -), somedza (u -), somesa (u -)@
@to teach (1)@|@usomedza tsi-somedza@
@to tear@|@urandua tsi-randua@
@to tell@|@hadisi (u -), rongoa (u -)@
@to thank@|@shukuria (u -)@
@to that moment@|@wakati uwo@
@to the fields@|@matsahani@
@to the lake of the volcano@|@Dziani Dzaha@
@to the North@|@kibulani@
@To the vicinity@|@Mkabala@
@to think@|@fikiri@
@To think@|@uFikiri@
@to throb@|@-endra mbio@
@to throw@|@vutsa (u -)@
@to throw to@|@vutsia (u -)@
@to tickle@|@fetsa (u -)@
@to touch@|@sikitisha (u -)@
@To translate@|@Faswiri@
@To travel@|@uSafiri@
@to trick@|@ganga (u -)@
@to try@|@djerebu, uDjerebu@
@To try of@|@uDjerebu@
@to turn@|@zinga (u -)@
@to twiddle one's thumbs@|@-vera imihono@
@to twist@|@voroa (u -)@
@to understand@|@elewa (u -)@
@to undo@|@fumua (u -)@
@to undress@|@tsua (u -)@
@to unload a vehicle@|@vahua (u -)@
@to unravel@|@djiduburia (u -)@
@to untie@|@fungua (u -)@
@to visit@|@zuru (u -)@
@to vomit@|@raviha (u -), uraviha tsi-ravihi@
@to wait@|@lindra (u-), ulindra tsi-lindri@
@to wake up@|@lamuha (u -)@
@To wake up@|@uMaruha@
@to walk@|@tembea (u -)@
@to want@|@tamani (u -), tamani (u -), tsaha (u -)@
@To want@|@uTamani@
@to want (1)@|@utsaha tsi-tsaha@
@to warn@|@fahamisha (u-)@
@to wash@|@djihosa (u -), hoa (u -), hoa (u -), hosa (u -)@
@to wash the linen@|@fua (u -)@
@to watch@|@angalia, ungalia tsi-ngalia@
@to weigh@|@uvima tsi-vimi, vima (u -)@
@to welcome@|@karib'isa (u-)@
@to whisper@|@vongona (u -)@
@to widen@|@engedzeha (u -)@
@to win@|@shindra (u -), tsi-para upara, tsi-para upara, ushindra tsi-shindr@
@to wipe@|@vangua (u -)@
@to wish@|@bushuria, ubushuria@
@to work@|@fanya (u -), hazi@
@to worry@|@tsonga (u -)@
@to wound@|@hodza (u -)@
@to write@|@ãngiha (u -)@
@to write to@|@angishia@
@today@|@leo, lewo@
@toilet brush@|@brosi ya mraba@
@toilet paper@|@papye ya mrabani@
@toilets@|@muraba wa sho@
@tomato@|@tomati@
@tomb@|@mahaburi@
@Tomb@|@Kaburi@
@tomorrow@|@meso@
@tom-tom@|@ngoma@
@tom-tom beef@|@ngoma ya nyombe@
@tongue@|@mulime, ulime@
@too bad@|@malambe@
@too much@|@ha nguvu, ishia masala, ishia masala, ishia shingo@
@took at the adversary@|@wuma@
@tools@|@zombo@
@tooth@|@dzinyo, manyo@
@tooth paste@|@dalao la muswaki@
@toothbrush@|@miswaki, muswaki@
@tornado@|@mivumbi, muvumbi@
@torso@|@shifuba, zifuba@
@Totality@|@Kamili@
@towel@|@sarvyeti@
@Trade@|@Biashara@
@tradesman@|@bahazazi (my -)@
@traditional dance@|@mgodro, shakasha@
@Traditional Dances@|@Uzina@
@trash@|@matsaha., tsaha@
@trash can@|@pubeli@
@traveler@|@musafiri, wasafiri@
@tray@|@sinia@
@tree@|@Miri, mwiri@
@Trees@|@Miri@
@trousers@|@surwali@
@Trousers@|@Sirwali@
@trumps@|@turufu@
@tsetse@|@tsano@
@T-shirt@|@triko@
@tube light@|@neõ@
@tuesday@|@mufumonne@
@tuna fish@|@mbasi, mimbasi@
@turkey@|@kulukulu@
@turmeric powder@|@dzinzano@
@turtle@|@kasa, nyamba@
@TV stand@|@bife ya tele@
@twenty@|@shirini@
@two@|@mbili@
@ugliness@|@urisifu@
@umbrella@|@mwavule@
@uncle@|@bababole, babatiti, mazama, wababatiti, wababole, zama@
@underpants@|@silipu@
@underskirt@|@jipo ya moni@
@understand@|@-elewa@
@underwear@|@slipu ya mwana@
@undress@|@utoa nguo@
@union@|@umoja@
@universe@|@ulemengu@
@unprotected sex@|@nyama ha nyama@
@unripe banana@|@trovi, trovi@
@until@|@mpaka@
@Until@|@Ata, hurried@
@until the tip@|@mpaka mpakani@
@upper lip@|@domo la uju@
@urinal@|@sindrasi ya watru-baba@
@us@|@wasi@
@vaccine@|@sindzano@
@vagina@|@ndzini, wadzi@
@vanilla@|@lavani@
@vegetables@|@mafeliki, shireo, zireo@
@veil@|@nambawani@
@vein@|@mizi, mwizi@
@Vengeance@|@Kiswa@
@veranda@|@baraza, maraza@
@verandah@|@baraza@
@Verbs@|@Fiîli@
@vermicelli cooked in sugar@|@tambi@
@very@|@Swafi@
@very fine!@|@hairi!@
@very high tide@|@maji yavihedza@
@villager@|@mwenyeji, wenyeji@
@vinegar@|@siki@
@virginity@|@Bikira@
@visit@|@ziara@
@Vow@|@Nadhara@
@wall@|@nguhura, uhura@
@wander@|@rara (u -)@
@want@|@utsaha@
@wardrobe@|@bife@
@warm again@|@-helesedza@
@warthog@|@puruku nyeha@
@wash@|@ufua@
@wash (oneself)@|@-djihosa@
@wash basin@|@lavabo@
@wash cloth@|@ufua@
@wash one's buttock@|@-tsamba@
@wash oneself@|@-djihosa@
@wash the pots@|@uhosa nyungu@
@wash up@|@uhosa sahani, uhosa zia@
@Washing and Dressing@|@Udjihosa@
@wasp@|@vungo-vungo (ma-)@
@watch@|@montoro, uangalia@
@water@|@maji@
@water cress@|@kirison@
@water heater@|@bandrishio, maji ya moro@
@water melon@|@trango maji, trango maji@
@water sauce@|@mtsuzi wa maji@
@wave@|@duja, maluja@
@WC@|@sindrasi@
@we came@|@rakoja, rija@
@we come@|@risuja, wasi uja@
@we didn't come@|@karaja, karakoja@
@we didn't go@|@karaendra, karakoendra@
@we didn't make@|@karafanya, karakofanya@
@we do@|@risufanya@
@we don't come@|@karisuja, wasi karija@
@we don't go@|@kariswendra, wasi kariendre@
@we don't make@|@wasi karifanya@
@we go@|@riswendra, wasi uendra@
@we had come@|@rika rija@
@we had gone@|@rika riendre@
@we had made@|@rika rifanya@
@we had not come@|@karaka raja@
@we had not gone@|@karaka raendra@
@we had not made@|@karaka rafanya@
@we made@|@rakofanya, rifanya@
@we make@|@karisufanya, wasi ufanya@
@we went@|@rakoendra, riendre@
@we will come@|@ritsoja@
@we will go@|@ritsoendra@
@we will make@|@ritsofanya@
@we won't come@|@karitsoja@
@we won't go@|@karitsoendra@
@we won't make@|@karitsofanya@
@we would come@|@ratsoja@
@we would go@|@ratsoendra@
@we would make@|@ratsofanya@
@we would not come@|@karatsoja@
@we would not go@|@karatsoendra@
@we would not make@|@karatsofanya, karatsofanya@
@wealth@|@utadjiri@
@wear the same pattern@|@upindra sare@
@weaved leaf used for fencing@|@mtseve@
@weaved leaf used for roofing@|@mbaga@
@wedding@|@arusi, Harusi@
@wedding night@|@matsamiliyo@
@wednesday@|@mufumotsano@
@weed@|@-kokotsa@
@week@|@mifumo, mufumo@
@welcome!@|@karibu!@
@well@|@fetre, Hairi@
@well!@|@ndjema!@
@well-being@|@unono@
@whale@|@gagasi, magagasi, ndruju@
@What of nine?@|@Habari?@
@what?@|@trini?@
@where?@|@havi?@
@whip@|@shengwe, zengwe@
@whisper@|@utsema@
@white@|@ndjeu@
@white clay@|@kawe@
@white man@|@mzungu, wazungu@
@White Sand island@|@shisiwa ya mtsanga njeu@
@whitlow@|@mizusi, mzusi@
@who came@|@aja, mwaja, naja, raja, uaja, waja@
@who comes@|@ajao, mujao, nijao, rijao, ujao, wajao@
@who go@|@waendrao@
@who goes@|@aendrao, muendrao, niendrao, riendrao, uendrao@
@who went@|@aendra, mwaendra, naendra, raendra, uaendra, waendra@
@who will come@|@atsojao, mutsojao, nitsojao, ritsojao, utsojao, watsojao@
@who will go@|@atsoendrao, mutsoendrao, nitsoendrao, ritsoendrao, utsoendrao, watsoendrao@
@who?@|@mbani?@
@whole@|@dzima, Kamili, ndzima@
@wife@|@mushe, mutru-mshe (wa- wa-), washe@
@Wild animals@|@Zinyama nyeha@
@will@|@niya@
@win@|@-shindra@
@wind@|@hawa, hawa, pevo@
@wind blows@|@pevo isivuma@
@window@|@dirisha, fenetra, madirisha, madirisha, marisha, shibaka, zibaka, zishibaka@
@wine@|@divai, vinyo@
@wing@|@b'awa, mabawa@
@with@|@na, vwamoja na@
@Without@|@Bila@
@witness@|@mazahidi, shahidi@
@woman@|@bweni, mabweni, mutru-mama, wamutru-mama@
@woman (1)@|@watru-mama@
@-Women's clothes@|@Nguo za watru-mama@
@wooden comb@|@manuo, sanuo@
@wooden plate@|@shano, zano@
@wooden sofa@|@kanape ya mwiri@
@wooden spoon@|@uhombe@
@word@|@kaulu, makaulu@
@work@|@hazi, ihazi@
@worker@|@mtru wa hazi, mufanya hazi, watru wa hazi@
@worker (1)@|@wafanya hazi@
@works@|@zihazi@
@World@|@Dunia@
@worn-out@|@bombo@
@Worship@|@Ibada@
@wound@|@shondra, zondra@
@Wow! So many people@|@bwi! unu dunia@
@write@|@-hangiha, uhangiha@
@yam@|@shiazi, shihazi, ziazi, zihazi@
@year@|@maha, mwaha@
@yellow@|@dzindzano, dzindzano bitsi@
@yes@|@ewa@
@Yes?@|@Naam@
@yesterday@|@jana@
@yet@|@sabu@
@ylang@|@milangilangi, mlangilangi@
@you@|@usufanya, wanyu, wanyu, wawe@
@you came@|@uakoja, uja@
@you came (pl)@|@muja, mwakoja@
@you come@|@musuja, usuja, wanyu uja, wawe uja@
@you didn't come@|@kwaja, kwakoja@
@you didn't come (pl)@|@kamwaja, kamwakoja@
@you didn't go@|@kamwakoendra, kwaendra, kwakoendra@
@you didn't go (pl)@|@kamwaendra@
@you didn't make@|@kamwafanya, kamwakofanya, kwafanya, kwakofanya@
@you do (pl)@|@musufanya@
@you don't come@|@kamusuja, kusuja, wawe kuja@
@you don't come (pl)@|@wanyu kamuja@
@you don't go@|@kamuswendra, kuswendra, wawe kuendre@
@you don't go (pl)@|@wanyu kamuendre@
@you don't make@|@wawe kufanya@
@you don't make (pl)@|@wanyu kamufanya@
@you go@|@muswendra, uswendra, wawe uendra@
@you go (pl)@|@wanyu uendra@
@you had come@|@muka muja, uka uja@
@you had gone@|@muka muendre, uka uendre@
@you had made@|@uka ufanya@
@you had made (pl)@|@muka mufanya@
@you had not come@|@kwaka uaja@
@you had not come (pl)@|@kamwaka mwaja@
@you had not gone@|@kamwaka mwaendra@
@you had not gone (pl)@|@kwaka uaendra@
@you had not made@|@kamwaka mwafanya, kwaka uafanya@
@you know how to sing@|@wewe ujua uhimba@
@you made@|@mwakofanya, uakofanya, ufanya@
@you made (pl)@|@mufanya@
@you make@|@kamusufanya, kusufanya, wawe ufanya@
@you make (pl)@|@wanyu ufanya@
@you went@|@uakoendra, uendre@
@you went (pl)@|@muendre, mwakoendra@
@you will come@|@utsoja@
@you will come (pl)@|@mutsoja@
@you will go@|@utsoendra@
@you will go (pl)@|@mutsoendra@
@you will make@|@mutsofanya, utsofanya@
@you won't come@|@kutsoja@
@you won't come (pl)@|@kamutsoja@
@you won't go@|@kutsoendra@
@you won't go (pl)@|@kamutsoendra@
@you won't make@|@kamutsofanya, kutsofanya@
@you would come@|@mwatsoja, uatsoja@
@you would go@|@uatsoendra@
@you would go (pl)@|@mwatsoendra@
@you would make@|@mwatsofanya, uatsofanya@
@you would not come@|@kamwatsoja, kwatsoja@
@you would not go@|@kamwatsoendra, kwatsoendra@
@you would not make@|@kwatsofanya@
@you would not make (pl)@|@kamwatsofanya@
@your@|@aho, anyu, laho, laho, lanyu, yaho, yaho, yaho, yanyu, yanyu, zaho, zanyu@
@you're clean@|@urahara swafi@
@you're wide awake@|@uhimi fetre@
@youth@|@mashababi, shababi, unatsa, ushababi@
@zebu@|@nyombe@

