@English@|@Irish Gaelic@
@stick up@|@robáil@
@sticker@|@greamaitheoir@
@sticking plaster@|@greimlín@
@stiff@|@dolúbtha@
@stifle@|@plúch@
@stigma@|@aithis@
@stigmata@|@stiogmaí@
@stile@|@dreapa@
@stiletto@|@sáil mhiodóige@
@still@|@fós, socair@
@stillborn@|@marbh-bheirthe@
@stilt@|@cos chroise@
@stimulate@|@gríosaigh@
@stimulus@|@spreagadh@
@sting@|@goimh@
@stink@|@bréantas@
@stint@|@dreas@
@stir@|@corraíl@
@stirrup@|@stíoróip@
@stitch@|@greim@
@stoat@|@easóg@
@stock@|@stoc@
@stock cube@|@ciúb stoic@
@stock exchange@|@stocmhalartán@
@stock market@|@stocmhargadh@
@stockbroker@|@stocbhróicéir@
@stockpile@|@stocthiomsú@
@stocktaking@|@stocáireamh@
@stodgy@|@stolpach@
@stoke@|@stócáil@
@stole@|@stoil@
@stolid@|@dúr@
@stomach@|@goile, goile@
@stomachache@|@tinneas goile@
@stone@|@clcoh, cloch@
@stone cold@|@dúfhuar@
@stone deaf@|@chomh bodhar le slis@
@stonework@|@obair saoirseoireacht@
@stool@|@stól@
@stoop@|@bheith cromshlinneánach@
@stop@|@stop@
@stop press@|@stadchló@
@stopgap@|@barrsceach@
@stopover@|@stad@
@stoppage@|@stailc@
@stopwatch@|@staduaireadóir@
@storage@|@storáil@
@storage heater@|@taiscthéitheoir@
@storeroom@|@stóras@
@stork@|@corr@
@storm@|@stoirm@
@story@|@scéal, scéal@
@storybook@|@leabhar scéalta@
@storyteller@|@seanchai@
@stout@|@calma, leann, leann dubh, pórtar@
@stove@|@sorn@
@stow@|@cuir i bhfolach@
@stowaway@|@folachánaí@
@straight@|@díreach@
@straighten@|@dírigh, dírigh@
@straighten out@|@réitigh@
@straightforward@|@simplí@
@strain@|@teannas@
@strainer@|@síothlán@
@strait@|@caolas@
@straitjacket@|@veist cheangail@
@straitlaced@|@ceartaiseach@
@strand@|@tointe@
@strange@|@anaithnid@
@stranger@|@strainséir@
@strangle@|@tacht@
@stranglehold@|@smacht iomlán@
@strap@|@iall@
@strategic@|@straitéiseach@
@strategy@|@straitéis@
@straw@|@cochán@
@strawberry@|@sú talún@
@stray@|@ar seachrán@
@stray bullet@|@piléar fánach@
@streak@|@stríoc@
@stream@|@sruth, sruthán@
@streamlined@|@leabhairchruthach@
@street@|@sráid@
@street lamp@|@lampa sráide@
@streetcar@|@tram@
@streetwise@|@fadcheannach@
@strength@|@neart@
@strenuous@|@teann@
@stress@|@strus@
@stretch@|@réimse@
@stretched@|@sínte@
@strewn@|@faoi bhrat@
@strict@|@dian@
@strife@|@imreas@
@strike@|@stailc@
@string@|@sreang@
@string bean@|@pónaire scilte@
@strip@|@stiall@
@strip cartoon@|@stiallchartún@
@stripe@|@riabh@
@stripper@|@struipear@
@strive@|@streachail@
@stroke@|@buille@
@stroll@|@spaisteoireacht@
@strong@|@tréan@
@stronghold@|@daingean@
@strongroom@|@seomra daingean@
@structure@|@struchtúr@
@struggle@|@gleic@
@strum@|@méaraigh@
@strut@|@teanntóg@
@stub@|@bun@
@stubble@|@coinleach@
@stubborn@|@stalcach@
@stuck@|@bhí sé i bhfostú@
@stuck up@|@smuilceach@
@stud@|@stoda@
@student@|@mac, mac léinn, scoláire@
@student driver@|@foghlaimeoir tiomána@
@students union@|@aontas mac léinn@
@studio@|@stiúideo@
@study@|@staidéar@
@stuff@|@stuif@
@stumble@|@tuisligh@
@stumbling block@|@dris chosáin@
@stump@|@stumpa@
@stun@|@cuir néal i@
@stunt@|@cleas@
@stuntman@|@fear clis@
@stupendous@|@iontach@
@stupid@|@bómánta@
@sturdy@|@tacúil@
@stutter@|@labhair go stadach@
@sty@|@cró muice@
@stye@|@sleamhnán@
@style@|@stíl@
@stylus@|@bior@
@suave@|@síodúil@
@sub@|@fo@
@subconscious@|@fo-chomhfhiosach@
@subcontract@|@lig ar fochonradh@
@subdue@|@cloígh@
@subjet@|@ábhar@
@subjugate@|@cuir smacht ar@
@sublet@|@folig@
@submarine@|@fomhuireán@
@submerge@|@tum@
@submission@|@aighneacht, géilleadh@
@submissive@|@géilliúil@
@submit@|@cuir isteach géill@
@subnormal@|@fonormálta@
@subordinate@|@íochtaránach@
@subpoena@|@subpoena@
@subscribe@|@aontaigh le@
@subscript@|@foscript@
@subsequent@|@iartheachtach@
@subside@|@tráigh@
@subsidence@|@turnamh@
@subsidiary@|@cúntach@
@substance@|@substaint@
@substitute@|@ionadaí@
@subterranean@|@faoi thalamh@
@subtitle@|@fotheideal@
@subtle@|@glic@
@subtotal@|@fo-iomlán@
@subtract@|@dealaigh@
@suburb@|@bruachbhaile@
@subway@|@traein faoi thalamh@
@succeed@|@d’éirigh léi@
@success@|@conách@
@such@|@leithéid de@
@such and such@|@ag a leithéid seo d’am@
@suck@|@diúl@
@suction@|@sú@
@sudden@|@tobann@
@suds@|@sobal@
@sue@|@agair@
@suede@|@svaeid@
@suerstitious@|@piseogach@
@suet@|@geir@
@suffer@|@fulaing@
@sufficient@|@is leor liom é@
@sugar@|@siúcra@
@suggest@|@mol@
@suicide@|@féinmharú@
@suit@|@culaith@
@suitable@|@oiriúnach@
@suitcase@|@mála taistil@
@suite@|@sraith@
@suitor@|@suiríoch@
@sulk@|@téigh chun stuaice@
@sullen@|@go stuacach@
@sulphur@|@ruibh sulfar@
@sultana@|@sabhdánach@
@sultry@|@brothallach@
@sum@|@suim@
@summary@|@achoimre@
@summer@|@samhradh@
@summerhouse@|@grianán@
@summertime@|@an samhradh@
@summit@|@barr@
@summon@|@toghair@
@sump@|@umar@
@sun@|@grian@
@sunbathe@|@déan bolg le gréin@
@sunburn@|@dó gréine@
@sundail@|@clog gréine@
@Sunday@|@An Domhnach@
@Sunday school@|@scoil Domhnaigh@
@sundown@|@luí na gréine@
@sundries@|@mionrudaí@
@sundry@|@éagsúil@
@sunflower@|@lus gréine@
@sunglasses@|@gloiní gréine@
@sunlight@|@solas gréine@
@sunlit@|@grianmhar@
@sunrise@|@éirí gréine@
@sunset@|@luí gréine@
@sunshade@|@scáth gréine@
@sunshine@|@dealramh na gréine@
@sunstroke@|@béim goin ghréine@
@suntan@|@dath gréine@
@suntan lotion@|@ionlach gréine@
@suntan oil@|@ola ghréine@
@super@|@ar fheabhas@
@superannuation@|@ranníocaíochtaí@
@superb@|@thar barr@
@supercilious@|@sotalach dímheasúil@
@superficial@|@éadomhain@
@superimpose@|@forshuigh@
@superintendent@|@ceannfort@
@superior@|@uachtarach@
@superlative@|@sárchéim@
@superman@|@barrfhear@
@supermarket@|@ollmhargadh@
@supernatural@|@osnádúrtha@
@superscript@|@forscript@
@supersede@|@cuir as áit@
@supervise@|@déan feitheoireacht ar@
@supervision@|@maoirseacht@
@supine@|@faoin@
@supper@|@suipéar@
@supple@|@aclaí@
@supplier@|@soláthraí@
@support@|@tacaíocht@
@suppose@|@cuir i gcás@
@supremacy@|@forlámhas@
@supreme@|@ardcheannasach@
@sure@|@cinnte@
@surf@|@bruth@
@surface@|@dromchla@
@surfboard@|@clár toinne@
@surfeit@|@barraíocht an iomarca@
@surge@|@borradh borr@
@surgeon@|@máinlia@
@surgery@|@máinliacht@
@surgical spirit@|@alcól máinliach@
@surly@|@grusach@
@surname@|@sloinne@
@surplus@|@barrachas@
@surprise@|@ionadh, iontas@
@surrender@|@géilleadh@
@surreptitious@|@faoi choim@
@surrogate@|@ionadaí@
@surrogate mother@|@máthair ionaid@
@surround@|@timpeallaigh@
@surveillance@|@faire@
@survey@|@iniúchadh@
@surveyor@|@suirbhéir@
@survive@|@mair@
@susceptible@|@géilliúil@
@suspect@|@amhrasach@
@suspend@|@croch@
@suspended sentence@|@breith fionraíochta@
@suspender belt@|@crios crochóg@
@suspense@|@beophianadh@
@suspension@|@crochadh@
@suspension bridge@|@droichead crochta@
@suspicion@|@amhras@
@sustain@|@lean de@
@sustenance@|@lón@
@swab@|@táithín@
@swagger@|@siúl mustrach a bheith fút@
@swallow (bird)@|@fáinleog@
@swamp@|@seascann@
@swan@|@eala@
@swap@|@rud a mhalartú@
@swarm@|@saithe@
@swarthy@|@crón@
@swastika@|@svaistice@
@swat@|@smiot@
@sway@|@luasc@
@swear@|@mionn, mionnaigh@
@sweat@|@allas@
@sweater@|@geansaí@
@Sweden@|@An tSualainn@
@sweep@|@scubadh@
@sweet@|@milis, milseán@
@sweetcorn@|@arbhar milis@
@sweetheart@|@muirnín@
@sweetpea@|@pis chumhra@
@swell@|@mórtas@
@sweltering@|@brothallach@
@swerve@|@téigh ar fiar@
@swift@|@gabhlán@
@swig@|@slog@
@swill@|@sruthlaigh@
@swim@|@dul ag snámh, snámh@
@swindle@|@calaois@
@swine@|@muclach@
@swing@|@luascán@
@swing bridge@|@droichead@
@swing door@|@luascdhoras@
@swirl@|@déan guairneán@
@swish@|@gread@
@switch@|@lasc@
@switchboard@|@lasc-chlár@
@Switzerland@|@An Eilvéis@
@swivel@|@tar thart@
@swoon@|@tit i bhfanntais@
@swoop@|@ruathar@
@sword@|@claíomh@
@swordfish@|@colgán@
@sworn@|@faoi mhionn@
@syllable@|@siolla@
@symbol@|@siombail@
@symmetry@|@siméadracht@
@sympathy@|@comhbhrón@
@symphony@|@siansa@
@symptom@|@airí@
@syndicate@|@sindeacáit@
@synonym@|@comhchiallach@
@synopsis@|@achoimre@
@syntax@|@comhréir@
@synthetic@|@sintéiseach@
@Syria@|@An tSiria@
@syringe@|@steallaire@
@syrup@|@síoróip@
@system@|@córas@
@system disk@|@diosca córais@
@systems analyst@|@anailísí córas@
@ta@|@sonas ort@
@tab@|@lipéad@
@table@|@bord, tábla@
@table lamp@|@lampa boird@
@table of contents@|@clár ábhair@
@table tennis@|@leadóg bhoird@
@table wine@|@fíon boird@
@tablecloth@|@éadach boird@
@tablemat@|@mata boird@
@tablespoon@|@spúnóg bhoird@
@tablet@|@táibléad@
@tabloid@|@tablóid@
@tabulate@|@táblaigh@
@tack@|@tacóid@
@tackle@|@trealamh@
@tacky@|@greamaitheach@
@tact@|@cáiréis@
@tadpole@|@torbán@
@tag@|@lipéad@
@tail@|@eireaball@
@tail end@|@geadán@
@tailback@|@suaine tráchta@
@tailgate@|@clár deiridh@
@tailor@|@táilliúir@
@tailwind@|@gaoth chúil@
@take@|@glac@
@takeoff@|@éirí de thalamh@
@takeover@|@táthcheangal@
@talc@|@talcam@
@tale@|@scéal@
@talk@|@caint@
@talk show@|@seó agallaimh@
@tall@|@ard@
@tall story@|@scéal an ghamhna@
@tally@|@cuntas@
@talon@|@ionga@
@tame@|@ceansa@
@tamper@|@bheith ag gabháil de@
@tampon@|@stoipéad@
@tan@|@dath@
@tang@|@blas@
@tangent@|@tadhlaí@
@tangerine@|@tainséirín@
@tangle@|@achrann@
@tank@|@umar@
@tantamount@|@is ionann sin agus@
@tantrum@|@spadhar@
@tap@|@sconna@
@tape@|@téip@
@tape deck@|@deic téipe@
@tape measure@|@ribín tomhais@
@tape recorder@|@téipthaifeadán@
@taper@|@barrchaolú@
@tapestry@|@taipéis@
@tar@|@tarra@
@target@|@sprioc@
@tariff@|@taraif@
@tarmac@|@tarramhacadam@
@tarnish@|@teimhligh@
@tarpaulin@|@tarpól@
@tarragon@|@dragan@
@tart@|@toirtín@
@tartan@|@breacán@
@tartar@|@tartar@
@tartar sauce@|@anlann tartair@
@task@|@cúram@
@task force@|@tascfhórsa@
@tassel@|@mabóg@
@taste@|@blas@
@tasty@|@blasta@
@tatters@|@stiallta@
@tattoo@|@tatú@
@tatty@|@gioblach@
@taunt@|@achasán@
@Taurus@|@An Tarbh@
@taut@|@teann@
@tax@|@cáin@
@tax avoidance@|@imghabháil@
@tax disc@|@diosca cánach@
@tax evasion@|@seachaint cánach@
@tax free@|@saor ó cháin@
@tax payer@|@íocóir cánach@
@tax relief@|@faoiseamh cánach@
@tax return@|@tuairisceán cánach@
@taxi@|@tacsaí@
@taxi driver@|@tiománaí tacsaí@
@taxi rank@|@stad tacsaí@
@tea@|@tae@
@tea bag@|@mála tae@
@tea break@|@sos tae@
@tea cosy@|@púic tae@
@tea set@|@foireann tae@
@tea towel@|@ceirt siothí@
@teach@|@múin, teagasc@
@teacher@|@múinteoir@
@teacup@|@cupán@
@teak@|@téac@
@team@|@foireann@
@teamwork@|@comhar@
@teapot@|@taephota@
@tear@|@deoir, stróiceadh@
@tear gas@|@deoirghás@
@tearoom@|@seomra tae@
@tease@|@griog, spoch as@
@tease out@|@spíon@
@teaspoon@|@taespúnóg@
@teat@|@sine@
@teatime@|@am tae@
@technical@|@teicniúil@
@technique@|@teicníocht@
@teddy bear@|@béirín@
@tedious@|@leadránach@
@tee@|@tí@
@teem@|@bheith lom lán@
@teenage@|@déagóra@
@teeter@|@bheith ag longadán@
@teetotal@|@staontach@
@telegram@|@sreangscéal@
@telegraph@|@teileagraf@
@telegraph pole@|@cuaille teileagraif@
@telephone@|@teileafón@
@telephone booth@|@bosca teileafóin@
@telephone call@|@scairt ghutháin@
@telephone directory@|@eolaí teileafóin@
@telephone number@|@uimhir theileafóin@
@telephonist@|@teileafónaí@
@telescope@|@teileascóp@
@television@|@teilifís@
@telex@|@teiléacs@
@tell@|@abair, innis@
@teller@|@áiritheoir@
@telltale@|@sceithire@
@telly@|@ar an bhosca@
@temper@|@meon@
@temperature@|@teocht@
@temple@|@teampall@
@temporary@|@sealadach@
@temptation@|@cathú@
@ten@|@deich@
@tenacity@|@righneas@
@tenancy@|@tionóntacht@
@tenant@|@tionónta@
@tend@|@aire a thabhairt do dhuine@
@tendency@|@claonadh chun@
@tender@|@bog@
@tenement@|@tionóntán@
@tenet@|@prionsabal@
@tennis@|@leadóg@
@tennis ball@|@liathróid leadóige@
@tennis court@|@cúirt leadóige@
@tennis player@|@imreoir leadóige@
@tennis racket@|@raicéad leadóige@
@tennis shoe@|@bróg leadóige@
@tenor@|@teanór@
@tenpin bowling@|@bollaí deich mbiorán@
@tense@|@rite@
@tent@|@puball@
@tent pole@|@cuaille pubaill@
@tenterhooks@|@ar bís@
@tenth@|@deichiú@
@tenuous@|@caol@
@tenure@|@sealbhaíocht@
@tepid@|@alabhog@
@term@|@téarma@
@terminal@|@téarmach@
@terminate@|@deireadh a chur le@
@terminus@|@stáisiún@
@terrace@|@lochtán@
@terracotta@|@cré bhruite@
@terrain@|@tír-raon@
@terrible@|@uafásach@
@terrier@|@brocaire@
@terrific@|@iontach@
@territory@|@dúiche@
@terror@|@scéin@
@terse@|@gonta@
@Terylene@|@teirilín@
@test@|@triail@
@test match@|@teistchluiche@
@test pilot@|@píolóta profa@
@test tube@|@promhadán@
@testament@|@uacht@
@testicle@|@magairle@
@testify@|@fianaise a thabhairt@
@testimony@|@fianaise@
@tetanus@|@teiteanas@
@tether@|@ceangail@
@tetile@|@teicstíl@
@text@|@téacs@
@textbook@|@téacsleabhar@
@texture@|@uigeacht@
@Thames@|@An Tamais@
@than@|@ná@
@thank@|@buíochas a ghabháil le duine@
@thank you@|@go raibh maith agat@
@thanks@|@buíochas@
@Thanksgiving Day@|@Lá Altaithe@
@that@|@sin@
@that´s all@|@sin ulle@
@thatched@|@tuí@
@thaw@|@coscairt@
@the@|@an@
@the (man)@|@an fear@
@the books@|@na leabhair@
@the chairs@|@na cathaoireacha@
@the classes@|@na ranganna@
@the flats@|@na hárasáin@
@the houses@|@na tithe@
@The Immaculate Conception@|@Giniúint Mhuire gan Smál@
@the leflets@|@na bileoga@
@the men@|@na fir@
@the offices@|@na hoifigí@
@the people@|@na daoine@
@the places@|@na háiteanna@
@the policemen@|@na Gardaí@
@the programmes@|@na cláracha@
@the secretaries@|@na rúnaithe@
@the shops@|@na siopaí@
@the spoons@|@na spúnóga@
@the teachers@|@na múinteoirí@
@The Treasury Department@|@An Roinn Airgeadais@
@the women@|@na mná@
@theatre@|@amharclann@
@theatre goer@|@gnáthóir amharclainne@
@theft@|@gadaíocht@
@their@|@athem, iad@
@them@|@iad, iadsan, siadsan@
@theme@|@téama@
@theme park@|@páirc théama@
@theme song@|@téamamhrán@
@themselves@|@iad féin@
@then@|@san am sin@
@theology@|@diagacht@
@theory@|@teoiric@
@therapy@|@teiripe@
@there@|@tá triúr díobh ann@
@thereabouts@|@sa chóngar sin@
@thereafter@|@as sin amach@
@thereby@|@ar an dóigh sin@
@therefore@|@dá bhrí sin, mar sin@
@thermal@|@teirmeach@
@thermometer@|@teirminéadar@
@thermos@|@teirmeas@
@thermostat@|@teirmeastat@
@thesaurus@|@teasóras@
@these@|@na leabhair seo@
@thesis@|@tráchtas@
@they@|@siad@
@they are@|@tá siad@
@thick@|@tiubh@
@thick skinned@|@neamhghoilliúnach@
@thicket@|@muine@
@thickset@|@dlúth dingthe@
@thief@|@gadaí@
@thigh@|@ceathrú@
@thimble@|@méaracán@
@thin@|@tanaí@
@thing@|@rud@
@think@|@síl, smaoinigh@
@think tank@|@sainghrúpa machnaimh@
@thinly@|@go caol@
@third@|@tríú@
@third party insurance@|@árachas tríú páirtí@
@third rate@|@den tríú scoth@
@Third World@|@an Tríú Domhan@
@thirst@|@tart@
@thirteen@|@trí déag@
@thirty@|@tríocha@
@this@|@an fear seo, seo@
@this way@|@i leith@
@thistle@|@feochadán@
@thorn@|@dealg@
@thorough@|@cruinn@
@thoroughbred@|@folúil@
@those@|@na leabhair sin@
@though@|@cé go@
@thought@|@machnamh, síleadh@
@thoughtless@|@místuama@
@thousand@|@míle, míle@
@thrash@|@léas@
@thread@|@snáth@
@threadbare@|@seanchaite@
@threat@|@bagairt@
@three@|@trí, trí@
@three dimensional@|@tríthoiseach@
@three hundred@|@trí chéad@
@three piece suite@|@foireann troscáin trí bhall@
@three ply@|@trídhualach@
@thresh@|@buail@
@threshold@|@tairseach@
@thrift@|@tíos@
@thrill@|@corraíl@
@thrive@|@rathaigh@
@throat@|@preab, scórnach@
@throb@|@preab@
@throes@|@i gceartlár@
@throne@|@ríchathapor@
@throng@|@slua@
@throttle@|@scóig@
@through@|@trí@
@throughout@|@ar feadh, ar fud@
@throw@|@caitheamh@
@throw in@|@caitheamh isteach@
@throwaway@|@le diúscairt@
@thrush@|@smólach@
@thrust@|@ropadh, sonc@
@thud@|@tuairt@
@thug@|@maistín@
@thumb@|@ordóg@
@thumbtack@|@tacóid@
@thump@|@tailm@
@thunder@|@toirneach@
@thunderbolt@|@caor thine@
@thunderclap@|@plump thoirní@
@thunderstorm@|@speirling stoirm@
@Thursday@|@An Déardaoin@
@thus@|@mar seo@
@thyme@|@tím@
@tiara@|@tiara@
@tick@|@tic@
@ticket@|@ticéad@
@ticket collector@|@bailitheoir ticéad@
@ticket office@|@oifig ticéad@
@tickle@|@cigil@
@tidal@|@taoidmhear@
@tide@|@taoide@
@tidy@|@slachtmhar@
@tie@|@ceangal@
@tier@|@sraith@
@tiger@|@tíogar@
@tight@|@teann@
@tightfisted@|@ceachartha@
@tightrope@|@téad rite@
@tights@|@riteoga@
@tile@|@tíl@
@till@|@scipéad@
@tilt@|@claon@
@timber@|@adhmad@
@time@|@am@
@time bomb@|@buama ama@
@time lag@|@idirlinn@
@time off@|@am saor@
@time share@|@sealbhaíocht@
@time switch@|@amlasc@
@time zone@|@crios ama@
@timer@|@amadóir@
@timescale@|@achar ama@
@timetable@|@clár ama@
@timid@|@faiteach@
@timpani@|@timpani@
@tin@|@stán@
@tin opener@|@stánosclóir@
@tinfoil@|@scragall@
@tinge@|@daithín@
@tinker@|@tincéir@
@tinkle@|@cling a dhéanamh@
@tinsel@|@tinsil@
@tint@|@imir@
@tiny@|@bídeach, mion@
@tip@|@barr@
@tip off@|@cogar@
@Tipperary@|@Tiobraid Árann@
@tipsy@|@súgach@
@tiptoe@|@ar na barraicíní@
@tiptop@|@bheith i mbarr do mhaitheasa@
@tire@|@tuirsigh@
@tired@|@tuirseach@
@tireless@|@dothuirsithe@
@tiresome@|@fadálach@
@tissue@|@uige@
@tissue paper@|@páipéar síoda@
@tit (bird)@|@meantán@
@titbit@|@goblach@
@title@|@teideal@
@title deed@|@gníomhas teidil@
@title role@|@páirt theidil@
@titter@|@bheith ag sciotaíl@
@to@|@do, go@
@to do@|@fuadar@
@to the west@|@siar@
@toad@|@buaf@
@toadstool@|@beacán bearaigh@
@toast@|@tósta@
@tobacco@|@tobac@
@toboggan@|@sleamhnán@
@today@|@inniu@
@toddler@|@tachrán@
@toe@|@ladhar@
@toenail@|@ionga coise@
@toffee@|@taifí@
@toffee apple@|@úll taifí@
@toga@|@toga@
@together@|@le chéile@
@toil@|@saothar@
@toilet@|@leithreas@
@toilet paper@|@páipéar leithris@
@toilet roll@|@rolla leithris@
@toilet water@|@uisce ionnalta@
@token@|@éarlais@
@tolerant@|@caoinfhulangach@
@toll@|@dola@
@tomato@|@tráta@
@tomb@|@tuama@
@tombstone@|@leac uaighe@
@tomcat@|@cat fearchat@
@tomorrow@|@amárach@
@ton@|@tonna@
@tone@|@tuin@
@tone deaf@|@ceolbhodhar@
@tongs@|@tlú@
@tongue@|@teanga@
@tongue tied@|@balbh@
@tongue twister@|@rabhlóg casfhocal@
@tonic@|@íocshláinte@
@tonight@|@anocht@
@tonsil@|@céislín@
@tonsillitis@|@céislínteas@
@too@|@ró@
@too much@|@iomarca@
@tool@|@uirlis@
@tool box@|@bosca uirlisí@
@toot@|@blosc@
@tooth@|@fiacail, fiacail@
@toothache@|@tinneas fiacaile@
@toothbrush@|@scuab fiacla@
@toothpaste@|@taos fiacla@
@toothpick@|@bior fiacla@
@top@|@uachtar@
@top floor@|@urlár uachtarach@
@top hat@|@hata ard@
@top heavy@|@barrthrom@
@top secret@|@an rúnda@
@topic@|@ábhar@
@topless@|@uchtnocht@
@topmost@|@is airde@
@topple@|@leag@
@topsy turvy@|@bunoscionn@
@torch@|@tóirse@
@torment@|@crá@
@tornado@|@tornádó@
@torpedo@|@toirpéad@
@torrent@|@tuile@
@tortoise@|@toirtís@
@tortoiseshell@|@breac@
@torture@|@céasadh@
@Tory@|@Tóraí@
@toss@|@caith@
@tot@|@pataire@
@total@|@iomlán@
@totter@|@bheith ag stámhailleach@
@touch@|@tadhall@
@touch and go@|@contúirteach@
@touch sensitive@|@tadhall íogair@
@touchdown@|@talmhú@
@touchline@|@taobhlíne@
@tough@|@crua@
@toupee@|@bréagfholt@
@tour@|@turas@
@tourist office@|@oifig thurasóireachta@
@tournament@|@comórtas@
@tout@|@reic@
@tow@|@tarraing@
@tow truck@|@trucail tarringthe@
@towards@|@chuig@
@towel@|@tuáille@
@towel rail@|@ráille tuáillí@
@tower@|@túr@
@tower block@|@áraslann@
@town@|@baile, baile@
@town centre@|@lár an bhaile@
@town council@|@comhairle baile@
@town hall@|@halla baile@
@town plan@|@plean baile mhóir@
@town planning@|@pleanáil baile mhóir@
@towrope@|@téad tarraingthe@
@toy@|@bréagán@
@trace@|@lorg@
@tracing paper@|@rainpháipéar@
@track@|@eang, rian@
@tracksuit@|@raonchulaith@
@tract@|@réimse@
@traction@|@tarraingt@
@tractor@|@tarracóir@
@trade@|@trádáil@
@trade fair@|@aonach tráchtála@
@trade name@|@ainm trádála@
@trade union@|@ceardchumann@
@trade unionist@|@ceardchumannaí@
@trademark@|@trádmharc@
@tradition@|@traidisiún@
@traditional@|@traidisiúnta@
@traffic@|@trácht@
@traffic circle@|@timpeallán@
@traffic jam@|@plódú tráchta@
@traffic warden@|@maor tráchta@
@tragedy@|@traigéide@
@trail@|@lorg@
@trailer@|@leantóir@
@trailer truck@|@leoraí altach@
@train@|@traein@
@trainee@|@foghlaimeoir@
@trainer@|@traenálaí@
@training college@|@coláiste oiliúna@
@training shoes@|@bróga traenála@
@traipse@|@crágáil@
@trait@|@tréith@
@traitor@|@fealltóir@
@tram@|@tram@
@tramp@|@bacach@
@trample@|@satail ar@
@trampoline@|@trampailín@
@tranquil@|@ciúin@
@tranquillizer@|@suaimhneasán@
@transatlantic@|@trasatlantach@
@transfer@|@aistriú@
@transform@|@claochlaigh@
@transfusion@|@fuilaistriú@
@transient@|@neamhbhuan@
@transistor@|@trasraitheoir@
@transit@|@idirthuras@
@transit lounge@|@tolglann idirthurais@
@translate@|@aistrigh@
@transmission@|@iompar@
@transparent@|@trédhearcach@
@transpire@|@tharla go@
@transplant@|@aistrigh@
@transport@|@iompar@
@transport cafe@|@caife lucht iompair@
@trap@|@dol@
@trap door@|@comhla thógála@
@trapeze@|@maide luascáin@
@trash@|@truflais@
@trauma@|@sceimhle@
@travel@|@taisteal@
@travel agency@|@gníomhaireacht@
@travel sickness@|@tinneas taistil@
@traveller@|@taistealaí@
@travellers cheque@|@seic taistil@
@travesty@|@scigaithris@
@trawler@|@trálaer@
@tray@|@tráidire@
@treacherous@|@fealltach@
@treacle@|@triacla@
@tread@|@bonn@
@treason@|@tréas@
@treasurer@|@cisteoir@
@treat@|@féirín@
@treatment@|@cóir@
@treaty@|@conradh@
@treble@|@faoi thrí@
@treble chef@|@eochair na tribile@
@tree@|@crann, crann@
@trek@|@aistear@
@tremble@|@bheith ar crith@
@tremendous@|@ollmhór@
@tremor@|@creathán@
@trench@|@díog@
@trend@|@claonadh@
@trendy@|@faiseanta@
@trepidation@|@critheagla@
@trespass@|@treaspás a dhéanamh@
@trestle@|@tristéal@
@trial@|@triail@
@trial period@|@tréimhse trialach@
@triangle@|@triantán@
@tribe@|@treibh@
@tribunal@|@binse breithimh@
@tributary@|@craobh abhainn@
@tribute@|@cáin, ómós@
@trice@|@i bhfaiteadh na súl@
@trick@|@bob, cleas@
@trickle@|@silín@
@tricolour@|@trídhathach@
@tricycle@|@trírothach@
@trifle@|@mionrud@
@trigger@|@truicear@
@trim@|@slachtmhar@
@trinket@|@áilleagán@
@trip@|@turas@
@tripe@|@ruipleog@
@triple@|@triarach@
@tripod@|@tríchosach@
@trite@|@seanchaite@
@trivia@|@rudaí fánacha@
@trolley@|@tralaí@
@trombone@|@trombón@
@troop@|@buíon@
@trophy@|@trófaí@
@tropic@|@trópaic@
@trot@|@sodar@
@trouble@|@mairg, trioblóid@
@troublemaker@|@clampróir@
@troubleshooter@|@eadránaí@
@troublesome@|@crosta cráite@
@trough@|@umar@
@trousers@|@bríste@
@trout@|@breac@
@trowel@|@lían@
@truant@|@múitseálaí@
@truce@|@sos@
@truck@|@trucail@
@truck driver@|@tiománaí trucaile@
@truck farm@|@gairdín@
@trudge@|@spágáil@
@true@|@fíor, fíor@
@truffle@|@strufal@
@truly@|@dáiríre@
@trump@|@mámh@
@trumpet@|@stoc@
@truncheon@|@smachtín@
@trundle@|@bheith ag cleatráil@
@trunk@|@ceap@
@truss@|@trus@
@trust@|@muinín@
@trustee@|@iontaobhaí@
@truth@|@fírinne@
@try@|@iarracht@
@t-shirt@|@t-léine@
@t-square@|@t-chearnóg@
@tub@|@tobán@
@tube@|@feadán@
@tuck@|@sac@
@tuck shop@|@siopa milsíneachta@
@Tuesday@|@An Mháirt@
@tuft@|@dos tom, scraith@
@tug@|@tuga@
@tug of war@|@tarraingt na téide@
@tuition@|@teagasc@
@tulip@|@tiúilip@
@tumble@|@titim@
@tumble dryer@|@triomadóir iomlasctha@
@tumbledown@|@raiceáilte@
@tummy@|@goile@
@tumour@|@sceachaill@
@tumult@|@muirn@
@tuna@|@tuinnín@
@tune@|@fonn@
@tuner@|@tiúnadóir@
@tunic@|@tuineach@
@Tunisia@|@An Túinéis@
@tunnel@|@tollán@
@turbulence@|@suaiteacht@
@tureen@|@túirín@
@turgid@|@mórfhoclach@
@Turkey@|@An Tuirc@
@turmoil@|@clampar@
@turn@|@casadh, iompaigh, sódh@
@turn up@|@filleadh osáin@
@turning point@|@cor cinniúnach@
@turnip@|@tornapa@
@turnout@|@bhí cuid mhór i láthair@
@turnover@|@láimhdeachas@
@turnpike@|@bóthar dola@
