@English@|@Armenian@
@entanglement@|@Ë××í³ÍáõÃÛáõÝ@
@enter@|@Ùáõïù ·áñÍ»É@
@enterprise@|@Ó»éÝ³ñÏáõÃÛáõÝ@
@enterprising@|@Ó»éÝ»ñ»ó, Ý³Ë³Ó»éÝá½@
@entertainment@|@¹Çï³ñÅ³Ý, ½í³ñ×áõÃÛáõÝ, ÑÛáõñ³ëÇñáõÃÛáõÝ, ÑÛáõñ³ëÇñáõÙ@
@enthusiasm@|@Ë³Ý¹³í³éáõÃÛáõÝ, Ññ³åáõñí»ÉÇ, á·»õáñáõÃÛáõÝ@
@entire@|@³ÙµáÕç, ³ÙµáÕçÁ, ÉñÇí@
@entirely@|@³ÙµáÕç³å»ë, ³ÙµáÕçáíÇÝ@
@entrance@|@Ùáõïù@
@entrust@|@ÉÇ³½áñ»É, íëï³Ñ»É@
@envelope@|@Íñ³ñ@
@envious@|@Ý³Ë³ÝÓ, Ý³Ë³ÝÓáï@
@environment@|@Ã³Õ³ÝÃ, ßñç³å³ï@
@environmental@|@ßñç³å³ï, ßñç³å³ïáÕ@
@envoy@|@¹»ëå³Ýáñ¹@
@envy@|@Ý³Ë³ÝÓ@
@epic@|@¹Ûáõó³½Ý»ñ·áõÃÛáõÝ@
@epidemic@|@Ñ³Ù³×³ñ³Ï@
@epilogue@|@í»ñç³µ³Ý@
@episode@|@¹»åù, ¹ñí³·@
@epoch@|@¹³ñ³ßñç³Ý, Å³Ù³Ý³Ï³ßÁñç³Ý@
@epos@|@¹Ûáõó³½Ý³í»å, ¿åáë@
@equal@|@Ñ³Ù³ã³÷, Ñ³Ù³Ñ³í³ë³ñ, Ñ³í³ë³ñ, ÝáõÛÝ³Ï³Ý, áÕáñÏ@
@equality@|@Çñ³í³Ñ³í³ë³ñáõÃÛáõÝ, Ñ³í³ë³ñáõÃÛáõÝ@
@equally@|@Ñ³Ù³ã³÷, ×Çßï, áõÕÇÕ@
@equation@|@Ñ³í³ë³ñáõÃÛáõÝ@
@equator@|@Ñ³ë³ñ³Ï³Í@
@equipment@|@ë³ñù, ë³ñù³íáñáõÙ@
@era@|@Ãí³ñÏáõÃÛáõÝ, Å³Ù³Ý³Ï³Ñ³ïí³Í@
@erase@|@Ù³ùñ»É, çÝç»É, ëñµ»É@
@erect@|@Ï³Ý·Ý»óÝ»É, Ï³éáõó»É@
@ermine@|@ÏÝ·áõÙ@
@eruption@|@Å³ÛÃùáõÙ@
@escalator@|@ß³ñÅ³ë³Ý¹áõÕù@
@escape@|@µáÕµáç, ÁÝÓÛáõÕ, ßÇí, ÷³Ëã»É, ÷³Ëáõëï@
@escort@|@áõÕ»Ïó»É@
@especial@|@Ñ³ïáõÏ@
@especially@|@Ù³Ý³í³Ý¹@
@espionage@|@Éñï»ëáõÃÛáõÝ@
@essay@|@³ÏÝ³ñÏ@
@essence@|@µÝ³ÑÛáõÃ, ·áÛáõÃÛáõÝ áõÝ»Ý³É, ¹áõËÇ, ¿áõÃÛáõÝ@
@essential@|@¿³Ï³Ý@
@establish@|@ë³ÑÙ³Ý»É@
@establishment@|@ÑÇÙÝ³ñÏ, ÑÇÙÝ³ñÏáõÃÛáõÝ@
@estimate@|@·ÇÝ ¹Ý»É, ·Ý³Ñ³ï»É@
@estimation@|@·Ý³Ñ³ï³Ï³Ý, ·Ý³Ñ³ïáõÙ@
@Estonian@|@¿ëïáÝ³Ï³Ý, ¿ëïáÝ³óÇ, ¿ëïáÝáõÑÇ@
@ether@|@»Ã»ñ@
@ethic@|@µ³ñáÛ³Ï³Ý@
@ethical@|@µ³ñáÛ³·Çï³Ï³Ý@
@ethics@|@µ³ñáÛ³·ÇïáõÃÛáõÝ@
@ethnography@|@³½·³·ñáõÃÛáõÝ@
@Eton collar@|@ûÓÇù(»ï Í³ÉíáÕ)@
@etude@|@×»å³ÝÏ³ñ@
@Europe@|@ºìñáå³@
@European@|@ºìñáå³Ï³Ý@
@evaporate@|@·áÉáñßÇ³Ý³É@
@evaporation@|@·áÉáñßÇ³óáõÙ@
@eve@|@Ý³ËûñÛ³Ï@
@even@|@³Ý·³Ù, ½áõÛ·, ÝáõÛÝÇëÏ@
@evening@|@»ñ»Ïá@
@event@|@¹»åù, Çñ³¹³ñÓáõÃÛáõÝ@
@ever@|@»ñµ»õ¿@
@every@|@³Ù»Ý ÙÇ, ³Ù»Ý ÙÇ (Çñ)@
@every possible@|@³Ù»Ý ï»ë³ÏÇ@
@everyday@|@³Ù»ÝûñÛ³@
@everyone@|@³Ù»Ý, ³Ù»Ý Ù»ÏÁ, Ûáõñ³ù³ÝãÛáõñ@
@everywhere@|@³Ù»Ýáõñ, ³Ù»Ýáõñ»ù, ³Ý»Ý ï»Õ@
@evidence@|@Ñ³Ýó³Ýß³Ý@
@evident@|@½ÝÝ³Ï³Ý, Ñ³Ùá½Çã@
@evil@|@ã³ñáõÃÛáõÝ@
@ewer@|@ÏáõÅ, ë³÷áñ@
@exact@|@×Çßï@
@exactly@|@×ß·ñÇï@
@exaggerate@|@Ù»Í³óÝ»É, ã³÷³½³Ýó»É@
@examination@|@ëïáõ·³ñù, ëïáõ·áõÙ, ùÝÝ³Ï³Ý, ùÝÝáõÃÛáõÝ@
@examine@|@¹Çï»É, ½ÝÝ»É, Ý³Û»É@
@example@|@ûñÇÝ³Ï@
@exceed@|@·»ñ³½³Ýó»É@
@exceeding@|@³ñï³Ï³ñ·@
@excel@|@·»ñ³½³ÝóÝ»É@
@excellent@|@ÑÇ³Ý³ÉÇ@
@except@|@íéÝ¹»É@
@except for@|@µ³ó³éáõÃÛ³Ùµ, µ³óÇ@
@exception@|@µ³ó³éáõÃÛáõÝ, íï³ñ»É, íï³ñáõÙ@
@excess@|@³í»ÉóáõÏ@
@excessive@|@áõÅ»ñÇó í»ñ@
@excessively@|@ã³÷³½³Ýó@
@ex-champion@|@Ý³ËÏÇÝ ã»ÙåÇáÝ, ÷áË-ã»ÙåÇáÝ@
@exchange@|@Ù³Ýñ»É, ÷áË³¹ñáõÙ, ÷áË³Ý³ÏáõÙ@
@excite@|@³é³ç³ñÏ»É, ·ñ·é»É, ß³ñÅ»É@
@excitement@|@³É»ÏáÍáõÃÛáõÝ@
@exclamatory@|@µ³ó³Ï³Ýã³Ï³Ý@
@exclude@|@Ñ»é³óÝ»É, íï³ñ»É@
@exclusive@|@µ³ó³éÇÏ@
@excuse@|@Ý»ñ»É, å³ïñí³Ï, å³ïñí³ÏáõÙ@
@execute@|@Çñ³·áñÍ»É, Ï³ï³ñ»É, Ó»õ³Ï»ñå»É, Ù³Ñ³å³ïÅÇ »ÝÃ³ñÏ»É@
@execution@|@·Ý¹³Ï³Ñ³ñáõÙ@
@executor@|@Ï³ï³ñáÕ@
@exemplary@|@Ï³ï³ñÛ³É, ÝÙáõß³ÛÇÝ, ûñÇÝ³Ï»ÉÇ@
@exempt@|@µ³ó³é»É@
@exercise@|@Ù³ñ½³Ýù, í³ñãáõÃÛáõÝ@
@exercise book@|@ï»ïñ, ï»ïñ³Ï@
@exhalation@|@³ñï³óáÉáõÙ@
@exhaust@|@ëå³é»É, óÝ¹»É, áõÅ³ëå³é ³Ý»É@
@exhausted@|@áõÅ³ëå³é@
@exhaustion@|@áõÅ³ëå³éáõÃÛáõÝ@
@exhibit@|@óáõó³ÝÙáõß@
@exhibition@|@óáõó³Ñ³Ý¹»ë@
@exist@|@·áÛáõÃÛáõÝ áõÝ»Ý³É@
@exit@|@µ»ÙÇó ¹áõñë ·Ý³ÉÁ, ¹áõñë ·Ý³ÉÁ, »Éù@
@expectation@|@ëå³éáõÙ, ëå³ëáÕ³Ï³Ý íÇ×³Ï@
@expedient@|@Ýå³ï³Ï³Ñ³ñÙ³ñ@
@expedition@|@³ñß³í@
@expel@|@íéÝ¹»É, íï³ñ»É@
@expense@|@Í³Ëë@
@expensive@|@Ã³ÝÏ, Ã³ÝÏ³·ÇÝ@
@experience@|@ÑÙïáõÃÛáõÝ, ÷áñÓ, ÷áñÓáõÃÛáõÝ@
@experiment@|@·Çï³÷áñÓ, ÷áñÓ@
@experimental@|@÷áñÓ³ñ³ñ³Ï³Ý@
@expert@|@·Çï³Ï, Ù³ëÝ³·»ï, ÷áñÓ³·»ï@
@expire@|@í»ñç³Ý³É@
@expired@|@Å³ÙÏ»ï³Ýó@
@explain@|@µ³ó³ïñ»É, å³ñ½³µ³Ý»É@
@explanation@|@µ³ó³ïñáõÃÛáõÝ, µ³ó³ïñáõÙ@
@explanatory@|@µ³ÝÇÙ³ó, Ë»É³óÇ, Ë»Éáù@
@exploit@|@ëËñ³·áñÍáõÃÛáõÝ@
@exploration@|@Ñ»ï³½áïáõÙ@
@explosion@|@å³ÛÃ»óáõÙ, å³ÛÃÛáõÝ, åáéÃÏáõÙ, ïñ³ùáó@
@export@|@³ñï³Ñ³ÝáõÃÛáõÝ, ³ñï³Ñ³ÝáõÙ@
@expose@|@¹ÇÙ³Ï³½»ñÍ»É, Ù»ñÏ³óÝ»É@
@express@|@×»åÁÝÃ³ó@
@exquisite@|@·»ñ³½³Ýó, ëù³Ýã»ÉÇ@
@extend@|@»ñÏ³ñ³óÝ»É, ÁÝ¹É³ÛÝí»É@
@extension@|@»ñÏ³ñ³óáõóÇã@
@extensive@|@ÁÝ¹³ñÓ³Ï, É³ÛÝ, É³ÛÝ³ñÓ³Ï@
@exterior@|@³ñï³ùÇÝ@
@exterminate@|@ÏáñÍ³Ý»É, áãÝã³óÝ»É@
@external@|@³ñï³ùÇÝ@
@extinguish@|@Ù³ñ»É@
@extortion@|@¹ñ³Ù³ßáñÃáõÃÛáõÝ@
@extortionist@|@¹ñ³Ù³ßáñÃ@
@extra@|@Éñ³óáõóÇã, Ñ³í»ÉÛ³É@
@extra charge@|@Ñ³í»ÉáõÙ@
@extract@|@Ó»éù µ»ñ»É@
@extraneous@|@ÏáÕÙÝ³ÏÇ@
@extraordinary@|@³ñï³Ï³ñ·@
@extreme@|@³Ù»Ý³Í³ÛñÇ, Í³Ûñ³Ñ»ÕáõÃÛáõÝ, Í³ÛñÇ@
@extremely@|@ã³÷³½³Ýó@
@extremist@|@Í³Ûñ³Ñ»Õ³Ï³Ý@
@exult@|@óÝÍ³É@
@eye@|@³ãù@
@eye lash@|@Ã³ñÃÇã, Ã»ñÃ»ñáõÝù@
@eyelid@|@Ïáå@
@eyewitness@|@³Ï³Ý³ï»ë@
@fable@|@³é³Ï@
@fabric@|@·áñÍí³Íù, ßáñ@
@fabrication@|@Ñ»ñÛáõñ³Ýù@
@facade@|@×³Ï³ï §ß»ÝùÇ¦, ×³Ï³ï³Ù³ë@
@face@|@³ÝÓ, ¹»Ùù, »ñ»ë@
@facilities@|@ïÝï»ëáõÃÛáõÝ@
@fact@|@ïíÛ³É, ÷³ëï@
@factor@|@·áñÍáÝ, ß³ñÅÇã, áõÅ@
@factory@|@·áñÍ³ñ³Ý@
@facultative@|@Ý³Ë³ëÇñ³Ï³Ý@
@faculty@|@³ÙµÇáÝ@
@fade@|@µáõñ¹Á ÃáÕÝ»É, ·áõÛÝÁ ·ó»É, ËáõÝ³Ý³É@
@faience@|@Ñ³Ë×³å³Ï»Õ»Ý, Ñ³Ë×³å³ÏÇ@
@failure@|@³ÝÑ³çáÕáõÃÛáõÝ, íÃ³ñ@
@faint@|@áõß³·Ý³óáõÃÛáõÝ, áõß³Ã³÷áõÃÛáõÝ@
@faintheartedness@|@÷áùñá·áõÃÛáõÝ@
@fair@|@³ñ¹³ñ, ïáÝ³í³×³é@
@fairy tale@|@Ñ»ùÇ³Ã@
@faith@|@Ñ³í³ï@
@faktory@|@ý³µñÇÏ³@
@falcon@|@µ³½»@
@fall@|@·»ïÇÝ ï³å³Éí»É, ÁÝÏÝ»É@
@fall of the leaves@|@ï»ñ»õ³Ã³÷@
@false@|@Ï»ÕÍ, ëáõï@
@familiar@|@Í³ÝáÃ, ïÝ³í³ñÇ@
@family@|@ÁÝï³Ý»Ï³Ý, ÁÝï³ÝÇù@
@family name@|@³½·³ÝáõÝ@
@famine@|@ëáí, ëáí³ÍáõÃÛáõÝ, ù³Õó@
@famous@|@Ýß³Ý³íáñ, ÷³é³íáñ@
@fan@|@ÑáíÑ³ñ, û¹³÷áËÇã@
@fancy@|@»ñ»õ³Ï³ÛáõÃÛáõÝ@
@fang@|@Å³ÝÇù@
@fantasia@|@ý³Ýï³½Ç³@
@far@|@Ñ»é³íáñ, Ñ»éáõ@
@far east@|@Ñ»é³íáñ³ñ»õ»Éù@
@fare@|@í³ñÓ, í×³ñ@
@farewell@|@Ññ³Å»ßï ï³ÉÁ@
@far-seeing@|@Ñ»é³ï»ë, å³ÛÍ³é³ï»ë@
@far-sighted@|@Ñ»é³ï»ë@
@fascinating@|@Ññ³åáõñÇã@
@fascism@|@ý³ßÇ½Ù@
@fascist@|@ý³ßÇëï@
@fashion@|@·áñÍ»É³Ï»ñå, Ýáñ³Ó»õáõÃÛáõÝ@
@fashionable@|@Ùá¹³ÛÇÏ, Ýáñ³Ó»õ@
@fast@|@³ñ³·, ³ñ³·³ß³ñÅ@
@fasten@|@Ï³å»É, Ó·»É@
@fastidious@|@ãÙ³Ñ³í³Ý@
@fat@|@×³ñå@
@fatal@|@×³Ï³ï³·ñ³Ï³Ý@
@father@|@Ñ³Ûñ@
@father-in-law@|@³Ý»ñ, ëÏ»ëñ³Ûñ@
@fatherland@|@Ñ³Ûñ»ÝÇù@
@fatherly@|@Ñ³Ûñ³Ï³Ý@
@fault@|@Ñ³Ýó³Ýù, Ù»Õù@
@faulty@|@³Ýë³ñù, íÝ³ëí³Í, ÷ã³ó³Í@
@fauna@|@Ï»Ý¹³Ý³Ï³Ý ³ßË³ñÑ@
@favour@|@Ñ³Ù³Ïñ³Ýù@
@fear@|@³Ñ, ë³ñë³÷, í³Ë@
@fearless@|@³ÝÏ³Ë@
@feast@|@ËÝçáõÛù@
@feat@|@ëËñ³·áñÍáõÃÛáõÝ@
@feather@|@·ñã³Í³Ûñ, ÷»ïáõñ@
@feature@|@³é³ÝÓÝ³Ñ³ïÏáõÃÛáõÝ@
@February@|@÷»ïñí³ñ@
@federal@|@ý»¹»ñ³É, ý»¹»ñ³ïÇí@
@fee@|@³Ý¹³Ù³í×³ñ, Ñ³ïáõóáõÙ, Ñ³ñáõóáõÙ, ÑáÝáñ³ñ, í³ñÓ, í³ñÓ³ïñáõÃÛáõÝ, í×³ñ, í×³ñáõÙ@
@feeble@|@ïÏ³ñ@
@feeble-minded@|@ïÏ³ñ³ÙÇï@
@feedback@|@Ñ³ïáõÛó@
@feel@|@ßáß³÷»É@
@feeling@|@½·³ÉÁ, ½·³ÛáõÃÛáõÝ, ½·³óáÕáõÃÛáõÝ, ½·³óáõÙ, ßáß³÷»ÉÇù, ßáß³÷áõÙ@
@fellow traveller@|@áõÕ»ÏÇó, áõÕ»ÏóáõÑÇ@
@female@|@Ù³Ûñ, Ù³ñÇ@
@fence@|@ëñ³Ù³ñï»É, ëáõë»ñ³Ù³ñï»É, ó³ÝÏ³å³ï@
@fencing@|@å³ñÇëå, ëáõë»ñ³Ù³ñï, ó³ÝÏ³å³ï@
@fennel@|@ë³ÙÇÃ@
@ferment@|@Ù³Ï³ñ¹, Ù³Ï³ñ¹»É@
@fermentation@|@ËÙáñáõÙ@
@Ferro-concrete@|@»ñÏ³Ãµ»ïáÝ@
@ferry@|@É³ëï, É³ëï³·Ý³óù, É³ëï³Ý³í@
@fertile@|@µ»ññÇ, µ»ñù³ïáõ, åïÕ³µ»ñ@
@fertilizer@|@å³ñ³ñï³óáõÙ, å³ñ³ñï³ÝÛáõÃ@
@fervor@|@ç»ñÙáõÃÛáõÝ, ï³ùáõÃÛáõÝ@
@festival@|@÷³é³ïáÝ@
@festoon@|@¹ñ³ë³Ý·@
@fetch@|@µ»ñ»É@
@fete@|@Ù»Í³ñ»É@
@feud@|@ý»á¹@
@feudal@|@ý»á¹³É³Ï³Ý@
@feudal lord@|@ý»á¹³ÉÇëï@
@feudalism@|@³í³ï³Ï³ÝáõÃÛáõÝ, ý»á¹³ÉÇ½Ù@
@feuilleton@|@Ã»ñÃáÝ, ý»ÉÇïáÝ@
@fever@|@¹áÕ¿ñáóù, ç»ñÙ, ï»Ý¹@
@feverish@|@ï»Ý¹³·ÇÝ, ï»Ý¹³ÛÇÝ, ï»Ý¹áï@
@fiance@|@Ñ³ñë, ÷»ë³@
@fibber@|@Ù³Ýñ³Ã»É, ëåÇï³Ïáó@
@fiber@|@Ã»É@
@fiction@|@ÑÝ³ñáíÇ µ³Ý@
@fictitious@|@Ï»ÕÍ, ßÇÝÍáõ, ýÇÏïÇí@
@field@|@³ñï, »½ñ, Éáõë³ùáÕ³ñÏáõÙ, Ñ³Ý¹, í³ñ»É³ÑáÕ@
@fiend@|@×Çí³Õ@
@fierce@|@³ÝáÕáù, Ï³ï³ÕÇ@
@fifteen@|@ï³ëÝÑÇÝ·@
@fiftieth@|@ÑÇëáõÝ»ñáñ¹@
@fifty@|@ÑÇëáõÝ@
@fifty-fifty@|@ÏÇë ³ Ï»ë, Ñ³í³ë³ñ³å»ë, Ñ³í³ë³ñ ã³÷áí@
@fig@|@Ãáõ÷@
@fight@|@ÏéÇí, Ïéí»É, ×³Ï³ï³Ù³ñï, Ù³ñï@
@fighter@|@ÏáñÍ³Ý»É, Ù³ñïÇÏ@
@figure@|@³ÝÓÝ³íáñáõÃÛáõÝ, ·áñÍÇã, ÃÇí, Ãí³Ýß³Ý, Ë³Õ³ù³ñ, Ï³½Ùí³Íù, ù³Ý¹³Ï@
@figure skater@|@·»Õ³ë³Ñáñ¹, ·»Õ³ë³Ñáñ¹áõÑÇ@
@figured@|@Ó»õ³íáñ, å³ïÏ»ñ³íáñ@
@file@|@ÃÕÃ³å³Ý³Ï, Ë³ñïáó, ß³ñù, ïáÕ³Ý, ÷³ëï³ÃÕÃ»ñÇ å³Ñáó, ù³ñï³ñ³Ý@
@filer@|@ÃÕÃ³Ï³É, ÃÕÃ³å³Ý³Ï@
@fill@|@µáñµáùí»É, ÉóÝ»É, ó³Ý»É@
@fillet@|@ëáõÏÇ@
@filling@|@µáñµáùáõÙ@
@filling station@|@µ»Ý½³Ï³Û³Ý@
@film@|@µ³ñ³Ï ß»ñï, µ»Ù³¹ñ»É, ÏÇÝáÝÏ³ñ, ÷³é, ýÇÉÙ@
@filming@|@¿Ïñ³Ý³íáñáõÙ@
@filth@|@½½í»ÉÇ µ³Ý@
@final@|@³í³ñï, ³í³ñï³Ï³Ý, ³í³ñïÇ, »½ñ³÷³ÏÇã, »½ñ³÷³ÏÙ³Ý, Ë³Õ³í³ñï, Ñ³Ýñ³·áõÙ³ñ³ÛÇÝ, í»ñç, í»ñçÇÝ@
@final limit@|@í»ñçÝ³Ï³Ý@
@find@|@·Ûáõï, ·ïÝ»É, ·ïÝí»É, Ñ³ÛïÝ³µ»ñáõÃÛáõÝ, Ñ³ÛïÝ³µ»ñáõÙ, ÷Ýïñ»É@
@find out@|@¹ñë»õáñ»É, »ñ»õ³Ý Ñ³Ý»É, å³ñ½³µ³Ý»É, óáõó³µ»ñ»É@
@fine@|@Ù³Ýñ, ãÝãÇÝ@
@finger@|@Ù³ï@
@finish@|@³í³ñï»É, »½ñ³÷³Ï»É, å³ïÅ»É, í»ñç³óÝ»É, í»ñç³óÝ»É, í»ñçÝ³·ÇÍ, í»ñçÝ³·ÇÍÁ Ñ³ï»É@
@Finn@|@ýÇÝÝ@
@Finnish@|@ýÇÝÝ»ñ»Ý@
@fir@|@»Õ»õÝÇ@
@fire@|@Ë³ñáõÛÏ, Ïñ³Ï, Ññ¹»Ñ@
@fire extinguisher@|@Ïñ³ÏÙ³ñåã@
@fire wood@|@í³é»É³÷³Ûï, ó³Ë@
@fireman@|@Ññ¹»ÑÇ@
@fireplace@|@µáõË³ñÇÏ@
@fire-resistant@|@Ññ³Ï³ÛáõÝ@
@fireworks@|@Ññ³í³éáõÃÛáõÝ@
@firm@|@³Ùáõñ, Ïáßï, åÇÝ¹@
@first@|@³é³çÇÝ, Ý³Ë »õ ³é³ç@
@first class@|@³é³çÝ³Ï³ñ·@
@first-aid set@|@¹»Õ³ïáõ÷@
@fish@|@ÓÏ³Ý, ÓáõÏ@
@fish soup@|@ÓÏÝ³åáõñ@
@fisher@|@ÓÏÝáñë@
@fisherman@|@ÓÏÝáñë@
@fishery@|@ÓÏÝáñëáõÃÛáõÝ@
@fishing@|@ÓÏÝáñë³Ï³Ý@
@fishing tackle@|@Ï³ñÃ@
@fist@|@µéáõÝóù@
@fittingly@|@Ñ»Ýó@
@five@|@ÑÇÝ·@
@five hundred@|@ÑÇÝ· Ñ³ñÛáõñ@
@five-days@|@ÑÝ·ûñÛ³Ï@
@five-hundredth@|@ÑÇÝ·Ñ³ñÛáõñ»ñáñ¹@
@five-minute@|@ÑÇÝ·ñáå»³Ýáó@
@five-multiple@|@ÑÝ·³å³ïÇÏ@
@fix@|@ë³ñù»É@
@fixture@|@³Ùñ³Ý@
@flag@|@¹ñáß, ¹ñáß³Ï@
@flagstaff@|@¹ñáß³Ï³ÓáÕ@
@flair@|@ÁÝ¹áõÝ³ÏáõÃÛáõÝ@
@flame@|@µáó, Ïñ³Ï, Ñáõñ@
@flap@|@Ã³÷, Ï³÷³ñÇã@
@flare@|@µéÝÏáõÙ@
@flash@|@µéÝÏáõÙ, »ñ»õ³É, ÷³ÛÉ³ï³Ï»É@
@flash up@|@µáó³í³éí»É, µéÝÏí»É@
@flask@|@ï³÷³ßÇß@
@flat@|@µÝ³Ï³ñ³Ý, Ã»ù, ï³÷³Ï, ï³÷³ñ³Ï@
@flatter@|@·áí³µ³Ý»É, ·áí»ëï, ¹ñí³ï³Ï³Ý, Ñ³×»ÉÇ, Ñ³×»ÉÇ ¿, ßáÛ»É, ßáÛáÕ@
@flattering@|@ßáÕáùáñÃ@
@flattery@|@¹ñí³ï³Ýùáí, ßáÕáùáñÃáõÃÛáõÝ, ßáÛáõÙ ¿@
@flavour@|@µáõÛñ, Ñ³Ù@
@flax@|@íï³í³ï, íáõß@
@fleet@|@Ý³í³ïáñÙ, ïáñÙÇÕ@
@fleeting@|@ÃéáõóÇÏ@
@flexible@|@¹Ûáõñ³Ã»ù, ½ÇçáÕ, Ñ³ñÙ³ñíáÕ, ×ÏáõÝ@
@flier@|@û¹³ãáõ@
@flight@|@»ñ³Ù, »ñÃáõÕÇ, Ãéã»ÉÁ, ÃéÇãù, ãáõ, íï³é, áõÕ»ñÃ@
@flimsy@|@Ï³ÛáõÝ@
@flinch@|@óÝóí»É@
@fling open@|@µ³ó ³Ý»É@
@flippant@|@³Ýå³ïÏ³é, Ñ³Ý¹áõ·Ý@
@flippers@|@ÉáÕ³Ã³Ã»ñ@
@floating@|@ÉáÕ³óáÕ, ÉáÕáõÝ, Íáíáí ï»Õ³÷áË»ÉÇ, ÑáëáõÝ, ÷á÷áË³Ï³Ý@
@flock@|@Ñáï@
@flood@|@Ñ»Õ»Õ, Ñ»Õ»ÕáõÙ, çñÑ»Õ»Õ@
@floor@|@·»ïÇÝ, Ñ³ï³Ï, Ñ³ñÏ@
@flora@|@µáõë³Ï³Ý ³ßË³ñÑ, µáõë³Ï³ÝáõÃÛáõÝ@
@florist@|@Í³ÕÏ³Ýáó@
@flour@|@³ÉÛáõñ@
@flow@|@·»ï³Ï, Ñáë³Ýù, íï³Ï@
@flower@|@Í³ÕÇÏ@
@flower bed@|@Í³ÕÏ³Ýáó@
@fluctuation@|@í³ñ³ÝáõÙ, ï³ï³ÝáõÙ, ï³ñáõµ»ñáõÙ@
@fluff@|@³Õí³÷»ïáõñ, ³Õí³Ù³½@
@fluffy@|@÷³÷Ï³Ù³½@
@fluid@|@Ñ»ÕáõÏ@
@fly@|@×³Ý×, ãí»É@
@flying@|@ÃéãáÕ, ÃéÇãù³ÛÇÝ, ÃéÇãùÇ, óÝ¹áÕ, û¹³ãáõ³Ï³Ý@
@flying away@|@ÃéÇãù@
@flytrap@|@×³Ý×áñë@
@foal@|@ùáõé³Ï@
@foam@|@÷ñ÷áõñ, ù³÷@
@focus@|@³×å³ñ³ñáõÃÛáõÝ, ÏÇ½³Ï»ï, Ó»éÝ³ÍáõÃÛáõÝ@
@fodder@|@Ï»ñ@
@fog@|@Ù³é³ËáõÕ, Ù»·, Ùßáõß@
@foggy@|@Ùßáõß³å³ï, Ùßáõßáï@
@foil@|@÷³ÛÉ³ÃÇÃ»Õ@
@fold@|@Í³É»É, Í³Éí³Íù, Í³Éù, ÷³ñ³Ë, ÷áÃ@
@folder@|@ÃÕÃ³å³Ý³Ï@
@folding@|@Í³ÉáíÇ, ÷»ÕÏ³íáñ@
@foliage@|@Ï³Ý³ã, ë³Õ³ñÃ, ï»ñ»õÝ»ñ@
@folklore@|@µ³Ý³ÑÛáõëáõÃÛáõÝ@
@follow@|@»ï»õÇó ·Ý³É@
@follower@|@Ñ»ï»õáñ¹, Ñ»ï»õáÕ@
@following@|@»ï»õÇó, Ñ³çáñ¹, Ñ»ï»õÛ³É@
@fondle@|@·áõñ·áõñ»É, ßáÛ»É, ÷³Õ³ùß»É@
@font@|@ï³é, ï³é³ï»ë³Ï, ïå³ï³é@
@food@|@Ï»ñ³Ïáõñ, ÙÃ»ñ³ÛÇÝ, å³ñ»Ý³ÛÇÝ, ëÝáõÝ¹, áõï»ÉÇù@
@foodstuffs@|@å³ñ»Ý, å³ñ»Ý³ÙÃ»ñù@
@fool@|@³åáõß, ÑÇÙ³ñ, ïËÙ³ñ@
@foot@|@áïù»ñÇ, áïù@
@football@|@ýáõïµáÉ, ýáõïµáÉ³ÛÇÝ@
@footballer@|@ýáõïµáÉÇëï@
@foothills@|@Ý³Ë³É»éÝ³ÛÇÝ@
@footlights@|@µ»ë»½ñ@
@footwear@|@ÏáßÇÏ@
@for@|@Ñ³Ù³ñ, Ýå³ï³Ïáí@
@for a long time@|@»ñÏ³ñ Å³Ù³Ý³Ïáí@
@for ever@|@ÁÝ¹ÙÇßï, Ñ³í»ñÅ, Ñ³íÇïÛ³Ý@
@for example@|@ûñÇÝ³ÏÇ Ñ³Ù³ñ@
@for nothing@|@³Ýí×³ñ, ÓñÇ@
@for rent@|@í³ñÓáí, í³ñÓáõÃáí@
@for some reason@|@ã·Çï»ë ÇÝãáõ@
@for the first time@|@³é³çÇÝ ³Ý·³Ù@
@for the sake of@|@Ñ³Ù³ñ, Ñ³ÝáõÝ@
@forage@|@³Ý³ëÝ³Ï»ñ, Ï»ñ, Ï»ñ³ÏñáõÙ@
@foray@|@³ëå³ï³ÏáõÃÛáõÝ@
@force@|@½áñáõÃÛáõÝ, Ñ³ñÏ³¹ñ»É, ëïÇå»É, áõÅ@
@forcemeat@|@³Õ³ó³Í ÙÇë, ÉóáÝ, ý³ñß@
@forecast@|@Ï³ÝË³·áõß³ÏáõÃÛáõÝ, Ï³ÝËáñáßáõÙ, Ý³Ë³·áõß³ÏáõÃÛáõÝ@
@forehead@|@×³Ï³ï@
@foreign@|@³ñï³ë³ÑÙ³ÝÛ³Ý, ûï³ñ@
@foreigner@|@³ñï³ë³ÑÙ³ÝóÇ, ûï³ñ³Ï³Ý@
@forelock@|@Ù³½³÷áõÝç@
@foreman@|@³í³·, í³ñå»ï@
@foresee@|@·áõß³Ï»É, Ï³ÝË³ï»ë»É, Ý³Ë³ï»ë»É@
@forest@|@³Ýï³é@
@forester@|@³Ýï³é³å»ï@
@forever@|@ÁÝ¹ÙÇßï@
@foreword@|@³é³ç³µ³Ý, Ý³Ë³µ³Ý@
@forge@|@Ïé»É@
@forger@|@¹ñ³Ù³Ý»Ý·@
@forgery@|@Ï»ÕÍ³·Çñ@
@forget@|@»ï ëáíáñ»É@
@forgetful@|@Ùáé³óÏáï@
