@English@|@Icelandic@
@landlord@|@gestgjafi@
@landlubber@|@landkrabbi@
@landowner@|@jarðeigandi@
@landslide@|@jarðfall@
@language@|@mál, tungumál@
@lap@|@hringur@
@Laplander@|@Sami@
@Lapp@|@Sami@
@large@|@mikill, stór@
@last@|@endast, síðastur, standa, vara@
@last name@|@eftirnafn@
@last night@|@í gærkvöldi@
@last summer@|@í fyrra sumar@
@last year@|@í fyrra@
@late@|@seinn, seint@
@latent@|@leyndur@
@later@|@seinna, síðar@
@later on@|@síðar@
@latitude@|@hnattbreidd@
@laugh@|@hlæja, hlátur@
@laugh hear@|@hlæja dátt@
@laughable@|@hlægilegur@
@laughter@|@hlátur@
@lava@|@hraun@
@lawn@|@bali@
@lay@|@leggja, setja@
@lay claim to@|@gera aðkall til@
@lay eggs@|@verpa eggjum@
@lazy@|@latur@
@lead@|@blý, fara á undan, leiða@
@leader@|@leiðtogi@
@leader of the choir@|@forsöngvari@
@leadership@|@forusta, forysta@
@leaf@|@blað, blaðka@
@leaflet@|@blaðka@
@lean@|@halla, horaður@
@leap year@|@hlaupár@
@learn@|@frétta, læra@
@learn by heart@|@læra utanbókar@
@learned@|@fróður@
@least@|@minnstur@
@leave@|@fara, fara af stað, frí, skilja eftir@
@leave off@|@afleggja@
@lecher@|@saurlífissegur@
@lecherous@|@saurlífur@
@lechery@|@saurlífnaður@
@lecture@|@fyrirlestur@
@leddge of rock@|@kambur@
@leer@|@glotta@
@left@|@vinstri@
@leg@|@fótleggur, leggur@
@legal duty@|@lagaskylda@
@legation@|@sendiráð@
@legund@|@áletrun@
@lend@|@lána@
@length@|@lengd@
@leniency@|@vægð@
@lenient@|@vægur@
@Lent@|@fasta@
@Leo@|@ljón@
@less@|@minna, minni@
@let@|@láta, leyfa@
@letter@|@bókstafur, bréf@
@letter delivery@|@bréfaafgreiðsla@
@level@|@flatlendur, flatur, jafna@
@liar@|@lygari@
@liberate@|@frelsa@
@liberty@|@frelsi@
@library@|@bókaherbergi, bókasafn@
@licence@|@leyfi@
@lid@|@hlemmur, hleri, lok@
@lie@|@liggja, ljúga, lygi@
@life@|@æfi, líf, líferni@
@life saving@|@bjargsund@
@lifeboat@|@björgunarbátur@
@light@|@birta, bjartur, kveikja, ljós, lýsa@
@light breeze@|@gola, kaldi@
@light bulb@|@ljósapera@
@light dusting of snow@|@föl@
@light switch@|@slökkvari@
@lightning@|@elding@
@lignite@|@brúnkol@
@like@|@hugnast, líka, líkur, þykja, þykja vænt um@
@like that@|@svona@
@limit@|@takmarka@
@limitation@|@takmarkaður@
@limited company@|@hlutafélag@
@limits@|@takmörk@
@limp@|@haltra@
@line@|@brotstrik, brydda, fóðra@
@lineage@|@ættleggur@
@linen@|@lak@
@lining@|@fóður@
@link@|@hlekkur@
@linoleum@|@gólfdúkur@
@lion@|@ljón@
@liquor store@|@áfengisverzlun@
@listen@|@heyra, hlusta á@
@listener@|@áheyrandi@
@literally@|@bókstaflega@
@literary history@|@bókmenntasaga@
@literary society@|@bókmenntafélag@
@literature@|@bókmenntir, bókvísi@
@little@|@lítið@
@live@|@búa, lifa@
@lively@|@fjörugur@
@livestock@|@fé, gripur@
@living@|@atvinna@
@living room@|@dagstofa, stofa@
@living room (in older houses)@|@baðstofa@
@living room furniture@|@dagstofuhúsgögn@
@load@|@burður, ferma, hlaða, lesta@
@loading@|@ferming@
@loaf@|@brauð@
@loan@|@lán@
@loathe@|@mér býður við@
@lodge@|@hýsa@
@lodgings@|@húsakynni, húsnæði@
@loft@|@air, baðstofupallur, sky@
@loganberry@|@klungurber@
@logic and psychology@|@forspjallsvísindi@
@long@|@langt, langur@
@long ago@|@forðum@
@longtitude@|@hnattlengd@
@look@|@horfa, svipur, útlit@
@look at@|@horfa á, líta á@
@look for@|@leita@
@look forward to@|@hlakka til@
@look something up@|@fletta upp@
@look-out@|@varðberg@
@looks@|@álit@
@loop@|@bugur@
@loose@|@leysa, tapa@
@lord@|@drotinn@
@lose@|@fara varhluta, missa, tapa@
@lose one's reason@|@missa vitið@
@loss@|@halli@
@lot@|@hluti@
@lots of boys@|@drengjaflokkur@
@lottery@|@happdrætti, hlutavelta@
@love@|@ást, elska, halda upp á, unna@
@love story@|@ástarsaga@
@lover@|@elskhugi@
@low@|@baula, belja, lágur@
@low tide@|@fjara@
@lower@|@lækka@
@loyal@|@tryggur@
@luck@|@happ@
@luckily@|@sem betur fer@
@lucky@|@hamingjusamur, heppinn@
@luggage@|@farangur@
@lunar year@|@tunglár@
@lurk@|@leynast@
@mad@|@ær, brjálaður, geðveikur, óður, vitlaus@
@madden@|@æra@
@madman@|@fól@
@magic@|@galdur, seiður@
@magma@|@bergkvika@
@magnetization@|@seglun@
@magnificent@|@stórfeglegur@
@maid servant@|@vinnukona@
@maiden@|@mey@
@mailing list@|@útsendingarlisti@
@main course@|@aðalmatur, aðalréttur@
@main group of houses on farmstead@|@bæjarhús@
@main part@|@aðalþáttur@
@main street@|@aðalgata@
@main valley@|@aðaldalur@
@main weapon@|@aðalvopn@
@mainly@|@aðallega@
@major@|@dúr@
@make@|@búa, gera, gerð@
@make equal@|@jafna@
@make for@|@halda til@
@make full amends@|@bæta fullum bótum@
@make fun of@|@gera gys að@
@make hay@|@heyja@
@make money@|@græða, græða fé@
@make passes at@|@leita á@
@make pregnant@|@barna@
@make progress@|@taka framförum@
@make towards@|@stefna til@
@make up one´s mind@|@ákveða sig@
@make use of@|@hagnýta, nota@
@making of books@|@bókagerð@
@malicious@|@illgjarn@
@man@|@drengur, karl, karlmaður, maður@
@man of means@|@efnakarl@
@man servant@|@húskarl@
@manage@|@haga, takast@
@management@|@rekstur@
@manager@|@forstjóri@
@mane@|@fax@
@manner@|@fasi, framkoma, máti@
@manual@|@handbók@
@manufacture@|@framleiða, framleiðsla@
@manure@|@áburður@
@manuscript@|@handrit@
@many@|@margir, margur@
@many times@|@margfalt@
@many-sided@|@fjölbreyttur@
@map@|@landakort@
@mare@|@hross, hryssa@
@mark@|@auðkenna, einkenni, einkunn@
@market economy@|@markaðsbúskapur@
@market town@|@kaupstaður@
@marriage@|@gifting@
@married@|@giftur@
@married couple@|@hjón@
@marrow@|@mergur@
@marry@|@gifta, giftast@
@marry a woman@|@gera brúðkaup til konu@
@marvel@|@furða@
@mask@|@gríma@
@mass medium@|@fjölmiðill@
@mass produce@|@fjöldaframleiða@
@master@|@bóndi@
@master of the house@|@húsbóndi@
@match@|@eldspýta, jafnast, kappleikur, keppni@
@material@|@efni@
@maths@|@stærfræði@
@matter@|@atriði, efni, málefni@
@mattress@|@dýna@
@maximum@|@hámark@
@may@|@má, mega@
@maybe@|@ef til vill, kannske@
@mayor@|@borgarstjóri@
@meadow@|@engi@
@meadows@|@engjar@
@mean@|@ætla, meina@
@meander@|@árbugða, liðast@
@means of production@|@framleiðslutæki@
@meat@|@kjöt@
@meditation@|@hugleiðing, hugrenning@
@meeting@|@fundur@
@megabyte@|@megabæti@
@melancholic@|@hugsjúkur@
@melt@|@bráðna, bræða@
@melted@|@bráðinn@
@meltedbutter@|@brætt smjör@
@mencaing@|@ógnandi@
@mend@|@bæta@
@mend one´s ways@|@bæta ráð með@
@mental@|@andlegur, sálrænn@
@mental derangement@|@geðveiki@
@mental strife@|@hugarstríð@
@mentally deranged@|@geðveikur@
@mention@|@greina, hafa orð á, segja frá@
@merchant@|@kaupmaður@
@mercy@|@miskunn, náð, vægð@
@merit@|@verðskulda@
@Merry Christmas@|@gleðileg jól@
@message@|@boðskapur, skilaboð@
@method@|@aðferð@
@midday@|@hádegi@
@Middle Ages@|@miðaldir@
@middle of March till Middle of April@|@einmánaður@
@middle-aged@|@miðaldra@
@midge@|@mý@
@midsummer day@|@Jónsmessa@
@might@|@máttur@
@mild@|@hlýr, vægur@
@milk@|@mjólk@
@million@|@miljón@
@mimic@|@herma eftir@
@minaret@|@kallturn@
@mind@|@hugskot, hugur@
@mine@|@minn, náma@
@mingle@|@blanda@
@minister@|@prestur@
@minister of fisheries@|@sjávarútvegsráðherra@
@minister of justice@|@dómsmálaráðherra@
@minister of war@|@hermálaráðherra@
@ministry@|@ráðuneyti@
@minor@|@minniháttar@
@minute@|@mínúta@
@miracle@|@tákn@
@mirror@|@spegill@
@miserable@|@aumur@
@misery@|@eymd@
@misfire@|@standa á sér@
@misgiving@|@grunur@
@mishear@|@misheyra@
@misprint@|@misprenta, prentvilla@
@miss@|@fara varhluta, fröken, sakna, ungfrú@
@missing@|@áfátt@
@mist@|@mistur@
@mistake@|@mistök, villast@
@mistress@|@hjákona, húsfreyja@
@mistress of a house@|@húsfreyja@
@misty sky@|@dumbungur@
@misuse@|@misnota@
@mitten@|@belgvettlingur@
@mix@|@blanda@
@mix together@|@blanda saman@
@mixture@|@blanda@
@mock@|@gabba@
@mockery@|@háð@
@mode@|@háttur@
@model@|@afbragð@
@modem@|@mótald@
@moderate@|@hóflegur@
@modern@|@nútíðar-@
@moisten@|@bleyta, væta@
@moisture@|@væta@
@mole@|@bryggja@
@molest@|@abbast@
@mollify@|@blíðka@
@moment@|@andrá, augnablik, bil@
@monarchy@|@einveldi@
@monastery@|@klaustur@
@Monday@|@mánuðagur@
@money@|@fé, peningar@
@monopolistic trade@|@einokunarverslun@
@monopolize@|@einoka@
@monopoly@|@einkasala, einokun@
@month@|@mánuður@
@mood@|@skap@
@moon@|@tungl@
@moor where berries grow@|@berjamór@
@morale@|@baráttahugur@
@morass@|@forað@
@more@|@fleiri, meira, meiri@
@more expensive@|@dýrri@
@more fully@|@nánar@
@more horrible@|@hryllilegri@
@more often@|@oftar@
@more or less@|@nokkurn veginn@
@more than a match for@|@ofjarl@
@more than once@|@oftar en@
@moreover@|@enn fremur@
@morning@|@morgunn@
@mortal@|@banvænn, dauðlegur@
@moss@|@mosi@
@most@|@flestir, flestur, mestur@
@most expensive@|@dýrstur@
@most horrible@|@hryllilegast@
@most important@|@helztur@
@most of@|@helst@
@most of all@|@allra helzt@
@most of us@|@flest okkar@
@most often@|@oftast@
@mostly@|@að mesti leyti, að mestu leyti@
@mother@|@móðir@
@motion@|@hreyfing@
@motor@|@vél@
@mountain@|@fell, fjall@
@mountains and wilderness@|@fjöll og firnindi@
@moustache@|@efrivararskegg@
@mouth@|@kjaftur, munni, munnur@
@move@|@fly, flytja, flytja sig búferlum, hræra, hreyfa, hreyfast, snerta@
@move with difficulty@|@baxa@
@moved@|@fluttur@
@movement@|@hreyfing@
@mowing@|@heysláttur@
@Mr.@|@herra@
@Mrs@|@frú@
@much@|@mikill, miklu, mjög@
@mud@|@efja, for@
@muddy@|@forugur@
@multiply@|@margfalda@
@multitude@|@fjöldi@
@mumps@|@hettusótt@
@murmur@|@niður@
@music@|@hljómleikar, tónlist@
@musical instrument@|@hljóðfæri@
@must@|@hljóta að, mega, verða@
@mutton@|@kindakjöt@
@muzzle@|@kjaftur@
@my@|@minn@
@my ears@|@eyrun á mér@
@my life is at stake@|@líf mitt liggur við@
@mysterious@|@leyndardómsfullur@
@mysterious language@|@huldumál@
@naked@|@ber@
@name@|@heiti, kalla, nafn@
@name of@|@nafn á@
@nap@|@dúr@
@narrow@|@krappur, þröngur@
@national budget@|@fjárlög@
@national character@|@þjóðarsál@
@national spirit@|@þjóðarsál@
@native@|@innfæddur, innledur, innlendur@
@native land@|@föðurland@
@natural@|@eðlilegur@
@nature@|@eðli@
@naval base@|@flotastöð@
@naval vessel@|@herskip@
@navy@|@floti@
@near@|@hjá, nærri, nákominn, nálægur@
@nearly@|@nær@
@neat@|@snytilegur@
@necessary@|@nauðsynlegur@
@necessary evil@|@ill nauðsyn@
@neck@|@háls@
@neckerchief@|@hálsklútur@
@need@|@nauð, nauðsyn, neyð, þörf@
@needle@|@nál@
@neighbour@|@náungi@
@neighbourhood@|@grennd, hverfi, nágrenni@
@neither@|@hvorugur@
@neither ... nor@|@hvorki ... né@
@neither .... nor@|@hvorki .... né@
@nervous@|@fælinn, taugaveiklaður@
@nest@|@hreiður@
@network@|@kerfi@
@neutral@|@hlutlaus@
@never@|@aldrei@
@never more@|@aldrei framar@
@nevertheless@|@eigi að síður, engu að síður, samt sem áður@
@new@|@ferskur, nýr@
@New Year´s Eve@|@gamlárskvöld@
@news@|@fregn, fregnir, fréttir, tíðindi@
@newspaper@|@dagblað, fréttablað@
@newspaper devoted to adverts@|@auglýsingablað@
@next@|@næst, næstur@
@next to nothing@|@varla nokkuð@
@nice@|@skemmtilegur@
@nickname@|@auknefni@
@niece@|@bróðurdóttir@
@night@|@kvöld, nótt@
@nightmare@|@mara@
@nine@|@níu@
@no@|@nei@
@no doubt@|@sjálfsagt@
@no end of@|@ótal@
@no one@|@enginn@
@no smoking@|@reykingar bannaðar@
@no sooner ... than@|@ekki fyrr ... en@
@noble@|@göfugur@
@nobleman@|@aðalsmaður@
@nobody@|@enginn@
@nod@|@dotta@
@noise@|@hávaði@
@noisy@|@hávær@
@nonsense@|@bull@
@non-stop@|@án afláts@
@noon@|@hádegi@
@nor@|@né@
@north@|@norður@
@Norway@|@Noregur@
@Norwegian@|@norskur@
@nose@|@nef@
@nosebleed@|@blóðnasir@
@not@|@eigi, ekki@
@not to care@|@hirða ekki um@
@not to show up@|@láta ekki á sér kræla@
@not yet@|@ekki enn@
@note@|@athugasemd@
@nothing@|@ekkert, neitt@
@notice@|@eftirtekt, fyrirvari, gaumur@
@notion@|@hugtak@
@notorious@|@alræmdur@
@notthing but@|@ekkert nema@
@noun@|@nafnorð@
@nourish@|@næra@
@novel@|@skáldsaga@
@now@|@nú@
@now and then@|@öðru hverju@
@nowhere@|@hvergi@
@nsinuate@|@dylgja@
@nuclear disarmament@|@takmörkun kjarnokuvopna@
@nuclear reaction@|@kjarnahvarf@
@nucleus@|@kjarni@
@numb@|@dofinn@
@number@|@tala@
@numbness@|@dofi@
@nurse@|@hjúkra, hjúkrunarkona@
@nursing@|@hjúkrun@
@nut@|@hnot@
@nuts@|@hnetur@
@oak@|@eik@
@oar@|@ár@
@oath@|@eiður@
@oatmeal@|@haframjöl@
@oats@|@hafrar@
@obedience@|@hlýðni@
@obedient@|@hlýðinn@
@obey@|@gegna, hlýða@
@obituary@|@dánarminning@
@obliged@|@skyldur@
@obliterate@|@eyða@
@oblong@|@aflangur@
@observation@|@athugasemd, athugun@
@observe@|@aðgæta@
@obtain@|@öðlast@
@obtainable@|@fáanlegur@
@obvious@|@áberandi, auðséður, bersýnilegur@
@occasion@|@sinn@
@occasionally@|@öðru hverju@
@occupied@|@upptekinn@
@ocean@|@haf, sær@
@October@|@október@
@odd@|@ankannalegur, einkennilegur, kynlegur@
@odds and ends@|@hitt og þetta@
@odour@|@ilmur@
@of@|@af@
@of all kinds@|@allrahanda, alls konar@
@of course@|@auðvitað, sjálfsagt@
@of little use@|@til lítils gagns@
@of no value@|@einskis verður@
@of old@|@fyrrmeir, til forna@
@of one´s own accord@|@að fyrra bragði@
@of one's own initiative@|@að eigin frumkvæði@
@of one's own volition@|@að eigin ósk@
@of what kind@|@hvers konar@
@off@|@burt@
@off licence@|@áfengisverzlun@
@offence@|@miski, sök@
@offer@|@bjóða, boð, tilboð@
@office@|@afgreiða@
@office of civil service@|@embætti@
@officer@|@herforingi@
@official@|@embættismaður@
@offshore breeze@|@landgola@
@offspring@|@afkvæmi@
@often@|@oft@
@oil@|@olía@
@ointment@|@áburður@
@old@|@forn, gamall@
@old age@|@elli@
@old age pension@|@ellistyrkur@
@Old Icelandic@|@forníslenzka@
@Old Icelandic saga@|@fornsaga@
@old times@|@forneskja@
@old woman@|@kerling@
@older@|@eldri@
@oldest@|@elztur@
@omniscient@|@alvitur@
@on@|@á@
@on a journey@|@á ferð@
@on an equal footing@|@jafnfætis@
@on average@|@að meðaltali@
@on both sides@|@baðumegin, báðumegin@
@on foot@|@á fæti, á gangi, fótgangandi@
@on loan@|@að láni@
@on my part@|@af minni hálfu@
@on one side@|@á annað borðið@
@on purpose@|@af ásettu ráði@
@on tenterhooks@|@á nálum@
@on the beach@|@á fjöru@
@on the defensive@|@í varnarstöðu@
@on the other hand@|@aftur á móti, hinsvegar@
@on the other side@|@á hinn bóginn, hinum megin, hinumegin@
@on the right@|@hægra megin@
@on the way@|@á leiðinni@
@on the way back@|@í bakaleið@
@on this side@|@hérna megin@
@once@|@einu sinnu, einusinni@
@once again@|@einu sinni enn@
@once in a blue moon@|@örsjaldan@
@one@|@einn@
@one after the other@|@á fætur öðrum@
@one another@|@hvor annan@
@one at a time@|@einn í senn@
@one by one@|@einn og einn@
@one crown a day@|@króna á dag@
@one of them@|@einn af þeim@
@one of two@|@annartveggja@
@one ofthe two houses@|@annað húsið@
@oneself@|@sér, sín@
@only@|@aðeins, bara, eingöngu, einungis@
@only child@|@einkabarn@
@only daughter@|@einkadóttir@
@only son@|@einkasonur@
@onward@|@áfram@
@open@|@opinn, opna@
@open up before one´s eyes@|@blasa við@
@opening@|@op@
@opening hours@|@oppunartími@
@opponent@|@andstæðingur@
@opposed@|@andstæður@
@opposite@|@andspænis, andstæður, gagnvart, gegnt@
@opposition@|@andstaða@
@optimism@|@bjartsýni@
@or@|@eða, ella@
@or else@|@ellegar@
@or even@|@eða jafnvel@
@orange@|@appelsína@
@orchard@|@aldingarður@
@orchestra@|@hljómsveit@
@order@|@fyrirskipa, fyrirskipun, skipan@
@order of the day@|@dagskrá@
@ordinal numbers@|@raðtölur@
@ordinary@|@algengur@
@organisation@|@fyrirkomulag@
@origin@|@uppruni@
@original text@|@frumrit@
@other@|@annar@
@other than@|@annað en@
@otherwise@|@annars, ella@
@ought to@|@eiga@
@our@|@okkar@
@out@|@út@
@out in front@|@frammi@
@out of@|@úr@
@out of breath@|@móður@
@out of order@|@aflaga@
@out of sight@|@horfinn@
@out of sight out of mind@|@gleymt er, þá gleymt er@
@out of the way@|@afsekktur, afskekktur@
@outfitting@|@útgerð@
@outlet@|@affall@
@outlook@|@horfur@
@outrageous@|@afleitur@
@outside@|@úti@
@outspoken@|@opinskár@
@outstandingly@|@svo af ber@
@over@|@yfir@
@over again@|@á ný@
@over and over again@|@upp aftur og aftur@
@overcoat@|@yfirfrakki@
@overseas@|@handan hafsins@
@overtime@|@eftirvinna@
@own@|@eiga, eigin, eiginn@
@owner@|@eigandi@
@ownership@|@eign@
@oxygen@|@ildi@
@oyster@|@ostra@
@pace@|@fet, skref@
@pacify@|@friða@
@pack@|@baggi@
@package@|@böggull@
@pact@|@samningur@
@paddle@|@ár@
@page@|@blaðsíða@
@pail@|@fata@
@pain@|@verkur@
@palace@|@höll@
@palate@|@gómur@
@pale@|@bleikur, fölur@
@pamphlet@|@kver@
@pant@|@mása@
@pantry@|@búr@
@pants@|@brók@
@paper@|@blað, pappír@
@paperback@|@kilja@
@parachute@|@fallhlíf@
@parallel@|@hliðstæða, hliðstæður@
@parcel@|@böggull@
@parcel post delivery@|@bögglaafgreiðsla@
@parents@|@foreldrar@
@parish@|@hreppur@
@parish council@|@hreppsnefnd@
@parliament@|@Alþing@
@part@|@hluti, kafli, leyti, partur@
@part from@|@skilja við@
@partial@|@hlutdrægur@
@particular@|@sérstakur@
@particularly@|@einkum@
@partition@|@bálkur@
@partly@|@sumpart, sumt@
@partly bad@|@misgóður@
@partly good@|@misgóður@
@partner@|@félagi@
@partnership@|@félag@
@party@|@aðili, boð, heimboð, hóf@
@pasion@|@ástríða@
@pass@|@fara, framhjá, ganga@
@pass an exam@|@standast, standast próf@
@pass the night at@|@gista@
@passage@|@far, gangur, göng@
@passenger@|@farþegi@
@past@|@liðinn@
@pasteurise@|@gerilsneyða@
@pasture@|@beit, beitiland, hagi@
@pat@|@klappa@
@patch@|@blettur@
@patent@|@einkaleyfi@
@path@|@braut, gata, slóð@
@patience@|@þreyja@
@patriotism@|@föðurlandsást@
@pattern@|@form, fyrirmynd@
@pavement@|@fortó, gangstétt@
@pay@|@borga, gjalda, greiða@
@pay a compliment@|@hrósa@
@pay postage on a letter@|@borga undir bréf@
@pay someone in the same coin@|@gjalda í sömu mynt@
@payment@|@borgun, gjald, greiðsla@
@pea@|@baun@
@peace@|@friður, grið@
@peace of mind@|@hugró@
@peace treaty@|@friðarsamningur@
@peaceful@|@friðsamur@
@peach@|@ferskja@
@peculiar@|@einkennilegur@
@peculiarly@|@einkennilega@
@pen@|@penni, rétt@
@penance@|@syndabót@
@pencil@|@blýantur@
@penholder@|@pennastöng@
@people@|@almenningur, fólk, þjóð@
@perceptible@|@tilfinnanlegur@
@perch@|@tylla sér@
@perform@|@afkasta, framkvæma, fremja@
@performance@|@fluttingur@
@perfume@|@ilmvatn@
@perhaps@|@kannske@
@peril@|@voði@
@period of three hours@|@eykt@
@perish@|@týnast@
@perjury@|@meinsæri@
@permissible@|@heimill@
@permission@|@heimild, leyfi@
@permit@|@leyfi@
@persih@|@farast@
@person@|@aðili, maður, persóna@
@personally@|@fyrir mitt leyti@
@personnel@|@starfslið, starfsmenn@
@persuade me@|@fá mig ofan af@
@persuade me from@|@fá mig ofan af@
@petrol@|@benzín@
@petrol station@|@benzínstöð@
@petrology@|@bergfræði@
@phantom@|@draugur@
@pharmacy@|@lyfjabúð@
@philology@|@textafræði@
@philosopher@|@hugmyndafræðilegur@
@philosophy@|@heimspeki@
@phlegm@|@tómlæti@
@phone@|@hringja@
@phone in@|@bein lína@
@photo@|@ljósmynd, mynd@
@physical geology@|@almenn jarðfræði@
@physician@|@doktor@
@physics@|@eðlisfræði@
@pick@|@plokka, reyta@
@pick out@|@velja@
@pick pockets@|@stela úr vösum@
@pick up@|@taka upp@
@piece of advice@|@ráð@
@piece of news@|@frétt@
@pier@|@bryggja@
@pierced@|@nístur@
@pig@|@svín@
@pigeon@|@dúfa@
@pile@|@hrúga@
@pillage@|@ræna@
@pillow@|@koddi@
@pillow case@|@koddaver@
@pillow lava@|@bólstraberg@
@pilot@|@flugmaður@
@pinch@|@ögn@
@pincushion@|@nálaprilla@
@pine@|@fura@
@pineapple@|@ananas@
@pinnacle@|@drangur@
@pins and needles@|@náladofi@
@pioneer@|@forliði@
@piss@|@míga@
@pit@|@gröf, náma@
@piteous@|@vesæll@
@pitiful@|@bágur@
@pity@|@aumkva, synd, vorkunn@
@place@|@leggja@
@placid@|@hæglátur@
@plain@|@flatlendi, slétta, sléttur@
@plan@|@áætlun, áforma, fyrirætlun, ráð, ráðagerð, ráðgera@
@plane@|@hefill, hefla@
@plank@|@borð@
@plant@|@jurt, verksmiðja@
@plate@|@diskur@
@plateau@|@hálendi@
@platform@|@stöðvarpollur@
@play@|@leika@
@play cards@|@spila á spil@
@play for money@|@spila um peninga@
@play the fool@|@haga sér eins og flón@
@play the piano@|@leika á píanó@
@plead@|@bera fyrir sig@
@please@|@geðjast, gera e.m til geðs, hugnast@
@pleased@|@ánægður, feginn@
@pleasure ground@|@skemmtistaður@
@plug@|@rafmagnskló@
@plunder@|@herfang@
@plunderer@|@ræningi@
@plural@|@fleirtala@
@pocket@|@vasi@
@pocket dictionary@|@vasaorðabók@
@poem@|@ljóð@
@poet@|@ljóðskáld@
@poetry@|@ljóðlist@
@point@|@atriði, benda, liður, nes, oddur@
@point at@|@miða@
@point of view@|@sjónarmið@
@poison@|@eitur@
@poisonous@|@eitraður@
@polar bear@|@isbjörn@
@polar ice@|@hafís@
@pole@|@heimskaut, staur@
@police@|@lögregla@
@police station@|@lögreglustöð@
@policeman@|@lögregluþjónn@
@policy@|@stefna@
@polish@|@bón, bóna, fægja, fága@
@polite@|@kurteis@
@political party@|@flokka@
@politics@|@stjórnmál@
@pollute@|@menga@
@pollution@|@mengun@
@polymath@|@fjölfræðingur@
@pomp@|@viðhöfn@
@ponder@|@velta því fyrir sér@
@pony@|@faxi@
@pool@|@pollur@
@poor@|@fátækur@
@popular@|@eftirsóttur, vinsæll@
@population@|@fólksfjöldi, íbúar@
@pork@|@flesk@
@porphyritic igneous rock@|@dílótt storkuberg@
@porridge@|@grautur@
@port@|@bakborð, hafnarbær, höfn@
@porter@|@dyravörður@
@portion@|@hluti, skammtur@
@position@|@embætti, sæti, staða@
@possible@|@mögulegur@
@post@|@póstur, stólpi@
@post card@|@bréfspjald@
@postage@|@burðargjald@
@postpone@|@fresta@
@postponement@|@frestun@
@potato@|@kartafla@
@poultry@|@hænsni@
@pour concrete@|@steypa@
@pour out@|@hella@
@poverty@|@fátækt@
@powder@|@duft@
@power@|@kraftur, vald@
@powerful@|@ríkur@
@powerless@|@kraftlaus@
@practical@|@gagnlegur, hagnýtur@
@practice@|@reynsla@
@praise@|@hæla, hól, hrós, hrósa, lof@
@pray@|@biðja@
@prayer@|@bæn@
@preamble@|@formáli@
@precipitation@|@úrkoma@
@precise@|@nákvæmur@
@precisely@|@gjörla, nákvæmlega@
@precision@|@nákvæmni@
@precisionist@|@nákvæmnismaður@
@preface@|@formáli@
@preferably@|@helst@
@premier@|@forsætisráðherra@
@premise@|@forsenda@
@preparation@|@undirbúningur@
@prepare@|@búa, búa til@
@prepared@|@búinn@
@preposterous@|@fráleitur@
@prerequisite@|@forsenda@
@prescribe@|@fyrirskipa@
@present@|@gjöf, viðstaddur@
@presentation@|@kynning@
@presently@|@bráðum@
@preserve@|@geyma@
@president@|@forseti@
@pressure@|@þrýsting@
@pretty@|@fríður, snotur@
@pretty large@|@heldur stór@
@prevail@|@ríkja@
@prevent@|@forða, hindra@
@previous@|@undanfarinn@
@price@|@verð@
@prick@|@stinga@
@priest@|@klerkur, prestur@
@priestess@|@hofgyðja@
@prime minister@|@forsætisráðherra@
@primeval forest@|@frumskógur@
@prince@|@fursti@
@print@|@letur, prenta@
@printable@|@prenthæfur@
@printed papers@|@prentað mál@
@printer@|@prentari@
@printing@|@prentverk@
@printing ink@|@prentsverta@
@printing office@|@prentsmiðja@
@printing press@|@prentvél@
@printshop@|@prentmyndabúð@
@prison@|@fangelsi@
@prisoner@|@bandingi, fangi@
@private school@|@einkaskóli@
@privy to@|@í vitorði með@
@probable@|@líklegur@
@probably@|@víst@
@proclaim@|@lýsa yfir@
@produce@|@afurðir, framleiða, framleiðsla@
@product@|@afurðir@
@production@|@framleiðsla@
@profit@|@ágóði, gagn, gróði, hagnaður, hagnast, hagsmunir@
@profit by@|@hagnast á@
@profit from@|@hafa gagn af@
@programme@|@dagskrá@
@progress@|@framfarir, framför, framsókn@
@progressive@|@framsóknarmaður@
@Progressive party@|@framsóknarflokkur@
@prohibit@|@banna@
@prohibited@|@forboðinn@
@prohibition@|@bann@
@prolific@|@hugmyndaríkur@
@prolong@|@framlengja@
@promise@|@heita@
@promising@|@efnilegur@
@promontory@|@annes@
@pronoun@|@fornafn@
@pronounce@|@bera fram@
@pronunciation@|@framburður@
@prop up@|@skorða@
@propaganda@|@áróður@
@property@|@eign, fasteign, fé@
@proposal@|@bónorð@
@propose@|@áforma@
@prospect@|@horfur@
@prosperous@|@farsæll@
@protect@|@hlífa@
@protect by lae@|@friða@
@protect onesel@|@varast@
@protection@|@vernd@
@proud@|@hrey, hróðugur, metnaðarfullur, stoltur@
@provide@|@birgja@
@provide for@|@annast um@
@provided@|@ef@
@providence@|@forsjón@
@provisions@|@birgðir, björg@
@provost@|@prófastur@
@prudence@|@hyggindi@
@prudent@|@hyggilegur, hygginn@
@psychic@|@sálrænn@
@ptarmigan@|@rjúpa@
@public@|@almenningur@
@public law@|@ríkisréttur@
@publicly@|@opinberlega@
@publish@|@birta@
@publisher@|@bókaútgefandi@
@publishing of books@|@bókagerð, bókaútgáfa@
@publishing society@|@bókaútgafufélag@
@puddle@|@pollur@
@pull@|@draga, toga@
@pull a tooth@|@draga tönn@
@pull at@|@toga í@
@pull oneself together@|@jafna sig@
@pull somebody's leg@|@gera gys að@
@pull up fish@|@draga fisk@
@pulling@|@dráttur@
@pump@|@dæla@
@punish@|@hegna@
