@English@|@Ligurian@
@to chop@|@menisâ@
@to circle@|@çerciâ@
@to clap@|@ciocâ e màn, ciocâ e moén, aploudî@
@to classify@|@clascificâ, qualificâ@
@to clean@|@polî, netezâ@
@to clear the table@|@levâ de töa@
@to climb@|@montâ sciù, montâ@
@to cling@|@agoantâse@
@to clonate@|@clonâ@
@to close@|@serâ@
@to coil@|@intortignâ, atortignâ@
@to collaborate@|@tegnî màn@
@to collect@|@ricavâ, achéugge@
@to collocate@|@colocâ@
@to comb@|@pêtenâ@
@to come@|@vegnî@
@to come back@|@vortâ, tornâ, tornâ inderê, ritornâ@
@to come back home@|@tornâ a cà@
@to commission@|@comiscionâ@
@to compare@|@paragonâ@
@to compete@|@garezâ@
@to complain@|@lagnâse, mogognâ@
@to complete@|@conpletâ@
@to condemn@|@censurâ, desprexâ@
@to confess@|@confesâ@
@to confide@|@confiâse@
@to confide to@|@confiâ@
@to confine@|@mandâ a-o confìn@
@to confirm@|@confermâ, ribadî, dâ confèrma@
@to confuse@|@invexendâ (v)@
@to conjure up@|@tiâ fêua@
@to connect@|@conétte, colegâ@
@to consolidate@|@asödâ@
@to consume@|@lanbicâ@
@to continue@|@continoâ@
@to contract@|@agrepîse@
@to control@|@controlâ@
@to convert@|@rénde@
@to cook@|@chêuxe, fâ de cuxìnn-a@
@to cool@|@scioâ, rafreidâ, refreidâ@
@to copy@|@pigiâ còpia, copiâ@
@to correct@|@corêze@
@to cost@|@vegnî (fig.), costâ@
@to cough@|@toscî@
@to count@|@contâ@
@to cover@|@crêuve@
@to cover a distance@|@percorî@
@to cramp@|@agrepîse@
@to crash@|@urtâ, scontrâ@
@to crawl@|@rebelâse@
@to creak@|@petî, scroscî@
@to crease@|@strofogiâ@
@to create@|@creâ@
@to cripple@|@stropiâ@
@to crush@|@pestâ, tritolâ@
@to cry@|@ciànze@
@to cry out for help@|@ciamâ agiùtto@
@to cultivate@|@coltivâ@
@to cure@|@fâ goarî@
@to cut@|@tagiâ@
@to cut into pieces@|@fâ a tòcchi@
@to cut into slices@|@tagiâ a fétte@
@to cut short@|@abreviâ@
@to damage@|@danezâ@
@to dance@|@balâ@
@to dare@|@incalâse, azardâse, òzâ@
@to darn@|@repesâ@
@to dawn@|@arbezâ@
@to daydream@|@fantastegâ@
@to dazzle@|@abarlugâ@
@to deceive@|@inganâ, inverdugâ, sfrouxâ@
@to decide@|@decìdde@
@to declare@|@afermâ@
@to declare war@|@diciarâ a goæra@
@to decorate@|@adornâ@
@to deduce@|@dezùmme@
@to defeat@|@sconfìzze@
@to defend@|@difénde@
@to define oneself@|@definîse@
@to deject@|@abàtte@
@to delete@|@suprìmme, eliminâ, scasâ, scancelâ@
@to demand@|@reciamâ@
@to demonstrate@|@dimostrâ@
@to demoralise@|@demoralizâ@
@to demoralize@|@demoralizâ@
@to dent@|@rumâ@
@to deny@|@refuâ@
@to depart@|@partî@
@to depend on@|@dipénde da@
@to depict@|@ritrâe@
@to depress@|@intristî@
@to deserve@|@meitâ, meritâ@
@to design@|@disegnâ@
@to despatch@|@spedî@
@to despise@|@desprexâ@
@to destroy@|@destrûe@
@to develop@|@svilupâ@
@to dice@|@zugâ a-i dæ@
@to die@|@moî@
@to die down@|@amainâ@
@to dig@|@scavâ@
@to dig out@|@destanâ@
@to dillydally@|@dâ besténto, bestentâ@
@to dip@|@bagnâ@
@to disappear@|@scentâ, sconparî@
@to disassemble@|@desmontâ@
@to disavow@|@sconfesâ@
@to discard@|@scartâ, caciâ@
@to disconnect@|@scolegâ, sconétte@
@to discover@|@scrovî@
@to discuss@|@discùtte@
@to disdain@|@desprexâ@
@to disembark@|@sbarcâ@
@to disentangle@|@desbrogiâ@
@to disentangle one's hair@|@desbrogiâse i cavélli@
@to dishearten@|@abàtte@
@to dismantle@|@desmontâ@
@to dismiss@|@scartâ, mandâ vîa, licensiâ@
@to display@|@desccegâ@
@to disregard@|@desprexâ@
@to dissolve@|@deslengoâ@
@to distress@|@strénze o cheu, amagonâ, angosciâ@
@to distribute@|@repartî, distriboî@
@to disturb@|@ronpî (fig.)@
@to dive in@|@bolâse sott'ægoa@
@to diversify@|@diverscificâ@
@to divulge@|@scciatelâ@
@to do@|@fâ@
@to do business@|@comerçiâ@
@to do good@|@fâ bén@
@to dodge@|@evàdde@
@to domesticate@|@adomestegâ@
@to doodle@|@scribasâ, scarabociâ@
@to doubt@|@dubitâ@
@to download@|@scaregâ, descaregâ@
@to drag@|@rebelâ@
@to drag along@|@agoantâ@
@to drag on@|@andâ in lóngo, tiâ in lóngo@
@to drag up@|@tiâ fêua@
@to drain@|@coâ@
@to draw@|@disegnâ@
@to draw (money)@|@schêuve@
@to dream@|@asunâse@
@to dream about@|@asunâse@
@to dream up@|@fantastegâ@
@to dress@|@vestî (v)@
@to dribble@|@sbavâ@
@to drink@|@béive@
@to drink a lot@|@trincâ@
@to drip@|@coâ@
@to drive@|@goidâ@
@to drizzle@|@sprînâ, bæxinâ, sproinâ, spruzâ@
@to drown@|@negâ@
@to drowse@|@adormîse@
@to dry@|@secâ, scioâ@
@to dunk@|@bagnâ@
@to dye@|@ténze@
@to earn@|@goâgnâ, goadagnâ@
@to ease@|@façilitæ@
@to eat@|@mangiâ@
@to eat hurriedly@|@mangiâ de strangosción, mangiâ de strangogión@
@to eat like a horse@|@mangiâ a crepapànsa, mangiâ a quàttro ganàsce, mangiâ a scciatapànsa, mangiâ a scciàttapànsa@
@to eat one's fill@|@mangiâ a crepapànsa, mangiâ a scciatapànsa, mangiâ a scciàttapànsa@
@to eavesdrop@|@stâ a sentî d'arescôzo@
@to echo@|@reciocâ, resunâ@
@to edit@|@editâ@
@to educate@|@educâ@
@to embrace@|@abrasâ@
@to embroider@|@recamâ@
@to emigrate@|@emigrâ@
@to empty@|@vuâ, veuâ@
@to encircle@|@çerciâ@
@to end@|@finî, finalizâ@
@to end it all@|@fâla finîa@
@to engrave@|@incìdde@
@to enjoy@|@gödî@
@to enter@|@intrâ (v)@
@to entitle@|@intitolâ@
@to envy@|@invidiâ@
@to erase@|@scasâ, scancelâ@
@to escape@|@scapâ@
@to establish@|@stabilî, prefìzze@
@to esteem@|@stimâ, astimâ@
@to evade@|@evàdde@
@to evaporate@|@svanpî@
@to exaggerate@|@ezagerâ@
@to examine in minute detail@|@frigognâ@
@to exceed@|@ecêde@
@to exchange@|@scangiâ@
@to excite@|@ecitâ@
@to exclaim@|@esclamâ@
@to excommunicate@|@scominigâ@
@to excuse@|@scuzâ@
@to exhaust@|@derenâ@
@to exist@|@exìste@
@to exit@|@sciortî@
@to expire@|@scàzze@
@to explain@|@spiegâ@
@to explode@|@scciupâ@
@to explore@|@esplorâ@
@to export@|@esportâ@
@to express an opinion@|@òpinâ@
@to extract@|@estrâe@
@to facilitate@|@façilitæ@
@to fade@|@svanî@
@to fall@|@càzze@
@to fall in love@|@inamoâse@
@to fall over@|@dâ unna pàtta in tæra@
@to fancy@|@sâtâ i scrìpixi@
@to fart@|@scorezâ@
@to fast@|@zazunâ@
@to fatten (animals)@|@ingösciâ@
@to favour@|@favorî@
@to feed@|@dâ da mangiâ, alimentâ@
@to feel@|@sentî@
@to feel like ...ing@|@avéi coæ de...@
@to fetch@|@achéugge@
@to fight@|@litigâ@
@to fill@|@farçî, inpî@
@to find@|@atrovâ, trovâ@
@to find it hard to@|@stentâ a@
@to find oneself@|@atrovâse@
@to finger@|@remenâ@
@to finish@|@finalizâ, finî@
@to fire from a job@|@licensiâ@
@to fish@|@pescâ@
@to fit loosely@|@stâghe o pöco e l'asæ@
@to fit together@|@conbaxâse@
@to fix@|@fisâ, agiustâ, riparâ@
@to fix one's gaze/eyes on@|@ciantâ i éuggi adòsso a@
@to flash@|@lanpezâ@
@to flatter@|@luxingâ@
@to flirt@|@amoezâ@
@to flood@|@inondâ@
@to fly@|@sgheuâ, voâ (Savona), xoâ, sghêuâ@
@to fly around@|@xoatâ@
@to fly away@|@xoâ vîa@
@to follow@|@sucêde, segoî@
@to forbid@|@vietâ, proibî@
@to force@|@forsâ@
@to forecast@|@pronosticâ@
@to foresee@|@prevédde@
@to foretell@|@predî@
@to forget@|@ascordâ, scordâse, scordâ, ascordâse@
@to forgive@|@scuzâ, perdonâ@
@to form@|@formâ@
@to fracture@|@fracasâ (v)@
@to fray@|@sfiarsoâ, sfiarsoâse@
@to free@|@liberâ@
@to freeze@|@ziâ, zeâ@
@to frighten@|@métte poîa, fâghe atrovâ 'n resâto@
@to frown@|@fâ e grónde@
@to fry@|@zemî@
@to fuck@|@beciâ (volg.)@
@to fumble@|@andâ a l'atàsto@
@to gather@|@rionî, riunî, dezùmme, arechéugge, achéugge@
@to generate@|@generâ@
@to get@|@aciapâ, zónze, riescî@
@to get accustomed@|@aviâse@
@to get angry@|@aragiâse@
@to get anxious@|@sciâtâse@
@to get back@|@tornâ, ritornâ@
@to get bored@|@anoiâse@
@to get dark@|@inbrunî@
@to get down@|@chinâ@
@to get dressed@|@vestîse@
@to get drunk@|@inbriægâse@
@to get frightened@|@sciâtâse@
@to get going@|@inandiâse@
@to get goose bumps@|@fâse vegnî a pélle de galìnn-a@
@to get goose pimples@|@fâ acaponâ a pélle, acaponâse (a pélle)@
@to get in@|@intrâ (v)@
@to get late@|@fâse tàrdi@
@to get lost@|@pèrdise@
@to get married@|@maiâse@
@to get married (woman)@|@pigiâ màio@
@to get nervous@|@sciâtâse@
@to get on@|@montâ@
@to get out@|@sciortî@
@to get out of the way@|@levâse d'inti pê, levâse da mêzo@
@to get passionate@|@apascionâse@
@to get shortened@|@acurtîse@
@to get sick@|@amarotîse@
@to get sleepy@|@adormîse@
@to get some (fresh) air@|@pigiâ de l'âia@
@to get something dirty@|@inciastrâ@
@to get surprised@|@stupîse@
@to get tired@|@stancâse@
@to get to know@|@conósce@
@to get to...@|@riescî a...@
@to get up@|@îsâse, îsâ@
@to get up from the table@|@levâse da töa@
@to get used to@|@abitoâse@
@to get worse@|@pezoâ@
@to give@|@pòrze@
@to give a kick@|@dâ un câso@
@to give a lot of trouble@|@dâ da fiâ, dâ do fî da tòrçe@
@to give as a present@|@regalâ@
@to give back@|@dâ inderê, rénde, restitoî@
@to give birth@|@apartoî@
@to give oneself airs@|@dâse de âie@
@to give preference to@|@antepónn-e (a)@
@to give profit@|@dâ do goâgno@
@to give thanks@|@ringraçiâ@
@to give up@|@renonçiâ@
@to glance at@|@amiâ co-a côa de l'éuggio@
@to gleam@|@brilâ, luxî@
@to glisten@|@luxî@
@to glitter@|@luxî@
@to gnaw (at)@|@röde, rozigiâ@
@to gnew (at)@|@rogiâ@
@to go@|@andâ, anâ@
@to go away@|@anâsene vîa, partî, andâ vîa, anâ vîa@
@to go back@|@tornâ, vortâ, ritornâ@
@to go backwards@|@tornâ inderê@
@to go bald@|@pèrde i cavélli@
@to go bankrupt@|@dâ do cû in ciàppa@
@to go by foot@|@andâ a pê@
@to go down@|@chinâ, chinâ zu, anâ zu@
@to go home@|@andâ a cà@
@to go out@|@sciortî@
@to go out partying@|@scianpradâ, fâ ribòtta@
@to go through@|@traversâ@
@to go up@|@montâ@
@to gossip@|@ciætezâ@
@to govern@|@governâ@
@to grab@|@pigiâ@
@to graduate@|@pasâ dotô@
@to graduate from university@|@pasâ dotô@
@to grant@|@concêde@
@to grate@|@gratâ@
@to graze@|@pàsce, schêuve@
@to grease@|@vónze@
@to greet@|@saluâ@
@to grieve@|@intristî@
@to grind@|@tritolâ@
@to grope for@|@andâ a l'atàsto@
@to grow old@|@invegî, vegnîse vêgio, invegiâ@
@to grow up@|@scrichî, crésce, vegnî sciù@
@to guard@|@fâ a goàrdia@
@to guess@|@indovinâ@
@to guide@|@goidâ@
@to haggle@|@tiâ in sciô prêxo@
@to hand@|@pòrze@
@to handcuff@|@métte e manétte@
@to hang@|@apénde@
@to happen@|@capitâ, sucêde@
@to harmonize@|@armonizâ@
@to hate@|@òdiâ@
@to have@|@avéi, posêde@
@to have (auxiliary)@|@êse, avéi@
@to have breakfast@|@fâ colaçión@
@to have dinner@|@çenâ@
@to have fun@|@axilâ, demoâse, divertîse@
@to have hiccups@|@avéi o crescentìn@
@to have it out@|@dâghe 'n ciànto li, fâla finîa@
@to have palpitations@|@avéi o baticheu@
@to have sex@|@fâ sésso, beciâ (volg.)@
@to have to@|@avéi da, avéighe da, dovéi (v)@
@to have to do with@|@intrâghe@
@to have to... (impersonal)@|@bezéugna...@
@to heal@|@fâ goarî, goarî, goæî@
@to hear@|@sentî@
@to heat@|@rescâdâ, ascâdâ@
@to help@|@agiutâ, ascìste@
@to hesitate@|@vacilâ, dâ besténto, bestentâ@
@to hide@|@ascónde@
@to hide oneself@|@ascóndise@
@to hiss@|@siâ@
@to hit one's head@|@aciapâ unna testâ@
@to hitch up@|@redogiâ@
@to hoist@|@îsâ@
@to hold@|@agoantâse, arêze, arêzise, rêze, rêzise@
@to hold a wake@|@vegiâ@
@to hold out@|@pòrze a màn, pòrze@
@to hold up@|@arêze, rêze@
@to hop@|@botezâ@
@to hospitalize@|@ricoverâ@
@to house-train@|@adomestegâ@
@to howl@|@luâ@
@to hug@|@abrasâ@
@to humiliate@|@umiliâ@
@to hunt@|@cacezâ@
@to hunt out@|@destanâ@
@to hurry@|@sbrigâ@
@to hurry up@|@aspresciâ, sbrigâse, fâ fîto, fâ présto@
@to hurt@|@doî (v), fâ mâ, ferî@
@to idle@|@stâ a pèrde o ténpo, òçiâ, ciömâ@
@to illuminate@|@iluminâ, inluminâ@
@to imitate@|@imitâ@
@to immigrate@|@imigrâ@
@to impede@|@inpedî@
@to implore@|@sconzuâ@
@to import@|@inportâ@
@to impose@|@inpónn-e@
@to improve@|@megiorâ, vegnî mêgio@
@to incite@|@açiâ@
@to include@|@inclùdde@
@to inconvenience@|@descomodâ, scomodâ@
@to increase@|@oumentâ@
@to indulge@|@concêde@
@to infect@|@infetâ@
@to infer@|@dezùmme@
@to inflate@|@insciâ, gonfiâ@
@to inform@|@informâ@
@to inhabit@|@abitâ, vîve@
@to inhale@|@aspirâ@
@to insinuate@|@inscinoâ@
@to insist@|@inscìste, rebàtte, instâ@
@to insist on@|@inscìste into@
@to install@|@instalâ@
@to instruct@|@istroî@
@to intend@|@inténde@
@to interpose@|@interpónn-e@
@to interrupt@|@interónpe@
@to intertwine@|@intresâ@
@to interweave@|@intresâ@
@to intimidate@|@intimidî@
@to invade@|@invàdde@
@to invalidate@|@invalidâ@
@to invent@|@inventâ@
@to invert@|@invertî@
@to invest@|@investî@
@to investigate@|@indagâ, investigâ@
@to invite@|@invitâ@
@to invoke@|@invocâ@
@to iron@|@stiâ@
@to irritate@|@iritâ@
@to isolate@|@izoâ, izolâ@
@to issue@|@emétte, rilasciâ@
@to join@|@unî@
@to joke@|@barseletâ, schersâ@
@to judge@|@giudicâ@
@to jump@|@sâtâ, botezâ@
@to keep@|@agoantâ, restâ, tegnî, tegnîse@
@to keep a vigil@|@vegiâ@
@to keep an eye on@|@vigilâ@
@to keep on@|@continoâ@
@to keep on doing@|@continoâ a fâ@
@to keep one's word@|@stâ a-i pàtti@
@to keep silent@|@taxéi@
@to keep watch@|@invigilâ@
@to keep watch on@|@fâ a goàrdia@
@to kidnap@|@sequestrâ, rapî@
@to kill@|@amasâ@
@to kiss@|@baxâ@
@to kneel down@|@inzenogiâse@
@to knit@|@tésce@
@to knock@|@batâ, picâ@
@to knock the door@|@sunâ, picâ a pòrta@
@to know@|@conósce, savéi@
@to know a lot@|@savéila lónga@
@to know by heart@|@savéi a memöia@
@to labour@|@fadigâ, sgobâ@
@to laugh@|@rîe (v)@
@to laugh at@|@rîise de@
@to launch (a ship)@|@avâ@
@to laze around@|@sciarbelâ@
@to laze in bed@|@quâgiâ@
@to leak@|@coâ@
@to lean@|@arenbâ@
@to leap@|@botezâ@
@to leap up@|@botezâ@
@to learn@|@inprénde, inparâ@
@to leave@|@levâ, partî, lasciâ@
@to leave table@|@levâse da töa@
@to lend@|@prestâ, inprestâ@
@to let@|@lasciâ@
@to level out@|@alivelâ@
@to lick@|@lanbî, lecâ@
@to lie@|@mentî@
@to lie down@|@acoêgâse@
@to light@|@açénde@
@to like@|@gradî, piaxéi (v), piaxéighe, gustâghe@
@to like very much@|@piaxéi tànto@
@to limp@|@ranghezâ@
@to linger@|@zinzanâ@
@to link@|@colegâ@
@to listen@|@sentî@
@to listen carefully@|@stâ in oegión@
@to live@|@stâ de cà, stâ de câza, vîve@
@to live in@|@abitâ@
@to live off someone@|@scrocâ@
@to load@|@caregâ@
@to loaf around@|@sciarbelâ@
@to lock@|@alugâ@
@to look at@|@védde, miâ, amiâ@
@to look for@|@çercâ@
@to look up@|@çercâ@
@to loosen@|@deslengoâ@
@to loot@|@sachezâ@
@to lose@|@pèrde@
@to lose one's time@|@pestâ l'ægoa into mortâ@
@to love@|@voéi bén, amâ@
@to maintain@|@mantegnî, tegnî@
@to make@|@fâ@
@to make (somebody) feel unconfortable@|@scomodâ, descomodâ@
@to make (somebody) happy@|@rénde felîçe@
@to make a ball@|@amalocâ@
@to make a fool of oneself@|@fâ unna brùtta figûa@
@to make a mess@|@fâ di pastìssi, fâ do cazìn@
@to make a question@|@pónn-e unna domànda@
@to make clear@|@métte in ciæo, rescciaî@
@to make fun of@|@pigiâ in gîo@
@to make holes in@|@pertuzâ@
@to make love@|@fâ l'amô@
@to make mistakes@|@erâ@
@to make money@|@fâ di dinæ@
@to make noise@|@fâ calàdda, fâ do sciâto@
@to make progress@|@progredî, avansâ@
@to make unhappy@|@scontentâ@
@to make war@|@goerezâ@
@to make wet@|@scoâ@
@to manage@|@aministrâ, manezâ@
@to manage to@|@arangiâse@
@to maneuver@|@manovrâ@
@to marinate (food)@|@métte a scabéccio@
@to mark@|@marcâ, segnâ@
@to marry@|@maiâ, spozâ@
@to marvel@|@mâvegiâ@
@to massacre@|@masacrâ@
@to mean@|@scignificâ, voéi dî@
@to measure@|@meziâ, mezuâ@
@to medicate@|@mêgâ@
@to meditate@|@meditâ@
@to mellow@|@adôçî@
@to melt@|@deslengoâ@
@to mend@|@repesâ, sarçî@
@to mention@|@nominâ, mensionâ@
@to mess up@|@ingarbugiâ, invexendâ (v)@
@to miaow@|@râgnâ@
@to milk@|@mónze, lætâ, aleitâ@
@to mimic@|@imitâ@
@to misappropriate@|@uzurpâ@
@to mislead@|@invexendâ (v)@
@to miss@|@rinciànze@
@to mist up@|@apanâ@
@to mistake@|@pigiâ bìsce pe bàggi (fig.)@
@to misunderstand@|@inténde mâ@
@to mix@|@mescciâ, remesciâ@
@to mix up@|@invexendâ (v)@
@to moan@|@zimî, zemî@
@to mock@|@pigiâ in gîo@
@to moderate@|@moderâ@
@to modify@|@modificâ@
@to monitor@|@invigilâ, vigilâ@
@to moo@|@sbruzî@
@to moor@|@òrmezâ@
@to mortgage@|@ipotecâ@
@to move@|@mesciâ, spostâ, trasportâ, mêuve@
@to move (away)(home)@|@stramuâ@
@to move away@|@apartâse@
@to move back@|@reculâ@
@to muddle up@|@fâ do cazìn, fâ di pastìssi@
@to multiply@|@moltiplicâ@
@to nail@|@inciödâ@
@to navigate@|@navegâ@
@to need...@|@avéi bezéugno de...@
@to negotiate@|@negoçiâ@
@to notify@|@notificâ@
@to numb@|@abrenzoî@
@to nurture@|@alevâ@
@to obey@|@ubidî@
@to object@|@òpónn-e@
@to obtain@|@ariescî@
@to occupy@|@òcupâ@
@to offend@|@ofénde@
@to offer@|@òfrî@
@to omit@|@òmétte, tralasciâ@
@to one's taste@|@a piaxéi@
@to open@|@arvî@
@to open up@|@desténde@
@to operate@|@manezâ@
@to oppose@|@urtâ, òpónn-e, refuâ@
@to order@|@ordinâ, ordenâ@
@to organize@|@scistemâ, òrganizâ@
@to overturn@|@inbösâ@
@to owe@|@dovéi (v)@
@to own@|@posêde@
@to pack@|@inbalâ@
@to paddle@|@vogâ@
@to paint@|@piturâ@
@to palpate@|@atastâ, parpezâ@
@to paralyze@|@paralizâ@
@to park@|@parchezâ@
@to participate@|@ascìste, parteçipâ, partiçipâ@
@to pass away@|@sconparî, êse mancòu@
@to pass exams@|@pasâ a-i ezàmmi@
@to paste@|@incolâ, aderî@
@to pasture@|@schêuve, pascolâ@
@to patch@|@repesâ@
@to pay@|@abonâ, pagâ@
@to pay attention@|@dâ a ménte, stâ aténto@
@to pay attention to@|@fâ câxo a@
@to peck@|@pitâ@
@to pee@|@pisciâ@
@to peek@|@agoeitâ@
@to peek (into)@|@goersezâ@
@to peel@|@mondâ, peâ, pelâ, piâ (v)@
@to peel off@|@piâ (v)@
@to peep@|@agoeitâ@
@to peep (into)@|@goersezâ@
@to penalize@|@biaximâ@
@to perfect@|@perfeçionâ@
@to perish@|@perî@
@to permit@|@permétte@
@to persecute@|@persegoitâ, persecutâ, scorî@
@to persist@|@perscìste@
@to persuade@|@persoâde@
@to pervert@|@pervertî@
@to phone@|@telefonâ (v)@
@to pick up@|@arechéugge, achéugge, rechéugge@
@to pieces@|@a tòcchi@
@to pierce@|@pertuzâ@
@to pinch@|@spelinsigâ (v)@
@to pit@|@camoâ@
@to place@|@pónn-e@
@to plan@|@planezâ, òrganizâ@
@to plant@|@aciantâ, semenâ@
@to play@|@zugâ@
@to play (musical instrument)@|@sunâ@
@to play ball/football@|@zugâ a-o balón@
@to play blind man's buff@|@zugâ a l'òrbétto@
@to play bowls@|@zugâ a-e bòcce@
@to play cards@|@zugâ a-e càrte@
@to play checkers/draughts@|@zugâ a-a dàmma@
@to play chess@|@zugâ a scàcchi@
@to play hide-and-seek@|@zugâ a scondilô@
@to play lottery@|@zugâ in sciô semenâio@
@to play tag@|@zugâ a l'êua@
@to play truant@|@folâse a schêua@
@to please@|@agradî@
@to point@|@segnâ, segnalâ@
@to point out@|@apontâ@
@to poison@|@inveninâ, avelenâ@
@to poke fun on@|@pigiâ in gîo@
@to polish@|@lustrâ, polî@
@to populate@|@popolâ@
@to portray@|@ritrâe@
@to pose@|@pösâ@
@to postpone@|@rimandâ@
@to pour@|@versâ@
@to praise@|@lödâ@
@to pray@|@pregâ@
@to preach@|@predicâ@
@to precede@|@precêde@
@to predict@|@predî@
@to prefer@|@preferî@
@to prepare@|@preparâ@
@to present@|@prezentâ@
@to preserve@|@avardâ, preservâ@
@to press@|@sciacâ@
@to pressure@|@instâ@
@to pretend@|@fâ fìnta de, fâ móstra, scimulâ@
@to prevail@|@prevài@
@to prevent@|@prevegnî@
@to prick@|@pónze@
@to primp@|@incinbriciâse@
@to print@|@stanpâ@
@to proceed@|@procêde@
@to produce@|@prodûe@
@to prohibit@|@proibî, vietâ@
@to promise@|@inprométte, prométte@
@to propagate@|@propagâ@
@to propose@|@propónn-e@
@to protect@|@protêze@
@to provoke@|@açimentâ, provocâ@
@to prune@|@poâ@
@to pull along@|@agoantâ@
@to pull down@|@caciâ zu@
@to pull out@|@strepâ, stacâ@
@to pulverize@|@polverizâ@
@to pump@|@ponpâ@
@to puncture@|@pónze@
@to purchase@|@catâ, acatâ@
@to purify@|@purificâ@
@to pursue@|@persecutâ, scorî, persegoitâ@
@to put@|@métte, pónn-e, metî (Savona)@
@to put at stake@|@métte a réizego@
@to put before (something)@|@antepónn-e@
@to put down@|@pösâ@
@to put in order@|@ordenâ@
@to put off@|@rimandâ@
@to put oneself@|@métise@
@to put someone in a life-or-death situation@|@métte cû e spàlle a-a miâgia@
@to put sugar in@|@insucâ, métte o sùcou@
@to qualify@|@qualificâ@
@to quarrel@|@abarufâse@
@to quit@|@smétte, renonçiâ, lasciâ@
@to quote@|@quòtâ@
@to rain cats and dogs@|@vegnî zu l'ægoa a mazétte@
@to raise@|@alevâ, alsâ, arsâ@
@to raise one's voice@|@alsâ a vôxe@
@to rake@|@rastelâ@
@to ratify@|@ribadî@
@to reach@|@aciapâ, razónze@
@to react@|@reagî@
@to read@|@lêze@
@to realize@|@réndise cónto@
@to reap@|@segâ@
@to reappear@|@risórge@
@to reason@|@raxonâ@
@to rebel@|@ribelâse@
@to rebuild@|@riedificâ@
@to receive@|@riçéive@
@to recognize@|@riconósce@
@to recommend@|@racomandâ@
@to record@|@incìdde, registrâ@
@to recover@|@repigiâ@
@to recruit@|@reclutâ@
@to redirect@|@radrisâ@
@to redo@|@rifâ, refâ@
@to reduce@|@restrìnze, redûe, ridûe@
@to reemerge@|@risórge@
@to refer@|@riferî@
@to refine@|@rafinâ@
@to reflect@|@reflètte@
@to refrain@|@avardâ@
@to refuse@|@refuâ@
@to refuse to do@|@refuâse@
@to register@|@registrâ@
@to regret@|@rincrésce, pentîse, mangiâ de repentîo, lamentâ@
@to reign@|@regnâ@
@to reimburse@|@rifónde@
@to reject@|@refuâ@
@to rejuvenate@|@rinzovenî@
@to relax@|@rilasâ, quetâ, queitâ, ripozâ@
@to relieve@|@rescioâ@
@to reload@|@recaregâ@
@to remain@|@restâ, arestâ@
@to remember@|@ricordâ, vegnî in cheu, aregordâ, aregordâse@
@to renew@|@renovâ@
@to renounce@|@renegâ@
@to rent@|@afitâ, apixonâ@
@to repair@|@riparâ, agiustâ@
@to repeat@|@ripête@
@to replace@|@rinpiasâ@
@to reply@|@rispónde@
@to report@|@riportâ@
@to represent@|@raprezentâ@
@to reproach@|@rinfaciâ@
@to reproduce@|@riprodûe@
@to resell@|@revénde@
@to reserve@|@riservâ@
@to resign@|@dimétise@
@to resign oneself@|@rasegnâse@
@to resist@|@rescìste@
@to resound@|@resunâ, reciocâ@
@to respect@|@rispetâ, portâ rispètto@
@to rest on@|@arêzise, rêzise@
@to restore@|@rénde, recuveâ, ricoverâ, restitoî@
@to restrict@|@restrìnze@
@to resume@|@repigiâ@
@to retail@|@vénde in detàlio@
@to retain@|@agoantâ@
@to retake@|@repigiâ@
@to rethink@|@repensâ@
@to return@|@tornâ, ritornâ, vortâ, recangiâ@
@to reveal@|@rivelâ@
@to revere@|@reveî, riveî, venerâ@
@to reverse@|@ribaltâ, reculâ@
@to ride@|@montâ@
@to rinse@|@aruxentâ, ruxentâ@
@to rip off@|@strepâ@
@to ripple@|@ondezâ@
@to rise@|@oumentâ@
@to risk@|@areizegâ, arischiâ, métte a réizego@
@to roast@|@rostî, brostolî, bristolî@
@to rob@|@raspusâ, röbâ, aröbâ@
@to rock@|@ninâ@
@to roll up@|@redogiâ@
@to roll up one's sleeves@|@revertegâse@
@to root (pig)@|@rumâ@
@to rot@|@marçî@
@to row@|@vogâ@
@to ruin up@|@aroinâ, rovinâ, arovinâ@
@to rule@|@regnâ, governâ@
@to rule out@|@scartâ@
@to ruminate@|@rumegâ@
@to run@|@filâ, corî@
@to run (nose)@|@coâ (o nâzo)@
@to run short@|@scarsezâ@
@to rush@|@sbrigâ@
@to sacrifice@|@sacrificâ@
@to sadden@|@intristî@
@to saddle@|@inselâ@
@to salt (down)@|@saâ@
@to salute@|@saluâ@
@to sanction@|@biaximâ@
@to satiate@|@saçiâ@
@to satisfy@|@fâ pró@
@to save@|@sarvâ, avardâ@
@to save (money)@|@risparmiâ@
@to saw@|@segâ@
@to say@|@dî, dîxe@
@to say hello@|@dâ o bón giórno@
@to say hello (to)@|@saluâ@
@to scare@|@fâ poîa, fâghe atrovâ 'n resâto@
@to scold@|@dâ (fig.), castigâ, insprîtâ@
@to scorch@|@strinâ@
@to scrape@|@raspâ, rascciâ@
@to scratch@|@granfignâ (v), gratâ, rascciâ@
@to scratch oneself@|@gratâse@
@to scrawl@|@scribasâ, scarabociâ@
@to scream@|@strilâ@
@to screech@|@strilâ@
@to scribble@|@scarabociâ, scribasâ@
@to scrounge@|@mangiâ o pàn a petón, mangiâ o pàn a pitón (Savona)@
@to sculpt@|@scolpî, scorpî@
@to search@|@çercâ@
@to search thoroughly@|@frigognâ, lanbicâse o çervéllo (fig.)@
@to seduce@|@sedûe@
@to see@|@védde@
